premise;question;choice1;choice2;label
میں تھکا ہوا محسوس کیا. ;effect;میں جلدی سو گیا. ;میں ساری رات جاگتا رہا. ;0
وہ شخص حجام کے پاس گیا ;cause;وہ اپنے بالوں کو بڑھ رہا تھا. ;اس کے بال لمبے ہو رہے تھے. ;1
لڑکے نے اپنے نئے ہم جماعت کے ساتھ بدمعاشیاں کیں۔ ;cause;لڑکے نے نئے ہم جماعت کا استقبال کیا۔ ;لڑکے کو نئے ہم جماعت سے نفرت تھی۔ ;1
میں نے ایک گلاس دودھ کی خواہش کی. ;cause;میں کوکیز کھا رہا تھا. ;میں روٹی بنا رہا تھا ;0
بارش شروع ہو گئی۔ ;effect;ڈرائیور نے ہیڈ لائٹس آن کر دی۔ ;ڈرائیور نے گاڑی کو ریورس کر دیا. ;0
عمارت کی پارکنگ خالی تھی. ;effect;میں سڑک کے اس پار کھڑی تھی. ;میں نے دروازے کے قریب کھڑی کی. ;1
مصنف نے مسودہ جمع کروانے کی آخری تاریخ کو یاد کیا۔ ;cause;اس کے پاس لکھنے کا بلاک تھا. ;اس نے مسودہ میں ترمیم کی. ;0
اس کے ساتھی نے مجھے فون بند کر دیا. ;cause;میں نے ایک سپروائزر سے بات کرنے کے لئے کہا. ;میں نے اپنا شناختی نمبر فراہم کیا. ;0
کھولی ہوئی کھڑکی سے ہوا چل رہی تھی۔ ;effect;دروازے کی گھنٹی بج گئی۔ ;پردے لرز گئے۔ ;1
میرے گھر میں بجلی بند ہو گئی۔ ;cause;میں نے چراغ کا پلگ ان نکال دیا. ;میں ایک فیوز پھٹ گیا. ;1
وزن اٹھانے والے نے گڑگڑا کر کہا۔ ;cause;اس نے آئینے میں اپنے پٹھوں کو جھکا دیا. ;اس نے بار کو اپنے سر کے اوپر اٹھایا۔ ;1
طالب علم نے اپنے سر میں حساب کرنے کی کوشش کی۔ ;effect;اس نے ایک کیلکولیٹر نکالا۔ ;وہ الجھن میں ہو گیا. ;1
بچہ سو گیا. ;cause;باپ نے بچے کا ڈایپر بدل دیا۔ ;باپ نے بچے کو آہستہ سے ہلا دیا۔ ;1
لڑکی نے لڑکے پر پانی کا غبارہ پھینکا۔ ;effect;لڑکے کو دماغی صدمہ ہوا. ;لڑکا بھیگ گیا. ;1
فوٹوگرافر کیمرے پر فلیش استعمال کرنا بھول گیا. ;effect;تصاویر دھندلی ہو گئیں. ;تصاویر میں ہر کوئی مسکرانے سے انکار کر دیا. ;0
میں نے سالگرہ کی پارٹی میں دعوت نامہ مسترد کر دیا. ;cause;میں تنہا تھا. ;میں شہر سے باہر تھا. ;1
میں نے ورزش کی. ;cause;میں نے توانائی محسوس کی. ;میں ڈر گیا تھا. ;0
میں نے نم سپنج کو دبا دیا. ;effect;اس نے پانی جذب کر لیا۔ ;اس سے پانی نکل آیا ;1
چھٹیوں والے ریزورٹ کے لئے ایک فیری لیا. ;cause;ریزورٹ بک کیا گیا تھا. ;ریزورٹ ایک جزیرے پر تھا. ;1
نوجوان نے ٹیٹو بنا لیا۔ ;cause;وہ انجکشن سے ڈرتی تھی ;وہ بغاوت کرنا چاہتی تھی ;1
ایک اجنبی کار میرے گھر کے باہر کھڑی تھی ;effect;مجھے شک ہوا۔ ;میں نے پولیس کو بلایا. ;0
مجرم نے خود کو پیش کر دیا. ;cause;ثبوت نے اسے ملوث کیا. ;اس کے خلاف کوئی ثبوت نہیں تھا. ;0
بھاری آدمی نے وزن کم کرنے کا فیصلہ کیا۔ ;effect;اس نے مٹھائی چھوڑ دی۔ ;اس نے کیفین سے گریز کیا. ;0
لڑکی برف پر قدم رکھا. ;effect;وہ پھسل گیا. ;وہ کانپ رہی تھی. ;0
اس عورت کی آنکھوں کے نیچے حلقے تھے ;cause;وہ ساری رات جاگتی رہی۔ ;اس نے اپنے بیٹے کو بستر پر لٹا دیا. ;0
آتش فشاں سے لاوا بہہ رہا تھا۔ ;cause;آتش فشاں پھٹا۔ ;آتش فشاں غیر فعال تھا. ;0
عورت نے اپنے جوتے پہنے۔ ;cause;وہ پارٹی میں سب کو جانتا تھا. ;وہ پارٹی چھوڑنا چاہتی تھی. ;1
میں نے ٹول بوتھ کے ملازم کو ادا کیا. ;effect;اس نے مجھے ٹول بوتھ سے گزرنے دیا۔ ;وہ مجھے ٹول بوتھ پر روک لیا. ;0
ایگزیکٹو دیوالیہ ہو گیا. ;cause;اس نے اپنی کمپنی کا اسٹاک بیچ دیا. ;اس نے اپنی دولت کو ضائع کر دیا۔ ;1
وہ آدمی ڈاکٹر کے پاس گیا ;cause;ڈاکٹر چھٹی پر تھا. ;آدمی بیمار محسوس کیا. ;1
میں نے کھڑکی کے ذریعے اپنے بیڈروم سے باہر نکل لیا۔ ;cause;گھر جل رہا تھا. ;گھر خالی تھا. ;0
لڑکے کی انگلیاں پُنی ہو گئیں۔ ;cause;اس نے لمبا غسل لیا۔ ;اس نے اپنے ہاتھوں کو صابن سے دھویا۔ ;0
میں نے دودھ کو پھونک دیا. ;cause;دودھ کا ذائقہ تیز تھا۔ ;میرا منہ خشک تھا. ;0
میں بس چھوٹ گیا. ;effect;میں کام پر جلدی تھا. ;میں کام پر دیر ہو گئی تھی. ;1
ٹرک کار سے ٹکرا گیا. ;effect;ٹرک تیز ہو گیا. ;گاڑی ٹوٹ گئی. ;1
ٹیم نے اپنے حق میں مقابلہ میں دھاندلی کی. ;effect;انہوں نے جیت لیا. ;وہ باہر گر گیا. ;0
سوڈا کی بوتل hissed. ;cause;میں نے بوتل کو پلٹ دیا. ;میں ٹوپی سے دور مڑ. ;1
لڑکے کو گھر سے باہر بند کر دیا گیا تھا۔ ;effect;وہ کھولی ہوئی کھڑکی سے اندر گھس آیا۔ ;وہ چھت پر چڑھ گیا. ;0
دروازے کی گھنٹی بج گئی۔ ;effect;مہمان نے دروازے پر دستک دی۔ ;عورت نے دروازے کے کواڑ کے ذریعے دیکھا۔ ;1
اس آدمی نے اپنے سوٹ کو داغ لگایا۔ ;effect;وہ خشک صاف کر دیا ہے. ;اس نے اسے اپنی الماری میں لٹکا دیا تھا. ;0
لڑکی نے ٹوتھ پیسٹ کی ٹیوب کو دبا لیا۔ ;effect;ٹوتھ پیسٹ ٹیوب سے باہر squirted. ;لڑکی نے ٹوتھ پیسٹ باہر پھینک دیا. ;0
جنگ سے شہری اموات میں اضافہ ہوا۔ ;effect;امن پسندوں نے احتجاج کیا. ;پسیفسٹوں نے ایک پریڈ کا انعقاد کیا۔ ;0
لڑکی نے اپنے بالوں سے ربن کھینچ لیا۔ ;cause;اس نے ربن باندھ لیا۔ ;ربن بچے کی طرح لگ رہا تھا. ;1
اس آدمی نے پلاسٹک سرجری کی تھی. ;effect;وہ بوڑھا ہو گیا. ;وہ چھوٹا لگ رہا تھا. ;1
انڈے سے ایک بچہ نکلا۔ ;cause;انڈے سے بچہ نکل آیا۔ ;میں نے انڈے کو توڑ دیا. ;0
قیدی بھوکا مر گیا. ;effect;وہ مر گیا. ;وہ بھاگ گیا. ;0
وہ آدمی سیڑھی پر اپنا توازن کھو گیا. ;effect;وہ سیڑھی پر چڑھ گیا. ;وہ سیڑھی سے گر گیا. ;1
بچے نے رٹ لگائی۔ ;cause;اس نے سوڈا کا ایک گھونٹ لیا۔ ;اس نے سوڈا کی ڈبے کو کھولا۔ ;0
ایک ٹھنڈی ہوا کھڑکی سے اندر داخل ہوئی۔ ;effect;میں نے آرام کیا. ;میں نے کانپ لیا۔ ;1
طالب علم کو کالج جانے کے لیے سکالرشپ ملی۔ ;cause;اس کے ہم جماعت اس کا احترام کرتے تھے. ;اس کے اچھے نمبر تھے. ;1
لڑکی نے لڑکے کا مذاق اڑایا۔ ;cause;وہ اس کے ساتھ ہی رہتی تھی۔ ;وہ اس پر ایک crush تھا. ;1
بھوکا لونڈی کھانا چوری. ;cause;وہ رحم دلی کی ترغیب دیتا تھا ;اس کے پاس کوئی پیسہ نہیں تھا. ;1
میں نے اپنے دوست کو فون کیا تاکہ بات چیت کر سکوں۔ ;cause;میں نے رازداری چاہتا تھا. ;میں تنہا محسوس کیا. ;1
اس آدمی نے مجھ سے ہاتھ بڑھایا۔ ;effect;میں نے اس کا ہاتھ مارا۔ ;میں نے اسے تھپڑ مارا۔ ;0
میں نے ڈوب. ;cause;آتش بازی ہوا میں شروع. ;فریسبی میرے سر کی طرف بڑھ گئی۔ ;1
لڑکی نے اپنے ناخن کاٹے۔ ;cause;وہ پریشان تھی. ;وہ حیران رہ گئی۔ ;0
میں نے کیلنڈر کا صفحہ پلٹ دیا. ;cause;میں نے کیلنڈر پر ایک ملاقات کا نشان لگا دیا. ;یہ ایک نئے مہینے کا آغاز تھا. ;1
شوہر نے دریافت کیا کہ اس کی بیوی کے ساتھ اس کا رشتہ ہے۔ ;effect;اس نے اپنے وکیل کو برطرف کر دیا. ;اس نے طلاق کے لئے درخواست دائر کی. ;1
لڑکی نے ربڑ کی گیند گرا دی۔ ;effect;گیند اچھل پڑی۔ ;گیند چمک. ;0
اس لڑکی نے اپنے امتحان میں غلطی کی تھی۔ ;effect;اس نے جواب کا اندازہ لگایا۔ ;اس نے اپنا جواب مٹا دیا. ;1
کھلاڑی نے اپنے مخالف کو ٹاک کیا. ;effect;اس کے حریف نے پاس پکڑا۔ ;اس کے مخالف زمین پر مارا. ;1
میں نے انگور سے ٹماٹر چن لیے۔ ;cause;وہ پکا ہوا تھا. ;میں نے انہیں پانی پلایا. ;0
وہ رومانٹک اداکاری کرنا چاہتا تھا ;effect;وہ دوپہر کے کھانے کے لئے اس کی سابق گرل فرینڈ سے ملاقات کی. ;اس نے اپنی گرل فرینڈ کو چاکلیٹ خریدے. ;1
تھرمامیٹر میں جیو کا اضافہ ہوا. ;cause;میں نے تھرمامیٹر گرایا۔ ;موسم گرم ہو گیا. ;1
ایک طوفان شہر کے ذریعے آیا. ;effect;عدالت کی چھت پھٹ گئی. ;شاہراہ خطرناک طور پر برفانی ہو گئی۔ ;0
طالب علم کو ٹیوشن دیا گیا. ;effect;اس کے گریڈ میں بہتری آئی۔ ;اس نے امتحان میں دھوکہ دیا تھا۔ ;0
میں نے آرام دہ محسوس کیا. ;cause;میں نے زمین پر گھٹنے ٹیک دیے. ;میں نے اپنے آپ کو ایک کمبل میں لپیٹ لیا۔ ;1
میں نے پتھر کو پالش کیا. ;effect;یہ پھسلن بن گیا. ;یہ چمکنے لگا۔ ;1
میں نے کافی میں چینی شامل کی ہے۔ ;effect;کافی کی بو بہت تیز تھی۔ ;کافی میٹھی تھی۔ ;1
وہ شخص اخباروں میں گھوم رہا تھا۔ ;effect;وہ کاغذ پر ایک کٹ ہے. ;اس نے کاغذات کو پھاڑ کر رکھ دیا۔ ;0
میں نے ہتھوڑے سے کیل کو مارا۔ ;effect;کیل لکڑی میں ڈوب گیا. ;کیل زنگ آلود ہو گیا. ;0
مچھلی نے رسی کو کاٹا۔ ;effect;مچھآری نے مچھلی کو پکڑ لیا۔ ;ماہی گیر نے جال دوبارہ ڈال دیا ;0
نوجوان اسکول جانے سے شرمندہ تھا۔ ;cause;وہ ایک pimple کے مل گیا. ;وہ اس کی braces اتار لیا. ;0
میرا چہرہ روشن ہو گیا ;cause;مجھے اچھی خبر ملی ہے. ;میں نے اپنا صبر کھو دیا. ;0
میں نے اپنے ہاتھوں کو تولیے سے صاف کیا۔ ;cause;تولیہ گیلا تھا. ;میرے ہاتھ گیلے تھے. ;1
اس شخص نے اسٹیول پر اپنا توازن کھو دیا. ;cause;اس کے نیچے سے ٹوکری لرز رہی تھی. ;اس نے اسٹول پر پینٹ بہایا۔ ;0
ٹیم کے ساتھیوں نے ایک دوسرے پر الزام عائد کیا۔ ;cause;انہوں نے اپنا کھیل ہار دیا. ;ان کے کوچ نے ٹریننگ منسوخ کر دی۔ ;0
میں نے معافی مانگی۔ ;cause;مجھے اپنی غلطی پر افسوس ہے۔ ;میں نے اپنا مقصد حاصل کر لیا۔ ;0
عورت اپنے ڈیٹ سے تنگ آ گئی۔ ;cause;اس نے اس سے اپنے بارے میں سوالات کیے۔ ;وہ مسلسل اپنے بارے میں بات کرتا تھا. ;1
لڑکی نے مسکرا کر کہا۔ ;effect;اس کے گال سرخ ہو گئے۔ ;اس کے dimples دکھایا. ;1
دشمن جہاز پھٹ گیا. ;cause;یہ کان کے اوپر سے گزرا. ;یہ بندرگاہ میں sailed. ;0
اس آدمی نے اس کے پاؤں کو چھید دیا. ;cause;وہ ایک پودے میں چلتا ہے. ;وہ شیشے کے ٹکڑوں پر چل پڑا۔ ;1
تفتیش کاروں نے جرم کے مقام پر فنگر پرنٹس کے لیے دھول اڑا دی۔ ;effect;انہوں نے قاتل کی شناخت دریافت کر لی۔ ;انہوں نے جرم کے منظر پر ہتھیار پایا. ;0
ہائی وے پر ٹریفک بہت زیادہ تھی. ;effect;میں نے ایک راستہ لیا. ;میں نے ایک سواری کے لئے پوچھا. ;0
ملک کی معیشت میں کمی آئی۔ ;effect;بہت سے لوگ بیمار ہو گئے. ;بہت سے لوگوں کو بے روزگاری کا سامنا تھا۔ ;1
کراسنگ گارڈ نے بچوں پر اپنی سیٹی پھونکی۔ ;cause;وہ مخالف سمت سے آنے والی ٹریفک میں چلنے والے تھے. ;وہ ان کو اس کے پڑوس سے پہچان لیا. ;0
میں نے اپنی دوست پر آنکھیں پھیر دیں۔ ;cause;اس نے مجھے سچ بتایا. ;اس نے ایک طنزیہ تبصرہ کیا۔ ;1
گاڑی میں گیس ختم ہو گئی۔ ;effect;ڈرائیور سڑک پر پھنس گیا تھا. ;ڈرائیور نے ایک ہٹہاکر کو اٹھایا۔ ;0
عورت کو درد زہ شروع ہو گیا. ;effect;بچہ پیدا ہوا تھا. ;عورت کو صبح کی بیماری تھی ;0
اس آدمی کی ٹوپی اڑ گئی. ;cause;اس نے ٹوپی اتار دی۔ ;باہر ہوا بہت تھی. ;1
لڑکی اپنے ہم جماعت کی سالگرہ کی پارٹی میں شریک ہوئی۔ ;cause;اسے دعوت نامہ ملا تھا۔ ;اس نے ایک تحفہ خریدا۔ ;0
لڑکے کی پیشانی گرم محسوس ہوئی۔ ;effect;اس کی ماں نے اس کا درجہ حرارت لیا. ;اس کی ماں اسے پارک لے گئے. ;0
اس آدمی نے خود کو کولون کے ساتھ سپرے کیا. ;cause;وہ اپنی تاریخ کو متاثر کرنا چاہتا تھا. ;اس نے اپنے بالوں میں جیل لگا دی. ;0
گھر میں بجلی بند ہو گئی. ;effect;میں ایک فلیش لائٹ کے لئے تلاش کر رہا تھا. ;میں نے ایک بیلچہ اٹھایا. ;0
خاندان ایک بڑے گھر میں منتقل ہو گیا. ;cause;بیٹا ہائی اسکول سے گریجویٹ ہوا۔ ;ماں نے جڑواں بچوں کو جنم دیا. ;1
میراتھن رنر نے آہستہ آہستہ قدم رکھا۔ ;cause;وہ اپنی توانائی کو بچانا چاہتی تھی. ;وہ ختم لائن دیکھا. ;0
لڑکے نے وینڈنگ مشین کو ٹھوکر ماری۔ ;cause;مشین نے پیسے نکال دیئے۔ ;چپس کا بیگ پھنس گیا تھا. ;1
میرے دوست کا کتا مر گیا. ;effect;میں نے اس پر میری آنکھیں رولڈ. ;میں نے اسے گلے لگایا۔ ;1
کاروباری شخص کے کریڈٹ کارڈ کو مسترد کر دیا گیا. ;effect;اس نے ایک IOU لکھا. ;اس نے نقد رقم ادا کی. ;1
آدمی لعنت. ;cause;اس نے اپنے ناخن کاٹے۔ ;اس نے اپنی انگلی کو ٹھوکر ماری۔ ;1
وہ شخص اپنے بھائی پر فخر محسوس کرتا تھا۔ ;cause;اس کے بھائی نے ان کے والدین کے ساتھ جھگڑا کر لیا. ;اس کے بھائی کو قانون کے اسکول میں قبول کر لیا گیا. ;1
لڑکی نظام شمسی کے بارے میں جاننا چاہتی تھی ;effect;وہ لائبریری گئی۔ ;اس نے ستاروں کی طرف دیکھا۔ ;0
دیوار پر پوسٹر لٹک گیا. ;cause;میں نے دروازے کے اوپر پوسٹر رکھا۔ ;میں نے پوسٹر کے پیچھے ٹیپ لگا دی. ;1
کلائنٹ نے عمارت کے لئے معمار کے منصوبوں کو منظور کیا. ;effect;معمار نے عمارت تعمیر کی. ;معمار نے منصوبوں کو ایڈجسٹ کیا. ;0
اس آدمی نے اپنا چمچ گرا دیا. ;cause;اس کا ہاتھ کانپ رہا تھا. ;اس نے چمچ چاٹ لیا۔ ;0
کمپنی کے سی ای او نے استعفیٰ دے دیا. ;effect;بورڈ آف ڈائریکٹرز نے کمپنی کو تحلیل کر دیا. ;بورڈ آف ڈائریکٹرز نے اس کی جگہ لے لی. ;1
میں لیکچر میں دیر سے پہنچا۔ ;effect;میں پیچھے کی صف میں بیٹھ گیا. ;میں نے پوڈیم کے قریب پہنچ کر کہا ;0
وہ شخص جیل سے رہا ہو گیا تھا۔ ;cause;اس کے خاندان نے اس کی ضمانت ادا کی. ;اس نے ایک ساتھی قیدی پر حملہ کیا. ;0
خاندان نے اپنا سارا سامان کھو دیا. ;cause;انہوں نے اپنا گھر بیچ دیا. ;ان کے گھر میں آگ لگ گئی۔ ;1
میں نے ایلومینیم کین پر ٹھوکر مارا. ;effect;ڈبہ ری سائیکل کیا گیا تھا. ;ڈبے کو کچل دیا گیا. ;1
لڑکی بحث کی ٹیم میں شامل ہو گئی. ;effect;وہ کمپیوٹر استعمال کرنا سیکھ گئی۔ ;اس نے مواصلات کی مہارتیں سیکھیں۔ ;1
میرا مزاج بہتر ہوا۔ ;cause;میں نے موسیقی سنی۔ ;میں نے برتن دھوئے۔ ;0
خیراتی ادارے نے رقم جمع کرنے کا مقصد بنایا۔ ;effect;انہوں نے بے گھروں کو کھانا کھلایا. ;انہوں نے ایک نیلامی منعقد کی. ;1
رولر کوسٹر کھڑی ڈراپ سے نیچے گر گیا. ;effect;مسافروں نے ہنس کر کہا۔ ;مسافروں نے چیخ و پکار کی. ;1
میں غصے میں آ گیا تھا ;effect;میں نے گھر سے نکلتے وقت میل باکس چیک کیا۔ ;میں نے گھر سے نکلتے وقت دروازہ بند کر دیا۔ ;1
وہ شخص طلوع آفتاب دیکھنا چاہتا تھا۔ ;effect;وہ شمال کا سفر کیا. ;وہ جلدی اٹھ گیا. ;1
میں نے کاغذ جوڑ دیا. ;effect;میں نے کاغذ کو ری سائیکل کیا. ;کاغذ جھکا ہوا. ;1
قوم نے ایک قدرتی آفت کا سامنا کیا. ;effect;دوسرے ممالک کے رہنماؤں نے اتحاد قائم کیا. ;دیگر ممالک کے رہنماؤں نے ہنگامی امداد بھیجی۔ ;1
لڑکے کے کپڑے بھیگ گئے. ;cause;وہ پول سے باہر چڑھ گیا. ;وہ پول میں گر گیا. ;1
طالب علم نے کتاب کو جلدی سے ختم کیا۔ ;cause;یہ لائبریری کو واپس کرنے کے لئے تھا. ;وہ ایک دوست سے اسے قرض لیا. ;0
مجرم کو پھانسی دے دی گئی۔ ;cause;وہ جیل میں پھینک دیا گیا تھا. ;اسے قتل کا مجرم قرار دیا گیا تھا۔ ;1
سورج کی روشنی کمرے میں داخل ہوئی۔ ;cause;میں نے پردے کھولے. ;میں نے دروازہ کھولا۔ ;0
میں نے دھوکے باز کے بال کھینچ لئے. ;effect;اس کی پیرکیک گر گئی. ;وہ گنجی ہو گئی. ;0
ایڈیٹر نے اس مخطوطے میں ایک جملہ کو دوبارہ لکھا۔ ;cause;اس نے اس مخطوطہ کو مجبور پایا. ;انہوں نے سزا کو غیر واضح قرار دیا۔ ;1
عورت نے اپنا کریڈٹ کارڈ اکاؤنٹ منسوخ کر دیا. ;cause;وہ کارڈ غائب تھا کہ احساس ہوا. ;اس نے محسوس کیا کہ کارڈ کی میعاد ختم ہو چکی ہے۔ ;0
مرد اور عورت محبت میں گر گئے. ;effect;وہ کالج میں تعلیم حاصل کر چکے تھے. ;وہ شادی کر لی. ;1
موسیقی سننے کے لیے بہت کمزور تھی۔ ;effect;میں نے حجم کو بڑھایا. ;میں نے اپنا گانا خود لکھا۔ ;0
لڑکے کے بال کھڑا تھا. ;cause;لڑکی نے اسے خراب کر دیا. ;لڑکی نے اسے کھینچا. ;0
کیڑے کو کچل دیا گیا. ;cause;میں نے اپنے آپ کو کیڑے مارنے والے سپرے کیا. ;میں نے کیڑے پر قدم رکھا. ;1
میں نے آنکھیں کھولیں۔ ;cause;میں جاگ گیا. ;میں نے آرام کیا. ;0
میرے پڑوسی کی موسیقی زور زور سے چل رہی تھی. ;effect;میں نے اسے کہا کہ اسے کم کر دے۔ ;میں نے اس سے سی ڈی قرض لینے کو کہا۔ ;0
اس شخص کا خاندان غربت میں رہتا تھا ;cause;وہ اپنی کمائی کے ساتھ پرسکون تھا. ;وہ کم از کم اجرت سے کم کمایا. ;1
طالب علم نے یونیورسٹی سے گریجویشن کیا. ;effect;وہ نوکری کی تلاش میں تھا. ;اس نے ایک شوق اختیار کر لیا۔ ;0
مصور نے پیلے رنگ کی پینٹ کو نیلے رنگ میں ملا دیا ;effect;پینٹ ہر جگہ چھڑک دیا. ;رنگ سبز ہو گیا. ;1
میں نے گفتگو کا موضوع بدل دیا. ;cause;میں بات کرنے کے لئے چیزوں سے باہر چلا گیا. ;بات چیت کشیدگی بن گیا. ;1
میرے بھائی کو ہسپتال سے فارغ کر دیا گیا ہے. ;effect;میں نے اسے گھر واپس خوش آمدید کہا۔ ;میں نے اسے ٹھنڈا کندھے دیا. ;0
اسٹیج پر پردہ اٹھ گیا۔ ;effect;ڈرامے کا افتتاحی منظر شروع ہوا۔ ;ڈرامے کے اداکار سٹیج سے باہر نکل آئے۔ ;0
یرغمالی کے لئے جمع کیا گیا ہے اغوا کار کے مینڈیٹ. ;cause;اغوا کار نے یرغمال کو نقصان پہنچانے کی دھمکی دی۔ ;اغوا کار نے یرغمال کو اکیلا چھوڑ دیا. ;0
ایک دھماکے نے اسٹیج پر گونج مچا دی۔ ;cause;موسیقار نے اپنے پاؤں کو تھپتھپا لیا۔ ;موسیقار نے ڈھول مارا۔ ;1
والدین اپنے بچے کے کمرے میں دوڑے۔ ;cause;بچہ ایک خواب سے چیخ چیخ کر جاگ اٹھا۔ ;بچہ اس کے بستر کے نیچے دیکھنے سے ڈرتا تھا. ;0
عورت نے اشاروں کی زبان میں بات چیت کی۔ ;cause;وہ وقت سے پہلے پیدا ہوئی تھی. ;وہ پیدائشی بہری تھی ;1
اس علاقے میں خشک سالی ہوئی۔ ;effect;پانی آلودہ ہو گیا. ;فصلیں تباہ ہو گئیں ;1
بلی نے پرندے کا پیچھا کیا۔ ;effect;پرندہ اڑ گیا ;پرندے نے ایک کیڑا پکڑا۔ ;0
لڑکی نے سکول تبدیل کر دیا. ;cause;اسکول موسم گرما کے لئے چھوڑ دیا. ;وہ ایک نئے شہر میں منتقل ہو گئی. ;1
فیکٹری کے مالک نے ملازمین کی تنخواہ بڑھانے سے انکار کر دیا۔ ;effect;مالک نے ایک نیا مینیجر مقرر کیا. ;ملازمین نے ہڑتال کر دی۔ ;1
رہنما نے اپنے ملک کے انتہا پسندوں کو دشمن بنا دیا. ;effect;انتہا پسندوں نے اسے متاثر کیا. ;انتہا پسندوں نے اسے قتل کر دیا. ;1
میں ساحل پر ننگے پاؤں چلتا رہا۔ ;effect;میرے پاؤں میں ریت چپکی ہوئی. ;سمندر میں طوفان ;0
میں آدھی رات کو ٹھنڈ محسوس کرتے ہوئے جاگ گیا. ;effect;میں سویٹ پتلون پہنتا ہوں. ;میں نے ایک گلاس پانی پیا۔ ;0
ماں نے اپنے بیٹے کو خاموش کر دیا. ;cause;اس کے بیٹے نے مسکرا کر کہا۔ ;اس کا بیٹا رونے لگا۔ ;1
میری جینز میں ایک سوراخ پھٹا. ;cause;میں نے جینز کو زپ کر لیا ہے. ;میں نے فرش پر ٹھوکر کھائی۔ ;1
لڑکے نے بریٹس پہنی ہوئی تھی. ;effect;اس کے پاس ایک گہا ہے. ;اس کے دانت سیدھے ہو گئے۔ ;1
میں نے کل جم میں کام کیا. ;effect;میں آج پٹھوں میں درد کے ساتھ اٹھ کھڑا ہوا۔ ;میں آج گلے میں درد کے ساتھ جاگ اٹھا. ;0
لڑکی نے ایک دوسرے کے سامنے آگے پیچھے چپکے سے دوپہر کے کھانے کی میز پر. ;effect;دوسرے طالب علم دوپہر کے کھانے کی میز پر بیٹھ گئے. ;دوپہر کے کھانے کی میز پر بیٹھے دیگر طلباء نے محسوس کیا کہ وہ باہر رہ گئے ہیں۔ ;1
بچہ ٹرامپولین پر اترا۔ ;effect;وہ ہوا میں واپس sprung. ;اس نے فِلپ کرنے کی کوشش کرنے کا فیصلہ کیا۔ ;0
میں نے خط میل باکس میں جمع کرایا۔ ;effect;پوسٹ آفس نے خط پہنچایا۔ ;پوسٹ آفس نے خط کی ترسیل تیز کردی۔ ;0
جواری پر اعتماد تھا ;effect;اس نے اپنا سارا پیسہ لگایا۔ ;وہ گھر گیا تو اس کے پاس کچھ نہیں تھا۔ ;0
جنگل کی آگ پھیل گئی۔ ;cause;ہوائیں تیز ہو گئیں۔ ;آتشزدگی کرنے والوں کو گرفتار کر لیا گیا. ;0
بچے نے اپنے گھٹنے کا کھال اُڑا لیا۔ ;effect;اس کی ماں نے اسے اپنے کمرے میں بھیجا. ;اس کی ماں نے زخم پر بینڈاد لگایا۔ ;1
وہ شخص اس مہلک بیماری سے بچ گیا ;cause;اس نے اپنی مرضی پر دستخط کیے۔ ;اس کو ایک اعضاء کی پیوند کاری ہوئی۔ ;1
میں نے اس جلتے ہوئے کافی کا ایک گھونٹ لیا۔ ;effect;میں نے اپنی زبان کاٹ لی۔ ;میں نے اپنی زبان جلا دی. ;1
ایڈیٹر نے مصنف کو برطرف کر دیا. ;cause;مصنفہ نے اپنی کہانیوں میں تعصب سے گریز کیا۔ ;مصنف ایک اہم ڈیڈ لائن سے محروم ہو گیا. ;1
میں تھکا ہوا محسوس کیا. ;cause;میں نے سارا دن سو لیا. ;میں نے سارا دن پڑھائی کی. ;1
ڈاکٹر نے مریض کی تشخیص کی. ;cause;اس نے مریض کی علامات کی نشاندہی کی. ;اس نے مریض کو دوائیں لکھ دیں۔ ;0
میں نے اپنی جلد کو کھینچا۔ ;cause;یہ پسینے تھا. ;یہ خارش محسوس ہوا. ;1
اس شخص کا ہنگامی طور پر آپریشن کیا گیا تھا۔ ;cause;اس نے اپنا غصہ کھو دیا. ;اسے دل کا دورہ پڑا۔ ;1
اس آدمی کے بازو کے پٹھوں میں پھوٹ پڑ گئی۔ ;cause;اس نے اپنے بازوؤں کو جھکا لیا۔ ;اس نے اپنے بازوؤں کو رگڑا۔ ;0
اس آدمی نے اپنی ابرو اٹھائی۔ ;cause;وہ حیران تھا. ;وہ مایوس محسوس ہوا. ;0
میں نے اپنے ساتھی کی غلطی کو معاف کر دیا. ;cause;میں نے اس کے ارادوں کو اچھا تھا یقین. ;میں نے یقین کیا کہ وہ بہتر جانتا ہے. ;0
اس آدمی نے سگریٹ نوشی چھوڑ دی۔ ;effect;وہ زیادہ ورزش کرنے لگا۔ ;وہ پہلے جاگنا شروع کر دیا. ;0
عورت نے اپنے حملہ آور کو ناک میں مارا۔ ;effect;حملہ آور کی لاش بے جان ہو گئی۔ ;حملہ آور کا خون بہنا شروع ہو گیا. ;1
تیر نے گھوڑے کی آنکھ کو چھوٹا کر دیا۔ ;cause;اس آدمی کی اہمیت غلط تھی. ;آدمی کھیل ہار رہا تھا. ;0
گھر کے مالک نے درخواست کی کہ ایک جراثیم کش اس کے گھر آئے۔ ;cause;اس نے تہہ خانے میں چوہوں کو دریافت کیا. ;اس نے اپنے کمرے میں ایک مور کا فارم رکھا ہوا تھا۔ ;0
