question;A;B;C;answer;answer_abc
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алиса има розова топка, Боб има черна топка, а Клер има лилаво подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Клеър си разменят подаръците. След това Алис и Клеър си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Боб има ;черна топка ;розова топка ;лилаво присъствие ;розова топка ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алиса има розова топка, Боб има черна топка, а Клер има лилаво подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Клеър си разменят подаръците. След това Алис и Клеър си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Клеър има ;черна топка ;розова топка ;лилаво присъствие ;лилаво присъствие ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има оранжева топка, Боб има черна топка, а Клеър има кафяв подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Алис и Клеър си разменят подаръците. След това Боб и Клеър си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Алис има ;оранжева топка ;черна топка ;Кафяви подаръци ;черна топка ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има оранжева топка, Боб има черна топка, а Клеър има кафяв подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Алис и Клеър си разменят подаръците. След това Боб и Клеър си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Боб има ;оранжева топка ;черна топка ;Кафяви подаръци ;оранжева топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има оранжева топка, Боб има черна топка, а Клеър има кафяв подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Алис и Клеър си разменят подаръците. След това Боб и Клеър си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Клеър има ;оранжева топка ;черна топка ;Кафяви подаръци ;Кафяви подаръци ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има черна топка, а Клеър има зелен подарък. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. След това Алис и Клеър си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Алис има ;черна топка ;зелено ;синьо подарък ;зелено ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има черна топка, а Клеър има зелен подарък. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. След това Алис и Клеър си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Боб има ;черна топка ;зелено ;синьо подарък ;черна топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има черна топка, а Клеър има зелен подарък. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. След това Алис и Клеър си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Клеър има ;черна топка ;зелено ;синьо подарък ;синьо подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има бял подарък, Боб има розова топка, а Клер има черна топка. По време на събитието, двойки хора си разменят подаръци. Първо, Алис и Клеър си разменят подаръците. След това Алис и Боб си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Алис има ;черна топка ;розова топка ;Белият подарък ;Белият подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има бял подарък, Боб има розова топка, а Клер има черна топка. По време на събитието, двойки хора си разменят подаръци. Първо, Алис и Клеър си разменят подаръците. След това Алис и Боб си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Боб има ;черна топка ;розова топка ;Белият подарък ;черна топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има бял подарък, Боб има розова топка, а Клер има черна топка. По време на събитието, двойки хора си разменят подаръци. Първо, Алис и Клеър си разменят подаръците. След това Алис и Боб си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Клеър има ;черна топка ;розова топка ;Белият подарък ;розова топка ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има зелен подарък, Боб има черна топка, а Клер има син подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Алис и Клеър си разменят подаръците. Клеър и Боб си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Алис има ;черна топка ;зелено ;синьо подарък ;зелено ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има зелен подарък, Боб има черна топка, а Клер има син подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Алис и Клеър си разменят подаръците. Клеър и Боб си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Боб има ;черна топка ;зелено ;синьо подарък ;синьо подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има зелен подарък, Боб има черна топка, а Клер има син подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Алис и Клеър си разменят подаръците. Клеър и Боб си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Клеър има ;черна топка ;зелено ;синьо подарък ;черна топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има оранжева топка, Боб има лилаво подарък, а Клер има червен подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Алис и Боб си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Алис има ;оранжева топка ;лилаво присъствие ;червено подарък ;лилаво присъствие ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има оранжева топка, Боб има лилаво подарък, а Клер има червен подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Алис и Боб си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Боб има ;оранжева топка ;лилаво присъствие ;червено подарък ;оранжева топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има оранжева топка, Боб има лилаво подарък, а Клер има червен подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Алис и Боб си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Клеър има ;оранжева топка ;лилаво присъствие ;червено подарък ;червено подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има червен подарък, Боб има черна топка, а Клер има бял подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Клеър си разменят подаръците. След това Боб и Алис си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Алис има ;черна топка ;червено подарък ;Белият подарък ;Белият подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има червен подарък, Боб има черна топка, а Клер има бял подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Клеър си разменят подаръците. След това Боб и Алис си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Боб има ;черна топка ;червено подарък ;Белият подарък ;черна топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има червен подарък, Боб има черна топка, а Клер има бял подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Клеър си разменят подаръците. След това Боб и Алис си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Клеър има ;черна топка ;червено подарък ;Белият подарък ;червено подарък ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има кафяв подарък, а Клер има бял подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Алис си разменят подаръците. След това Боб и Клеър си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Алис има ;Белият подарък ;синьо подарък ;Кафяви подаръци ;синьо подарък ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има кафяв подарък, а Клер има бял подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Алис си разменят подаръците. След това Боб и Клеър си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Боб има ;Белият подарък ;синьо подарък ;Кафяви подаръци ;Белият подарък ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има кафяв подарък, а Клер има бял подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Алис си разменят подаръците. След това Боб и Клеър си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Клеър има ;Белият подарък ;синьо подарък ;Кафяви подаръци ;Кафяви подаръци ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има жълт подарък, Боб има червен подарък, а Клер има розова топка. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Алис си разменят подаръците. След това Алис и Боб си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Алис има ;розова топка ;жълто ;червено подарък ;червено подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има жълт подарък, Боб има червен подарък, а Клер има розова топка. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Алис си разменят подаръците. След това Алис и Боб си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Боб има ;розова топка ;жълто ;червено подарък ;жълто ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има жълт подарък, Боб има червен подарък, а Клер има розова топка. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Алис си разменят подаръците. След това Алис и Боб си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Клеър има ;розова топка ;жълто ;червено подарък ;розова топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има червен подарък, а Клер има оранжева топка. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Алис и Клеър си разменят подаръците. Накрая, Боб и Алис си разменят подаръците. В края на събитието, Алис има ;оранжева топка ;червено подарък ;синьо подарък ;оранжева топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има червен подарък, а Клер има оранжева топка. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Алис и Клеър си разменят подаръците. Накрая, Боб и Алис си разменят подаръците. В края на събитието, Боб има ;оранжева топка ;червено подарък ;синьо подарък ;червено подарък ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има червен подарък, а Клер има оранжева топка. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Алис и Клеър си разменят подаръците. Накрая, Боб и Алис си разменят подаръците. В края на събитието, Клеър има ;оранжева топка ;червено подарък ;синьо подарък ;синьо подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има бял подарък, Боб има син подарък, а Клер има жълт подарък. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. Клеър и Алис си разменят подаръците. Накрая, Боб и Алис си разменят подаръците. В края на събитието, Алис има ;жълто ;Белият подарък ;синьо подарък ;Белият подарък ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има бял подарък, Боб има син подарък, а Клер има жълт подарък. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. Клеър и Алис си разменят подаръците. Накрая, Боб и Алис си разменят подаръците. В края на събитието, Боб има ;жълто ;Белият подарък ;синьо подарък ;жълто ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има бял подарък, Боб има син подарък, а Клер има жълт подарък. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. Клеър и Алис си разменят подаръците. Накрая, Боб и Алис си разменят подаръците. В края на събитието, Клеър има ;жълто ;Белият подарък ;синьо подарък ;синьо подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има розова топка, Боб има бяла подарък, а Клер има син подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Клеър си разменят подаръците. Клеър и Алис си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Алис има ;розова топка ;Белият подарък ;синьо подарък ;Белият подарък ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има розова топка, Боб има бяла подарък, а Клер има син подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Клеър си разменят подаръците. Клеър и Алис си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Боб има ;розова топка ;Белият подарък ;синьо подарък ;розова топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има розова топка, Боб има бяла подарък, а Клер има син подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Клеър си разменят подаръците. Клеър и Алис си разменят подаръците. Клеър и Боб си разменят подаръците. В края на събитието, Клеър има ;розова топка ;Белият подарък ;синьо подарък ;синьо подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има розова топка, а Клер има лилаво подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Алис си разменят подаръците. Клеър и Алис си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Алис има ;розова топка ;лилаво присъствие ;синьо подарък ;синьо подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има розова топка, а Клер има лилаво подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Алис си разменят подаръците. Клеър и Алис си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Боб има ;розова топка ;лилаво присъствие ;синьо подарък ;лилаво присъствие ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има розова топка, а Клер има лилаво подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Алис си разменят подаръците. Клеър и Алис си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Клеър има ;розова топка ;лилаво присъствие ;синьо подарък ;розова топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има червен подарък, а Клер има зелен подарък. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. Клеър и Боб си разменят подаръците. Накрая Алис и Клеър си разменят подаръците. В края на събитието, Алис има ;зелено ;червено подарък ;синьо подарък ;синьо подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има червен подарък, а Клер има зелен подарък. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. Клеър и Боб си разменят подаръците. Накрая Алис и Клеър си разменят подаръците. В края на събитието, Боб има ;зелено ;червено подарък ;синьо подарък ;зелено ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има син подарък, Боб има червен подарък, а Клер има зелен подарък. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. Клеър и Боб си разменят подаръците. Накрая Алис и Клеър си разменят подаръците. В края на събитието, Клеър има ;зелено ;червено подарък ;синьо подарък ;червено подарък ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има оранжева топка, Боб има черна топка, а Клеър има зелен подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Боб и Алис си разменят подаръците. Накрая, Боб и Клеър си разменят подаръците. В края на събитието, Алис има ;оранжева топка ;черна топка ;зелено ;зелено ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има оранжева топка, Боб има черна топка, а Клеър има зелен подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Боб и Алис си разменят подаръците. Накрая, Боб и Клеър си разменят подаръците. В края на събитието, Боб има ;оранжева топка ;черна топка ;зелено ;черна топка ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има оранжева топка, Боб има черна топка, а Клеър има зелен подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Боб и Алис си разменят подаръците. Накрая, Боб и Клеър си разменят подаръците. В края на събитието, Клеър има ;оранжева топка ;черна топка ;зелено ;оранжева топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алиса има черна топка, Боб има зелена, а Клер има оранжева топка. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. След това Боб и Клеър си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Алис има ;оранжева топка ;черна топка ;зелено ;черна топка ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алиса има черна топка, Боб има зелена, а Клер има оранжева топка. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. След това Боб и Клеър си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Боб има ;оранжева топка ;черна топка ;зелено ;оранжева топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алиса има черна топка, Боб има зелена, а Клер има оранжева топка. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. След това Боб и Клеър си разменят подаръците. Клеър и Алис разменят подаръците си. В края на събитието, Клеър има ;оранжева топка ;черна топка ;зелено ;зелено ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алиса има черна топка, Боб има бяла, а Клер има розова топка. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. След това Боб и Клеър си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Алис има ;черна топка ;розова топка ;Белият подарък ;розова топка ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алиса има черна топка, Боб има бяла, а Клер има розова топка. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. След това Боб и Клеър си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Боб има ;черна топка ;розова топка ;Белият подарък ;Белият подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алиса има черна топка, Боб има бяла, а Клер има розова топка. По време на събитието, двойки хора си разменят подаръци. Първо Алис и Боб си разменят подаръците. След това Боб и Клеър си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Клеър има ;черна топка ;розова топка ;Белият подарък ;черна топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има черна топка, Боб има оранжева топка, а Клер има бял подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Боб и Алис си разменят подаръците. Накрая, Боб и Клеър си разменят подаръците. В края на събитието, Алис има ;оранжева топка ;черна топка ;Белият подарък ;Белият подарък ;C
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има черна топка, Боб има оранжева топка, а Клер има бял подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Боб и Алис си разменят подаръците. Накрая, Боб и Клеър си разменят подаръците. В края на събитието, Боб има ;оранжева топка ;черна топка ;Белият подарък ;оранжева топка ;A
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има черна топка, Боб има оранжева топка, а Клер има бял подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Клеър и Боб си разменят подаръците. След това Боб и Алис си разменят подаръците. Накрая, Боб и Клеър си разменят подаръците. В края на събитието, Клеър има ;оранжева топка ;черна топка ;Белият подарък ;черна топка ;B
Алис, Боб и Клеър правят размяна на подаръци с бели слонове. В началото на събитието, всеки от тях държи подарък с различен цвят: Алис има зелен подарък, Боб има розова топка, а Клер има червен подарък. По време на събитието, двойки хора си разменят подаръци. Първо, Боб и Клеър си разменят подаръците. След това Алис и Клеър си разменят подаръците. Накрая Алис и Боб си разменят подаръците. В края на събитието, Алис има ;розова топка ;зелено ;червено подарък ;червено подарък ;C
