question;A;B;C;answer;answer_abc
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի շագանակագույն գնդակ, Բոբը' կապույտ, իսկ Քլերը' մանուշակագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ, Քլերը եւ Ալիսը փոխանակեցին իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;կապույտ գնդակ ;շագանակագույն գնդակ ;մանուշակագույն գնդակ ;շագանակագույն գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի նարնջագույն գնդակ, Բոբը 'կարմիր գնդակ, իսկ Քլերը' վարդագույն գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;նարնջագույն գնդակ ;մանուշակագույն գնդակ ;վարդագույն գնդակ ;նարնջագույն գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի նարնջագույն գնդակ, Բոբը 'կարմիր գնդակ, իսկ Քլերը' վարդագույն գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;նարնջագույն գնդակ ;մանուշակագույն գնդակ ;վարդագույն գնդակ ;վարդագույն գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի նարնջագույն գնդակ, Բոբը 'կարմիր գնդակ, իսկ Քլերը' վարդագույն գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;նարնջագույն գնդակ ;մանուշակագույն գնդակ ;վարդագույն գնդակ ;մանուշակագույն գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը ունի կարմիր գնդակ, իսկ Քլերը' դեղին: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ, Քլերը եւ Ալիսը փոխանակեցին իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;կապույտ գնդակ ;կարմիր գնդակ ;դեղին գնդակ ;կարմիր գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը ունի կարմիր գնդակ, իսկ Քլերը' դեղին: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ, Քլերը եւ Ալիսը փոխանակեցին իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;կապույտ գնդակ ;կարմիր գնդակ ;դեղին գնդակ ;կապույտ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը ունի կարմիր գնդակ, իսկ Քլերը' դեղին: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ, Քլերը եւ Ալիսը փոխանակեցին իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;կապույտ գնդակ ;կարմիր գնդակ ;դեղին գնդակ ;դեղին գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի վարդագույն գնդակ, Բոբը ունի կարմիր գնդակ, իսկ Քլերը ՝ կանաչ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Քլերը փոխանակեցին իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;կարմիր գնդակ ;վարդագույն գնդակ ;կանաչ գնդակ ;կարմիր գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի վարդագույն գնդակ, Բոբը ունի կարմիր գնդակ, իսկ Քլերը ՝ կանաչ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Քլերը փոխանակեցին իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;կարմիր գնդակ ;վարդագույն գնդակ ;կանաչ գնդակ ;վարդագույն գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի վարդագույն գնդակ, Բոբը ունի կարմիր գնդակ, իսկ Քլերը ՝ կանաչ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Քլերը փոխանակեցին իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;կարմիր գնդակ ;վարդագույն գնդակ ;կանաչ գնդակ ;կանաչ գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի սեւ գնդակ, Բոբը ունի շագանակագույն գնդակ, իսկ Քլերը ՝ կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;կապույտ գնդակ ;սեւ գնդակ ;շագանակագույն գնդակ ;շագանակագույն գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի սեւ գնդակ, Բոբը ունի շագանակագույն գնդակ, իսկ Քլերը ՝ կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;կապույտ գնդակ ;սեւ գնդակ ;շագանակագույն գնդակ ;սեւ գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի սեւ գնդակ, Բոբը ունի շագանակագույն գնդակ, իսկ Քլերը ՝ կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;կապույտ գնդակ ;սեւ գնդակ ;շագանակագույն գնդակ ;կապույտ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի վարդագույն գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;նարնջագույն գնդակ ;կապույտ գնդակ ;վարդագույն գնդակ ;նարնջագույն գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի վարդագույն գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;նարնջագույն գնդակ ;կապույտ գնդակ ;վարդագույն գնդակ ;վարդագույն գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի վարդագույն գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;նարնջագույն գնդակ ;կապույտ գնդակ ;վարդագույն գնդակ ;կապույտ գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի սպիտակ գնդակ, Բոբը' շագանակագույն, իսկ Քլերը' սեւ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;սպիտակ գնդակ ;սեւ գնդակ ;շագանակագույն գնդակ ;շագանակագույն գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի սպիտակ գնդակ, Բոբը' շագանակագույն, իսկ Քլերը' սեւ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;սպիտակ գնդակ ;սեւ գնդակ ;շագանակագույն գնդակ ;սպիտակ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի սպիտակ գնդակ, Բոբը' շագանակագույն, իսկ Քլերը' սեւ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;սպիտակ գնդակ ;սեւ գնդակ ;շագանակագույն գնդակ ;սեւ գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի կարմիր գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' կանաչ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;նարնջագույն գնդակ ;կարմիր գնդակ ;կանաչ գնդակ ;կանաչ գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի կարմիր գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' կանաչ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;նարնջագույն գնդակ ;կարմիր գնդակ ;կանաչ գնդակ ;նարնջագույն գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի կարմիր գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' կանաչ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;նարնջագույն գնդակ ;կարմիր գնդակ ;կանաչ գնդակ ;կարմիր գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի շագանակագույն գնդակ, Բոբը ունի կարմիր գնդակ, իսկ Քլերը ունի կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;կապույտ գնդակ ;շագանակագույն գնդակ ;կարմիր գնդակ ;կապույտ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի շագանակագույն գնդակ, Բոբը ունի կարմիր գնդակ, իսկ Քլերը ունի կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;կապույտ գնդակ ;շագանակագույն գնդակ ;կարմիր գնդակ ;կարմիր գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի շագանակագույն գնդակ, Բոբը ունի կարմիր գնդակ, իսկ Քլերը ունի կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;կապույտ գնդակ ;շագանակագույն գնդակ ;կարմիր գնդակ ;շագանակագույն գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի վարդագույն գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' սպիտակ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ, Քլերը եւ Ալիսը փոխանակեցին իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;նարնջագույն գնդակ ;սպիտակ գնդակ ;վարդագույն գնդակ ;սպիտակ գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի վարդագույն գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' սպիտակ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ, Քլերը եւ Ալիսը փոխանակեցին իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;նարնջագույն գնդակ ;սպիտակ գնդակ ;վարդագույն գնդակ ;նարնջագույն գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի վարդագույն գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' սպիտակ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ, Քլերը եւ Ալիսը փոխանակեցին իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;նարնջագույն գնդակ ;սպիտակ գնդակ ;վարդագույն գնդակ ;վարդագույն գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի կարմիր գնդակ, Բոբը 'վարդագույն գնդակ, իսկ Քլերը' սեւ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;սեւ գնդակ ;կարմիր գնդակ ;վարդագույն գնդակ ;կարմիր գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի կարմիր գնդակ, Բոբը 'վարդագույն գնդակ, իսկ Քլերը' սեւ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;սեւ գնդակ ;կարմիր գնդակ ;վարդագույն գնդակ ;սեւ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի կարմիր գնդակ, Բոբը 'վարդագույն գնդակ, իսկ Քլերը' սեւ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;սեւ գնդակ ;կարմիր գնդակ ;վարդագույն գնդակ ;վարդագույն գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի սպիտակ գնդակ, Բոբը' դեղին, իսկ Քլերը' շագանակագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Քլերը փոխանակեցին իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;սպիտակ գնդակ ;շագանակագույն գնդակ ;դեղին գնդակ ;դեղին գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի սպիտակ գնդակ, Բոբը' դեղին, իսկ Քլերը' շագանակագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Քլերը փոխանակեցին իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;սպիտակ գնդակ ;շագանակագույն գնդակ ;դեղին գնդակ ;սպիտակ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի սպիտակ գնդակ, Բոբը' դեղին, իսկ Քլերը' շագանակագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Քլերը փոխանակեցին իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;սպիտակ գնդակ ;շագանակագույն գնդակ ;դեղին գնդակ ;շագանակագույն գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի սպիտակ գնդակ, Բոբը' մանուշակագույն, իսկ Քլերը' վարդագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;սպիտակ գնդակ ;մանուշակագույն գնդակ ;վարդագույն գնդակ ;վարդագույն գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի սպիտակ գնդակ, Բոբը' մանուշակագույն, իսկ Քլերը' վարդագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;սպիտակ գնդակ ;մանուշակագույն գնդակ ;վարդագույն գնդակ ;մանուշակագույն գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի սպիտակ գնդակ, Բոբը' մանուշակագույն, իսկ Քլերը' վարդագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;սպիտակ գնդակ ;մանուշակագույն գնդակ ;վարդագույն գնդակ ;սպիտակ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի կարմիր գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' սեւ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Քլերը փոխանակեցին իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;նարնջագույն գնդակ ;սեւ գնդակ ;կարմիր գնդակ ;սեւ գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի կարմիր գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' սեւ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Քլերը փոխանակեցին իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;նարնջագույն գնդակ ;սեւ գնդակ ;կարմիր գնդակ ;նարնջագույն գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի կարմիր գնդակ, Բոբը'նարնջագույն գնդակ, իսկ Քլերը' սեւ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Քլերը փոխանակեցին իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;նարնջագույն գնդակ ;սեւ գնդակ ;կարմիր գնդակ ;կարմիր գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի նարնջագույն գնդակ, Բոբը ունի կարմիր գնդակ, իսկ Քլերը ՝ մանուշակագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Քլերը փոխանակեցին իրենց գնդակները: Վերջապես Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;նարնջագույն գնդակ ;կարմիր գնդակ ;մանուշակագույն գնդակ ;նարնջագույն գնդակ ;A
