,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
171,Sam conduisait avec ses feux de route allumés.,Un de ses phares était éteint et il pensait que c'était plus sûr.,Il a été arrêté hier soir.,Le flic lui a donné une contravention et lui a dit de la réparer.,Sam n'avait pas de voiture.,Sam était malheureux.,2
172,"Un soir, un groupe d'amis a décidé de jouer avec une planche Ouija.","C'était pour s'amuser, et ils ont joué pendant une heure.","Après avoir joué, ils se sont couchés.","Quelques minutes plus tard, ils ont entendu un bruit étrange de frappe sur le sol.",Ils ont dormi profondément après cela.,Ils ont tous paniqué naturellement.,2
173,Jan était fatigué de l'hiver et du froid.,Elle a vu une publicité pour une voiture qui serait parfaite pour un voyage.,Elle a acheté la voiture et a planifié le voyage sur une carte.,Elle a parcouru tout l'état de Floride.,L'hiver est la saison où on voit le plus de skieurs.,"Quand elle est rentrée à la maison, il faisait plus chaud à cause du printemps.",2
174,Neil venait d'arriver en Iran.,Il était fasciné par les villes et la campagne.,Il trouvait les montagnes si belles.,La langue et les gens étaient merveilleux aussi.,Il était heureux d'être en Iran.,Il est parti immédiatement.,1
175,Andrew était célibataire depuis de nombreuses années.,"Alors qu'il voulait une petite amie, il ne savait pas comment approcher qui que ce soit.",Un ami a enfin présenté Andrew à une jeune femme sympathique.,Andrew lui a demandé de sortir avec elle.,La fille a dit oui à Andrew.,La fille pleurait de façon hystérique.,1
176,Amy était en retard pour son vol.,Elle a traversé la sécurité de l'aéroport.,Elle pouvait entendre son nom sur le haut-parleur près de sa porte.,Elle courait à toute vitesse et saluait une hôtesse de l'air contrariée.,Amy a quitté l'avion et est rentrée chez elle.,Elle a pris son vol juste à temps.,2
177,Ana était en train de bronzer sur la plage.,Elle s'est assoupie sous le chaud soleil.,Elle s'est réveillée trois heures plus tard.,Ses yeux s'élargirent en se regardant dans le miroir.,Ana était extrêmement pâle.,Ana était extrêmement brûlée par le soleil.,2
178,Paul s'est senti courageux et a essayé de rejoindre l'armée.,L'armée a dit qu'il était trop faible pour s'engager.,"Paul n'a pas été découragé, alors il a essayé de rejoindre la marine.",La marine l'a refusé parce que Paul ne savait pas nager.,Paul était très frustré.,Paul était très satisfait de ses résultats.,1
179,Le chat a poursuivi la souris à travers l'entrepôt vide.,"Courant de peur, le rongeur se déplace aussi vite qu'il le peut.",Le plus gros félin est resté derrière.,Il était terrifié.,La souris s'est échappée.,Le chat a décidé de s'allonger et de faire une sieste.,1
180,Neil est allé en Russie.,"Là, il a visité des sites touristiques et a rencontré des habitants amicaux.",Il a trouvé que la Russie était colorée et vibrante.,Elle a aussi une grande et riche histoire.,Neil a trouvé le voyage stimulant.,Neil trouvait le voyage ennuyeux.,1
181,Marie fait des bougies.,Elle aime ça comme un passe-temps.,Mary en a offert un à son amie.,Tout le monde a adoré les bougies et a demandé à en acheter une.,Marie était très heureuse.,Mary se sentait peu appréciée.,1
182,C'était l'été et Gina et sa sœur s'ennuyaient.,Ils ont décidé de regarder des vidéoclips.,Il y avait la chaîne de vidéoclips ou la chaîne de divertissement noir.,Ils ont choisi de regarder la chaîne de divertissement noire.,Gina et sa sœur s'étaient bien amusées.,Gina n'aimait pas passer du temps avec sa sœur.,1
183,J'étais vraiment excité d'aller à la plage.,Je me suis assuré de tout mettre dans ma voiture.,Je suis allé là-bas en voiture et j'ai mis mon maillot de bain.,"Quand je suis sorti du vestiaire, il a commencé à pleuvoir.",Je suis allé nager et profiter du soleil.,"Mes plans ont été détruits, et je suis rentré chez moi.",2
184,Arnold avait peur des chats.,Il les trouve tous effrayants.,"Un jour, il est allé chez sa petite amie.",Sa petite amie a un chat.,Arnold aimait les chats de sa petite amie.,Arnold a quitté sa petite amie.,2
185,Leah est une étudiante à plein temps qui veut un emploi à temps partiel.,Leah cherche sur Craigslist et trouve un poste de niveau débutant.,"Leah fait une demande et le lendemain, elle reçoit un appel pour un entretien.",Leah va à l'entretien et elle s'en sort vraiment bien.,Leah est virée.,Leah a obtenu le poste.,2
186,"Hier, je suis allé chez les jouets.",Je devais acheter des cadeaux pour mes cousins.,J'ai chargé mon chariot.,"Heureusement, j'ai découvert qu'ils avaient une vente.",J'ai acheté toutes les souris qu'ils avaient.,"Je suis un bon à rien, ça me va bien.",2
187,Bob était en voiture du Texas en Floride.,Il a refusé de s'arrêter dans des hôtels pour faire une pause.,"Après quinze heures de conduite, il était fatigué.",Il commença à s'endormir.,Bob était très énergique.,Bob a décidé de passer la nuit dans un hôtel voisin.,2
188,J'ai mes billets pour le concert.,Je suis allée à Chicago.,Je n'arrivais pas à croire que je voyais un Beatle.,J'étais à 30 rangées de la scène.,J'ai applaudi quand les Beatles sont devenus célèbres.,Je commençais à trembler de peur et de terreur.,1
189,Maggie a remarqué une chauve-souris qui volait autour de son plafond.,Elle a paniqué et ne savait pas quoi faire.,Elle a décidé de se cacher dans sa chambre et d'appeler l'exterminateur.,"Soudain, son chat entre dans sa chambre avec quelque chose dans la bouche.",Le chat de Maggie était mort.,C'était la batte.,2
190,C'était l'été.,Et la chambre de Jeff était très chaude.,Il a vu des stores sombres annoncés pour bloquer la chaleur.,Il pensait que ça ferait une différence.,Joe aimait la chaleur et la lumière qui entraient dans les stores.,Joe était content quand il a mis les nouveaux stores.,2
191,L'oncle de Joey lui a montré une bille.,Il a taquiné Joey en disant que c'était son œil de verre.,"Plus tard, Joey a joué aux billes avec des amis.",Un garçon a dit que sa bille était un œil de chat.,Joey savait que tout le monde se moquait de lui.,Joey a pris son ballon et est rentré chez lui.,1
192,"Vers 11 heures, l'alarme d'incendie de l'école a sonné.","En courant vers la porte, les élèves s'arrêtèrent quand des coups de feu sonnèrent.",Puis le professeur leur a demandé de se cacher sous leurs bureaux.,"Les élèves se sont enfoncés sous leurs bureaux, pétrifiés.",Ils ont attendu que l'incident soit terminé.,Ils ont ensuite joué la tête en bas les pouces en haut.,1
193,La télécommande de Jeffries est à court de piles.,Ça a complètement cessé de fonctionner.,Il devait les remplacer.,Il est donc allé en acheter d'autres.,Il s'est assuré d'acheter des piles rechargeables cette fois.,Il s'est assuré que toutes ses factures étaient payées à temps.,1
194,J'ai toujours voulu faire 50 km à vélo.,Je ne peux faire qu'une vingtaine de kilomètres à la fois.,Je me suis trouvé un entraîneur de vélo qui m'a aidé à progresser.,J'ai travaillé dur pendant quelques mois et j'ai mangé les bons aliments.,Je peux faire 30 milles à vélo.,Je suis tellement hors de forme que je ne peux même pas faire un kilomètre à vélo.,1
195,"Ma famille a toujours aimé camper, moi pas tellement.",L'été de mes 19 ans a été la dernière fois que j'ai campé.,"D'abord, notre voiture est tombée en panne et nous avons été coincés dans la chaleur pendant des heures.","Je me suis brûlé la main en cuisinant, je suis tombé dans le lac et j'ai été mangé par les insectes.",C'était le meilleur voyage de ma vie.,J'ai décidé de ne plus jamais aller camper.,2
196,Mon professeur a assigné une rédaction à ma classe.,"Quand je suis sorti de la salle de classe, j'avais oublié.","Quelques jours plus tard, ma camarade de classe m'a envoyé un message pour me demander si j'avais fait ça.",J'étais tellement bouleversée parce que j'avais totalement oublié!,Je m'inquiétais pour ma note.,Je pensais avoir un A si je ne rendais pas mon essai.,1
197,Sally pense que son patron essaie de la virer.,Elle reste tard pour s'assurer que son travail est correct.,Sally est toujours sur le bord.,Elle décide de fixer une rencontre avec son patron.,Sally espère perdre son emploi.,Sally espère que son patron la gardera.,2
198,Nous avons décidé d'apprendre à faire des bonbons.,Nous avons consulté un livre sur le sujet.,"Puis, nous nous sommes mis au travail en essayant.",Nous avons beaucoup surestimé la difficulté de faire des bonbons.,On a fait un désordre dans la cuisine.,Nous avons décidé de vendre nos bonbons à une boutique locale.,1
199,"Will était très sauvage à la maternelle, et n'écoutait pas son professeur.",Son père était très en colère contre lui.,Il a montré le concierge de l'école et a dit à Will que c'était son avenir.,Will ne voulait pas nettoyer les toilettes de l'école.,Will a commencé à écouter son professeur.,Will voulait être concierge.,1
200,Emily était très nerveuse pour ses injections chez le médecin.,Elle s'est cachée sous la table et a pleuré.,"Quand l'infirmière lui a fait la piqûre, Emily l'a frappée.",Emily et l'infirmière étaient surpris et dans la douleur.,Emily a été réprimandée par ses parents.,Les parents d'Emily l'ont encouragée.,1
201,Mes amis et moi jouions dehors.,On voulait jouer à un nouveau jeu.,Nous avons décidé de jouer au hockey de rue puisque nous n'étions pas familiers avec cela.,On est sortis et on a pris des affaires.,Nous avons joué avec enthousiasme jusqu'à la nuit tombée.,On a rangé le matériel et on est partis chacun de son côté.,1
202,"Un jour, ma souris d'ordinateur a arrêté de fonctionner.",Je suis allé en magasin en acheter un nouveau.,Chaque souris que j'ai trouvée était trop chère.,Je suis rentré chez moi et j'ai décidé d'essayer de réparer ma souris.,J'ai réussi.,J'ai décidé d'arrêter d'utiliser l'ordinateur.,1
203,Samantha était en voiture pour aller en classe.,Elle remarqua qu'elle avait oublié son manuel à la maison.,Elle est rentrée chez elle pour l'obtenir.,Elle est arrivée en retard de 25 minutes.,Elle a été la première personne à arriver.,Je préférais qu'elle soit en retard plutôt qu'inattendue.,2
204,C'était ma première fois à skier et je n'allais pas bien.,J'ai skié directement sur le chemin d'un autre skieur.,Nous nous sommes heurtés et nous sommes tombés tous les deux au sol.,L'autre skieur m'a dit qu'il s'appelait Jack et que c'était un plaisir de me rencontrer.,Je pensais que Jack était très poli.,Je pensais que Jack était très impoli.,1
205,Gabe avait besoin d'un bureau dans sa chambre.,Mais il n'avait pas beaucoup d'argent.,Il a trouvé du contreplaqué dans son garage.,Il en a fait un bureau.,Gabe a décidé d'acheter un bureau pour sa chambre.,Il a poli le bois après avoir construit le bureau.,2
206,Rick a dit à ses amis qu'il détestait camper.,Ils l'ont surpris jusqu'à ce qu'il parte camper.,"Une nuit, il s'est réveillé avec un serpent dans sa tente.",Il a couru de la tente en criant.,Rick refuse même de penser à aller camper maintenant.,Rick caressait le serpent avec joie.,1
207,Jerry voulait commencer une nouvelle carrière.,Il a cherché dans les annonces classées des offres d'emploi.,Il a trouvé un poste intéressant dans une des annonces.,Il a envoyé son CV au recruteur.,Jerry a décidé plus tard qu'il était plus facile de percevoir l'allocation chômage.,Le recruteur a organisé une entrevue pour Jerry.,2
208,Emile voulait être un grand chef.,Il a pris des leçons et a travaillé dur pour apprendre à cuisiner.,Il s'est entraîné à cuisiner et a servi des repas à ses amis.,Ses amis aimaient sa cuisine et l'encourageaient.,Emile a fini par trouver un emploi de chef.,Emile a arrêté de parler à ses amis.,1
209,Ella avait préparé un pique-nique pour sa famille.,Mais elle avait oublié de prendre des fourchettes!,Ils n'avaient pas le choix entre le poulet et la pastèque.,Puis ils se sont tous mis à rire et à manger avec leurs mains.,Ella était heureuse que le pique-nique n'ait pas été gâché.,La famille d'Ella était en colère contre elle le reste de la journée.,1
210,Emily s'est réveillée tôt pour se préparer pour l'école lundi dernier.,"Avant de s'habiller, elle a vérifié si l'école était annulée.",Il neigeait tellement que l'école a été annulée.,Emily était heureuse et a décidé de rester à l'intérieur et de lire pendant son jour de congé.,Elle a attrapé une hypothermie.,Elle a fini son dernier livre.,2
211,Joline est allée au salon de manucure pour se faire faire une manucure.,Le technicien a nettoyé et coupé ses ongles.,Joline ne savait pas quelle couleur de vernis à ongles elle voulait.,Le technicien a suggéré un dessin qui utilisait plusieurs couleurs.,Elle a laissé le technicien changer son huile.,Joline décide de suivre le conseil du technicien.,2
212,"Harry détestait les maisons hantées, mais il ne pouvait pas décevoir son ami.","Faisant semblant d'être courageux, ils entrèrent dans la maison sombre.",Il a réussi à passer sans crier.,"À la fin, ils sont tombés par un plancher de triche dans un tas de colle.",Harry aurait préféré ne pas y aller.,Harry était si heureux d'être dans la boue.,1
213,Bobby voulait être un lutteur.,Il a pris la lutte au lycée.,Puis il a rejoint une équipe à l'université.,"Bientôt, il était lutteur professionnel.",Il n'avait plus aucun intérêt pour la lutte.,Il a pris sa retraite prématurément à cause d'une blessure.,2
214,Joan a décidé de se faire plaisir avec un dîner de sushi.,Mais la nourriture était mauvaise et le serveur encore pire!,Elle a demandé au directeur mais il n'a jamais pris la peine de venir.,"Bien que ce ne soit pas son genre, Joan est devenue tellement en colère qu'elle est partie sans payer.","Joan était triste pour le dîner, mais heureuse d'avoir été affirmée.",Joan est allée au restaurant le soir suivant.,1
215,Jesse avait toujours voulu se faire tatouer.,Ses parents étaient contre les tatouages.,"Un jour de ses 18 ans, elle a décidé d'en avoir un.",Elle a un petit tatouage de tiare sur son épaule.,Les parents de Jesse étaient fâchés contre elle.,Les parents de Jesse étaient excités de voir le tatouage.,1
216,Juliette voulait devenir scientifique quand elle grandirait.,Elle a décidé qu'elle devait faire une expérience.,Elle a vidé une boîte de bicarbonate de soude dans une casserole.,Puis elle a versé du vinaigre.,Juliette a construit un volcan.,Juliette s'ennuyait. Elle était triste.,1
217,Jaclyn est venue pour traîner avec la copine de Rob.,Jaclyn et Rob ne s'entendent pas bien.,Rob a essayé de garder la paix et d'être gentil avec vous.,Jaclyn ne cessait de faire des remarques très méchantes,Rob est finalement parti pour traîner avec ses amis.,Rob était très heureux de passer du temps avec Jaclyn.,1
218,Sharon et sa sœur sont allées à l'épicerie pour acheter des œufs.,Ils allaient avoir des invités et faisaient un gâteau.,"En entrant dans la maison, Sharon a trébuché et est tombée.",Les œufs ont volé de ses mains et sont tombés sur le béton.,Tous les œufs sont arrivés sains et saufs.,Sharon a cassé tous les œufs.,2
219,Il était une fois un marchand d'esclaves.,Il a trouvé Dieu et a changé de vie.,Il a écrit une chanson sur sa conversion.,Cette chanson est devenue célèbre et populaire.,Tout le monde détestait la chanson du marchand d'esclaves.,Le marchand d'esclaves est devenu très célèbre et riche grâce à sa chanson.,2
220,Ella est sortie faire du traîneau un après-midi.,Elle s'est amusée au début.,Puis elle est tombée du traîneau.,Elle s'est coupée le front sur une pierre dans le sol.,Ella a dû être emmenée chez le médecin.,Ella était indemne de la chute.,1
221,Steph avait l'habitude de prendre un gros petit déjeuner.,Mais son nouveau travail lui laissait moins de temps pour faire la cuisine.,Steph a donc décidé de manger plus simplement et de petites portions.,"Et en un mois, elle a perdu 5 kilos.","Son médecin a dit qu'elle était en meilleure santé, aussi.",Elle se sentait comme un échec total.,1
222,Bobby était une star du football à son école.,Il aurait toujours été reconnu pour son talent.,"Un jour, il était dans un match très important.",Il s'est blessé au bras.,Bobby a passé le ballon pendant des heures après le match.,Bobby a mis du temps à se remettre de sa blessure.,2
223,Susan est allée au cinéma avec ses amies.,Susan a utilisé son téléphone portable au cinéma pour vérifier son e-mail.,Un concierge est venu et a demandé à Susan de quitter le théâtre.,Susan a dû attendre dans le hall pendant que ses amis ont fini le film.,Susan était bouleversée par cette épreuve.,Susan était très heureuse de cette expérience.,1
224,Margie avait un cactus de Noël.,Elle n'a jamais fleuri.,Elle a donné la plante à Desi.,Desi s'est bien occupé de la plante.,Le cactus a prospéré sous ses soins.,Les poissons rouges étaient très heureux et en bonne santé.,1
225,Gina était au parc avec son amie Pam depuis des heures.,Le soleil se couchait.,Elle a dit au revoir et est rentrée chez elle.,"Quand elle est arrivée, il faisait noir.",Gina est allée directement au lit.,Gina a décidé qu'il n'était pas assez tard et est retourné dehors.,1
226,Avery était très excité.,"Ce soir, c'était son tout premier match de basket.",Il s'était entraîné et ses parents sont venus le voir.,Avery a bien joué avec ses coéquipiers et a même marqué quelques points!,Les parents d'Avery étaient fiers.,Les parents d'Avery avaient honte de lui.,1
227,Gary aimait faire du jardinage.,Le printemps approchait rapidement et il voulait commencer à planter.,Il a vérifié dans l'Almanach quelles plantes étaient sans danger pour le jardin.,Tom a décidé de planter des orchidées.,Les orchidées seraient laides.,Les orchidées seraient magnifiques.,2
228,Bay était nerveuse.,Son petit ami avait été bizarre pendant tout le dîner.,Bay pensait qu'il allait la quitter.,Mais il s'est mis à genoux.,Et lui a demandé de l'épouser.,Il a commencé à rire de façon hystérique.,1
229,Tommy avait une mauvaise journée.,Ses amis ont essayé de le remonter le moral en le faisant sortir.,Il a grogné mais est allé de l'avant.,Il a bu et dansé avec ses amis toute la nuit.,Tommy avait de bons amis.,Tommy avait de mauvais amis.,1
230,Ariel est notre bébé de 5 mois.,Elle s'était réveillée l'autre matin extrêmement agitée.,On ne savait pas ce qui n'allait pas au début.,Nous avons vu une dent fraîche surgir à travers sa gencive.,On est allés chez un dentiste qui a retiré la dent.,On a eu une semaine d'enfer quand sa dent est sortie.,2
231,Amelia a décidé de prendre des vacances au Mexique.,Elle a réservé son vol et son hôtel.,"Quand elle est arrivée au Mexique, elle a visité beaucoup de choses différentes.",Elle aimait chaque instant.,Amelia a décidé de ne jamais retourner au Mexique.,Amelia a décidé de passer plus de vacances au Mexique.,2
232,"Parfois, mes enfants se demandaient si le Père Noël était réel.","Chaque année, nous lui laissons des biscuits et du lait le soir de Noël.","Chaque jour de Noël, on trouvait une tasse vide et des miettes de biscuits.","Une année, on a trouvé des morceaux de biscuits dehors dans la neige.",On a dit aux enfants que le Père Noël devait partager avec les rennes.,On a dit aux enfants que c'était Thanksgiving.,1
233,Amy s'est réveillée avec une faim extra aujourd'hui.,"Malheureusement, elle s'est aussi réveillée très tard.",Elle a fait le tour de la maison en toute hâte et n'a pas eu le temps de prendre le petit déjeuner.,"Quand elle est arrivée au travail, elle s'est rendu compte que son collègue avait apporté le petit déjeuner!",Elle lui en a été si reconnaissante qu'elle lui a promis de lui rembourser.,Elle ne voulait pas manger.,1
234,L'école a reçu une subvention pour faire un laboratoire informatique.,Leur service informatique a fait beaucoup de recherches pour trouver le meilleur équipement.,Ils ont acheté l'équipement avec l'argent de la subvention.,Le laboratoire d'informatique a été un grand succès.,Le gouvernement a continué à financer les laboratoires informatiques.,Les enfants souffraient des laboratoires informatiques.,1
235,J'étais capitaine de l'équipe de tennis.,On jouait contre nos rivaux de division.,J'étais à égalité avec mon adversaire.,J'avais l'avantage du deux.,J'ai décidé d'abandonner le jeu.,J'ai gagné le match.,2
236,Ben est l'entraîneur de l'équipe de basket et il a organisé des essais aujourd'hui.,Il doit couper ce gamin parce qu'il n'est pas assez bon.,Il se sent mal parce qu'il sait que le gamin sera déçu.,Il donne des conseils au gamin et des trucs à travailler pour la saison prochaine.,"Il s'est entraîné toute l'année et l'année suivante, il a fait partie de l'équipe.",Le gamin est très fier de lui.,1
237,L'agent Dunn ne voulait blesser personne pendant la manifestation.,Il a dit à plusieurs personnes de partir mais elles ne l'ont pas fait.,Il a lâché son chien de police.,Le chien a mordu une mère et son bébé.,Le bébé a même caressé le chien juste après.,L'agent Dunn était choqué par ce que son chien avait fait.,2
238,J'ai remarqué que mes cheveux devenaient un peu longs.,J'ai décidé de me faire couper cet après-midi-là.,"Une fois que j'ai trouvé un bon coiffeur, je suis passé me faire couper.","Il n'y avait pas de file, c'était super rapide!",J'ai vraiment aimé ma nouvelle coupe de cheveux.,Il faisait le meilleur sandwich de la ville.,1
239,Je suis passé en moto de l'autre côté de la rue.,J'ai pris un chemin qui conduisait à une piste d'équitation.,J'ai fait quelques tours.,Je me suis ennuyé et je suis rentré chez moi.,J'ai nettoyé ma moto après être rentré à la maison.,J'ai changé le mot de passe du wifi pour améliorer la sécurité.,1
240,Ryan a été appelé par son ami pour qu'il saute du travail un jour.,Il a raté son train pour aller au travail et est allé au parc.,Ryan et son ami ont joué avec des oiseaux au parc toute la journée.,"À la fin de la journée, ils ont quitté le parc et ont vu le patron de Ryan.",Ryan a été viré.,Ryan a été promu.,1
241,Un homme a conduit pendant de nombreuses heures sur l'autoroute.,Il a vu un panneau pour un arrêt de repos à deux miles de là.,Il a mis sa voiture dans la bonne voie en prévision.,Il a pris la sortie pour l'arrêt de repos.,L'homme s'est arrêté à l'arrêt de bus et est sorti de la voiture.,L'homme a continué à conduire pendant quelques heures.,1
242,Josiah était un bébé qui essayait de ramper pour la première fois.,"Pour l'aider, sa mère lui a offert un jouet qui tintit.","Alors qu'elle faisait sonner le jouet, Josiah s'est beaucoup intéressé.",Il a commencé à tâtonner sur le sol et à avancer vers sa mère.,Josiah a rampé vers sa mère et a pris le jouet.,Josias se retourna et joua avec ses pieds.,1
243,Je voulais un animal de compagnie pour mon anniversaire.,"Je ne savais pas quoi prendre, j'avais déjà des chiens.",Je regardais sur Facebook et j'ai vu un mini cochon.,Je suis allé la chercher.,J'ai ramené un chien à la maison puisque j'ai déjà tant de chiens.,Je suis rentré chez moi avec le cochon dans ma voiture.,2
244,Sam voulait être chanteur.,Il a donc suivi un cours de chant à l'université.,"Le premier jour de cours, tout le monde devait chanter une chanson.",Sam était très gêné le premier jour.,Ses camarades de classe l'ont beaucoup soutenu.,Ses camarades de classe lui ont appris à surmonter sa peur des hauteurs.,1
245,Matt n'a jamais été très confiant.,"Il a toujours été très amoureux de sa voisine Lexy, mais il avait peur.","Cependant, à l'approche du bal, il a décidé de faire un pas.","Matt a demandé à Lexi de sortir avec lui, et elle a immédiatement dit oui.",Matt et Lexi se sont bien amusés au bal.,Matt était malheureux à la suite des événements.,1
246,Shyanne a fait un test d'orthographe.,Elle voulait passer.,Elle a beaucoup étudié.,Elle a fait un 100.,Elle avait le cœur brisé.,Shyanne était très heureuse.,2
247,"John voulait de la pizza, mais il était fauché.",Puis il s'est souvenu qu'il avait gagné une pizza gratuite la semaine dernière!,Il a appelé la pizzeria et leur a donné son code.,Ils lui ont envoyé sa pizza gratuite une heure plus tard.,John a mangé des carottes à la place.,John dévorait sa pizza.,2
248,Jill devait aller à un cours de danse vers 20h.,Il s'est préparé et est allé au lieu de la réunion.,Il était seulement parmi les premiers à auditionner.,"Après sa performance, les juges ont été impressionnés.","Il a attendu un appel, mais il n'a plus jamais entendu parler des juges.",Il a reçu de nombreux prix pour ses performances de danse.,2
249,On a essayé de rester éveillés tard hier soir.,On a bu du café.,Nous avons mangé du chocolat.,On a même fait des tours autour du canapé.,Puis nous nous sommes évanouis sur le canapé et nous avons dormi après midi.,Nous courions dans l'espoir d'améliorer notre vitesse.,1
250,Ally avait gardé ses pièces de rechange dans un pot pendant des années.,Elle voulait un nouveau téléphone portable mais elle n'avait pas assez d'argent.,Elle a compté la monnaie dans son bocal.,"À sa grande surprise, il y avait plus de 300 dollars dans le pot.",Ally a utilisé les trois cents dollars pour acheter des vêtements.,Elle a donc acheté un nouveau téléphone portable.,2
251,Maman m'a demandé d'aller prendre des choses à l'épicerie.,J'ai décidé d'aller au magasin à vélo au lieu de marcher.,Je rencontrai une amie et lui offris un tour sur mon vélo.,"Alors que nous roulions, mon vélo s'est cassé en deux.",Je me suis rendu compte que mon vélo n'avait été adapté qu'à un seul cavalier.,J'ai jeté mon mouchoir usagé dans le caniveau.,1
252,"Dans la voiture, toute la famille était excitée.","Après 9 heures de route, ils étaient sur le bloc de leur grand-mère.","Devant eux, ils pouvaient voir sa maison.",La maison était éclairée malgré la dernière heure de 4 heures du matin.,Ils ont décidé de faire demi-tour.,Ils ont hâte de voir grand-mère!,2
253,Ana avait mis de côté la lessive.,"Finalement, elle ne pouvait plus l'éviter.",Elle a porté tous ses vêtements à la laverie automatique.,Elle les lava et les sécha pendant plusieurs heures.,Ana a décidé de ne plus jamais attendre aussi longtemps.,Ana a passé plusieurs heures à sécher des herbes médicinales.,1
254,Mark est allé au centre commercial.,Il a vu une paire d'écouteurs qu'il voulait mais ne pouvait pas se permettre.,Il a décidé de voler les écouteurs.,Mark a été surpris par quelqu'un qui travaillait.,Le travailleur remercia Mark pour son patronage.,Mark a une audience la semaine prochaine.,2
255,Mes amis m'ont offert un puzzle pour Noël.,Je ne l'ai pas encore ouvert.,"Je le prévois toujours, mais quelque chose ne cesse de se présenter.","Comme en ce moment même, en parlant avec toi.",J'ai hâte de commencer le jeu de peinture par chiffres!,"Mais dans un instant, je vais commencer le puzzle.",2
256,Rex n'a pas nettoyé sa chambre depuis l'Année.,"Comme il reçoit rarement des visiteurs, il ne voit pas l'intérêt de nettoyer.","Cependant, un jour, il décide de ranger.",Rex nettoie le sol et fait son lit.,Rex aime nettoyer les toilettes.,Il se sent mieux dans sa chambre.,2
257,J'avais peur de l'examen de demain.,"Comme l'examen est difficile, j'ai décidé d'étudier toute la nuit.",J'ai décidé de ne pas dîner pour avoir plus de temps.,"Finalement, j'étais préparé le jour de l'examen.",J'ai été un bon élève.,J'ai échoué à mon examen.,1
258,Ma famille était en vacances en Italie.,On voulait une photo de groupe.,Nous avons demandé à un inconnu de le prendre pour nous.,Ils sont obligés.,Munich était bien dans le fond de la photo.,C'était notre photo préférée de nos vacances.,2
259,Je me suis réveillé et j'ai cherché une chemise dans mon placard.,Tout était sale et par terre.,J'ai pris une chemise pour voir si elle sentait mauvais.,J'ai trouvé une chemise bleue qui ne sentait pas mauvais.,J'ai lavé le maillot bleu.,J'avais la chemise bleue.,2
260,JJ a joué toute la journée.,"Le soir venu, il était fatigué.","Il s'est presque endormi dans son bain, et sa mère a dit qu'il était l'heure de se coucher.","Sa mère l'a mis en pyjama, l'a emmené dans son lit et lui a chanté.",Il s'est endormi.,JJ est resté éveillé toute la nuit.,1
261,Les deux chasseurs débattaient de leur emplacement dans la forêt.,Ils ne savaient pas s'ils avaient atteint le bon endroit.,Leur attention a été distraite quand un énorme dauphin est entré dans la clairière.,Les hommes furent frappés de crainte.,Un chasseur bâilla et s'en alla.,C'est à ce moment- là qu'ils ont su qu'ils étaient au bon endroit.,2
262,Todd a un énorme test demain.,Il n'a pas étudié du tout.,Ça compte pour 50% de sa note.,Todd ne sait pas quoi faire.,Todd est fier de lui.,Todd décide d'étudier autant qu'il le peut avant demain.,2
263,Maggie avait besoin d'un nouvel ami.,Elle en avait marre de passer du temps seule.,Elle a enfin rencontré un ami au club de lecture.,Les filles passaient chaque jour ensemble.,Maggie était heureuse d'avoir un nouveau compagnon.,Maggie voulait être seule.,1
264,Mon colocataire a un nouveau travail à l'école où je vais.,On a décidé de se rendre au travail ensemble.,On est montés dans la voiture et on est partis ensemble.,Le trajet était plus court avec quelqu'un à qui parler.,Je n'avais personne à qui parler.,"Quand la course fut terminée, nous nous sommes séparés.",2
265,Brittany adorait jouer aux jeux vidéo en ligne.,"Cependant, les gens la harcelaient quand ils se battaient pour son genre.",Brittany a presque arrêté de jouer mais a trouvé un groupe de filles sur Facebook.,"Après avoir rejoint, elle a commencé à jouer avec les filles qu'elle a rencontrées en ligne.",Elle a fini par détester tous les hommes.,Elle se sentait mieux en compagnie de gens plus gentils.,2
266,Bobby n'avait jamais été à un carnaval avant.,Son ami Sam l'a invité à aller avec sa famille.,Il y avait tant à voir et à faire!,L'activité préférée de Bobby était de faire du vélo.,Bobby s'était ennuyé.,Bobby a apprécié le carnaval.,2
267,J'écoutais la radio aujourd'hui.,Une nouvelle chanson est arrivée que j'ai aimée.,Ils n'ont jamais dit son nom.,"Je n'ai pas arrêté d'écouter, mais ça n'a jamais été évoqué.",J'espère ne plus jamais entendre cette chanson.,J'ai donc tapé les paroles dans Google.,2
268,Al et Val étaient des jumeaux très proches.,"Ils s'habillaient pareil, parlaient pareil et étaient ensemble 24 heures sur 24.","Un jour, on a diagnostiqué chez Val un cancer en phase terminale.","Elle est morte peu après, et Al était complètement dévasté.",Al et Val sont allés manger.,Al se sentait encore plus seul avec le temps.,2
269,J'ai eu trois contraventions dans ma vie.,Tous les trois quand j'étais adolescente.,Je suis surpris de ne pas avoir perdu mon permis.,Ça me coûte cher de les effacer de mon dossier.,J'aurais aimé avoir plus de billets.,Je conduis à une vitesse normale.,2
270,David a toujours rêvé de visiter l'Oregon.,"Bien qu'il n'ait pas beaucoup d'argent, il commence à économiser un peu.",David a enfin assez d'argent pour son grand voyage en Oregon.,"Pendant son voyage, il mange de la nourriture locale et voit des choses incroyables.",David apprend à jouer du piano.,Il passe un bon moment dans l'Oregon.,2
