,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
298,I was appearing in a school play.,Her costume required a hoop skirt.,I couldn't find hoops anywhere!,Her mom decided to craft the hoops herself at home.,Lo figured out the math problem.,Lo had the best costume in the play.,2
299,I was on my first day of work.,My manager was wearing a Beatles T-shirt.,We both talked about our love for the Beatles.,We became good friends.,We later decided to start a small band.,"Later, my manager told me he didn't like the Beatles.",1
300,Tyler went to a baseball game.,He saw his favorite team!,His team played hard.,His team won!,Tyler got depressed.,Tyler was elated!,2
301,Flora's tooth started to hurt.,"She hated the dentist, so she tried to ignore it.",The pain got worse and worse.,"Finally, Flora had to call for a dentist appointment.",She was excited because she loved going to the dentist.,The dentist was able to make her tooth feel better.,2
302,Derek likes to read.,He read all the books in his house.,He needed more to read but didn't have money.,Derek got a library card!,Derek never read again.,Derek now reads all the time.,2
303,I went to a bar with some friends of mine.,"I was broke, but thought I could keep them company.",Turns out they were all broke as well.,"None of us bought anything, and we talked for hours.",The bar asked me and my friends to leave after a while.,After that we all decided to go to a restaurant.,1
304,I was at the laundromat last Sunday.,There was a cute girl doing her laundry there too.,I went up and started making small talk.,She smiled but didn't seem interested.,I left her alone but kept sneaking little glances.,I bought her a dress that afternoon.,1
305,Pat woke up with the urge to play hooky from work.,So he called in that morning using a fake sick voice.,Not even an hour after calling in he gets a text.,It tells him work is canceled because it's snowing.,Pat got in his car and drove to work.,Pat felt silly for pretending to be sick.,2
306,Greg was riding his bike to the store.,An arm emerged from a alleyway as Greg passed.,Greg fell off the bike as he was pushed to the ground.,He watched from the sidewalk as a man rode away with his bike.,Greg filed a police report and they eventually caught the thief.,Greg judged the chili cook-off competition.,1
307,Johnson has never liked being outdoors very much.,His girlfriend teases him that he could never go on a camping trip.,Johnson decides to prove her wrong.,He packs up a tent and goes camping for a long weekend.,"He had a miserable weekend, but told his girlfriend it was great.",Johnson was an avid outdoorsman and hiked often.,1
308,Jim lost his wallet that had all his money in it.,He would have no more money for food for his family until next month.,"Meanwhile, Pete found a wallet lying in the bank parking lot.",It contained hundreds of dollars and Pete really wanted a new TV.,Pete kept the wallet and donated the money to charity.,"So, Pete kept the wallet and bought a new TV with the money.",2
309,Sally had an older sister who was good at everything.,One day she told her sister Mary she felt insecure.,Mary laughed her off and told her that she had many strengths too.,Sally looked at herself in a different way.,Sally thought her sister was cruel.,Sally felt better.,2
310,I had to take my son to the emergency room this summer.,He was playing football with some friends and got hit in the head.,He split his eyebrow open and we were worried he had fractured his face.,"Thankfully, there was no fracture.",My son died and we buried him in the cemetery.,He has a scar from the stitches.,2
311,Little Lorelei is eight months old and teething.,Her mother has tried everything to soothe her.,"She has tried cool teething rings, medicines, and gentle soothing tea.",In a last effort she gives her a teething biscuit.,Lorelei calmed down after getting the teething biscuit.,Lorelei chose to get flowers.,1
312,I was at the park the other day.,I walked near the lake and saw some ducks.,I decided to throw them some bread.,They chased me in a furious fashion.,The ducks liked me a lot.,I ran away from the ducks.,2
313,Graham wanted to get a selfie stick.,He didn't have many friends but loved taking pictures.,He finally took the plunge and bought one.,He used it a few times and then forgot about it.,He used his selfie stick every day after that.,Eventually he threw it away.,2
314,Lewis knew the cave like the back of his hand.,Five first-time cavers walked behind him.,"Suddenly, a few bats flew down from the darkness above.",All the people except Lewis ran back towards the cave's entrance.,Lewis started to dance.,Lewis laughed and told them not to be afraid of the bats.,2
315,Sean and Sara were going to buy a guitar.,Sean picked up Sara and they drove to the store.,"Inside, they played with several different guitars.",Sara picked her favorite and they brought it to the counter.,Sara made the purchase enthusiastically.,Sara decided to buy a Viola instead.,1
316,Chris wasn't looking forward to going to school on Friday.,There was a difficult test coming that he was not ready for.,When he went to bed on Thursday he was worried.,When he woke up Friday morning almost a foot of snow had fallen!,Bill started getting ready for school.,Bill was relieved.,2
317,Martha was a terrible cook and her boyfriend knew it.,He introduced her to cooking shows and watched them with her.,She would practice things she learned on the shows.,As the days went by her cooking began to slowly get better.,Martha became an expert seamstress after a while.,"After a while, everything Martha cooked was delicious.",2
318,There was a stray cat who loved my cat.,He came by to see her every day.,"I eventually took him in and let him in, and named him Tokyo.","He got very sick, out of nowhere.",Both cats were very healthy.,I took him to the vet to treat him and he got better.,2
319,An office downtown had a red carpet.,The office staff complained it was always dirty.,But none of their vacuums could clean it properly.,So they hired a professional carpet cleaner.,It ended up dirtier than it was before.,The carpet looked almost new after it was cleaned.,2
320,Lexi wanted to be healthy.,But she wanted hot cocoa.,So she decided not to add any sugar.,The hot cocoa tasted boring.,Being healthy isn't always fun.,She loved the donut she was eating.,1
321,Anna wanted chicken wings.,She drove her car all the way to Buffalo.,"There, she found an authentic wing restaurant.",She ordered herself a dozen hot wings.,Anna ate all the wings as she drove home.,Anna was happy with her meal of lasagna.,1
322,My brother kept fighting me for the remote last week.,Finally we decided to divide its use.,We'd each get to have it one day.,My brother then got into a fight over who should have it the first day.,I never watch television with my brother.,I agreed to let my brother use the remote first.,2
323,Ivy was flying in a small sightseeing plane.,Suddenly the pilot made an announcement.,The plane had a rudder problem and was going down!,Ivy quickly braced herself in the crash position.,"When the plane suddenly corrected, Ivy felt a wave of relief.",Ivy was glad she'd chosen to fly.,1
324,Joey was a second grader who liked to color in coloring books.,He had worn out most of his crayons so he only had brown and black.,His parents thought Joey was an artist because of his odd colors.,They hung his work on the fridge for everyone to admire.,Joey was proud of himself.,Joey wished his parents appreciated him.,1
325,"John had a huge client presentation tomorrow, but he felt unprepared.",It's not that he was nervous presenting.,John had always felt comfortable in front of crowds.,"This content, however, lacked polish and needed refinement.",John decided to bring bagels to work.,"John reworked the presentation, and it was a great success.",2
326,Fred decided to play the lottery.,He loved playing but never won.,"Yesterday he bought two tickets,",When he went home he found out great news.,Fred didn't win the lottery.,Fred had won the lottery.,2
327,Gina was using a restroom at a gas station.,"She went to wash her hands, but there was no soap.",She looked in the cabinet under the sink hoping to find some.,There was no soap there either.,Gina stole all the soap that was in the bathroom.,So she had to settle for rinsing her hands off.,2
328,"When it was time to eat, Mother rang the bell.",Dad and Bill knew that sound when they heard it.,"They dropped their yard work, carefully, and washed their hands.",Mother was happy when they finally arrived in the house.,Then she yelled for them to get back to work.,"The family sat down, and enjoyed a meal together.",2
329,Emmy's dad took her to pick out a kitten.,There were two of them in a cage.,She couldn't separate them!,It made her sad to have to choose.,"Then, Emmy's dad said she could keep both kittens.",Emmy left angry because she wanted a dog.,1
330,Jill went to college.,Jill studied really hard.,Jill passed all her tests.,Jill got her diploma.,Jill found a nice job.,Jill frequently ate lima beans.,1
331,Jerry had always wanted to learn how to play guitar.,He was worried that he was too old to learn something new.,"However, he decided to enroll in weekly guitar lessons.",Finally he became a reasonably good guitar player.,Jerry decided to play his guitar for his friends.,Jerry threw his guitar in the trash.,1
332,Kyle collected a lot of things.,He had an extensive collection of action figures.,"Every day, he went looking for new figures for his collection.",He managed to add a new figure once a month or so.,Kyle was really into Marvel heroes.,Kyle thought Superman was a ridiculous construct.,1
333,Francine noticed that all her friends wore high-heeled shoes.,"Although she loved how heels looked, she hated how they felt.",One day she decided to wear a pair of flat shoes to meet her friends.,All her friends complimented how great they looked.,Francine was glad that she wore comfortable shoes!,Francine retested the formula for the missing genome.,1
334,When I was young I loved hide and seek.,I would play it even when others didn't know.,I would just hide and jump out at people.,I did this all the time in elementary school.,"When I got older, I had to stop jumping out at people.",People were very happy when I played this game without them.,1
335,Rachel was looking at her daily mail.,She found a letter written in a foreign language.,Rachel showed the letter to her friends.,No one could read or understand the letter.,Rachel didn't want to know what the letter said.,Rachel took it to a language professor for translation.,2
336,Deb got fired from her job due to cuts.,She was very upset and went home to sulk.,"Her husband told her everything would be all right, but Deb wasn't sure.","The next day, Deb's husband set her up with an interview at his job.",Deb went to work at the same job she had been at for years.,She got the job.,2
337,Bethany was self-conscious about her arm hair.,She tried shaving it off.,It grew back within a few weeks.,She had a laser hair removal treatment.,She wished it would grow back.,She felt better about herself.,2
338,Gina's parents were driving to Illinois.,Gina sat in the back seat squashed by her siblings.,To make matters worse it was rush hour.,Traffic was creeping along slowly.,"Gina got out, and walked back home.",Gina closed her eyes and did her best to go to sleep.,2
339,One summer my sister and I set up a lemonade stand.,It was the first month in a new house and we didn't know anyone.,Few people walked by and even fewer stopped.,The old pastor walked over from next door.,He bought lemonade and made us feel welcome in the neighborhood.,He poured our lemonade on the ground.,1
340,Bob moved from a small town to a big city.,He was worried he'd always get lost.,The first day he got lost trying to get home from work.,Then Bob bought a navigation system to help him learn his way around.,Bob knew his way around and never used the navigation system.,The navigation system helped Bob a lot.,2
341,Kelly was reading about hybrid animals online.,And she saw pictures of ligers.,She was impressed by their size and strength.,But she wondered if they could live in the wild.,Kelly had only seen them in the zoo.,Kelly remembered when her grandmother showed her the flowers.,1
342,Jorie went with her family to visit Anne Frank's home in Amsterdam.,She read the book beforehand.,She thought the home was quite small.,Her mother cried while watching through the museum.,Jorie admitted it was a very emotional tour.,They decided to visit the comedy club upstairs.,1
343,Clara went home from work one day.,Then she realized she had locked herself out!,Her keys were left on the kitchen table that morning.,She had to call her mom for help.,Clara liked being outside.,Clara's mom helped right away.,2
344,The other day I was cleaning up around the apartment.,I decided to get rid of all the clutter and papers on the table.,Underneath all of them was an older letter from my girlfriend.,It said she wanted to break up with me.,I was angry and confused by the letter.,I was very happy about the letter.,1
345,Ben was married to his high school sweetheart.,They were married for many years.,Ben realized one day that he was unhappy in his marriage.,He decided to have an affair.,His wife was proud of him.,His wife found out and they got a divorce.,2
346,One man bet another that he could outstare a duck.,A duck was found and stared at.,"Although the duck was unaware of what was happening, it did not blink.","It did, however, wet its eyes with its nictitating membrane.",The man eventually blinked.,The man wanted to lose his bet.,1
347,Shay went to the marine park.,There she saw a sign advertising dolphin swims.,Shay eagerly handed over her $40 and dressed up.,Then she jumped in the pool to swim with the dolphins.,Shay had a great time.,Shay really didn't like dolphins.,1
348,Lia went to England.,She took a bus tour.,The tour stopped at Stonehenge.,Lia got out of the bus to look.,Lia hated going to England.,Lia took many photos of Stonehenge.,2
349,I was drinking a glass of juice.,My cup spilled on the counter.,I was looking for something to clean the spill.,I found a pack of paper towels.,I cleaned up the mess.,I left the mess and made a sandwich.,1
350,Arthur and his friends were hanging out.,They were drinking beers and talking.,All of a sudden the beer ran out.,Arthur didn't want to take the last one.,Arthur felt good about taking the last one anyway.,Arthur ordered another round for his friends.,2
351,Hester has always loved how her hair looks straight.,One day she is invited to attend an art gallery opening.,She decides to straighten her hair for the event.,Her friends all compliment her on how good it looks.,Hester is proud of her appearance.,Hester shaved her head.,1
352,Jill wanted to buy a new car.,Jill drove her old car down to the car dealership.,The salesman traded Jill's old car for a new car.,"After paying the salesman as well, Jill got her new car.",Jill was excited.,Jill was depressed.,1
353,Jaden was quite forgetful.,He hadn't noticed that it was already Valentine's Day.,"Feeling rushed, he went out and got some flowers and chocolate.",Jaden's girlfriend came home and found the treats.,Jaden's girlfriend slapped him in the face.,Jaden had saved the day.,2
354,John got a bike for his birthday.,He didn't know how to ride.,He practiced all week long.,At the end of the week he took off his training wheels.,He was able to ride the bike just fine without them.,"He realized biking wasn't for him, and took a nap instead.",1
355,Quentin had never been on a boat in his life.,One summer a friend invited Quentin to his lake house.,"While they were there, Quentin and his friend went sailing.",It was an exhilarating experience.,Quentin was glad he went.,Quentin vowed never to go sailing again.,1
356,A man ordered pancakes in a diner from the server.,She brought him a plate of pancakes minutes later.,The man complained that the pancakes were too thick.,The waiter brought them back to the cook.,The cook praised him.,The cook decided to remake the pancakes.,2
357,My kids wanted to get a pet.,As a family we decided that this was a great idea.,We went to our local animal shelter to find our new furry friend.,Upon arrival we met a black lab that we all automatically loved.,We decided the black lab shouldn't come home with us.,We adopted the black lab and took her home.,2
358,My garden flowers are dying.,They're withering and dry from the sun.,My friend came by to help evaluate what's wrong with my plants.,She discovered they needed more water.,"After watering them more, my plants look better than ever.",I didn't water them again.,1
359,Jill was playing video games with her sister.,Jill was angry that she was losing every game.,Jill took her game controller and threw it at the TV.,The TV screen cracked right down the center.,Jill and her sister couldn't play any more video games.,Jill got better at video games.,1
360,"I started binge-watching ""Buffy the Vampire Slayer"".","After a few hours, I felt like running.","Unfortunately, it was dark outside.",I stood in the doorway for a while.,Then I fell asleep until the next morning.,Then I imagined that I was Buffy and ran.,2
361,"At 12 years old, Drew decided to be a criminal.",He made up his mind to kick in doors and rob houses.,He practiced kicking in closet doors to build his strength.,His mother came home and saw all the closet doors broken.,Drew always wants to obey the law.,His mother was very angry.,2
362,"For a long time, every time I made hard-boiled eggs, they came out bad.",I looked all over the internet for a solution to my problem.,A website suggested I bake my eggs instead of boiling them.,I did as it asked.,The eggs were great.,"I left the shell on, and ate them whole.",1
363,A boy saw a quarter lying on the sidewalk.,He bent down and picked it up.,"As he did so, a spitball flew where his head had been.","Looking around, he saw his arch-enemy holding a straw.",The boy was grateful.,The boy was angry.,2
364,Hector notices that only one ear of his headphones works.,He wants to get a new pair so he can listen to music.,Finally he finds a good pair of headphones that he can afford.,He buys them and immediately starts listening to music.,Hector decides he doesn't like music.,Hector is happy that both ears work.,2
365,Tom wanted to go to a New York Giants game.,"However, the tickets were too expensive.","Finally, he found tickets that were in his price range.",He ended up sitting on the upper deck.,He enjoyed watching the game anyway.,Tom thought it was the best hockey game ever.,1
366,Trip loved watermelon.,He would eat at least one a day.,His mom always told him he'd grow a tree swallowing seeds.,He always swallowed them anyway.,Trip enjoyed the flavor of the seeds.,Trip stopped eating watermelon completely.,1
367,"Angie, an MTurk worker, saw herself as diligent.",One day one of her favorite applicants rejected her work.,Angie was very surprised and emailed them.,They responded that her work had not been good enough.,Angie decided to tell the applicant to reject more of her work.,Angie tried to discuss the issue in detail.,2
368,Donovan asked Trina to go dancing with him.,Trina liked Donovan so she said yes but she was really worried.,After school she ran home to ask her dad for help.,When her dad came home she explained the situation and dad smiled.,Trina's father scolded Trina.,Trina's dad taught her how to dance.,2
369,Andy had always wanted a big kids bike.,When he turned six years old he asked for a bike for his birthday.,He didn't know how to ride a bike.,On Andy's birthday his mother gave him a bike.,Andy cried for hours.,His dad taught him how to ride it.,2
370,Suzy went to the ice cream store.,She ordered a vanilla milkshake.,"When she tried to pay the man for her milkshake, he smiled at her.",He told her that she won a special contest.,He told her she owed him sixty dollars.,He gave her the milkshake for free.,2
371,Ned and his friends went to the fair.,He used the last of his money to buy a fluffy candy.,"As he was walking away, he saw a little boy crying.",He had dropped his candy cotton into a puddle.,So Ned gave him his own candy cotton.,He bought more candy candy for the boy.,1
372,Sebastian noticed it was sunny and warm outside.,He had chores to do.,He didn't feel like doing his chores.,Sebastian decided that being outdoors was better.,Sebastian felt like staying inside that day.,Sebastian walked outside and went for a walk.,2
373,Rashid was an excellent driver.,One day Rashid's brother was late for work.,Rashid offered to drive his brother.,They got there with time to spare.,"His brother yelled at him, and slammed the door.",His brother was grateful.,2
374,Ali went to a fast food place and paid with her credit card.,The cashier took a long time to bring her card back.,"A few days later, Ali found unusual transactions on her card.","She called her bank, who reversed the charges.",She wondered if the cashier had stolen her information.,She made sure to thank the fast food cashier.,1
375,I was looking for a nice painting for my living room.,So yesterday I went out looking.,I finally found a beautiful one I loved.,The painting was of a waterfall.,I decided not to buy the painting because I didn't like it.,I bought it and brought it home.,2
376,I was hoping for a promotion.,I decided to try to get promoted.,"All year, I worked very hard.",My boss took notice and called me into his office one day.,My boss fired me on the spot.,I got the promotion I wanted.,2
377,Maggie and her parents were moving to a new town.,Maggie was nervous because she didn't know anyone.,"As soon as she moved in, she went around introducing herself.",She ended up making some friends.,Maggie was sad and lonely.,Maggie liked the new town.,2
378,Dan was walking home from school and saw the window display.,There was a train set in the shop window.,Dan wished so badly that he could own this train set.,When Dan got home his mother told him she had a surprise.,She gave Dan the train.,Dan's mother told him to get ready for school.,1
379,Gina wanted to steal her mother's house key.,She waited until her mother was taking a nap.,She took her mom's purse to the bathroom.,She removed the key from the chain quietly.,Then Gina put the purse right back where she found it.,Then Gina told her mom where the key was.,1
380,There was a man from Kentucky.,He loved a girl who lived in Louisiana.,He decided he needed to move.,He moved to be with his love.,The man moved to Texas.,The man moved to Kentucky.,2
381,Tim was failing math class.,He knew if he didn't pass he'd have to go to summer school.,He studied hard and asked for extra credit.,On the last day of school he found out he passed!,Tim was thrilled.,Tim was terribly disappointed.,1
382,Mary-Anne was feeling lonely and decided to adopt a cat.,She went to her local humane society to start the process.,"While she was looking, one of the cats meowed at her.","Mary-Anne pet the cat, and it was love at first sight.",She decided it wasn't the right cat.,She took the cat home with her.,2
383,I took gymnastics as a child.,I was learning the balance beam and doing moves on it.,"As I did a round off flipping off the beam, I landed wrong.",I broke my ankle and was in so much pain!,I was rushed to the hospital.,I got up and got right back on the balance beam.,1
384,There were six puppies running around my foyer.,It was going to be hard to choose the one we wanted to buy.,Each of my daughters picked a different puppy.,The owner said we could get a discount on two dogs.,We each bought one dog.,We didn't like the dogs.,1
385,Johnny wanted a change from his big city life in Boston.,He decided he'd be happier in America's Heartland.,"Finally the day had come, Johnny moved to Idaho.",He had escaped the big city life.,Johnny began planning to move to Boston.,Johnny was happy to be in a small town.,2
386,Joan hated going home for Christmas.,She knew that her mother would hound her about her love life.,This year on her way home she was in a car accident.,Her mother rushed to her side to care for her needs.,Joan's mother didn't speak to her because she was unmarried.,Joan felt good seeing her mother's face.,2
387,I spend all my time working on my writing.,As a result I have begun to feel quite lonely.,I've decided to join an online dating community.,"As I join, I realize that I don't particularly like other people.",I started writing more.,I went on many dates.,1
388,My daughter was a girl scout in elementary school.,One day she went on a field trip overnight.,My wife went as a chaperone.,Everyone stayed in a cabin in New Hampshire for a weekend.,My daughter never forgot her field trip.,My wife and I had dinner that night.,1
389,Today was the club opening of a new club around the corner.,I couldn't wait to attend.,When we got to the club it was beautiful.,We ordered delicious food and danced.,We befriended the bouncer so we could get into the club tomorrow.,The bouncer wouldn't let us into the club.,1
390,Yesterday I was carrying a new glass into the kitchen.,To my surprise I dropped it.,The glass shattered.,I had to pick it up.,I cut myself on a small piece.,I loved the way the glass looked now.,1
391,Bill's family lived on a hill.,It never rained or stormed there.,One day a tornado was passing through the area.,"Bill's house got hit, and the roof ripped off.",The insurance company covered the costs for a new roof.,"They decided they didn't need it anyway, and moved.",1
392,Allison decided she wanted to learn more about her area's history.,She went down to the library to check out a book on it.,She went inside and couldn't understand how the books were sorted.,She found a librarian who explained the Dewey decimal system.,That helped her figure out which car she didn't want.,That helped her find what she wanted.,2
393,Sebastian wanted to play football on his friends team.,He talked to his friend and found out he needed to go to practice.,He practiced catching the football at home all week.,He went to the next practice and scored a touchdown.,Sebastian was disappointed in the hit performance.,Sebastian was happy that his practice paid off.,2
394,Once there was a mother who was desperate for her baby to sleep.,She walked him around but still he did not sleep.,She fed him but still he did not sleep.,"Finally, she remembered the lullaby her mother had sung to her.",The mother gently sang the lullaby to her baby.,The mother played some hip hop for her baby.,1
395,Johnny used to pee in swimming pools as a kid.,He thought he could do it as an adult.,He took his kids to a water park.,Next he peed in the wading pool.,Some people noticed and Johnny got in trouble.,Everyone was really happy because of Johnny's behavior.,1
396,Amy watched the other kids play and stared at her inhaler.,Because of asthma she couldn't play sports.,She felt her art teacher's hand on her shoulder.,Her teacher smiled and told Amy she would be a great artist one day.,Amy felt so much better.,Amy felt terrible about it.,1
397,Joe and his friends had their soccer game today.,Joe was nervous.,He was nervous if he would win or not.,"Finally after the game, Joe's team won.",Joe was very proud of his team.,Joe was very disappointed in his team.,1
398,Mark had a big interview for a new job.,He prepared himself for the questions they might ask.,The interviewer seemed impressed with Mark's answers.,The interviewer informed Mark that he had the job.,Mark was very happy.,Mark was enraged and stormed out.,1
399,Elaine didn't feel like cooking tonight.,"Therefore, Elaine decided that she would go out to eat.","However, Elaine did not know where she wanted to eat.",Elaine deliberated on where she should go for almost an hour.,Elaine found it easy to make up her mind.,Elaine found it difficult to make up her mind.,2
400,Sam was trying to get into the college of his dreams.,He spent a long time filling out the application.,It made him feel good about his academic achievements.,He submitted the application.,3 months later he received a letter of acceptance.,He never thought of it again.,1
401,Matt decided to go bar hopping with his two friends one night.,They drank 3 shots in one bar.,"They went to 4 more, drinking 3 shots in each.",Matt ended up getting too drunk and lost his phone.,Matt and friends walked home and slept it off.,Matt didn't care about the missing phone.,1
402,Bindu planned a party with her friends.,They met at her house to discuss what food and band to use.,One of Bindu's friends brought samosas and doogh.,Four friends played music at the party.,Everyone had a great time.,Bindu hates her friends and parties.,1
403,Tyler wakes up and needs to shower before school.,His little brother is using the shower.,Tyler is worried he'll miss the bus.,Finally it's Tyler's turn to shower.,Tyler made cupcakes to show off his baking skills.,Tyler takes a quick shower and gets to the bus stop on time.,2
404,Thomas had been feeling under the radar lately.,He went to his doctor to get checked out.,His doctor told him that his cholesterol levels were a little high.,Thomas started eating healthier and going for walks.,He was diagnosed with diabetes after gaining forty pounds.,His doctor was very pleased at his next checkup.,2
405,The doorbell rang but no one was there.,She was unsure whether she should open the door or not.,Slowly she creaked open the door and peered outside.,Her brother jumped out at her and gave her a good scare.,She decided to watch her favorite comedy show on Netflix.,She screamed and pushed her brother away.,2
406,Stephanie wanted to make applesauce.,She decided to drive to the farmers market to pick some delicious apples.,As she was walking through the orchard she tripped and fell.,She broke both her wrists.,Stephanie pushed herself up with her hands.,Stephanie couldn't get up until someone found her.,2
407,Roy couldn't figure out why his apartment smelled so bad.,His friends commented on it when they went over.,Everyone decided to look for the source.,It turned out to be an old fish in the fridge.,Roy decided to leave the fish in the fridge.,Roy threw out the old fisherman and everything smelled better.,2
408,Jimmy grew up very poor.,"However, his parents always did their best to provide for him.","When he got into a good college, they worked two jobs to afford it.","When he graduated, he wanted to show his appreciation.",So he repaid them for college.,Jimmy called his parents and cursed at them.,1
409,Jill was surprised when a handsome boy asked her to the college dance.,"As her roommates got ready, Jill fussed about her hair.",Jill's roommates said they could help.,Jill finished dressing in her toga-like white gown.,Her date arrived and complimented her appearance.,Jill and her friends had a fun girls-only night out.,1
410,A bar owner put up a large banner to advertise his bar.,The wind was strong and blew the banner away.,The owner chased his banned across town.,It landed in the backyard of an old woman.,The old woman refused to give back the banner.,The old woman was delighted to find the fur coat.,1
411,My mother has a recipe for pumpkin bars that I like quite a lot.,She once made them for me because I was having a bad day.,I ate the pumpkin bars and I felt much better.,The bars reminded me that my mother cares about me.,I never ate pumpkin bars after that day.,I made pumpkin bars later in life and they reminded me of my mom.,2
412,Tim decided to spend more time with his grandfather.,"His grandfather loved birdwatching, so Tim watched with him.",They marked their sightings in a notebook.,Soon Tim was really interested!,Tim decided he wasn't interested in birds anymore.,Tim and his grandfather found a hobby that they both enjoyed.,2
413,Danny was working at the local ice cream shop this summer.,He was very excited to have started his first job.,On his first day a little boy dropped his ice cream on the floor.,"Without hesitation, Danny knew just what to do.",He gave him another scoop of ice cream.,He refused to give him another scoop.,1
414,The school bell rang when the clock struck two.,Gina was never happier for a day to end.,She grabbed her things and waited at the door for Tami.,But Tami was leaving with Rita and Mary.,Gina felt lonely when she went home.,Gina thanked Tami the next day.,1
415,Laurence and his family decided to move.,First they packed up their furniture.,Then they packed up everything else.,All their belongings were moved into the van.,Laurence and his family drove to their new home.,Laurence put all their belongings back in the house.,1
416,Joy wanted to find the perfect shell for her hermit crab.,"She could buy one, but it would be more special if she found it.",She scoured the beach all morning.,Everything that could work was broken!,She had to buy a shell after all.,So she brought one home and gave it to her crab.,1
417,Westin was getting married!,He wanted his wedding to go perfectly.,Everything went well until the evening.,Someone got very intoxicated and fell into the cake!,Westin cut a perfect slice from the cake.,Weston and his wife kicked the intoxicated person out.,2
418,Joe was helping his dad clear the woods in the back of their yard.,All of a sudden he heard a loud buzzing.,He had stirred up a bee's nest.,He got stung six times before he could escape.,Joe laughed about the experience.,Joe was angry he got hurt.,2
419,It was autumn.,Todd's yard was full of leaves.,He decided he needed to rake them all up.,"Once he was done, he put them all in a bag.",Todd threw them in the trash.,Todd opened the bag and spread the leaves around.,1
420,Tim had dreams of becoming a great bodybuilder.,He worked out every night to try to reach his goal.,His hard work paid off and he earned a spot in a popular contest.,"He showed his skills, lifting more than 250 lbs.",Tim was very determined.,Tim had little determination.,1
421,Henry was walking to his class.,"At the same time, he was trying to clean his phone screen with a cloth.","Unfortunately, someone bumped into him.",His phone fell out of his hand and landed on the ground.,The person apologized to Henry.,Henry was happy and grateful.,1
422,Tami decided to attend volleyball tryouts.,"She was only in the 8th grade, but she knew she was good.",She played hard and gave it her all.,She hadn't anticipated the other players would be as good as her.,Tami made the basketball team.,All the players were good but she made the team.,2
423,Bob and Jim were playing ball in the house one day.,They knocked over the vase and it broke into many pieces.,They were afraid their mom would get mad at them.,"They found some glue, and carefully glued the vase back together.","Their mom enjoyed her new, broken vase.",The glue held the vase together and their mom never found out.,2
424,Steve was very sad.,Steve's girlfriend broke up with him.,He decided to write a song to her.,He poured his heart into the song.,Steve wondered if they could ever get back together.,Steve drove an hour away to go to a strip joint for drugs.,1
425,Gloria wanted to buy flowers for her husband.,Gloria was shocked at the price of even just half a dozen lilies.,Gloria decided to pick some of her own flowers from the garden.,She got together some daffodils and chrysanthemums.,Gloria filed for divorce shortly after.,Gloria's husband appreciated the gesture.,2
426,Josh played basketball every day.,His goal was to be able to make any basket on the court.,"One day, someone challenged him to a contest.",Whoever makes the most shots would be the winner!,John ran away screaming in terror.,He made the most shots and won the contest.,2
427,Lauren has always wanted to wear skinny jeans to parties.,"However, she needs to lose weight so the skinny jeans will look good.",Lauren begins a challenging exercise regimen.,Finally she has lost enough weight to wear skinny jeans.,She wore them proudly to the next party.,She was jealous.,1
428,I went to Hawaii in high school.,Our whole band class was going.,It took 9 hours to fly there.,It was a tropical paradise.,I decided that I wanted to go to Hawaii more.,Hawaii was not a good place to travel to.,1
429,"Sonny lived in Texas, and it was a hot summer.",He was so sick of the heat.,He decided to find a way to cool off.,"At first, he couldn't think of anything.",He decided to go turn on his heaters.,He then decided to jump into his pool.,2
430,Chad was an incredible singer.,He was just too afraid to sing.,He wanted to join a church choir but thought his friends would laugh.,Because he was so embarrassed by his skill and passion.,Chad got up the nerve to deliver his comedy routine.,"Instead of laughing, everyone applauded when Chad finally sang.",2
431,"Ronald had two children, a boy and a girl.",That was more than enough.,He really didn't want two to be honest.,One day his wife told him baby number three was on the way.,He was deeply unhappy but afraid to leave.,His eyes glowed with excitement.,1
432,I was hiking last Wednesday.,While walking I stumbled across something that scared me.,In front of me was a 4 foot snake with beady eyes.,I screamed and ran all the way back to the main road.,I am a biologist who studies snakes.,I followed the road back to my car.,2
433,Mary liked to drink coffee every morning.,Today she was in a hurry.,She went to a drive-through coffee place.,She noticed the coffee was in the wrong order after she drove away.,Mary crashed into a poll.,Mary kept driving and drank it anyway.,2
434,Bill had just moved to a big city for work.,He felt lonely because he didn't know anyone in town.,After work one day Bill decided to join some coworkers for a drink.,He had a lot of fun hanging out with them.,Bill made a lot of friends that day.,Bill was upset at his coworkers.,1
435,Billy wanted to become a doctor.,He went to college to become a doctor.,"After he graduated with his degree, he changed his mind.",Billy became a nurse instead of a doctor.,He never regretted his decision.,"He was so depressed, he became an alcoholic.",1
436,Quinton was getting evicted from his apartment.,He was broke with no income.,"One day, he decided to spend his last dollar on the lotto.","To his disbelief, he won $50,000!",Quinton was depressed.,Quinton was so happy.,2
437,After Igor woke up he began to get ready for work.,He turned on the shower and waited for it to get hot.,The water remained cold.,He debated between taking a cold shower and not showering.,He ate a muffin.,Igor took a cold shower.,2
438,Tara preferred big band music to all the alternatives.,She loved all the horns and other brass instruments involved.,She tried to find fellow big band lovers.,Her attempts were futile.,Tara still enjoyed listening on her own!,Tara was a mean girl.,1
