,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
300,타일러는 야구경기에 갔어,그가 좋아하는 팀을 봤어!,그의 팀은 열심히 뛰었습니다.,그의 팀이 이겼어!,타일러는 우울해졌어요,타이러는 기뻤어요!,2
301,플로라의 치아가 아프기 시작했어요.,그녀는 치과의사를 싫어해서 무시하려고 했어요.,통증은 점점 더 심해졌어요.,마침내 플로라는 치과 의 진료 를 예약 해야 했습니다.,그녀는 치과에 가는 것을 좋아해서 흥분했습니다.,치과 의사가 그녀의 이빨을 좀 낫게 만들 수 있었습니다.,2
302,데릭은 책을 좋아해요,그는 집안에 있는 모든 책을 읽었다.,그는 더 많은 책을 읽어야 했지만 돈이 없었습니다.,데릭이 도서관 카드를 받았어!,데릭은 다시는 책을 읽지 않았습니다.,데릭은 이제 항상 책을 읽습니다.,2
303,친구들랑 술집에 갔는데,"저는 부도덕했지만, 그들에게 동행할 수 있다고 생각했습니다.",그들도 모두 부실한 것으로 밝혀졌습니다.,"우리 중 누구도 아무것도 사지 않았고, 몇 시간 동안 이야기했습니다.",술집에서 나와 친구들은 잠시 후에 떠나라고 했어요.,그 후 우리 모두 식당으로 가기로 결정했습니다.,1
304,지난 일요일 세탁실에 있었어요,거기엔 세탁을 하는 귀여운 여자애도 있었어요,저는 올라가서 작은 대화를 나누기 시작했습니다.,그녀는 미소 지었지만 관심이 없는 것 같았습니다.,난 그녀를 혼자 두었지만 계속 속삭이는 눈빛을 흘렸어요,그날 오후에 드레스를 사줬어요,1
305,패트는 직장에서 쉬고 싶다는 충동으로 깨어났습니다.,그래서 그는 그 날 아침 가짜 아픈 목소리를 사용하여 전화를 했습니다.,전화한 지 1시간도 안 돼서 문자 메시지를 받았어요,눈이 내리기 때문에 일 취소됐다고 알려줍니다.,패트는 차에 올라서서 일하러 갔습니다.,패트는 병에 걸린 척을 한 게 바보같았어요.,2
306,그렉은 자전거를 타고 가게로 가고 있었어요.,그렉이 지나갈 때 골목에서 팔이 나타났습니다.,그렉은 땅에 밀려서 자전거에서 떨어졌어요,그는 한 남자가 자전거를 타고 도망가는 것을 보행자리에서 지켜보았습니다.,그렉은 경찰에 신고했고 결국 도둑을 잡았습니다.,그렉은 칠리 요리 대회에서 심사위원을 맡았어요,1
307,존슨은 야외를 좋아하진 않았어,여자친구는 캠핑 여행을 못 가겠다고 놀래키고,존슨은 그녀가 틀렸다는 것을 증명하기로 결심합니다.,그는 텐트를 꾸미고 긴 주말을 캠핑하러 떠납니다.,주말은 참 못했지만 여자친구한테 좋았다고 했어요,존슨은 야외에 열광하고 종종 하이킹을 했다.,1
308,짐은 지갑을 잃어버렸는데 그 지갑에는 모든 돈이 들어있었지,다음 달까지 가족에게 먹을 것을 살 돈이 없어,그 와중에 피트는 은행 주차장에서 지갑을 발견했어요,수백 달러가 들어있었고 피트는 정말 새 TV를 원했어요,피트는 지갑을 보관하고 돈을 자선 단체에 기부했습니다.,피트는 지갑을 가지고 돈을 가지고 새로운 TV를 샀어요.,2
309,살리는 모든 일에 능숙한 여동생이 있었어요.,어느 날 그녀는 자기 여동생 메리에 불안감을 느꼈다고 말했습니다.,메리는 그녀를 비웃고 그녀도 많은 장점을 가지고 있다고 말했다.,살리는 자신을 다른 방식으로 바라봤습니다.,살리는 동생이 잔인하다고 생각했어요.,살리는 기분이 좋아졌어요,2
310,내 아들을 응급실로 데려가야 했지,친구들랑 풋볼을 하고 있었는데 머리를 맞았어요,눈이 찢어졌는데 얼굴에 골절이 생겼다고 걱정했어요,다행히 골절은 없었어요,제 아들이 죽어서 묘지에 묻었어요,꿰매서 흉터가 생겼어,2
311,"작은 로레일리는 8개월이고, 이빨이 돋아나고 있습니다.",그녀의 어머니는 그녀를 진정시키기 위해 모든 것을 시도했습니다.,"그녀는 시원한 치아 반지, 약, 그리고 부드러운 진정 차를 시도했습니다.",마지막 시도로 그녀는 그녀에게 치아를 는 쿠키를 주죠.,로레일리는 치아를 고 있는 쿠키를 먹은 후 진정해졌어요.,로레일리는 꽃을 선택했습니다.,1
312,전 공원에서 있었는데,호수 근처에 걸어다녔더니 몇 마리의 오리들이 보이더라고요.,그래서 그들에게 빵을 던지기로 결심했어요.,그들은 화가 난 채로 나를 쫓아갔다.,오리들은 날 좋아했지,난 오리들한테서 도망쳤어,2
313,그레이엄은 셀카 스틱을 원했어요,친구도 별로 없었지만 사진을 찍는 걸 좋아했어요,그는 마침내 위험을 감수하고 하나를 샀습니다.,몇 번 사용하다가 잊어 버렸어요,그 후로 매일 셀카 스틱을 사용했어요.,결국 그는 그것을 버렸습니다.,2
314,루이스는 동굴을 손바닥처럼 알고 있었어요,다섯 명의 초보 동굴 탐험가들이 그의 뒤를 따라 걸었습니다.,"갑자기, 몇 마리의 박쥐가 어둠 속에서 날아왔다.",루이스를 제외한 모든 사람들은 동굴 입구로 돌아갔다.,루이스는 춤을 췄어요,루이스는 웃으며 그들에게 박쥐를 두려워하지 말라고 말했습니다.,2
315,과 사라가 기타를 사려고 했지,이 사라를 데려 가게로 갔어요,그 안에 그들은 여러 가지 기타를 가지고 연주했습니다.,"사라가 좋아하는 걸 골랐고, 그들은 카운터로 가져왔어요.",사라는 열광적으로 구매했습니다.,사라는 대신 바이올라를 사기로 결정했어요,1
316,크리스는 금요일 학교를 갈 수 있을 것 같진 않았어요.,그 는 준비 되지 않은 어려운 시험 이 다가오고 있었습니다.,목요일 잠자리에 들었을 때 그는 걱정이 많았습니다.,그가 금요일 아침 깨어났을 때 거의 30피트 정도의 눈이 내렸어요!,빌은 학교에 갈 준비를 시작했다.,빌은 안심했다.,2
317,마사는 끔찍한 요리사였고 그녀의 남자친구는 그걸 알고 있었어요.,그는 그녀에게 요리 쇼를 소개하고 그녀와 함께 시청했습니다.,그녀는 쇼에서 배운 것들을 연습했습니다.,하루가 지나가면서 그녀의 요리는 서서히 좋아지기 시작했습니다.,마타는 시간이 지나면서 실력 있는 조립가가 되었다.,"잠시 후, 마사 요리는 모두 맛있었어요.",2
318,내 고양이를 사랑했던 길 잃은 고양이가 있었다.,매일 그녀를 보러 오곤 했지,"결국 저는 그를 데리고 들어갔고, 안으로 들여보내줬고, 도쿄라고 이름 붙였습니다.",갑자기 병이 났어요,두 고양이는 모두 아주 건강했습니다.,동물의학과에 데려갔는데 괜찮았어요,2
319,시내 사무실은 빨간 카펫이 씌여있었어요.,사무실 직원들은 항상 더러워서 불평을 했어요.,하지만 그 중 어떤 진공청소기도 제대로 청소하지 못했어요.,그래서 그들은 전문적인 카펫 청소기 일을 맡았습니다.,더더욱 더러워졌어요,카펫은 청소한 후 거의 새 것 같았다.,2
320,렉시는 건강하고 싶어했어요,하지만 그녀는 뜨거운 초콜릿을 원했습니다.,그래서 그녀는 설탕을 넣지 않기로 결정했습니다.,뜨거운 카카오는 지루한 맛이 났다.,건강하게 사는 건 항상 재미있지 않습니다.,그녀는 그녀가 먹는 도넛을 좋아했습니다.,1
321,안나는 닭 날개를 원했어,버팔로까지 차를 몰고 왔어요,그곳에서 그녀는 진정한 날개 레스토랑을 찾았습니다.,그녀는 열두 개의 뜨거운 날개를 주문했습니다.,안나는 집으로 돌아가는 길에 날개를 다 먹었어,안나는 라자니아를 먹어서 행복했다.,1
322,내 동생은 지난 주에 리모컨을 놓고 싸웠어,결국 우리는 그 사용량을 나누기로 결정했습니다.,우리 모두 언젠가는 가질 수 있을거야,내 형은 첫날 누가 받을지 말다툼을 벌였다,난 형과 함께 텔레비전을 보지 않아요.,내가 먼저 동생에게 리모컨을 사용하도록 허락했지,2
323,아이비는 작은 관광 비행기를 타고 날아갔어요,갑자기 조종사가 발표를 했습니다.,"비행기는 조종석에 문제가 있었고, 떨어지고 있었다!",아이비는 빠르게 충돌 자세로 서있었어요,비행기가 갑자기 고쳐졌을 때 아이비는 큰 안도감을 느꼈습니다.,아이비는 비행기를 선택해서 기뻐했습니다.,1
324,조이는 2학년인데 그림책에 색을 칠하는 걸 좋아했지,그는 대부분의 연필을 다 쓰다 버렸기 때문에 갈색과 검은색만 가지고 있었습니다.,그의 부모는 조이가 이상한 색 때문에 예술가라고 생각했어요.,모든 사람들이 그의 작품을 감상할 수 있도록 냉장고에 걸었습니다.,조이는 자부심을 느꼈습니다.,조이는 부모님이 그를 높이 평가했으면 좋겠다고 생각했어요,1
325,"존은 내일 클라이언트 발표를 해야 했는데, 준비되지 않았다고 느꼈어요.",발표를 하기 때문에 긴장한 건 아니었어요.,존은 항상 군중 앞에서 편안하게 느꼈습니다.,"그러나 이 내용 은 미세 한 것 이 없었으며, 정제 할 필요 가 있었습니다.",존은 베이글을 가져오기로 결심했어요.,"존이 프레젠테이션을 다시 썼는데, 아주 성공적이었죠.",2
326,프레드는 복권에 참여하기로 결정했습니다.,그는 게임을 좋아했지만 결코 이기지 못했습니다.,어제 그는 두 장의 티켓을 샀어요,집에 돌아갔을 때 그는 좋은 소식을 들었다.,프레드는 복권에서 이기지 않았어,프레드는 복권에서 이겼습니다.,2
327,지나는 주유소의 화장실을 이용하고 있었습니다.,"손 씻으러 갔는데, 비누가 없었어요.",그녀는 싱크대 밑의 캐비닛에서 몇 개를 찾기를 바랬습니다.,거기에도 비누가 없었어요,지나는 화장실에서 비누를 훔쳤어,그래서 그녀는 손을 씻는 것에 만족해야 했습니다.,2
328,"식사 시간이 되었을 때, 어머니께서는 종을 치셨습니다.",아빠와 빌은 그 소리를 들었을 때 알아챘어요,그들은 정원 일을 조심스럽게 그만두고 손을 씻었습니다.,어머니 는 마침내 그 들 이 집에 도착 했을 때 기뻐했습니다.,그 여자 는 그 들 에게 소리 를 지르며 일 을 계속 하라고 말 했다.,가족 은 앉아서 함께 식사 를 즐겼다.,2
329,엠미의 아빠가 새끼 고양이를 선택하러 데려갔어요,두 사람이 함께 있는 동굴에 갇혀있었죠.,그녀는 그들을 분리할 수 없었어요!,선택해야 한다는 것은 그녀를 슬프게 만들었습니다.,에미의 아빠가 애고양이를 둘 다 가질 수 있다고 했어요,엠미는 개 원해서 화가 나서 떠났어요,1
330,은 대학에 다녔어,은 정말 열심히 공부했어요.,질은 모든 시험을 통과했어요,이 졸업장을 받았어,은 좋은 일을 찾았어,은 자주 리마 콩을 먹었다.,1
331,제리는 항상 기타를 배우고 싶어했습니다.,그는 자신이 너무 늙어서 새로운 것을 배울 수 없을까 걱정했습니다.,하지만 그는 매주 기타 수업에 등록하기로 결정했습니다.,마침내 그는 상당히 좋은 기타 연주자가 되었다.,제리는 친구들을 위해 기타를 연주하기로 결정했습니다.,제리는 기타를 쓰레기통에 던져버렸다.,1
332,카일은 많은 걸 수집했어요,그는 액션피커의 광범위한 컬렉션을 가지고 있었다.,매일 그는 그의 컬렉션에 새로운 수치를 찾아 나갔습니다.,그는 한 달에 한 번씩 새로운 숫자를 추가하는 데 성공했습니다.,카일은 마블 영웅을 좋아했지,카일은 슈퍼맨이 우스꽝스러운 존재라고 생각했어요,1
333,프랜시인은 친구들 모두가 고다리 신발을 입는 걸 알아챘습니다.,"그녀는 발 뒤꿈치의 모양을 좋아했지만, 그 느낌은 싫어했습니다.","어느 날, 그녀는 친구들을 만나기 위해 평평한 신발을 입기로 결심했습니다.",그녀의 친구들은 모두 그들이 얼마나 멋져 보인다는 칭찬을 해줬어요.,프랜신 은 편안 한 신발 을 입었기 때문 에 기쁘다!,프랜시인은 누락된 게놈의 공식을 다시 테스트했습니다.,1
334,어렸을 때 난 숨어서 몰래 놀기를 좋아했지,다른 사람들이 모르는 사이에도 연주했습니다.,저는 그냥 숨어서 사람들에게 뛰어내렸어요.,초등학교 때 늘 그랬어요.,"나이를 먹으면서, 사람들에게 뛰어내리는 걸 멈춰야 했어요.",사람들이 이 게임을 그들 없이 할 때 아주 행복해졌어요.,1
335,레이첼은 매일 메일을 보고 있었어요.,그녀는 외국어로 쓰여진 편지를 발견했습니다.,레이첼은 친구들에게 편지를 보여줬어요.,아무도 그 편지를 읽거나 이해할 수 없었습니다.,레이첼은 그 편지에 무슨 내용이 있는지 알고 싶지 않았어요.,레이첼은 번역을 위해 언어 교수에게 가져갔습니다.,2
336,데브는 삭감으로 인해 직장에서 해고됐어요,그녀는 매우 화가 나서 집에 가서 을 다.,"남편은 모든 것이 괜찮을 거라고 했지만, 데브는 확신이 없었다.",다음날 데브의 남편은 그녀의 직장에서 인터뷰를 준비했습니다.,데브는 몇 년 동안 했던 일을 다시 하게 되었습니다.,그녀는 일을 받았습니다.,2
337,베타니는 팔에 털이 있어서 자책했어요,그녀는 그 머리를 깎으려고 했어요.,몇 주 안에 다시 자라났어요.,레이저 탈모 치료를 받았어요,다시 자라길 바랬어요,그녀는 자신에 대해 더 나은 느낌을 받았습니다.,2
338,지나의 부모님은 일리노이로 운전하고 있었어요,지나는 뒷좌석에 앉아 형제자매들에게 눌려 있었습니다.,"더 나쁜 것은, 정류시간이었기 때문이었습니다.",교통은 천천히 진행되고 있었습니다.,지나는 차에서 나와 집으로 돌아갔습니다.,지나는 눈을 감고 잠들려고 노력했다.,2
339,"어느 여름, 제 여동생과 저는 레모네이드 가게를 열었습니다.",새 집에 처음 들어온 달이었는데 아무도 몰랐어요,몇 명만이 지나갔고 더 적은 사람들이 멈췄습니다.,그 늙은 목사가 옆집에서 걸어왔다.,그는 레모네이드를 사서 우리를 이웃에서 환영하게 만들었습니다.,그는 우리의 레모네이드를 땅에 뿌렸습니다.,1
340,밥은 작은 마을에서 큰 도시로 이사했습니다.,그는 항상 길을 잃는다는 것을 걱정했습니다.,"첫날, 그는 일에서 집으로 돌아가는 길에 길을 잃었습니다.",그래서 밥은 항로를 알아가는데 도움이 되는 내비게이션 시스템을 샀습니다.,"밥은 주변을 잘 알고 있었고, 내비게이션 시스템을 전혀 사용하지 않았습니다.",네비게이션 시스템은 밥에게 많은 도움을 주었습니다.,2
341,켈리는 하이브리드 동물에 대해 온라인에서 읽었습니다.,그리고 그녀는 리거의 사진을 봤어요.,그 여자 는 그 들 의 크기 와 힘 에 감명 을 받았습니다.,하지만 그녀는 그들이 야생에서 살 수 있는지 궁금해했습니다.,켈리는 동물원에서만 봤어요,켈리는 할머니가 꽃을 보여준 것을 기억했습니다.,1
342,조리는 가족과 함께 암스테르담에 있는 안나 프랭크의 집을 방문했습니다.,그녀는 그 책을 미리 읽었다.,그녀는 집이 아주 작다고 생각했어요.,그녀의 어머니는 박물관을 둘러보면서 울었다.,조리는 매우 감정적인 투어였다고 인정했습니다.,그들은 위층의 코미디 클럽을 방문하기로 결정했습니다.,1
343,클라라는 어느 날 일하다 집으로 돌아갔어요.,그 다음 에 그 는 자신 이 집 밖 에 잠겨 있었다는 걸 깨달았어요!,그 날 아침 키가 부엌 테이블에 남아있었지,엄마한테 전화해서 도와줬어요,클라라는 밖에서 지내기를 좋아했어요.,클라라의 엄마는 바로 도와줬어요.,2
344,전날 아파트에서 청소를 하고 있었는데,책상 위에 있는 모든 잡음과 서류들을 없애기로 결심했습니다.,그 밑에는 여자친구의 오래된 편지들이 있었습니다.,나와 헤어지고 싶다고 적혀있었어,그 편지 때문에 화가 나 혼란스러워서,그 편지 때문에 매우 행복했어요.,1
345,벤은 고등학교 시절의 애인과 결혼했어요,그들은 많은 해 동안 결혼했다.,어느 날 벤은 결혼 생활이 행복하지 않다는 걸 깨달았어요.,그는 바람을 피우기로 결심했습니다.,그의 아내는 그를 자랑스러워했습니다.,그의 아내는 알게 되었고 이혼을 하게 되었습니다.,2
346,한 남자가 다른 한 사람에게 오리보다 더 잘 뛸 수 있다고 내기했지.,오리 한 마리가 발견되고 쳐다보았다.,"오리 는 무슨 일 이 일어나고 있는지 전혀 알지 못했지만, 눈 깜박 을 하지 않았습니다.","하지만, 그것은 그것의 nictitating 막으로 눈을 젖게했다.",그 남자는 결국 눈을 깜박했어요.,그 남자는 내기를 잃고 싶어했어요.,1
347,셰이는 해양공원에 갔어,그 곳 에서 그녀는 돌고래가 수영 하는 곳 을 알리는 표지판 을 보았다.,셰이는 40달러를 기꺼이 넘겨주고 옷을 입었습니다.,그리고는 돌고래와 함께 수영을 하기 위해 수영장에 뛰어들었어요.,셰이는 정말 재밌었어요,셰이는 돌고래를 별로 좋아하지 않았어,1
348,리아는 영국으로 갔어,그녀는 버스 투어를 했어요.,투어는 스톤헨지에서 멈췄습니다.,리아는 버스에서 내려서,리아는 영국 가는 걸 싫어했지,리아는 스톤헨지를 많이 찍었습니다.,2
349,저는 한 잔의 주스를 마시고 있었습니다.,내 컵이 카운터에 떨어졌어,난 유출물을 청소할 뭔가를 찾고 있었어요.,난 종이 수건 한 팩을 찾았어,난 엉망진창을 청소했어,난 썩은 떡을 버리고 샌드위치를 만들었어,1
350,아서랑 친구들이 놀고 있었어요,그들은 맥주를 마시고 대화를 나누고 있었습니다.,갑자기 맥주가 다 떨어졌어요.,아서도 마지막을 원하지 않았어요,아서도 마지막 한 번은 잘 해줬어요,아서 친구들에게 한 잔 더 주문했어요,2
351,헤스터는 항상 그녀의 머리카락이 똑바로 보이는 것을 좋아했습니다.,어느 날 그녀는 미술관 개관식에 초대받습니다.,그녀는 행사를 위해 머리를 똑바로 펴기로 결심합니다.,친구들은 모두 그 옷이 얼마나 잘 생겼는지 칭찬해줬어요.,헤스터는 외모를 자랑스럽게 여깁니다.,헤스터는 머리를 깎았다.,1
352,은 새 차를 사고 싶어했어요.,은 차 상점에 오래된 차를 몰고 갔다.,판매원은 힐의 오래된 차를 새 차로 교환했다.,"판매원에게도 돈을 지불한 뒤, 은 새 차를 샀습니다.",은 흥분했어요.,은 우울했어요,1
353,제이든은 꽤 잊을 줄 알았어요,그는 이미 발렌타인데이였다는 것을 알아차리지 못했습니다.,서두르며 꽃과 초콜릿을 샀습니다.,제이든의 여자친구가 집에 와서 사탕을 찾았어요,제이든의 여자친구가 얼굴을 찔렀어요,제이든이 세상을 구했지,2
354,존은 생일에 자전거를 받았습니다.,그는 어떻게 타는지 몰랐어요.,그는 일주일 내내 연습을 했습니다.,일주일 후 그는 보조 바퀴를 벗었다.,그는 그것 없이도 자전거를 잘 타는 데 성공했습니다.,"그는 자전거를 타는 것이 자신에게 맞지 않는다는 것을 깨달았고, 그 대신 낮잠을 잤습니다.",1
355,퀸틴은 평생 배를 타본 적이 없었어요,"어느 여름, 친구 한 명이 퀸틴을 호수 근처의 집으로 초대했습니다.","그들이 그곳에 있을 때, 틴과 그의 친구는 항해하러 갔습니다.",아주 신나는 경험이었습니다.,퀸틴은 그가 갔다는 것에 기뻐했습니다.,퀸틴은 다시는 항해하지 않겠다고 맹세했지,1
356,한 남자가 식당에서 웨이터에게 팬케이크를 주문했습니다.,"몇 분 후, 그녀는 그에게 팬케이크 한 접시를 가져왔다.",그 남자는 팬케이크가 너무 두꺼웠다고 불평했습니다.,웨이터가 요리사한테 가져왔어,요리사는 그를 칭찬했다.,요리사는 팬케이크를 다시 만들기로 결정했습니다.,2
357,제 아이들은 애완동물을 원했습니다.,가족으로서 우리는 이것이 훌륭한 아이디어라고 결정했습니다.,우리는 새 털이 많은 친구를 찾기 위해 지역 동물 보호소에 갔습니다.,도착하자마자 우리는 흑인 실험실을 만났습니다. 우리는 모두 자동적으로 그 사람을 사랑했습니다.,블랙랩은 집에 안 오기로 결정했어요,우린 블랙랩을 입양하고 그녀를 집으로 데려갔어요,2
358,내 정원 꽃이 죽어가고 있어,햇볕에 어지고 말았어요,제 친구가 와서 제 식물의 문제점을 평가해주었습니다.,그녀는 더 많은 물이 필요하다는 것을 발견했습니다.,"더 많이 물을 주면, 내 식물은 어느 때보다 잘 생겼다.",다시 물을 안 주었어요,1
359,은 동생과 비디오 게임을 하고 있었어요.,질은 모든 경기를 잃는 것에 화가 나 있었습니다.,은 게임 컨트롤러를 가지고 TV에 던졌어요,TV 스크린이 중앙에서 찢어졌어요.,과 그녀의 여동생은 더 이상 비디오 게임을 할 수 없었습니다.,은 비디오 게임도 좋아졌어,1
360,"""버피 더 뱀파이어 슬레이어""를 본 적이 있어요.","몇 시간 후, 나는 달리고 싶었습니다.","불행하게도, 밖은 어두웠어요.",저는 잠시 동안 문 앞에 서 있었습니다.,그리고 저는 다음날 아침까지 잠들어 있었습니다.,그래서 버피인 줄 알았고 도망쳤어요,2
361,"12살 때, 드루는 범죄자가 되기로 결심했습니다.",그는 문을 고 집을 강도하기로 결심했습니다.,그는 자신의 힘을 키우기 위해 옷장 문을 다 연습했습니다.,그의 어머니는 집에 와서 모든 옷장 문이 깨져 있는 것을 보았습니다.,드루는 항상 법을 따르고 싶어,그의 어머니는 매우 화가 났어요.,2
362,"오랫동안, 내가 딱딱하게 끓인 계란을 만들 때마다, 그들은 나쁜 것으로 나왔어요.",저는 인터넷에서 제 문제에 대한 해결책을 찾아 다녔습니다.,한 웹사이트는 제가 계란을 끓이는 대신 굽는 것을 제안했습니다.,내가 한건 바로 그거야,구운 달걀이 맛있었어요,껍데기를 놔두고 다 먹었어요,1
363,한 소년이 보행자 길가에 25센트짜리 동전을 봤어요,그는 몸을 숙여 그것을 들어 올렸다.,"그가 그렇게 할 때, 그의 머리가 있던 곳에 침공이 날아갔습니다.","주위를 둘러보았더니, 그는 그의 대적이 빨대를 들고 있는 것을 보았습니다.",그 소년은 감사했습니다.,그 소년은 화가 나 있었다.,2
364,헥터는 헤드폰이 한쪽 귀에만 작동하는 것을 알아차립니다.,음악 들을 수 있도록 새 신발을 사려고요,마침내 그는 살 수 있는 좋은 헤드폰을 찾습니다.,그는 그것들을 사서 즉시 음악을 듣기 시작합니다.,헥터는 음악을 좋아하지 않는다고 결정합니다.,헥터는 두 귀가 다 작동하는 걸로 행복해,2
365,톰은 뉴욕 자이언츠의 경기에 가고 싶어했다.,하지만 티켓은 너무 비싸서,마침내 그는 자신의 가격대에 맞는 티켓을 찾았습니다.,그는 맨 위에 앉았어요,그는 어쨌든 경기를 즐겼어요.,톰은 그야말로 최고의 하키 경기라고 생각했다.,1
366,트립은 수박을 좋아했어요,그는 하루에 적어도 한 마리씩 먹었습니다.,그의 엄마는 항상 그가 씨앗을 삼키면서 나무를 자라는다고 말했지,그는 항상 저걸 삼켰어,트립은 씨앗의 맛을 즐겼습니다.,트립은 수박을 완전히 끊었습니다.,1
367,"앤지, MTurk의 일꾼은 자신을 열심히 일한다고 생각했어요.","어느 날, 그녀가 가장 좋아하는 고용주 중 한 명이 그녀의 일을 거절했습니다.",앤지는 매우 놀랐고 그들에게 이메일을 보냈습니다.,그들은 그녀의 작업이 충분히 좋지 않았다고 답했습니다.,앤지는 그 요청자에게 그녀의 작품들을 더 거부하라고 말하기로 결정했습니다.,앤지는 그 문제를 자세히 논의하려고 노력했습니다.,2
368,도노반은 트리나를 댄스하러 초대했어요,트리나는 도노반을 좋아해서 동의했지만 걱정이 많았어요,학교가 끝나고 집에 달려가서 아빠에게 도움을 요청했어요.,아버지가 집에 왔을 때 그녀는 상황을 설명했고 아버지는 미소 지었습니다.,트리나의 아빠가 트리나를 꾸짖었지,트리나의 아빠가 춤추는 법을 가르쳐줬어요,2
369,앤디는 늘 큰 아이 자전거를 원했지,6살 때 생일 선물로 자전거를 달라고 했어요,그는 자전거를 타는 법을 몰랐습니다.,앤디의 생일에 그의 어머니는 그에게 자전거를 선물했습니다.,앤디는 몇 시간 동안 울었다.,아빠가 운전을 가르쳐줬어,2
370,수지는 아이스크림 가게에 갔어,그녀는 바닐라 밀크 셰이크를 주문했습니다.,"그녀가 밀크 셰이크를 사서 돈을 주려고 했을 때, 그 남자는 그녀에게 미소 짓고 말았습니다.",그는 그녀에게 특별한 대회에서 우승했다고 말했습니다.,그는 그녀가 그에게 60달러를 빚졌다고 말했다.,그는 그녀에게 칵테일을 무료로 줬어요.,2
371,네드와 친구들은 박람회에 갔어,그는 마지막 돈으로 솜탕을 샀어요,"그가 떠나가는 길에, 그는 울고 있는 작은 소년을 보았습니다.",그는 그의 감탄을 웅덩이에 떨어뜨렸어요.,그래서 네드는 그에게 자기만의 감탄을 줬어요.,그는 소년에게 더 많은 감탕을 샀습니다.,1
372,세바스찬은 햇빛이 뜨거워졌다는 걸 알아챘어요.,그는 할 일이 많았어요.,그는 집안일을 하고 싶지 않았어요.,세바스찬은 야외에서 더 나은 것을 결정했습니다.,세바스티안은 그 날 집에 머물고 싶었어요,세바스찬은 밖에서 걸어서 산책하러 갔어요.,2
373,라시드는 훌륭한 운전사였습니다.,어느 날 라시드의 형이 일하러 늦었다,라시드는 동생을 데려다 줄 것을 제안했습니다.,그들은 시간을 가리지 않고 도착했습니다.,"그의 형제는 그에게 소리쳤고, 문을 닫았다.",그의 형은 감사했습니다.,2
374,알리는 패스트푸드 가게에 가서 신용카드로 지불했습니다.,현금관리사가 카드를 돌려주는 데는 꽤 오랜 시간이 걸렸어요.,"며칠 후, 알리는 그녀의 카드에서 특이한 거래를 발견했습니다.",그녀는 은행에 전화를 했고 은행은 이 혐의를 반전시켰습니다.,그녀는 현금 관리가 자신의 정보를 훔쳤는지 궁금해했습니다.,그녀는 패스트푸드 상자에 감사의 인사를 했다.,1
375,거실에 좋은 그림을 찾고 있었어요,그래서 어제 찾아 나갔어요,마침내 사랑할 수 있는 아름다운 여자를 찾았다,그 그림은 폭포의 모습이었습니다.,저는 그 그림을 좋아하지 않았기 때문에 사지 않기로 결정했습니다.,내가 샀고 집에 가져왔어,2
376,승진을 원했거든요,승진하려고 노력하기로 결심했어요.,일년 내내 열심히 일했어요,제 상사는 알아차렸어요. 그리고 어느 날 저를 사무실로 불러들였습니다.,상사가 날 바로 해고했어요.,내가 원하는 승진을 받았어,2
377,매기랑 부모님은 새 도시로 이사할 예정이었어,마기는 아무도 모르기 때문에 긴장했어요.,"그녀가 이사와자마자, 그녀는 자신을 소개하는 주위에 갔다.",그녀는 친구들을 사귀게 됐어요.,매기는 슬프고 외롭었어요,매기는 새 도시를 좋아했어요,2
378,댄은 학교에서 집으로 돌아오는 길에 창문에서 그 상자를 봤습니다.,가게 창문에는 기차가 있었다.,댄은 열차를 소유하기를 간절히 바랬습니다.,"댄이 집에 왔을 때, 그의 어머니는 그에게 깜짝 선물을 가지고 있다고 말했습니다.",그녀는 댄에게 기차를 줬어요.,댄의 어머니는 그에게 학교에 갈 준비를하라고 말했다.,1
379,지나는 엄마의 집 열쇠를 훔치려고 했어요.,어머니는 잠자고 있을 때까지 기다렸어요,엄마의 지갑을 화장실에 가져갔어요,그녀는 조용히 체인에서 열쇠를 제거했다.,그리고 지나는 그 지갑을 바로 찾았던 곳에 다시 놓았어요,그리고 지나는 엄마에게 열쇠가 어디 있는지 말했어요,1
380,켄터키 출신 한 남자가 있었어요,루이지애나에 사는 한 여자를 사랑했지,그는 이사해야겠다고 결정했습니다.,그는 그의 사랑과 함께하기 위해 이동했습니다.,그 남자는 텍사스로 이사 갔어요,그 남자는 켄터키로 이사 갔어요,2
381,팀은 수학 수업에서 떨어졌어요,만약 합격하지 못하면 여름학교에 가야 한다는 걸 알고 있었지,열심히 공부하고 추가 학점을 요구했습니다.,학교 마지막 날 그가 통과했다는 걸 알았어요!,팀은 흥분했어요.,팀은 매우 실망했습니다.,1
382,메리앤은 외로움을 느끼고 고양이를 입양하기로 결정했습니다.,그녀는 그 과정을 시작하기 위해 지역 인도주의 단체로 갔습니다.,"그녀가 보고 있을 때, 고양이 중 하나가 그녀를 아댔어요.","메리 앤은 고양이를 애정했고, 첫눈에 반했다.",그녀가 결정한 것은 그것이 올바른 고양이가 아니었다는 것입니다.,그녀는 고양이 데리고 집에 갔다.,2
