,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
380,Bio je jedan čovjek iz Kentuckyja.,Volio je djevojku koja je živjela u Louisiani.,Odlučio je da se mora preseliti.,Preselio se da bi bio sa svojom ljubavlju.,Čovjek se preselio u Texas.,Čovjek se preselio u Kentucky.,2
381,Tim je bio propušten na matematici.,Znao je da ako ne prođe mora ići u ljetnu školu.,On je naporno studirao i tražio dodatne bodove.,Na posljednji dan škole saznao je da je prošao!,Tim je bio oduševljen.,Tim je bio užasno razočaran.,1
382,Mary-Anne se osjećala usamljeno i odlučila je usvojiti mačku.,Otišla je u lokalno humanitarno društvo da započne proces.,"Dok je gledala, jedna od mačaka joj je miau.","Mary-Anne je ljubila mačku, i to je bila ljubav na prvi pogled.",Odlučila je da nije prava mačka.,Odvela je mačku kući.,2
383,Uzela sam gimnastiku kao dijete.,Učio sam balansu i radio pokrete na njoj.,"Dok sam se okretala, pogriješila sam.",Slomila sam gležanj i patila od bola!,Odvezli su me u bolnicu.,Ustao sam i odmah se vratio na balansu.,1
384,Šest štenaca je trčalo po mom predvorju.,Bilo bi teško odabrati onu koju želimo kupiti.,Svaka od mojih kćeri izabrala je drugačijeg štene.,Vlasnik je rekao da možemo dobiti popust na dva psa.,Svatko od nas je kupio jednog psa.,Nismo voljeli pse.,1
385,Johnny je želio promjenu od svog velikog gradskog života u Bostonu.,Odlučio je da će biti sretniji u Srcu Amerike.,"Konačno je došao dan, Johnny se preselio u Idaho.",Pobjegao je iz velikog grada.,Johnny je počeo planirati da se preseli u Boston.,Johnny je bio sretan što je u malom gradu.,2
386,Joan je mrzila ići kući za Božić.,Znala je da će je majka progoniti zbog njenog ljubavnog života.,Ove godine na putu kući imala je prometnu nesreću.,Majka je požurila do nje da joj pomogne.,Joanina majka nije razgovarala s njom jer je bila neudana.,Joan je bila sretna što je vidjela majčino lice.,2
387,Ja provodim svo vrijeme radeći na pisanju.,"Kao rezultat toga, počeo sam se osjećati prilično usamljenim.",Odlučila sam se pridružiti online zajednici za upoznavanje.,"Kad se pridružim, shvaćam da ne volim druge ljude.",Počeo sam pisati više.,Bio sam na mnogim spojevima.,1
388,Moja kći je bila izviđačica u osnovnoj školi.,Jednog dana otišla je na noćni izlet.,Moja žena je išla kao pratnja.,Svi su bili u kolibi u New Hampshiru za vikend.,Moja kći nikad nije zaboravila svoj izlet.,Moja žena i ja smo večerali te noći.,1
389,Danas je bilo otvaranje novog kluba iza ugla.,Jedva sam čekala da prisustvujem.,Kad smo ušli u klub bilo je prekrasno.,Naručili smo ukusnu hranu i plesali.,Prijateljili smo se s izbacivačem da bismo sutra mogli ući u klub.,Izbacivač nam nije dozvolio da uđemo u klub.,1
390,Jučer sam nosio novu čašu u kuhinju.,"Na moje iznenađenje, ispalo mi je.",Staklo je razbijeno.,Morao sam ga pokupiti.,-Porezao sam se na komadiću.,Sviđa mi se kako je staklo sada izgledalo.,1
391,Billova obitelj je živjela na brdu.,Tamo nikad nije padala kiša ili oluja.,Jednog dana je kroz to područje prolazio tornado.,"Billova kuća je pogođena, i krov je odriven.",Osiguranje je pokrivalo troškove novog krova.,Odlučili su da im to ionako ne treba i preselili se.,1
392,Allison je odlučila da želi saznati više o povijesti svog područja.,Otišla je u knjižnicu da pogleda knjigu o tome.,Ušla je unutra i nije mogla shvatiti kako su knjige raspoređene.,Našla je knjižničara koji joj je objasnio Deweyjev decimalni sustav.,To joj je pomoglo da shvati koji auto ne želi.,To joj je pomoglo da nađe ono što je tražila.,2
393,Sebastian je htio igrati nogomet u prijateljevom timu.,Razgovarao je sa prijateljem i saznao da mora na trening.,Cijeli tjedan je vježbao hvatanje lopte kod kuće.,Otišao je na sljedeću vježbu i postigao pogodak.,Sebastian je bio razočaran u uspjehu.,Sebastian je bio sretan što mu je praksa isplatila.,2
394,Bila jednom majka koja je očajnički željela da joj beba spava.,"Ona ga je šetala, ali on još nije spavao.","Hranila ga je, ali on nije spavao.",Konačno se sjetio uspavanke koju joj je majka pjevala.,Majka je nježno pjevala uspavanku svom djetetu.,Majka je svirala hip hop za svoju bebu.,1
395,Johnny je pišao u bazenu kao dijete.,Mislio je da to može učiniti kao odrasla osoba.,Odveo je djecu u vodeni park.,Zatim je pišao u bazen.,Neki ljudi su primijetili i Johnny je u nevolji.,Svi su bili sretni zbog Johnnyjevog ponašanja.,1
396,Amy je gledala druge djecu kako se igraju i buljila u svoj inhalator.,Zbog astme nije mogla da se bavi sportom.,Osjetila je ruku svog učitelja umjetnosti na ramenu.,Učiteljica joj se nasmiješi i kaže da će jednog dana biti velika umjetnica.,Amy se osjećala puno bolje.,Amy se osjećala grozno.,1
397,Joe i njegovi prijatelji su imali nogometnu utakmicu danas.,Joe je bio nervozan.,Bio je nervozan da li će pobijediti ili ne.,"Nakon utakmice, Joeov tim je pobjedio.",Joe je bio vrlo ponosan na svoj tim.,Joe je bio jako razočaran u svoj tim.,1
398,Mark je imao veliki intervju za novi posao.,Pripremio se za pitanja koja bi mu mogli postaviti.,Intervjuer je bio impresioniran Markovim odgovorima.,Ispitivač je obavijestio Marka da je dobio posao.,Mark je bio jako sretan.,Mark je bio bijesan i odjurio.,1
399,Elaine nije htjela kuhati večeras.,Zato je Elaine odlučila da izađe na ručak.,"Međutim, Elaine nije znala gdje želi jesti.",Elaine je razmišljala gdje da ode skoro sat vremena.,Elaine je lako odlučila.,Elaine je teško mogla odlučiti.,2
400,Sam je pokušavao ući u koledž iz svojih snova.,Dugo je popunjavao prijavu.,To mu je dalo dobar osjećaj za svoje akademske uspjehe.,On je podnio zahtjev.,Tri mjeseca kasnije dobio je pismo o prihvaćanju.,Nikada više nije pomislio na to.,1
401,Matt je odlučio ići bar hopping sa svojim dva prijatelja jednu noć.,Popili su tri pića u jednom baru.,"Otišli su na još četiri, i popili po tri pića.",Matt se na kraju previše napio i izgubio telefon.,Matt i prijatelji su otišli kući i prespavali.,Matt nije briga o nestalom telefonu.,1
402,Bindu je planirala zabavu sa svojim prijateljima.,Sastali su se u njenoj kući da razgovaraju o hrani i vezivanju.,Jedan od Binduovih prijatelja je donio samose i doogh.,Četiri prijatelja su svirala na zabavi.,Svi su se lijepo proveli.,Bindu mrzi svoje prijatelje i zabave.,1
403,Tyler se probudi i treba se istuširati prije škole.,Njegov mali brat koristi tuš.,Tyler se brine da će propustiti autobus.,Napokon je na Tyleru red da se tušira.,Tyler je napravio kolače da se pokaže svojim vještinama pečenja.,Tyler se brzo tušira i stiže na autobusnu stanicu na vrijeme.,2
404,Thomas se u zadnje vrijeme osjećao pod radarom.,Otišao je kod doktora na pregled.,Liječnik mu je rekao da je njegov holesterol malo visok.,Thomas je počeo zdravije jesti i šetati.,Dijagnosticiran mu je dijabetes nakon što je dobio 40 funti.,Njegov liječnik je bio vrlo zadovoljan na sljedećem pregledu.,2
405,"Zvonilo je na vrata, ali nije bilo nikoga.",Nije bila sigurna da li da otvori vrata ili ne.,Polako je cvrko otvoriti vrata i pogledao van.,Njen brat je skočio na nju i dobro ju je uplašio.,Odlučila je gledati svoju omiljenu komediju na Netflixu.,Vrištala je i gurnula brata.,2
406,Stephanie je htjela napraviti umaka od jabuka.,Odlučila je da vozi do farmerskog tržišta da pokupi neke ukusne jabuke.,"Dok je hodala kroz voćnjak, spotaknula se i pala.",Slomila je oba zgloba.,Stephanie se digla rukama.,Stephanie nije mogla ustati dok je netko nije pronašao.,2
407,Roy nije mogao shvatiti zašto njegov stan smrdi tako loše.,Njegovi prijatelji su to komentirali kad su došli.,Svi su odlučili potražiti izvor.,Ispostavilo se da je stara riba u frižideru.,Roy je odlučio ostaviti ribu u frižideru.,Roy je izbacio starog ribara i sve je mirisalo bolje.,2
408,Jimmy je odrastao u siromaštvu.,No njegovi su roditelji uvijek činili sve što su mogli da mu pomognu.,"Kad je upisao dobar koledž, radili su dva posla da bi ga mogli priuštiti.","Kad je diplomirao, htio je pokazati svoju zahvalnost.",Pa im je platio koledž.,Jimmy je zvao roditelje i prokleo ih.,1
409,Jill je bila iznenađena kad ju je zgodni dečko pozvao na ples.,"Dok su se njene cimerice pripremale, Jill se raspravljala o svojoj kosi.",Jilline cimerice su rekle da mogu pomoći.,Jill je završila oblačenje u svoju toga-kao bijelu haljinu.,Došao je njezin dečko i pohvalio je njen izgled.,Jill i njene prijateljice su zabavljali samo djevojke.,1
410,Vlasnik bara je stavio veliki transparent da bi oglašavao svoj bar.,Vjetar je bio jak i odnio je zastavu.,Vlasnik je jurio svoju zabranjenu preko grada.,Sletjela je u dvorište jedne starice.,Starica je odbila vratiti zastavu.,Starica je bila oduševljena što je našla krzneni kaput.,1
411,Moja majka ima recept za bundeve barove koji mi se jako sviđa.,Jednom mi ih je napravila jer sam imao loš dan.,Pojela sam barove bundeve i osjećala sam se puno bolje.,Biti u rešetkama podsjetilo me da je mojoj majci stalo do mene.,Od tog dana više nisam jeo bundeve.,Napravio sam štruce od bundeve kasnije u životu i podsjetile su me na moju mamu.,2
412,Tim je odlučio provoditi više vremena sa svojim djedom.,"Njegov djed je volio promatrati ptice, pa je Tim gledao sa njim.",Obeležili su svoje viđenja u bilježnicu.,Tim je ubrzo bio stvarno zainteresiran!,Tim je odlučio da ga ptice više ne zanimaju.,Tim i njegov djed pronašli hobi koji su obojica uživali.,2
413,Danny je radio u lokalnoj trgovini sladoleda ovog ljeta.,Bio je uzbuđen što je započeo svoj prvi posao.,"Prvi dan, dječak je ispustio sladoled na pod.","Bez oklijevanja, Danny je znao što treba učiniti.",Dao mu je još jednu bocu sladoleda.,Odbio mu je dati još jedan sklop.,1
414,Školski zvono je zazvonio kad je sat udario 2.,Gina nikad nije bila sretnija da dan završi.,Zgrabila je svoje stvari i čekala na vratima Tami.,Ali Tami je odlazila s Ritom i Mary.,Gina se osjećala usamljeno kad je otišla kući.,Gina je zahvalila Tami sljedeći dan.,1
415,Laurence i njegova obitelj odlučili su se preseliti.,Prvo su spakirali svoj namještaj.,Onda su spakirali sve ostalo.,Sve njihove stvari su premještene u kombi.,Laurence i njegova obitelj su se vozili do svog novog doma.,Laurence je sve njihove stvari vratio u kuću.,1
416,Joy je htjela pronaći savršenu školjku za svoju rakovu pustinju.,"Mogla bi kupiti jedan, ali bi bilo posebnije ako ga je pronašla.",Cijelo jutro je pretraživala plažu.,Sve što je moglo raditi je bilo slomljeno!,Morala je kupiti školjku.,Tako je donijela jedan kući i dala ga svom rak.,1
417,Westin se ženio!,Htio je da mu vjenčanje ide savršeno.,Sve je išlo dobro do večeri.,Netko se jako opijao i pao u tortu!,Westin je savršeno odsjekao komad torte.,Weston i njegova žena izbacili su opijenu osobu.,2
418,Joe je pomagao svom ocu da očisti šumu u dvorištu.,Odjednom je čuo glasno zujanje.,On je uzburkao pčelinje gnijezdo.,Ubo ga je šest puta prije nego što je mogao pobjeći.,Joe se smijao zbog tog iskustva.,Joe je bio ljut što je ozlijeđen.,2
419,Bila je jesen.,Toddov dvorište je bilo puno lišća.,Odlučio je da ih mora sve pokupiti.,"Kad je završio, sve ih je stavio u vreću.",Todd ih je bacio u smeće.,Todd je otvorio torbu i raširio lišće.,1
420,Tim je sanjao da postane veliki bodybuilder.,Svake noći je vježbao da bi postigao svoj cilj.,Njegov naporan rad se isplatio i dobio je mjesto na popularnom natjecanju.,"Pokazao je svoje vještine, dižeći više od 250 lbs.",Tim je bio vrlo odlučan.,Tim je imao malo odlučnosti.,1
421,Henry je hodao u svoj razred.,"U isto vrijeme, pokušao je očistiti ekran telefona sa krpom.","Nažalost, netko ga je naletio.",Telefon mu je ispao iz ruke i pao na zemlju.,Osoba se ispričala Henryju.,Henry je bio sretan i zahvalan.,1
422,Tami je odlučila da prisustvuje odbojkašskim izborima.,"Bila je tek u osmom razredu, ali je znala da je dobra.",Igrala je naporno i dala sve od sebe.,Nije očekivala da će drugi igrači biti dobri kao ona.,Tami je ušla u košarkaški tim.,"Svi igrači su bili dobri, ali ona je ušla u ekipu.",2
423,Bob i Jim su igrali loptu u kući jednog dana.,Prevrnuli su vazu i ona se razbila na mnogo komada.,Bojali su se da će im se mama naljutiti.,Našli su ljepilo i pažljivo su spojili vazu.,"Njihova mama je uživala u svojoj novoj, slomljenoj vazi.",Ljepilo je držalo vazu zajedno i njihova mama nikada nije saznala.,2
424,Steve je bio jako tužan.,Steveova djevojka je raskinula s njim.,Odlučio je napisati pjesmu za nju.,On je u pjesmu bacio svoje srce.,Steve se pitao da li bi se mogli vratiti zajedno.,Steve je vozio sat vremena da bi otišao u striptiz klub po drogu.,1
425,Gloria je htjela kupiti cvijeće za svog muža.,Gloria je bila šokirana cijenom čak i samo pola tuceta ljiljana.,Gloria je odlučila pokupiti neke od svojih cveća iz vrta.,Skupila je narcisove i krizanteme.,Gloria je ubrzo nakon toga podnijela zahtjev za razvod.,Glorijin muž je cijenio tu gesta.,2
426,Josh je igrao košarku svaki dan.,Njegov cilj je bio da bude u stanju napraviti bilo košaru na terenu.,"Jednog dana, netko ga je izazvao na natjecanje.","Tko god napravi najviše metaka, pobjeđuje!",John je pobjegao vrišteći od straha.,On je napravio najviše metaka i osvojio natjecanje.,2
427,Lauren je oduvijek htjela nositi skinny traperice na zabave.,"Međutim, ona treba izgubiti težinu tako da će skinny traperice izgledati dobro.",Lauren počinje izazovni režim vježbanja.,Konačno je izgubila dovoljno težine da nosi uske traperice.,Ponosno ih je nosila na sljedećoj zabavi.,Bila je ljubomorna.,1
428,Otišao sam na Havaje u srednjoj školi.,Cijeli naš bend klasa je bio ide.,Trebalo je 9 sati da doletite tamo.,To je bio tropski raj.,Odlučio sam da želim ići na Havaje više.,Havaji nisu bili dobro mjesto za putovanje.,1
429,"Sonny je živio u Teksasu, i bilo je vruće ljeto.",Bilo mu je muka od vrućine.,Odlučio je pronaći način da se smiri.,"U početku, nije mogao ništa smisliti.",Odlučio je da uključi grijanje.,Onda je odlučio skočiti u bazen.,2
430,Chad je bio nevjerojatan pjevač.,Samo se bojao pjevati.,"Htio je da se pridruži crkvenom zboru, ali je mislio da će mu se prijatelji smijati.",Zbog toga što ga je sram zbog njegove vještine i strasti.,Chad je imao hrabrosti da isporuči svoju komediju.,"Umjesto da se smiju, svi su pljeskali kad je Chad napokon otpjevao.",2
431,"Ronald je imao dvoje djece, dječaka i djevojčicu.",To je bilo više nego dovoljno.,On stvarno nije htio da dvojica budu iskreni.,Jednog dana mu je žena rekla da čekaju treću bebu.,"Bio je jako nesretan, ali se bojao otići.",Oči su mu se rasvjetljavale od uzbuđenja.,1
432,Prošle srijede sam se šetala.,"Dok sam hodao, naišao sam na nešto što me je uplašilo.",Pred mnom je bila zmija od 4 stopa s perlicama očiju.,Vikao sam i trčao sve do glavne ceste.,Ja sam biolog koji proučava zmije.,Slijedio sam put natrag do auta.,2
433,Mary je voljela piti kavu svako jutro.,Danas je žurilo.,Otišla je u kafić.,Primijetila je da je kava pogrešno naručena nakon što je otišla.,Mary je pala na anketu.,Mary je i dalje vozila i pila.,2
434,Bill se upravo preselio u veliki grad radi posla.,Osjećao se usamljenim jer nije poznavao nikoga u gradu.,"Jednog dana nakon posla, Bill je odlučio otići na piće s nekim kolegama.",Imao je puno zabave druženje s njima.,Bill je stekao puno prijatelja tog dana.,Bill je bio ljut na svoje kolege.,1
435,Billy je htio postati liječnik.,Išao je na fakultet da postane doktor.,"Nakon što je diplomirao, promijenio je mišljenje.",Billy je postao medicinska sestra umjesto liječnika.,Nikada nije žalio zbog svoje odluke.,Bio je toliko depresivan da je postao alkoholičar.,1
436,Quintona su izbacili iz stana.,Bio je švorc bez prihoda.,"Jednog dana, odlučio je potrošiti svoj posljednji dolar na lutriju.","Na njegovo nezamislivo iznenađenje, osvojio je 50.000 dolara!",Quinton je bio u depresiji.,Quinton je bio tako sretan.,2
437,Nakon što se Igor probudio počeo se pripremati za posao.,Otvorio je tuš i čekao da se zagrije.,Voda je ostala hladna.,On je raspravljao između uzimanja hladnog tuša i ne tuširanje.,Pojeo je kolač.,Igor se istuširao.,2
438,Tara je više voljela big band glazbu od svih drugih alternativa.,Voljela je sve rogove i druge bakrene instrumente.,Pokušala je pronaći druge ljubitelje velikih bendova.,Njeni pokušaji su bili uzaludni.,Tara je još uvijek uživala slušati sama!,Tara je bila zla djevojka.,1
439,Otišla sam u Washington DC posjetiti mog dečka.,Otišli smo na mnogo mjesta u gradu.,Ali jedno mjesto gdje sam htjela ići je bila Bijela kuća.,"Odveo me je u Bijelu kuću, i bila sam tako sretna.",Promenuli smo se i uživali u povijesti tog mjesta.,Odmah smo napustili Bijelu kuću i nismo se pojavili na obilasku.,1
440,Moj sin je kupio bubnjeve za svoju jednogodišnju nećakinju prošle jeseni.,"Sestav je imao palice, cimbalu i sjedište.",Njegova nećakinja živi u New Yorku.,Vidjela ga je kad je došla i bila je oduševljena.,Mrzi glazbu.,Htjela je svirati bubnjeve.,2
441,Maggie je imala svoj prvi klavirski recital večeras.,Bila je vrlo nervozna.,"Kad je došla na pozornicu, tresla se.","Srećom, završila je sa savršeno igranjem.",Maggie je bila ohrabrena da učini više.,Maggie je odustala od klavira.,1
442,Ed je volio noćni film sa obitelji.,Dobili bi poslastice i piće i skupljali se oko TV-a.,Večeras su gledali Aladina.,Ali Ed je zaspao prije nego što je završio.,Ed je bio sretan sa završetkom.,Ed je žalio što je zaspao.,2
443,Odlučio sam da se želim prijaviti za božićni klub sa svojom bankom.,Zvala sam blagajnicu i pitala kada mogu to učiniti.,Rekla mi je da mogu ući kad god hoću.,Otišao sam jutros i potpisao se za plan.,Drago mi je što sam se prijavio.,Žao mi je što sam se prijavio.,1
444,Mac je imao veganskog prijatelja koji dolazi na večeru.,"Stukao je, znajući da ne može napraviti odrezak ili hamburgere.",Onda se sjetio recepta za Alfredo sos od kašuna.,"Na njegovo iznenađenje, umak je ispao kremast i ukusan.",Odlučio je umjesto toga poslužiti mesni kruh.,Svi su uživali u obroku.,2
445,Ryan je radio za osiguranje u tržnom centru.,Često je radio noćnu smjenu.,Jednog dana je vidio rakuna u tržnom centru.,Gledao je u nju satima dok nije otišla.,Ryan je bio slijep.,Ryan je odlučio da je njegov posao prilično dosadan.,2
446,Johnnyjev učitelj je darovao razredu domaćim snježnim čunjama.,Učitelj je pustio svakog učenika da izabere bojan sirup.,"Kad je došao njegov red, Johnny se naljutio kad je vidio da je ostala samo jedna boja.",Johnnyjev učitelj je pitao što nije u redu.,Johnny je rekao učitelju da je sretan.,Johnny je rekao učitelju da je uzrujan što nije dobio više boja.,2
447,Tim je morao izabrati između tri djevojke.,"Sviđaju mu se sve tri, ali mora odlučiti.",Razgovarao je sa svima tri da vidi tko ga više voli.,Na kraju je otišao s djevojkom koja ga je više htjela vidjeti.,Tim je gay.,Tim je bio zadovoljan.,2
448,Jill je uvjerila svog dečka Joea da potraži Geocache s njom.,"Nije mislio da zvuči zabavno, ali je odlučio da joj se nasmije.",Pretražili su mjesto gdje je Geocache trebao biti.,Nakon više od sat vremena traženja nisu ga mogli pronaći.,Jill se nadala da će ga brzo naći.,Jill je bila sretna što nije donijela Joea.,1
449,Brigid i njena prijateljica Ella su obojica pohađale časove sviranja klavira.,Ella je od oca dobila skupi klavir od poznatog proizvođača.,Brigid je otac mogao priuštiti samo kupiti joj korištenog uspravnog klavira.,Ali Ella je bila glupa i neosjetljiva djevojka koja nikada nije vježbala.,Ella nikad nije bila dobra u sviranju klavira.,Ella je tada postala zvijezda pijaniste.,1
450,Dave je htio kupiti pištolj.,Otišao je u trgovinu oružja i postavio puno pitanja.,Pogledao je velike i male puške.,Odlučio je da želi kupiti veliku sačmaricu.,Dave je bio protiv drugog amandmana.,Dave ga je kupio i uživao u kupnji.,2
451,Rose je uzela vlak za Long Island.,Tamo je otišla na sam kraj otoka.,Otišla je na plažu u Montauk Pointu.,Bilo je hladno i vjetrovito.,Rose je bila tako topla da je skinuo jaknu.,Rose je zaštitila lice od vjetra.,2
452,Drew je koristio pisaću mašinu za poseban projekt.,Pokušao je biti oprezan jer nije mogao izbrisati svoje riječi.,"Međutim, završio je spavajući.",Glava mu je pala na tipke i nekoliko slova je bilo kučeno.,Drew je bio sretan da njegov projekt neće imati greške.,Drew je morao početi ponovno da tipka papir.,2
453,Sarah je oduvijek bila fascinirana noćnim nebom.,"Primijetivši njenu strast, Sarahin otac joj je kupio novi teleskop.",Bila je u ekstazi.,Svakog dana je izlazila van da bi gledala noćno nebo.,Sarah otac je uzeo natrag teleskop.,Sarah je voljela svoj novi teleskop.,2
454,Kristen je umorna od svoje sobe.,Mora da je pomjeri za promjenu.,Nije ga pomakla više od četiri godine.,"Nakon što je sve premjestila, vidjela je ogromnu mrlju na mjestu gdje je bio njen krevet.",Melanie je odlučila da soba sada izgleda savršeno.,Odlučila je pokriti mrlju tepihom.,2
455,Moja sestra se preselila kod mene kad je imala 35 godina.,Živjela je s muškarcem koji je tukao ženu u raspadnutom kampu.,"Čovjek ju je pratio do moje kuće jedne hladne, mračne noći.",Ušao je u moju kuću dok smo spavali.,Probudili smo se i našli ga kako se šulja kroz prozor.,Sjednuo je za stol s nama i svi smo popili piće.,1
456,Moji roditelji su se raskinuli.,"Nisam siguran kada se to dogodilo, ali čini se da je bilo uzajamno.",Odlučili su da se stvari završe prijateljski.,"Iako sam povrijeđen zbog ovoga, drago mi je što su izabrali ono što ih čini sretnima.",Moji roditelji žele živjeti zajedno.,Moji roditelji su trebali živjeti odvojeno.,2
457,Anna je trebala imati braću i sestre.,"Njena mama je otišla u bolnicu, a Anna je bila nada.","Stvarno je željela sestricu, ali ne i brata!","Kad se njena majka vratila kući s bebom, Ana je bila presretna.",Nova beba je bio dječak.,Nova beba je bila djevojčica.,2
458,Monica je odlučila igrati Istinu ili izazov sa svojim prijateljima.,Svi su se bojali priznati bilo što i izabrali su samo Dare.,Dares je postao sve složeniji kako je dan prolazio.,Monica je izazvala prijatelja da krade dorito i prijatelj je to učinio.,Monica i njezine prijateljice uživali su u doritosima prije sljedećeg izazova.,Monica nije mogla objasniti zašto je njena prijateljica ukrala dorito.,1
459,Ray je otišao kod prijatelja na noćenje.,Shvatio je da je zaboravio četkicu za zube.,Nije mogao oprati zube!,"Ray je pokušao staviti pastu za zube na svoj prst, ali nije bilo koristi.",Na kraju je Ray pitao svog prijatelja ima li rezervne četkice za zube.,Ray je dobro oprao zube.,1
460,Ellie je imala puno domaće zadaće.,Počela je sa zadaćom iz matematike.,"Nakon što je to završila, napisala je izvještaj o knjizi.","Posljednji zadatak bio je vodič za proučavanje, koji joj je trajao deset minuta.",Ellie je bila spremna za školovanje.,Ellie je odlučila da preskoči školu sljedeći dan jer je bila ispred.,1
461,Don je volio stripove.,Stalno je skupljao izdanje svojih omiljenih priča.,"Kako je odrastao, njegova ljubav prema stripovima je rasla.",Odlučio je da želi pokrenuti svoju vlastitu tvrtku za stripove.,Nazvao ga je Don's Comics.,Don je bacio svoje stripove u smeće.,1
462,Arnold se bojao šišmiša.,"Mislio je da će se, ako ga ugrizu, pretvoriti u vampira.",Jednog dana je vidio šišmiša u kupaonici.,Tako je poludio da je vrištao.,Arnold se opušteno tuširao s palicom.,Šišmiš je letio ravno prema izvoru vrištanja.,2
463,Annabelle voli pjevati.,Pjeva u školskom zboru.,Mary je primijetila Annabellein sjajan glas.,Mary je pitala Annabelle da bude u njenom bendu.,Annabelle je pristala i bila je uzbuđena zbog prilike.,Annabelle je bila jako uvrijeđena.,1
464,Uki je putovao u Afriku.,"Jedne noći, ugrizla ga je crna mamba.",Uki je vrištala od boli!,Odvezen je u lokalnu bolnicu.,Doktor mu je rekao da pije puno tekućine.,Dali su mu protuotrov koji mu je spasio život.,2
465,Sean je bio beskućnik.,Molio je za novac na ulici.,Tjedan dana mu nitko nije dao novac.,Umro je od gladi.,Sean je odlučio otići u sklonište.,Sean se na kraju preselio u veliku kuću.,1
466,Dva skitnice su se složila da zajedno skuhaju večeru.,Svaki je krenuo u potragu za sastojcima.,Prvi se vratio sa istrošenom čizmom.,Drugi se vratio s hrpom orasica.,Odlučili su da ne mogu napraviti obrok.,Dva skitnice su pojela svoje cheeseburgere.,1
467,Judy i Bill su se pripremali za večeru sa svojim roditeljima.,Judy pravi pečenku s krumpirima i kolače sa umakom.,Bill postavlja stol i pušta pozadinsku glazbu.,"Kad zvoni zvono, to su njihovi roditelji.",Judy i Bill bili su potpuno nepripremljeni.,Judy i Bill su bili vrlo spremni.,2
468,Sal je ozlijedio nogu kad ga je žena slučajno spotaknula.,Osjećala se tako loše da je služila njemu.,Kupovala mu je hranu i davala mu poruke.,Sal je volio svu pozornost.,Sal je bio bijesan na svoju ženu.,Salova noga je na kraju izliječena.,2
469,Rebecca je upoznala Jakea kad su imali šest godina.,Postali su najbolji prijatelji i odrastali zajedno.,"Kada su imali 13 godina, Jakelsova obitelj se odselila.",Obećao je Rebecci da će se vratiti po nju.,Jakeova obitelj se preselila do Rebecce tri godine kasnije.,Rebecca i Jake su oba audicionirali za mjuzikl.,1
470,Jednog vikenda smo htjeli gledati film sa djecom.,Željeli su vidjeti dva filma.,Pa smo odlučili podijeliti i vladati.,"Dvoje djece i ja smo išli na jedan, a moj muž i naš sin na drugi.",Nakon toga smo se razveli.,Obje skupine su se odlično provele gledajući filmove koje su željele.,2
471,Amy je sestra odvela na plažu da surfa na njen odmor.,Amy se požurno obučila u odijelo za plivanje.,Instruktor je bio strpljiv kad Amy nije mogla da se navikne na to.,Konačno je došlo vrijeme da Amy pokuša sama.,Amy je odlučila da ide plivati.,Amy je bila iznenađena što je dobro obavila posao.,2
472,Kay je napravio svoj splav.,Koristio je daske od drveta i čavle.,Cijelo proljeće je naporno radio na tome.,Sljedećeg ljeta je testirao u jezeru.,Kay je splavio.,Kay je koristio splav za drva.,1
473,Max je bio vrlo pametan dječak.,Ali bi se izgubio u svojoj živopisnoj mašti.,"Bez obzira koliko se trudio, našao se u sanjarenju.",Max nije bio dobar u školi.,Max je stalno propao.,Maxov učitelj je pohvalio njegovu kreativnost.,1
474,Gina je bila na pogrebu svog djeda.,Gina je gledala kako prijatelji komentiraju i pričaju priče o njemu.,Priče su bile smiješne i zanimljive.,Gina je dobila priliku da vidi djeda u drugom svjetlu.,Znala je da je on netko tko će uvijek pamtiti.,Shvatila je koliko mu je život bio dosadan.,1
475,Ashley se danas osjećao loše cijeli dan.,Osjeća se kao da će povraćati.,Pita šefa može li otići kući.,Šef joj dozvoljava da ode s posla.,Ashley je išla surfati.,Ashley je otišla kući i otišla u krevet da bi joj bilo bolje.,2
476,Marley spava grozno svake noći.,Odluči da joj treba novi krevet.,"Otišla je u najbližu trgovinu, ali nije mogla naći krevet koji joj se sviđa.",Rekla je mami da ima problema sa spavanjem.,Njena mama je odvela specijalistu za san.,Njena mama joj je dala budiljak.,1
477,Joe je ambiciozni novinar.,Ali on je bio prilično frustriran medijima.,"Razmišljao je o povratku u školu, ali je odlučio da ne ide.",Konačno je dobio dobro plaćeni posao.,Joe nije mogao naći posao.,Joe je bio zahvalan i otišao na posao.,2
478,Lizzy živi na otoku u tropima.,Svaki dan idu na plantažu banana i uzmu neke.,Danas je Lizzy htjela sama skupljati banane.,Popela se na visoko drvo i shvatila koliko su grmovi veliki.,Lizzy je odlučila da ne voli banane.,Lizzy je trebala pomoć da spusti banane.,2
479,Godine 1997. jahao sam se starim autobusom.,Lokalna grupa iznajmila je autobus iz 1957. koji je bio obojen u stare boje.,Vozio sam se autobusom koji je prolazio kroz predgrađe Bostona.,Uzeo sam puno fotografija.,Bojim se visine.,Bilo mi je super!,2
