,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
245,Matt không bao giờ là người tự tin nhất.,"Anh ấy luôn say mê Lexy, người hàng xóm của mình, nhưng lại sợ.","Tuy nhiên, khi lễ hội sắp tới, anh ta quyết định hành động.","Matt hỏi Lexi là ngày của anh ta, và cô ấy ngay lập tức nói có.",Matt và Lexi đã có một thời gian tuyệt vời tại buổi khiêu vũ.,Matt đã rất đau khổ khi biến đổi sự kiện.,1
246,Shyanne có bài kiểm tra đánh vần.,Cô ấy muốn vượt qua nó.,Cô ấy học rất chăm chỉ.,Cô ấy kiếm được 100.,Cô ấy đã bị tan vỡ.,Shyanne vô cùng vui mừng.,2
247,"John muốn pizza, nhưng anh ta đã phá sản.",Rồi anh ta nhớ lại là tuần trước anh ta đã thắng một cái pizza miễn phí!,Anh ta gọi cho nhà hàng pizza và cho họ mã của anh ta.,Họ gửi pizza miễn phí cho anh ta một giờ sau đó.,John ăn cà rốt thay thế.,John nuốt chửng pizza của mình.,2
248,Jill phải đi học khiêu vũ vào khoảng 8 giờ tối.,Anh ta chuẩn bị và lái xe đến nơi họp.,Anh ấy chỉ là người đầu tiên tham gia thử giọng.,"Sau màn trình diễn của anh, các giám khảo đã rất ấn tượng.","Ông ta chờ đợi một cuộc gọi trở lại, nhưng ông ta không bao giờ nghe từ các thẩm phán một lần nữa.",Ông đã nhận được nhiều giải thưởng cho các màn trình diễn khiêu vũ của mình.,2
249,Chúng tôi cố thức khuya tối qua.,Chúng tôi uống cà phê.,Chúng tôi ăn sô cô la.,Chúng tôi thậm chí chạy vòng quanh ghế sofa.,Rồi chúng tôi ngã xuống ghế và ngủ trưa.,Chúng tôi chạy với hy vọng cải thiện tốc độ của mình.,1
250,Ally đã lưu trữ tiền dự phòng trong một bình trong nhiều năm.,Cô ấy muốn một chiếc điện thoại di động mới nhưng cô ấy không có đủ tiền.,Cô ấy nghĩ rằng cô ấy sẽ đếm số tiền còn lại trong bình tiền của cô ấy.,"Thật ngạc nhiên, trong lọ có hơn 300 đô la.",Ally dùng 300 đô la để mua quần áo.,Nên cô ấy mua một chiếc điện thoại di động mới.,2
251,Mẹ bảo con đi mua vài thứ ở cửa hàng tạp hóa.,Tôi quyết định đi xe đạp đến cửa hàng thay vì đi bộ.,Tôi gặp một người bạn và mời cô ấy đi xe đạp.,"Khi chúng tôi đang đi, chiếc xe đạp của tôi bị gãy nửa.",Tôi nhận ra rằng chiếc xe đạp của tôi chỉ phù hợp cho một người lái.,Tôi vô tình ném khăn giấy cũ của mình xuống hầm.,1
252,"Trong xe, cả gia đình đều rất phấn khích.","Sau 9 giờ lái xe, họ đã đến được nhà bà của họ.",Trước mặt họ có thể nhìn thấy nhà cô ấy.,Ngôi nhà đã được thắp sáng bất chấp giờ 4 giờ sáng.,Họ quyết định quay lại.,Họ không thể chờ đợi để gặp bà nội!,2
253,Ana đã trì hoãn việc giặt quần áo.,Cuối cùng cô ấy không thể tránh nó nữa.,Cô ấy mang tất cả quần áo của mình đến nhà giặt.,"Trong vài giờ, bà đã rửa và sấy chúng.",Ana quyết định không bao giờ chờ đợi lâu như thế nữa.,Ana đã mất vài giờ để sấy các loại thảo mộc thuốc.,1
254,Mark đi mua sắm.,Anh ta thấy một cặp tai nghe mà anh ta muốn nhưng không thể mua được.,Hắn quyết định ăn cắp tai nghe.,Mark sau đó bị bắt bởi một người nào đó làm việc.,Người công nhân cảm ơn Mark vì đã bảo trợ.,Mark có ngày ra tòa tuần tới.,2
255,Bạn tôi tặng tôi một trò chơi ghép hình cho Giáng sinh.,Tôi chưa mở nó.,Tôi luôn có kế hoạch nhưng vẫn có chuyện xảy ra.,Như lúc này đang nói chuyện với anh.,Tôi không thể chờ đợi để bắt đầu bộ vẽ theo số!,"Nhưng trong một khoảnh khắc, tôi sẽ bắt đầu câu đố.",2
256,Rex không dọn phòng của mình trong năm.,"Vì anh ta hiếm khi có khách, anh ta không thấy lý do để dọn dẹp.","Tuy nhiên, một ngày nọ anh quyết định dọn dẹp lại.",Rex hút bụi sàn nhà và dọn giường của mình.,Rex thích làm sạch phòng tắm.,Anh ấy cảm thấy tốt hơn về căn phòng của mình.,2
257,Tôi sợ bài thi ngày mai.,"Vì kỳ thi rất khó, tôi quyết định học cả đêm.",Tôi quyết định bỏ bữa tối để có thêm thời gian.,"Cuối cùng, tôi đã chuẩn bị cho ngày thi.",Tôi đã vượt qua bài kiểm tra.,Tôi đã trượt kỳ thi.,1
258,Gia đình tôi đang đi nghỉ ở Ý.,Chúng tôi muốn chụp một bức ảnh nhóm.,Chúng tôi nhờ một người lạ lấy nó cho chúng tôi.,Họ đã làm.,Munich trông rất đẹp trong bức ảnh.,Đó là bức ảnh yêu thích của chúng tôi trong kỳ nghỉ.,2
259,Tôi thức dậy và tìm một cái áo trong tủ quần áo.,Mọi thứ đều bẩn và trên sàn nhà.,Tôi lấy một cái áo để xem nó có mùi không.,Tôi tìm thấy một chiếc áo xanh không có mùi.,Tôi đã giặt chiếc áo xanh.,Tôi mặc áo xanh.,2
260,JJ chơi cả ngày.,"Khi đến buổi tối, ông đã mệt mỏi.","Anh ta suýt ngủ trong bồn tắm, và mẹ anh ta nói đã đến giờ đi ngủ rồi.","Mẹ cậu ấy mặc quần áo ngủ cho cậu ấy, đưa cậu ấy lên giường và hát cho cậu ấy nghe.",Anh ấy ngủ rồi.,JJ thức cả đêm.,1
261,Hai thợ săn tranh luận về vị trí của họ trong rừng.,Họ không biết mình đã đến đúng chỗ hay không.,Sự chú ý của họ bị phân tâm khi một con hươu khổng lồ bước vào cánh đồng.,Những người đàn ông kinh ngạc.,Một thợ săn ngáp và đi xa.,Đó là lúc họ biết họ đã đến đúng chỗ.,2
262,Ngày mai Todd có bài kiểm tra lớn.,Anh ta không học gì cả.,Nó được tính là 50% điểm của anh ta.,Todd không biết phải làm gì.,Todd tự hào về bản thân.,Todd quyết định học càng nhiều càng tốt trước ngày mai.,2
263,Maggie cần một người bạn mới.,Cô ấy đã mệt mỏi vì phải ở một mình.,Cuối cùng cô ấy gặp một người bạn ở câu lạc bộ đọc sách.,Các cô gái dành mỗi ngày với nhau.,Maggie rất vui khi có một người bạn mới.,Maggie muốn ở một mình.,1
264,Bạn cùng phòng của tôi có một công việc mới ở nơi tôi đi học.,Chúng tôi quyết định cùng nhau đi làm.,Chúng tôi lên xe và cùng nhau đi.,Hành trình đi lại có vẻ ngắn hơn nhiều khi có người nói chuyện.,Tôi không có ai để nói chuyện.,"Khi chuyến đi kết thúc, chúng tôi chia tay nhau.",2
265,Brittany thích chơi trò chơi điện tử trực tuyến.,"Tuy nhiên, mọi người quấy rối cô khi họ chiến đấu vì giới tính của cô.",Brittany gần như bỏ chơi game nhưng tìm thấy một nhóm chơi game cho con gái trên facebook.,"Sau khi gia nhập, cô bắt đầu chơi với những cô gái cô gặp trên mạng.","Cuối cùng, cô ấy ghét tất cả đàn ông.",Cô ấy cảm thấy tốt hơn khi chơi với một nhóm người tốt hơn.,2
266,Bobby chưa bao giờ đến một lễ hội trước đây.,Bạn anh ta là Sam mời anh ta đi cùng gia đình.,Có quá nhiều thứ để xem và làm!,Hoạt động yêu thích của Bobby là cưỡi bánh xe Ferris.,Bobby chán.,Bobby thích lễ hội.,2
267,Hôm nay tôi nghe đài.,Một bài hát mới được phát mà tôi thích.,Họ không bao giờ nói tên của nó.,Tôi cứ nghe nhưng không bao giờ được nhắc đến.,Tôi hy vọng sẽ không bao giờ nghe lại bài hát đó nữa.,Nên tôi đã gõ lời bài hát vào Google.,2
268,Al và Val là cặp song sinh rất thân thiết.,"Họ ăn mặc giống nhau, nói chuyện giống nhau và ở bên nhau suốt ngày đêm.","Một ngày nọ, Val được chẩn đoán mắc bệnh ung thư giai đoạn cuối.","Bà sớm qua đời, và Al hoàn toàn bị tàn phá.",Al và Val đi ăn.,Al cảm thấy cô đơn hơn khi thời gian trôi qua.,2
269,Tôi đã bị phạt ba lần trong đời.,Cả ba khi tôi còn là một thiếu niên.,Tôi ngạc nhiên là tôi không mất giấy phép.,Tôi phải tốn rất nhiều tiền để xóa hết họ khỏi hồ sơ của tôi.,Tôi ước gì tôi có thêm vé.,Giờ tôi lái xe với tốc độ bình thường.,2
270,David luôn mơ ước được đến thăm Oregon.,"Mặc dù anh không có nhiều tiền, anh bắt đầu tiết kiệm một chút.",Cuối cùng David có đủ tiền cho chuyến đi lớn của ông đến Oregon.,"Trong chuyến đi, anh ăn những món ăn địa phương và ngắm những cảnh đẹp.",David học chơi piano.,Anh ấy có một thời gian tuyệt vời ở Oregon.,2
271,Học sinh trung học đã đi nha sĩ.,Cô ấy được bảo là cần phải đeo niềng răng một lần nữa.,Cô ấy không hạnh phúc.,Cô ấy bị niêm niêm và rất đau đớn.,Nhưng nó đáng giá khi cô ấy nhìn thấy răng thẳng của mình.,Cô ấy không thể chờ đợi để có được dây đeo răng của cô ấy thắt chặt mỗi lần đến thăm.,1
272,"Jayne đã đến thăm Alden, New York.",Chú cô ấy có một trang trại ở đó.,Cô ấy giúp chăm sóc động vật.,Rồi bà giúp thu hoạch rau trong vườn.,Jayne đã ăn một bữa ăn ngon từ những thành quả của công việc của mình.,Jayne quyết định đốt vườn và phá hủy trang trại.,1
273,Seth đã làm việc tại nhà máy máy lạnh trong 6 năm.,"Một ngày kia, người giám sát của anh ta triệu tập toàn bộ bộ phận.",Người giám sát của Seth thông báo rằng nhà máy phải đóng cửa.,Seth kinh hãi nhận ra rằng anh ta cần phải tìm một công việc mới.,Seth nghĩ anh ta có thể tìm được việc làm tại nhà máy điều hòa không khí.,Seth nghĩ là sẽ tốt hơn nếu anh ấy cập nhật hồ sơ của mình.,2
274,Amy đang lái xe đi học khi xe cô ấy dừng lại.,Cô ấy gọi cho bố.,Anh ta đến và thông báo với cô ấy rằng bơm nhiên liệu đã bị hỏng.,Họ gọi xe kéo xe về nhà.,Amy sau đó lái xe đến trường.,"Sau đó, Amy phải đi bộ đến trường.",2
275,Rod hút thuốc cả đời.,"Một đêm nọ, anh ngủ gật trong khi xem tivi.",Cigarette của anh ta vẫn còn cháy và rơi xuống sàn.,Nó đã đốt nhà anh ta.,Rod chết trong đám cháy.,Rod tự hào về những gì anh ta đã làm.,1
276,Barry rất vui mừng vì cuối cùng anh ta đã đăng ký bỏ phiếu.,Ông ấy đi đến nơi bỏ phiếu gần nhà.,"Khi bước vào tòa nhà, anh ta nhận thấy tất cả các biển báo chiến dịch.",Ông ta đã biết cách ông ta sẽ bỏ phiếu.,Barry đã bỏ phiếu.,Barry quay lại và về nhà.,1
277,Johnny đang lái xe một ngày nọ khi anh cảm thấy một sự vấp vác lạ lùng.,Anh ta dừng xe lại và thấy lốp xe bị hỏng!,Ông kiểm tra nó gần hơn và thấy ông đã chạy qua một cây đinh.,Johnny phải mặc bánh rán và lái xe đến một cửa hàng sửa chữa.,Johnny rất vui vì anh ta bị hỏng lốp xe.,Họ sửa nó và Johnny lái xe về nhà.,2
278,Amy muốn có nhiều không gian hơn trong nhà.,Cô ấy quyết định tìm một căn hộ mới.,Amy tìm được một căn hộ mới với giá hợp lý gần nơi làm việc của cô.,Amy đã đến căn hộ để xem nó.,"Cô ấy chuyển đến một căn hộ nhỏ hơn, rẻ hơn.",Amy đã ký hợp đồng thuê và chuyển vào căn hộ.,2
279,Anh em tôi và tôi đang ăn chung một cái pizza.,Chỉ còn một miếng thôi.,Tất cả chúng ta đều muốn nó.,"Trước khi ai nói được gì, tôi đã liếm nó.",Tôi phải ăn miếng.,Tôi đã ăn một cái hamburger.,1
280,May là một con mèo ở nơi trú ẩn mà cửa hàng thú cưng đã nhận nuôi.,Cathy và gia đình cô ấy đến cửa hàng thú cưng vào ngày nhận con nuôi.,Cathy đã yêu May ngay khi gặp cô ấy.,"Sau khi nộp đơn xin nhận nuôi May và được chấp thuận, Cathy đã nhận nuôi May.",May và Cathy rất thân thiết.,May ra ngoài và Cathy không bao giờ nhìn thấy cô ấy nữa.,1
281,Monica là một cô bé 8 tuổi thích đan khăn.,"Một ngày nọ, Monica được mời đến dự một bữa tiệc sinh nhật.",Monica không có tiền để mua quà cho bạn mình.,Monica quyết định đan cho cô ấy một chiếc khăn.,Monica rất vui khi thấy bạn mình ngưỡng mộ món quà tự làm.,Monica đã đan khăn để quyên góp cho một trại trẻ mồ côi.,1
282,Nghi phạm thấy cửa phòng giam không khóa.,Hắn đẩy vào và nó mở ra.,Không ai theo dõi anh ta nên anh ta đã trốn thoát.,Anh ấy bình tĩnh bước ra khỏi phía trước của đồn cảnh sát.,Nghi phạm quyết định tự nộp mình.,Không ai có vẻ để ý đến nghi phạm.,2
283,Một cô gái yêu một cậu trai và cậu ta cũng thích cô ấy.,Cô ấy phát hiện ra rằng cha mẹ của họ không hòa hợp với nhau.,Cậu bé và cô gái yêu nhau quá nhiều.,"Nhưng, họ không muốn làm tổn thương cảm xúc của cha mẹ nên họ tránh xa",Nhưng cuối cùng họ lại gặp nhau.,Cha mẹ của cậu bé và cô bé rất hạnh phúc vì họ yêu nhau.,1
284,"Một ngày nọ, tổng thống Hoa Kỳ đến thăm quê tôi.",Tôi đã xếp hàng hàng giờ để được gặp anh ta.,Tôi đứng trước bục diễn thuyết trong khi anh ấy phát biểu một bài diễn văn đầy cảm hứng.,"Khi ra đi, anh ấy bắt tay tôi!",Tôi rất vui mừng.,Tôi đã hoàn toàn chán.,1
285,Bố của Jake đã đưa cậu ấy đến trận bóng đá đầu tiên của cậu ấy.,Họ đến sớm và có chỗ ngồi rất tốt.,Họ ăn bánh mì nóng và uống soda!,Jake thậm chí còn thấy cầu thủ yêu thích của mình trong trận đấu!,Jake đã có một thời gian tuyệt vời tại trận bóng đá với cha mình.,Jake không vui vẻ ngày hôm đó.,1
286,Tôi muốn làm một cái gì đó vui vẻ.,Tôi tìm một việc rẻ tiền để làm.,Tôi quyết định đi bơi.,Tôi tìm thấy một bãi biển hồ địa phương để ghé thăm.,Tôi lái xe đến bãi biển.,Tôi quyết định đến thăm Vegas.,1
287,Amy không hài lòng với bài báo của mình.,"Thay vì nộp nó, cô ấy bỏ học.",Cô ấy đi đến một quán cà phê để viết lại.,Cô ấy đã viết một bài báo mà cô ấy tự hào.,Amy bắt đầu đi học ở quán cà phê.,Amy có điểm A trong bài kiểm tra nhưng gặp rắc rối vì vắng mặt.,2
288,Steve là một thợ mộc tài giỏi.,Anh ta có kế hoạch làm bất ngờ vợ mình với một tác phẩm mới.,"Cô ấy muốn có một cái bàn mới, nên đó là điều anh ấy quyết định làm.","Anh ta cắt hết gỗ, lắp ráp bàn và làm nó màu.",Vợ của Steve rất vui mừng về món quà đó.,Vợ của Steve đã nộp đơn ly dị cùng ngày đó.,1
289,Tôi không tin vào may mắn.,Nhưng bố của bạn gái tôi đã phá vỡ một tấm gương hôm qua.,Không đến 5 giây sau hắn đã đập tay vào cửa xe.,"Rồi trên đường đến bệnh viện, anh ta đâm vào một con hươu.",Tôi không còn coi golf là một môn thể thao nữa.,"Như thể may mắn của anh ta không thể tồi tệ hơn, bệnh viện đã đóng cửa.",2
290,Jon cảm thấy mình là một người cha tồi.,"Anh ấy làm việc muộn, anh ấy thường bỏ lỡ con cái khi anh ấy về nhà.","Vào cuối tuần, anh ấy mệt mỏi và cáu kỉnh.","Một ngày thứ bảy, con trai ông ngồi xuống ghế và dựa vào cánh tay của Jon.",John đã đi xem phim một mình.,Jon thích dành thời gian với bọn trẻ.,2
291,Ben đi dọc theo đường phố và tìm thấy một sợi dây dài.,Anh ta nhặt nó lên và kéo nó.,Thêm dây đến nhưng không phải là kết thúc.,Ben theo dây để xem nó đi đâu.,Ben bị mê hoặc bởi sợi dây.,Ben đi chạy bộ.,1
292,Juan muốn trở thành một luchador.,Ông lớn lên xem chúng trên truyền hình.,Anh ấy tập luyện mỗi ngày ở tầng hầm.,Cuối cùng anh ấy được thêm vào các chương trình nhỏ.,Juan quyết định trở thành một võ sĩ là một khát vọng ngu ngốc.,Juan cuối cùng đã thành công.,2
293,"Vào Chủ nhật, Tori phát hiện ra cô ấy đang mang thai!","Ngay lập tức, bà gọi cho chồng để nói tin mừng.",Chồng của Tori cũng rất vui mừng.,Cả hai bàn về tên của đứa bé trong gần nửa giờ.,Cuối cùng họ đã quyết định một tên trai và một tên gái.,Tori phải đi trị liệu vì cô ấy rất buồn.,1
294,Sara làm việc ở nhà hàng bên cạnh một tiệm bánh.,Cô ấy đang ăn kiêng nên cô ấy không bao giờ có thể đi đó.,"Một ngày nọ, cô ấy nhận thấy tiệm bánh đã đóng cửa.","Tuần sau, một cửa hàng nước ép hữu cơ lành mạnh mở cửa.",Sau đó Sara có thể ghé qua và lấy thức ăn.,Thức ăn quá không lành mạnh cho Sara.,1
295,Rufus vừa mới nhập học ở một trường mới và anh ta không có bạn bè ở đó.,Lúc đầu anh ta cảm thấy lo lắng và lo lắng rằng anh ta sẽ không gặp ai.,"Tuy nhiên, một ngày nọ, một người đàn ông tốt tên Ralph tự giới thiệu mình với Rufus.",Họ nhận ra rằng họ đang ở cùng một lớp Hóa học.,Họ quyết định làm cộng sự trong phòng thí nghiệm cùng lớp.,Rufus rất vui khi có một người bạn trong lớp Địa lý.,1
296,Tom muốn một bộ hóa học cho Giáng sinh.,Mẹ nó nói nó quá nguy hiểm cho một cậu bé.,"Tom đã yêu cầu một con chó con thay thế, và mẹ anh đột nhiên thay đổi ý định.","Tom không hiểu tại sao, nhưng anh ta không quan tâm.",Anh ấy rất vui khi nhận được bộ hóa học.,Anh ấy đã thất vọng khi nhận được bộ hóa học.,1
297,Mỗi buổi sáng sớm chim ruồi đến thăm hiên nhà tôi.,"Hôm nay khi tôi nhìn họ, họ có vẻ rất bồn chồn.",Một con chim đặc biệt đã hành động rất lãnh thổ.,Đột nhiên một con chim đen lớn lao lao lao vào từ đâu đó.,Nó ăn thịt chim ruồi dễ dàng.,Tôi bắn chuột và ném xác vào thùng rác.,1
298,Tôi đang xuất hiện trong một vở kịch trường học.,Bộ trang phục của cô ấy đòi hỏi một chiếc váy vòng.,Tôi không tìm thấy vòng tròn ở đâu cả!,Mẹ cô ấy quyết định tự làm những chiếc vòng ở nhà.,Lo đã tìm ra vấn đề toán học.,Lo có trang phục đẹp nhất trong vở kịch.,2
299,Tôi đã có ngày làm việc đầu tiên.,Người quản lý của tôi mặc áo phông Beatles.,Cả hai chúng tôi đều nói về tình yêu của chúng tôi dành cho The Beatles.,Chúng tôi trở thành bạn tốt.,Sau đó chúng tôi quyết định thành lập một ban nhạc nhỏ.,"Sau đó, quản lý của tôi nói với tôi rằng ông ấy không thích The Beatles.",1
300,Tyler đi xem bóng chày.,Anh ta đã thấy đội bóng yêu thích của mình!,Đội của anh ấy chơi rất chăm chỉ.,Đội của anh ấy đã thắng!,Tyler bị trầm cảm.,Tyler rất vui mừng!,2
301,Răng của Flora bắt đầu đau.,"Cô ấy ghét nha sĩ, nên cô ấy cố lờ đi.",Cơn đau càng ngày càng nặng.,"Cuối cùng, Flora phải gọi cho nha sĩ.",Cô ấy rất vui vì cô ấy thích đi nha sĩ.,Bác sĩ nha khoa đã có thể làm cho răng của cô ấy cảm thấy tốt hơn.,2
302,Derek thích đọc sách.,Anh ấy đã đọc tất cả các cuốn sách trong nhà.,Anh ấy cần nhiều hơn để đọc nhưng không có tiền.,Derek có thẻ thư viện!,Derek không bao giờ đọc lại.,Derek giờ đọc sách suốt.,2
303,Tôi đã đi quán bar với vài người bạn của tôi.,"Tôi đã phá sản, nhưng nghĩ tôi có thể giữ họ công ty.",Hóa ra họ cũng đều phá sản.,"Không ai trong chúng tôi mua bất cứ thứ gì, và chúng tôi nói chuyện trong nhiều giờ.",Quán bar yêu cầu tôi và bạn bè tôi rời đi sau một thời gian.,Sau đó chúng tôi quyết định đi ăn.,1
304,Tôi đã ở nhà giặt giũ vào Chủ nhật tuần trước.,Có một cô gái dễ thương đang giặt đồ ở đó.,Tôi lên đó và bắt đầu trò chuyện.,Cô ấy mỉm cười nhưng không có vẻ quan tâm.,Tôi để cô ấy một mình nhưng cứ lén lút nhìn.,Tôi đã mua cho cô ấy một chiếc váy vào buổi chiều hôm đó.,1
305,Pat thức dậy với sự thôi thúc để chơi hooky từ công việc.,"Vì vậy, anh ta gọi vào buổi sáng đó bằng giọng nói giả bệnh hoạn.","Không đến một giờ sau khi gọi, anh ta nhận được tin nhắn.",Nó nói với anh ta là công việc bị hủy vì trời đang tuyết.,Pat lên xe và lái xe đi làm.,Pat cảm thấy ngớ ngẩn khi giả vờ bị bệnh.,2
306,Greg đang đi xe đạp đến cửa hàng.,Một cánh tay xuất hiện từ một con hẻm khi Greg đi qua.,Greg ngã khỏi xe đạp khi bị đẩy xuống đất.,Anh ta nhìn từ vỉa hè khi một người đàn ông đi xe đạp.,Greg đã báo cáo cho cảnh sát và cuối cùng họ đã bắt được tên trộm.,Greg là giám khảo của cuộc thi nấu ăn ớt.,1
307,Johnson chưa bao giờ thích ở ngoài trời lắm.,Bạn gái của anh ta chọc anh ta rằng anh ta không bao giờ có thể đi cắm trại.,Johnson quyết định chứng minh cô ấy sai.,Anh ta dọn dẹp một cái lều và đi cắm trại trong một ngày cuối tuần dài.,"Anh ta có một ngày cuối tuần khốn khổ, nhưng nói với bạn gái của mình là tuyệt vời.",Johnson là một người thích đi ngoài trời và thường xuyên đi bộ đường dài.,1
308,Jim mất ví của mình mà có tất cả tiền của mình nó.,Ông sẽ không còn tiền để mua thức ăn cho gia đình cho đến tháng tới.,"Trong khi đó, Pete tìm thấy một cái ví nằm trong bãi đỗ xe của ngân hàng.",Nó chứa hàng trăm đô la và Pete thực sự muốn một chiếc TV mới.,Pete giữ ví và quyên góp tiền cho tổ chức từ thiện.,Pete giữ ví và dùng tiền đó mua một cái TV mới.,2
309,Sally có một chị gái giỏi mọi thứ.,"Một ngày nọ, cô nói với chị gái Mary rằng cô cảm thấy không an toàn.",Mary cười cô và nói với cô rằng cô cũng có nhiều điểm mạnh.,Sally nhìn bản thân theo một cách khác.,Sally nghĩ chị gái mình tàn nhẫn.,Sally cảm thấy tốt hơn.,2
310,Mùa hè này tôi phải đưa con trai tôi đến phòng cấp cứu.,Anh ta đang chơi bóng đá với vài người bạn và bị đánh vào đầu.,Anh ta bị nứt nát lông mày và chúng tôi lo là anh ta bị gãy mặt.,May mắn là không có vết gãy.,Con trai tôi chết và chúng tôi chôn nó ở nghĩa trang.,Anh ta có vết sẹo từ vết khâu.,2
311,Lorelei bé nhỏ 8 tháng tuổi và đang mọc răng.,Mẹ cô ấy đã cố gắng hết sức để làm cô ấy bình tĩnh.,"Cô đã thử những chiếc nhẫn sinh nở lạnh, thuốc và trà nhẹ nhàng làm dịu.","Trong một nỗ lực cuối cùng, cô ấy cho cô một chiếc bánh quy răng.",Lorelei đã bình tĩnh lại sau khi nhận được bánh quy sinh răng.,Lorelei chọn mua hoa.,1
312,Tôi đã ở công viên ngày hôm đó.,Tôi đi bộ gần hồ và thấy một số con vịt.,Tôi quyết định ném cho họ chút bánh mì.,Họ đuổi theo tôi một cách giận dữ.,Những con vịt rất thích tôi.,Tôi chạy trốn khỏi những con vịt.,2
313,Graham muốn lấy một cây gậy selfie.,Anh ấy không có nhiều bạn nhưng thích chụp ảnh.,Cuối cùng anh ta đã quyết định mua một chiếc.,Anh ta dùng nó vài lần rồi quên mất.,"Sau đó, anh ta dùng cây selfie mỗi ngày.",Cuối cùng anh ta đã vứt nó đi.,2
314,Lewis biết về hang như lòng bàn tay của mình.,Năm người lần đầu tiên đi hang đi sau lưng anh ta.,"Đột nhiên, một vài con dơi bay xuống từ bóng tối phía trên.",Tất cả mọi người trừ Lewis chạy về phía lối vào hang động.,Lewis bắt đầu nhảy múa.,Lewis cười và bảo họ đừng sợ dơi.,2
315,Sean và Sara định mua một cây guitar.,Sean đón Sara và họ lái xe đến cửa hàng.,"Bên trong, họ chơi với một số cây guitar khác nhau.",Sara chọn món yêu thích của cô ấy và họ mang nó đến quầy.,Sara đã mua hàng với nhiệt tình.,Sara quyết định mua một chiếc Viola thay thế.,1
316,Chris không mong muốn đi học vào thứ Sáu.,Có một thử thách khó khăn sắp đến mà ông chưa sẵn sàng.,"Khi anh ấy đi ngủ vào thứ Năm, anh ấy đã lo lắng.","Khi anh thức dậy vào sáng thứ Sáu, tuyết đã rơi gần 30 cm!",Bill bắt đầu chuẩn bị đi học.,Bill cảm thấy nhẹ nhõm.,2
317,Martha là một đầu bếp tồi tệ và bạn trai cô ấy biết điều đó.,Anh ấy giới thiệu cô ấy với các chương trình nấu ăn và xem chúng với cô ấy.,Cô ấy sẽ thực hành những điều cô ấy học được trong các chương trình.,"Ngày qua ngày, cách nấu ăn của cô ấy dần dần trở nên tốt hơn.","Sau một thời gian, Martha trở thành một thợ may giỏi.","Sau một thời gian, mọi thứ Martha nấu đều ngon.",2
318,Có một con mèo lang thang yêu mèo của tôi.,Anh ấy đến thăm cô ấy mỗi ngày.,"Cuối cùng tôi đã đón nhận anh ta và cho anh ta vào, và đặt tên anh ta là Tokyo.","Anh ấy bị bệnh nặng, bất ngờ.",Cả hai con mèo đều rất khỏe mạnh.,Tôi đưa nó đến bác sĩ thú y để điều trị và nó đã khỏe hơn.,2
319,Một văn phòng ở trung tâm thành phố có thảm đỏ.,Nhân viên văn phòng phàn nàn nó luôn bẩn thỉu.,Nhưng không có máy hút bụi nào có thể làm sạch nó.,Vì vậy họ thuê một người làm sạch thảm chuyên nghiệp.,Nó đã trở nên bẩn thỉu hơn trước.,Thảm trông gần như mới sau khi được làm sạch.,2
320,Lexi muốn khỏe mạnh.,Nhưng cô ấy muốn có ca cao nóng.,"Vì thế, cô quyết định không thêm đường.",Cà-cô nóng có vị nhàm chán.,Sức khỏe không phải lúc nào cũng vui.,Cô ấy thích món bánh quy mà cô ấy đang ăn.,1
321,Anna muốn cánh gà.,Cô ấy lái xe đến Buffalo.,"Ở đó, cô tìm thấy một nhà hàng cánh đích thực.",Cô ấy tự đặt hàng chục chiếc cánh nóng.,Anna đã ăn hết cánh khi lái xe về nhà.,Anna rất vui với bữa ăn lasagna của cô ấy.,1
322,Tuần trước anh trai tôi cứ cãi nhau với tôi về cái điều khiển từ xa.,Cuối cùng chúng tôi quyết định chia sẻ việc sử dụng nó.,Chúng ta sẽ có nó một ngày nào đó.,Em trai tôi sau đó đã tranh cãi ai sẽ được nó vào ngày đầu tiên.,Tôi không bao giờ xem tivi với anh trai tôi.,Tôi đồng ý để anh tôi dùng điều khiển từ xa trước.,2
323,Ivy đang bay trong một chiếc máy bay nhỏ.,"Đột nhiên, phi công đưa ra một thông báo.",Máy bay bị hỏng bánh lái và sắp rơi xuống!,Ivy nhanh chóng đứng vào vị trí va chạm.,"Khi máy bay đột nhiên đi thẳng, Ivy cảm thấy nhẹ nhõm.",Ivy rất vui vì cô ấy đã chọn bay.,1
324,Joey là một học sinh lớp hai thích tô màu trong sách tô màu.,Ông đã mòn hầu hết bút chì màu của mình nên ông chỉ có màu nâu và đen.,Bố mẹ cậu ấy nghĩ Joey là một nghệ sĩ vì màu sắc kỳ lạ của cậu ấy.,Họ treo tác phẩm của ông ấy lên tủ lạnh để mọi người chiêm ngưỡng.,Joey tự hào về bản thân.,Joey ước gì bố mẹ anh ấy đánh giá cao anh ấy.,1
325,"John có một buổi thuyết trình lớn với khách hàng vào ngày mai, nhưng anh ấy cảm thấy không chuẩn bị.",Không phải là anh ấy lo lắng khi trình bày.,John luôn cảm thấy thoải mái trước đám đông.,"Tuy nhiên, nội dung này thiếu bóng và cần tinh chỉnh.",John quyết định mang bánh mì đến nơi làm việc.,"John đã sửa đổi bài thuyết trình, và nó thành công rất lớn.",2
