,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
193,Jeffriesov diaľkový ovládač vybil batérie.,Zastavil fungovanie úplne.,Potreboval ich nahradiť.,"Tak išiel do obchodu, aby si kúpil ďalšie.",Tentoraz si kúpil batérie na dobíjanie.,"Uistil sa, že všetky účty sú platené včas.",1
194,Vždy som chcel byť schopný jazdiť na bicykli tridsať míľ naraz.,Teraz môžem jazdiť iba dvadsať míľ naraz.,"Získal som si trénera, ktorý mi pomohol napredovať.",Pár mesiacov som tvrdo pracoval a jedol všetko správne.,Teraz môžem jazdiť 30 míľ na bicykli.,"Som tak mimo formou, že nemôžem ani na bicykli na míle.",1
195,"Moja rodina vždy milovala kempovanie, ja nie tak veľmi.","V lete, keď som mal 19, som bol naposledy v tábore.",Najprv sa nám pokazilo auto a celé hodiny sme sa museli ocitnúť v horúčave.,"Spálila som si ruku pri varení večere, spadla som do jazera a zožrali ma chrobáky.",To bol najlepší výlet môjho života.,"Rozhodol som sa, že už nikdy nebudem chodiť na kempovanie.",2
196,Profesor mi pridal do triedy esej.,"Keď som odišla z triedy, zabudla som na to.","O pár dní neskôr mi spolužiak napísal, že sa ma pýta, či som to urobila.","Bola som taká rozrušená, pretože som na to úplne zabudla!",Bála som sa o známku.,"Bola som si istá, že dostanem jedničku, ak nepredám esej.",1
197,"Sally si myslí, že ju chce šéf vyhodiť.","Zostáva neskoro, aby sa uistila, že jej práca je správna.",Sally je stále na hranách.,Rozhodla sa dohodnúť stretnutie so svojím šéfom.,"Sally dúfa, že stratí prácu.","Sally dúfa, že ju jej šéf nechá.",2
198,"Rozhodli sme sa, že sa naučíme robiť cukríky.",Prečítali sme si knihu o tejto téme.,Potom sme sa pustili do práce a snažili sa.,"Uvedomili sme si, že sme veľmi nadhodnotili, aké ťažké je robiť sladkosti.","Zistili sme, že sme urobili neporiadok v kuchyni.","Rozhodli sme sa, že naše cukríky predáme miestnemu butiku.",1
199,Will bol v škôlke veľmi divoký a nepočúval učiteľa.,Jeho otec bol na neho veľmi nahnevaný.,"Ukázal na školského údržbára a povedal Willovi, že to je jeho budúcnosť.",Will nechcel čistiť školské záchody.,Will začal počúvať svojho učiteľa.,Will chcel byť upratovačom.,1
200,"Emily bola veľmi nervózna, keď sa mala dať zastrčiť u doktora.",Schovala sa pod stolom a plakala.,"Keď jej sestra dala injekciu, Emily sa jej natiahla a udrela ju.",Emily aj sestra boli prekvapení a boli v bolesti.,Emily bola napomenutá rodičmi.,Emilyiny rodičia ju povzbudzovali.,1
201,S priateľmi sme sa hrali vonku.,Chceli sme hrať novú hru.,"Rozhodli sme sa hrať uličný hokej, pretože sme s ním neboli oboznámení.",Šli sme von a vytiahli sme si výstroj.,Hrali sme s nadšením do noci.,Odložili sme veci a každý si šiel svojou cestou.,1
202,Jedného dňa prestala fungovať moja počítačová myš.,Išla som do obchodu kúpiť nový.,"Každá myš, ktorú som našiel, bola príliš drahá.","Išiel som domov a rozhodol som sa, že sa pokúsim opraviť moju myš.",Bol som úspešný.,Rozhodol som sa prestať používať počítač.,1
203,Samantha išla do triedy.,"Všimla si, že si zabudla doma učebnicu.","Išla domov, aby si ho vzala.",Prišla do triedy o 25 minút neskôr.,"Ona bola prvá, ktorá prišla.","Bolo pre ňu lepšie, že meškám, než že nie som pripravená.",2
204,Bola to moja prvá lyžovačka a nešlo mi to dobre.,Lyžoval som priamo na ceste iného lyžiara.,Narazili sme sa a obaja sme spadli na zem.,"Ten druhý lyžiar mi povedal, že sa volá Jack a bolo mi potešením sa s ním stretnúť.","Myslel som, že Jack bol veľmi zdvorilý.","Myslel som, že Jack bol veľmi hrubý.",1
205,Gabe potreboval stôl vo svojej izbe.,Ale nemal veľa peňazí.,Našiel v garáži preglejku.,Tak z neho urobil stôl.,Gabe sa rozhodol kúpiť stôl pre svoju izbu.,"Poľšoval drevo potom, čo postavil stôl.",2
206,"Rick povedal svojim priateľom, že nesnáša kempovanie.","Držia ho pod drážkou, kým neodišiel kempovať.",Jednej noci sa zobudil a vo svojom stane bol had.,Z stanu utiekol kričiac.,"Rick teraz ani len nechce myslieť na to, že by išiel kempovať.",Rick potešil hada.,1
207,Jerry chcel začať novú kariéru.,Prehľadával inzeráty na pracovné miesta.,Našiel v jednej z inzerátov zaujímavé miesto.,Poslal svoj životopis e-mailom náborárovi.,"Jerry sa neskôr rozhodol, že je ľahšie získať nezamestnanosť.",Potom si náborár dohodol rozhovor s Jerrym.,2
208,Emile chcel byť skvelým šéfkuchárom.,Chcel sa naučiť variť.,Cvičil sa v varení a podával jedlo priateľom.,Jeho priatelia milovali jeho varenie a povzbudzovali ho.,Emile nakoniec dostal prácu ako šéfkuchár.,Emile prestal hovoriť so svojimi priateľmi.,1
209,Ella mala pre svoju rodinu pripravený piknik.,Ale zabudla si priniesť vidličky!,Nemali možnosť zjesť kura a melón.,Potom sa všetci začali smiať a jesť rukami.,"Ella bola šťastná, že piknik nebol zničený.",Elin rodina bola na ňu naštvaná celý zvyšok dňa.,1
210,"Emily sa v pondelok ráno zobudila, aby sa pripravila do školy.","Predtým, ako sa obliekla, sa pozrela, či nie je škola zrušená.","Snežilo tak veľa, že škola bola zrušená.",Emily bola šťastná a rozhodla sa zostať vo vnútri a čítať si počas voľna.,Dostala hypotermiu.,Dokončila svoju poslednú knihu.,2
211,Joline šla do manikúry.,Technik na nechty jej vyčistil a orezával nechty.,"Joline sa nevedela rozhodnúť, akú farbu lakov na nechty by chcela.","Technik na nechty navrhol návrh, ktorý používal viacero farieb.",Nechala technika vymeniť jej olej.,"Joline sa rozhodla, že sa bude riadiť radami technikov.",2
212,"Harry nenávidel strašidelné domy, ale nemohol sklamať svojho priateľa.","Predstierajúc, že sú odvážni, vstúpili do tmavého domu.","Dokázal to urobiť bez toho, aby kričal.","Na konci, spadli cez podlahu do hromady lepku.","Harry si želal, aby tam nešiel.","Harry bol taký šťastný, že je v tej štipke.",1
213,Bobby chcel byť zápasníkom.,Na strednej študoval zápas.,Potom sa na vysokej zapojil do tímu.,Čoskoro sa stal profesionálnym zápasníkom.,Už ho viac nezaujímalo zápasenie.,Kvôli zraneniu odišiel do dôchodku skôr.,2
214,"Joan sa rozhodla, že si dá luxusnú sushi večeru.",Ale jedlo bolo zlé a čašník ešte horší!,"Pýtala sa manažéra, ale on sa neobťažoval prísť.","Hoci to bolo na ňu neprirodzené, Joan sa tak rozčúlila, že odišla bez zaplatenia.","Joan sa cítila zle kvôli večeri, ale rada, že bola sebecká.",Joan šla do reštaurácie na druhý večer.,1
215,Jesse si vždy chcel urobiť tetovanie.,Jej rodičia boli proti tetovaniu.,"Na svoje 18. narodeniny sa rozhodla, že si ho kúpi.",Na ramene má malé tetovanie s tiarou.,Jesseho rodičia boli na ňu nahnevaní.,"Jesseho rodičia boli nadšení, keď videli tetovanie.",1
216,"Juliette chcela byť vedkyňou, keď vyrástla.","Rozhodla sa, že musí vykonať experiment.",Vyprázdnila krabicu jedlej sódy do panvice.,Potom nalila ocot.,Juliette postavila sopku.,Juliette sa nudila.,1
217,Jaclyn prišla za Robovou priateľkou.,Jaclyn a Rob spolu nevychádzajú.,Rob sa veľmi snažil udržať pokoj a byť milý.,Jaclyn stále hovorila veľmi podlé poznámky a poznámky,"Rob konečne odišiel, aby sa stretol s priateľmi.","Rob bol veľmi šťastný, že trávi čas s Jaclyn.",1
218,"Sharon a jej sestra išli do obchodu, aby si kúpili vajcia.",Chystali sa mať hostí na večeru a pecali koláč.,Cestou do domu sa Sharon potkla a spadla.,Vajcia jej vyletelo z rúk a pristalo na betóne.,Všetky vajcia bezpečne pristáli.,Sharon rozbila všetky vajcia.,2
219,Kedysi žil obchodník s otrokmi.,Našiel Boha a zmenil svoje zlé spôsoby.,Napísal pieseň o svojom obrátení.,Táto pieseň sa stala slávnou a populárnou.,Každý nenávidel pesničku obchodníka s otrokmi.,Obchodník s otrokmi sa stal veľmi slávnym a bohatým vďaka svojej piesni.,2
220,Ella šla jedného popoludnia na sanie.,Najprv sa bavila.,Potom spadla zo sán.,Zrezala si čelo na kameň v zemi.,Ellu museli odviesť k doktorovi.,Ella bola po páde neporušená.,1
221,Steph zvyčajne jedla veľkú raňajku.,"Ale jej nová práca znamenala, že mala menej času na varenie.",Preto sa Steph rozhodla jesť jednoduchšie jedlo a menšie porcie.,A za mesiac schudla 10 kíl.,"Jej doktor povedal, že je tiež zdravšia.",Cítila sa ako úplný neúspech.,1
222,Bobby bol hviezdou futbalu na škole.,Vždy by získal uznanie za svoj talent.,Jedného dňa bol v veľmi dôležitom zápase.,Zranil si ruku.,Bobby po zápase hodil loptu celé hodiny.,"Bobbyovi trvalo, kým sa zotavil z zranenia.",2
223,Susan išla s priateľmi do kina.,Susan použila mobil v divadle na kontrolu e-mailu.,"Prišiel dozorca a požiadal Susan, aby opustila divadlo.","Susan musela čakať v hale, kým jej priatelia dokončili film.",Susan bola rozrušená z celej tej skúšky.,Susan bola z toho zážitku veľmi šťastná.,1
224,Margie mala vianočný kaktus.,Nikdy nekvitla.,Dala rastlinu Desi.,Desi sa o rastlinu dobre starala.,Kaktus sa mu veľmi páčil.,Zlaté ryby boli veľmi šťastné a zdravé.,1
225,Gina bola v parku s priateľkou Pam už niekoľko hodín.,Slnko už bolo zachodom.,Rozlúčila sa a odišla domov.,"Keď prišla, bola tma.",Gina šla rovno do postele.,"Gina sa rozhodla, že nie je dosť neskoro a vrátila sa von.",1
226,Avery bol veľmi nadšený.,Dnes večer bol jeho prvý basketbalový zápas.,Trénoval a jeho rodičia ho prišli pozrieť.,Avery sa dobre hral so svojimi spoluhráčmi a dokonca získal nejaké body!,Averyho rodičia boli hrdí.,Averyho rodičia sa za neho hanbili.,1
227,Gary rád záhradkáril.,Rýchlo sa blížila jar a on chcel začať s výsadbou.,"Preveril si v almanachu, ktoré rastliny sú pre záhradu bezpečné.",Tom sa rozhodol zasadiť nejaké orchidey.,Orchidey by boli škaredé.,Orchidey by boli krásne.,2
228,Bay bola nervózna.,Jej priateľ sa celý čas správal divne.,"Bay si myslela, že ju nechá.",Ale potom si klekol.,A požiadal ju o ruku.,A začal sa hystericky smiať.,1
229,Tommy mal zlý deň.,"Jeho priatelia sa ho snažili rozveseliť tým, že ho vzali von.","On mrmlal, ale išiel.",Celú noc pil a tancoval s priateľmi.,Tommy mal dobrých priateľov.,Tommy mal zlých priateľov.,1
230,Ariel je naše 5-mesačné dieťa.,Prebudila sa druhý deň veľmi rozrušená.,"Nevedel som, čo sa deje.","Potom sme videli, ako jej čerstvý zub vybuchol cez ďasná.","Išli sme k zubárovi, ktorý mu vytrhol zub.","Mali sme pekelný týždeň, keď jej vyšiel zub.",2
231,Amelia sa rozhodla ísť na dovolenku do Mexika.,Zarezervovala si let a hotel.,"Keď prišla do Mexika, určite navštívila veľa rôznych vecí.",Milovala každú chvíľu.,"Amelia sa rozhodla, že sa už nikdy nevráti do Mexika.",Amelia sa rozhodla ísť na dovolenku do Mexika častejšie.,2
232,"Niekedy sa moje deti pýtali, či je Santa Claus skutočný.",Každý rok sme mu na Štedrý večer nechali sušienky a mlieko.,Každý Vianočný deň sme našli prázdny pohár a drobky sušienok.,Raz sme našli kúsky sušienok vonku v snehu.,"Povedali sme deťom, že Santa sa musel podeliť s sobami.","Povedali sme deťom, že je Vďakyvzdanie.",1
233,Amy sa dnes zobudila extra hladná.,"Nanešťastie, tiež sa zobudila veľmi neskoro.",Ponáhľala sa po dome a nemala čas na raňajky.,"Keď sa dostala do práce, zistila, že jej spolupracovník priniesol raňajky!","Bola veľmi vďačná a sľúbila, že jej to vráti.",Nechcela jesť.,1
234,Škola dostala grant na vytvorenie počítačovej laboratória.,"Ich IT oddelenie robilo veľa výskumu, aby našli najlepšie vybavenie.",Kúpili vybavenie z grantových peňazí.,Počítačové laboratórium bolo veľkým úspechom.,Vláda naďalej financovala počítačové laboratóriá.,Deti trpeli z počítačových laboratórií.,1
235,Bol som kapitánom tenisového tímu.,Hrali sme proti našim divíznym rivalom.,Bol som vyrovnaný s mojím súperom.,Mal som výhodu dvojky.,"Rozhodol som sa, že sa vzdám hry.",Vyhral som zápas.,2
236,Ben je tréner basketbalového tímu a dnes mal skúšky.,"Musí vyrezať jedného chlapca, pretože nie je dosť dobrý.","Cíti sa zle, pretože vie, že dieťa bude sklamané.","Dáva chlapcovi rady a veci, na ktorých sa bude musieť pracovať na budúcu sezónu.",Chlapec cvičil celý rok a na ďalší rok sa dostal do tímu.,Ten chlapec je na seba veľmi hrdý.,1
237,Policajt Dunn nechcel počas protestu nikomu ublížiť.,"Povedal niekoľkým ľuďom, aby odišli, ale oni neodišli.",Vypustil policajného psa.,Pes pokousal matku a jej dieťa.,Dieťa dokonca hneď potom pohladilo psa.,"Dôstojník Dunn bol šokovaný tým, čo urobil jeho pes.",2
238,"Všimol som si, že mi vlasy trochu dlhšie.","Rozhodol som sa, že sa pokúsim o to, aby som ho odpoledne ostrihal.","Keď som našiel vhodného holiču, zastavil som sa, aby ma ostrihal.","Nebolo tam žiadne čára, bolo to super rýchle!",Páči sa mi môj nový účes.,Robil najlepší sendvič v meste.,1
239,Prešiel som cez ulicu na motorke.,"Vzal som si cestu, ktorá viedla k jazdnej dráhe.",Urobil som pár kôl.,"Nudil som sa, išiel som domov.",Po návrate domov som si umyl motorku.,"Zmenil som heslo wifi, aby som zvýšil bezpečnosť.",1
240,"Ryanovi zavolal jeho priateľ, aby sa vyhol z práce.",Zmeškal vlak do práce a namiesto toho šiel do parku.,Ryan a jeho kamarát sa celý deň hrali s vtáčikmi v parku.,"Na konci dňa, opustili park a videli Ryanovho šéfa.",Ryan dostal padáka.,Ryan dostal povýšenie.,1
241,Jeden muž cestoval dlhé hodiny po diaľnici.,Videl značku na zastávku dve míle odtiaľto.,Vydal auto do pravého jazdného pruhu.,Vzal si východ na odpočinkovú zastávku.,Muž sa zastavil na zastávke a vystúpil z auta.,Ten muž pokračoval v jazde ešte niekoľko hodín.,1
242,"Josiah bol dieťa, ktoré sa prvýkrát snažilo plaziť.","Aby mu pomohla, jeho matka mu dala vzrušujúcu hračku, ktorá cinkla.","Keď sa hračka začala chváliť, Josiah sa veľmi zaujal.",Začal sa po zemi tlapať a postupoval smerom k svojej mame.,Josiah sa preplazil k svojej matke a vzal si hračku.,Joziáš sa otočil a hral sa nohami.,1
243,Chcel som na narodeniny zviera.,"Nevedela som, čo si mám vziať, už som mala psov.",Hľadal som sa na facebooku a videl som mini prasa.,Išla som ju vyzdvihnúť.,"Priniesol som si psa domov, keďže už mám toľko psov.",Išiel som domov s mini prasatkom v aute.,2
244,Sam chcel byť spevákom.,Tak sa zapísal na kurz spevu na vysokej škole.,Prvý deň v škole sme všetci museli spievať pieseň.,Sam sa prvý deň veľmi hanbil.,Všetci jeho spolužiaci ho veľmi podporovali.,"Jeho spolužiaci ho naučili, ako prekonať strach z výšok.",1
245,Matt nikdy nebol ten najistý chlap.,"Vždy mal veľký vkus na jeho suseda Lexy, ale bol vystrašený.","Avšak, keď sa blížil ples, rozhodol sa konať.","Matt požiadal Lexi, aby bola jeho rande, a ona okamžite povedala áno.",Matt a Lexi sa na plese dobre bavili.,"Matt bol nešťastný, keď sa veci obrátili.",1
246,Shyanne mala pravopisný test.,Chcela to prejsť.,Tvrdo študovala.,Ona urobila 100.,Mala zlomené srdce.,Shyanne bola nadšená.,2
247,"John chcel pizzu, ale bol na mizine.","Potom si spomenul, že minulý týždeň vyhral pizzu zadarmo!",Zavolal do pizzerie a dal im svoj kód.,O hodinu neskôr mu poslali pizzu zadarmo.,John mal namiesto toho mrkvu.,John pohltil svoju pizzu.,2
248,Jill musela ísť na tanečnú hodinu okolo ôsmej večer.,Pripravil sa a odviezol na miesto stretnutia.,"Bol len jedným z prvých ľudí, ktorí sa zúčastnili konkurzu.",Po jeho vystúpení boli sudcovia ohromení.,"Čakal na spätný telefonát, ale už sa s ním nikdy neozvali.",Za svoje tanečné vystúpenia získal mnoho ocenení.,2
249,Snažili sme sa zostať hore až do neskoro.,Pili sme kávu.,Jedli sme čokoládu.,Dokonca sme behali okolo gauča.,Potom sme sa zrútili na gauči a spali po poludni.,"Bežali sme v nádeji, že zlepšíme svoju rýchlosť.",1
250,Ally si roky schovávala svoje mince v džbáne.,"Chcela nový mobil, ale nemala dosť peňazí.","Myslela si, že bude počítať drobné v jej džbáne.",Na jej prekvapenie bolo v džbániku vyše 300 dolárov.,Ally použila tých 300 dolárov na kúpu oblečenia.,Takže si kúpila nový mobil.,2
251,"Mama ma požiadala, aby som si niečo kúpila v obchode.","Rozhodol som sa, že do obchodu pôjdem na bicykli, namiesto toho, aby som išiel pešo.","Stretol som sa s priateľkou a ponúkol som jej, že ma vezme na bicykli.","Keď sme jazdili, rozbil sa mi bicykel na polovicu.","Uvedomil som si, že môj bicykel bol vhodný len pre jedného jazdca.",Nepozorne som hodil moje použité utierky do štrbiny.,1
252,V aute bola celá rodina nadšená.,Po 9 hodinách jazdy sa dostali k ich starkej.,Vpred mohli vidieť jej dom.,Dom bol osvetlený napriek neskorým štvrtej hodine ráno.,Rozhodli sa otočiť.,"Nemohli sa dočkať, až uvidia babičku!",2
253,Ana odkladala práčku.,Nakoniec sa tomu už nemohla vyhnúť.,Nosila všetky svoje šaty do práčovne.,Niekoľko hodín ich umývala a sušila.,"Ana sa rozhodla, že už nikdy nebude čakať tak dlho.",Ana strávila niekoľko hodín sušením liečivých bylín.,1
254,Mark išiel do obchoďáku.,"Videl pár slúchadiel, ktoré chcel, ale nemohol si dovoliť.",Rozhodol sa ukradnúť slúchadlá.,"Mark bol potom chytený niekým, kto pracoval.",Pracovník Markovi poďakoval za jeho podporu.,Mark má súdny termín budúci týždeň.,2
255,Priatelia mi dali na Vianoce skladačku.,Ešte som ho neotvoril.,"Vždy to plánujem, ale stále sa niečo objavuje.","Ako napríklad teraz, keď sa s tebou rozprávam.","Nemôžem sa dočkať, kedy začneme s tým ""maľovať podľa čísel""!",Ale za chvíľu začnem s puzzle.,2
256,Rex si nevyčistil izbu už roky.,"Keďže má zriedka návštevy, nevidí dôvod na upratovanie.","Jedného dňa sa však rozhodne, že to tu uprata.",Rex vysáva podlahu a robí si posteľ.,Rex miluje čistenie kúpeľne.,Cíti sa lepšie vo svojej izbe.,2
257,Bála som sa zajtrajšej skúšky.,"Keďže skúška je ťažká, rozhodol som sa študovať celú noc.","Rozhodol som sa vynechať večeru, aby som mal viac času.",Nakoniec som bol pripravený na deň skúšky.,Prešla som skúšky.,Neprepadol som na skúške.,1
258,Moja rodina bola na dovolenke v Taliansku.,Chceli sme skupinu.,"Požiadali sme cudzieho, aby to pre nás vzal.",Sú povinní.,Mníchov vyzeral dobre v pozadí.,Bola to naša obľúbená fotka z dovolenky.,2
259,Zobudil som sa a hľadal som si v skrini košeľu.,Všetko bolo špinavé a na zemi.,"Zobral som si košeľu, aby som zistil, či nepríde.","Našla som modrú košeľu, ktorá nesmrdí.",Umyla som modrú košeľu.,Mal som na sebe modrú košeľu.,2
260,JJ hrával celý deň.,"Keď prišiel večer, bol unavený.","Skoro zaspal vo vani a jeho matka povedala, že je čas ísť spať.","Jeho matka ho obliekla do pyžama, vzala ho do postele a spievala mu.",Zaspal.,JJ zostal hore celú noc.,1
261,Dvaja lovci diskutovali o ich polohe v lese.,"Nevedela, či sa dostala na správne miesto.","Ich pozornosť bola odvrátená, keď do jaskyne vstúpil obrovský býk.",Muži boli ohromení.,Jeden lovec zíva a odchádza.,"Vtedy vedeli, že sú na správnom mieste.",2
262,Todd má zajtra veľký test.,Vôbec sa neučil.,Započítava sa to do 50 percent jeho známky.,"Todd si nie je istý, čo má robiť.",Todd je na seba hrdý.,"Todd sa rozhodol, že sa do zajtrajška naučí čo najviac.",2
263,Maggie potrebovala nového priateľa.,"Bola unavená z toho, že trávila čas sama.",Nakoniec stretla priateľa v knižnom klube.,Dievčatá strávili každý deň spolu.,"Maggie bola šťastná, že má nového spoločníka.",Maggie chcela byť sama.,1
264,"Moja spolubývajúca dostala novú prácu na mieste, kde chodím do školy.","Rozhodli sme sa, že sa spolu do práce dostaneme.",Nasadili sme sa do auta a vyrazili spolu.,"Cesta sa zdalo byť kratšia, keď sa s niekým porozprávame.",Nemala som s kým hovoriť.,"Keď sa jazda skončila, naše cesty sa rozdelili.",2
265,Brittany milovala hranie online videohier.,"Avšak ľudia ju obťažovali, keď bojovali proti jej pohlaviu.","Brittany takmer prestala hrať, ale našla na facebooku dievčenskú hernú skupinu.","Po vstupe do klubu sa začala hrať s dievčatami, ktoré stretla na internete.",Nakoniec nenávidela všetkých mužov.,"Cítila sa lepšie, keď sa hrávala s skupinou milších ľudí.",2
266,Bobby nikdy nebol na karnevale.,"Jeho priateľ Sam ho pozval, aby išiel so svojou rodinou.","Bolo toho toľko, čo bolo vidieť a robiť!",Bobbymu najobľúbenejšou aktivitou bolo jazdenie na veľkom kole.,Bobby sa nudil.,Bobby si užil karneval.,2
267,Počúval som dnes rádio.,"Vyšla nová pieseň, ktorá sa mi páčila.","Nikdy nepovedali, ako sa volá.","Počúval som, ale nikdy sa to nezobjavilo.","Dúfam, že tú pesničku už nikdy nepočujem.",Tak som napísal text do Googlu.,2
268,Al a Val boli veľmi blízke dvojčatá.,"Obliekli sa rovnako, hovorili rovnako a boli spolu 24 hodín denne.","Jedného dňa jej diagnostikovali rakovinu, ktorá bola v poslednom štádiu.",Čoskoro zomrela a Al bol úplne zničený.,Al a Val išli von na obed.,Al sa cítil čím ďalej tým osamelší.,2
269,Za svoj život som dostal tri pokuty za rýchlosť.,"Všetky tri, keď som bola tínedžerka.","Som prekvapený, že som nestratil svoju licenciu.","Stálo ma to veľa peňazí, aby som ich všetky vymazal z môjho záznamu.",Kiežby som mal viac lístkov.,Teraz jazdím normálnou rýchlosťou.,2
270,David vždy sníval o návšteve Oregonu.,"Hoci nemá veľa peňazí, začal si trochu šetriť.",Konečne má David dosť peňazí na svoj veľký výlet do Oregonu.,Na svojej ceste sa najedí miestne jedlá a vidí úžasné pamiatky.,David sa učí hrať na klavír.,V Oregone sa má skvele.,2
271,Stredoškolák išiel k zubárovi.,"Povedali jej, že potrebuje opäť rovnátku.",Nebola šťastná.,Mala rovnátku a veľmi ju to bolelo.,"Ale stálo to za to, keď videla svoje napravené zuby.","Nemohla sa dočkať, až jej zaškrtnú zubnú rovnátku pri každej návšteve.",1
272,"Jayne navštívila Alden, New York.",Jej strýko tam vlastnil farmu.,Pomáhala mi starať sa o zvieratá.,Potom pomáhala zbierať zeleninu z záhrady.,Jayne jedla vynikajúce jedlo z ovocia svojej práce.,Jayne sa rozhodla zapáliť záhradu a zničiť farmu.,1
273,Seth pracuje v továrni na klimatizáciu už šesť rokov.,Jedného dňa jeho nadriadený zvolá stretnutie pre celé oddelenie.,"Sethov nadriadený oznamuje, že továreň musí byť zatvorená.","Seth si v hrôze uvedomuje, že si musí nájsť novú prácu.","Seth si myslí, že si nájde prácu v továrni na klimatizáciu.","Seth si myslí, že je dobrý nápad aktualizovať jeho životopis.",2
274,"Amy išla do školy, keď jej auto zastavilo.",Zavolala otcovi.,"Prišiel a oznámil jej, že palivo nie je v pohode.","Zavolali odťahovaciu dodávku, aby odtiahla auto domov.",Amy potom išla do školy.,Amy musela ísť do školy pešo.,2
275,Rod fajčil celý svoj život.,Jednej noci zaspal pri televízii.,Jeho cigareta bola stále zapálená a spadla na zem.,Zapálil mu byt.,Rod zomrel v požiari.,"Rod bol hrdý na to, čo urobil.",1
276,"Barry bol nadšený, že sa konečne zaregistroval na hlasovanie.",Išiel do volebného centra blízko svojho domu.,"Keď vošiel do budovy, všimol si všetky nápisy na kampaň.","Už vedel, ako bude hlasovať.",Barry hlasoval.,Barry sa otočil a išiel domov.,1
277,"Jedného dňa Johnny šoféroval, keď cítil zvláštne hrboľavosti.","Zastavil a videl, že má vybitú pneumatiku!","Pozrel sa bližšie a videl, že prešiel cez klin.",Johnny musel dať na šišku a odviezť do opravy.,"Johnny bol veľmi šťastný, že mal vybíjanú pneumatiku.",Oprava a Johnny odišiel domov.,2
278,Amy chcela viac priestoru v jej dome.,Rozhodla sa hľadať nový byt.,Amy našla nový byt za dobrú cenu blízko jej práce.,"Amy navštívila byt, aby ho videla osobne.","Presťahovala sa do menšieho, lacnejšieho bytu.",Amy podpísala nájomnú zmluvu a nasťahovala sa do bytu.,2
279,S mojimi bratmi sme si zdieľali pizzu.,Zostal len jeden kúsok.,Všetci sme to chceli.,"Predtým, než niekto mohol niečo povedať, som to olízal.",Musím zjesť ten kúsok.,Zjedla som hamburger.,1
280,"May bola mačka zo útulku, ktorú v zoznámení vzali na adopčný deň.",Cathy a jej rodina navštívili v deň adopcie obchod s zvieratkami.,Cathy sa zamilovala do May hneď ako ju uvidela.,"Keď Cathy požiadala o adopciu May a bola schválená, adoptovala ju.",May a Cathy spolu vycházali.,May odišla von a Cathy ju už nikdy nevidela.,1
281,"Monika bola osemročné dievča, ktoré milovalo pletenie šat.",Jedného dňa bola Monica pozvaná na narodeniny.,"Monica nemala peniaze na to, aby kúpila priateľke darček.",Monica sa rozhodla pre ňu pleť šál.,"Monica bola rada, keď videla, ako sa jej priateľka obdivuje domácej výrobe.","Monica pletila šálu, aby ju darovala sirotinciam.",1
282,"Podozrivý videl, že dvere cely boli odomknuté.",Stlačil na ňu a otvorila sa.,"Nikto ho nedíval, tak utiekol.",Kľudne vyšiel pred policajnú stanicu.,Podozrivý sa rozhodol odovzdať.,Nikto si nevšimol podozrivého.,2
283,Dievča sa zamiluje do chlapca a on ju tiež má rád.,"Zistí, že ich rodičia spolu nevychádzajú.",Chlapec a dievča sa tak veľmi milujú.,"Ale nechcú zraniť city svojich rodičov, takže sa držia ďalej.",Ale nakoniec sa aj tak stretnú.,"Rodičia chlapca a dievčaťa sú veľmi šťastní, že sa milujú.",1
284,Jedného dňa navštívil môj rodný mestá prezident Spojených štátov.,"Čakala som hodiny v rade, aby som ho videla.","Stál som pred pódiom, keď predniesol vzrušujúcu reč.","Keď odišiel, potriasol mi rukou!",Bol som nadšený.,Bola som úplne znudená.,1
285,Jakeov otec ho zobral na jeho prvý futbalový zápas.,Prišli tam skoro a mali naozaj dobré miesta.,Jedli hotdogy a pili aj sódu!,Jake dokonca videl počas hry svojho obľúbeného hráča!,Jake sa s otcom dobre bavil na futbale.,Jake sa ten deň nezabavil.,1
286,Chcel som urobiť niečo zábavné.,Hľadal som niečo lacné.,"Rozhodol som sa, že pôjdem plávať.","Našiel som miestnu pláž na jazere, ktorú by som navštívil.",Išiel som na pláž.,Rozhodol som sa navštíviť Vegas.,1
287,Amy nebola spokojná so svojou prácou.,"Namiesto toho, aby to odovzdala, vynechala hodinu.",Išla do kaviarne prepísať.,"Vytvorila článok, na ktorý bola hrdá.",Amy začala chodiť do školy v kaviarni.,"Amy dostala z testu jedničku, ale mala problémy, lebo vynechala hodinu.",2
288,Steve bol skúsený tesár.,Mal v pláne prekvapiť svoju ženu novým dielom.,"Chcela nový stôl, tak sa rozhodol, že ho vyrobí.","Rozrezal všetky drevo, poskladal stôl a zafarbil ho.",Steveova žena bola nadšená z tohto daru.,Steveova žena požiadala o rozvod v ten istý deň.,1
289,Neverím na šťastie.,Ale otec mojej priateľky včera rozbil zrkadlo.,Ani o päť sekúnd neskôr si zaťal ruku do dverí auta.,Potom na ceste do nemocnice narazil na jeleňa.,Golf už nepovažujem za šport.,"Akoby jeho šťastie nemohlo byť horšie, nemocnica bola zatvorená.",2
