,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
327,Джына была на туалеце на запраўцы.,"Яна пайшла мыць рукі, але там не было мыла.",Яна глядзела ў шафу пад мыйкай у надзеі знайсці некаторыя.,Там таксама не было мыла.,"Джына скрала ўсё мыла, што было ў ваннай.","Таму ёй давялося прымірыцца з тым, што яна вымыла рукі.",2
328,"Калі прыйшоў час есці, мама патэлефанавала.","Тата і Біл пазналі гэты гук, калі пачулі яго.","Яны паклалі сваю працу на двор і, акуратна памыўшы рукі,","Мама была рада, калі яны нарэшце прыбылі ў дом.","Затым яна крычала, каб яны вярнуліся на працу.","Сям'я сеў, і атрымлівалі асалоду ад ежай разам.",2
329,"Бацька Эмі ўзяў яе, каб выбраць кацяняці.",Існавалі два разам у клетцы.,Яна не магла разлучыць іх!,"Гэта зрабіла яе сумным, каб выбраць.","Тата Эмі сказаў, што яна можа ўзяць абодвух кацянят.","Эммі злуецца, бо ёй хацелася сабаку.",1
330,Джыл пайшла ў каледж.,Джыл вучылася вельмі старанна.,Джыл здала ўсе свае тэсты.,Джыл атрымала дыплом.,Джыл знайшла добрую працу.,Джыл часта ела фасоль лімы.,1
331,Джэры заўсёды хацеў навучыцца граць на гітары.,"Ён баяўся, што ён занадта стары, каб навучыцца чаму-небудзь новаму.",Аднак ён вырашыў штотыднёва наведваць заняткі па гітары.,Нарэшце ён стаў даволі добрым гітарыстам.,Джэры вырашыў прайграць на сваёй гітары сваім сябрам.,Джэры выкінуў сваю гітару ў смецце.,1
332,Кайл сабраў шмат рэчаў.,У яго была вялікая калекцыя фігур.,Кожны дзень ён шукаў новыя фігуры для сваёй калекцыі.,Ён дадаваў новую фігуру раз на месяц.,Кайл вельмі любіў герояў Marvel.,"Кайл думаў, што Супермен быў недарэчнай канструкцыяй.",1
333,"Франсін заўважыла, што ўсе яе сябры апранаюцца ў туфлі на высокіх абцасах.","Нягледзячы на тое, што ёй падабаўся выгляд абцасаў, яна ненавідзела, як яны адчуваюцца.","Аднойчы яна вырашыла апрануць шкарпэткі, каб сустрэцца са сваімі сябрамі.","Усе яе сябры казалі, як яны выдатна выглядаюць.","Фрэнсін была рада, што насіла зручныя абутак!",Франсін зноў пратэставала формулу адсутнасці генома.,1
334,Калі я быў малады я любіў хавацца і красціся.,"Я грала на ім, нават калі ніхто не ведаў пра гэта.",Я хавалася і бегала па людзей.,Я рабіў гэта ўвесь час у пачатковай школе.,"Калі я стаў старэй, я павінен быў перастаць скакаць на людзей.","Людзі былі вельмі радыя, калі я гуляў у гэтую гульню без іх.",1
335,Рэйчэл чытала штодзённую пошту.,"Яна знайшла ліст, напісаны на замежнай мове.",Рэйчэл паказала ліст сваім сябрам.,Ніхто не мог прачытаць ці зразумець ліст.,"Рэйчэл не хацела ведаць, што было ў лісце.",Рэйчэл папрасіла прафесара моў перакласці яе.,2
336,Дэб была звольнена з працы з-за скарачэння заробку.,"Яна была вельмі засмучаная і пайшла дадому, каб злуюся.","Яе муж сказаў ёй, што ўсё будзе добра, але Дэб не была ўпэўненая.",На наступны дзень муж Дэб дамовіўся з ёй аб інтэрв'ю на сваёй працы.,"Дэб пайшла на тую ж працу, на якой яна была гадамі.",Яна атрымала працу.,2
337,Бэтані была самаўпэўненая ў сваіх валасах на руках.,Яна паспрабавала абрыць яго.,Яна вырасла за некалькі тыдняў.,Яна атрымала лячэнне лазернай эпіляцыі.,"Яна хацела, каб яна вырасла зноў.",Яна адчувала сябе лепш.,2
338,Бацькі Джыны ехалі ў Ілінойс.,"Джына сядзела на заднім сядзенні, а яе браты і сёстры яе здушылі.","Што яшчэ горш, гэта была гадзіна пік.",Трафік павольна прасоўваўся.,Джына выйшла і пайшла дадому.,"Джына заплюшчыў вочы і зрабіў усё магчымае, каб заснуць.",2
339,Аднойчы летам мы з сястрой адкрылі краму з ліманедам.,"Гэта быў першы месяц у новым доме, і мы нікога не ведалі.","Мала хто праходзіў міма, і яшчэ менш спыняўся.",Стары пастар падышоў з суседняй дзверы.,"Ён купіў цытрынавую і зрабіў так, што мы адчулі сябе як дома.",Ён выліў на зямлю наш ліманад.,1
340,Боб пераехаў з маленькага горада ў вялікі горад.,"Ён баяўся, што заўсёды згубіцца.","У першы дзень ён згубіўся, спрабуючы трапіць дадому з працы.","Тады Боб набыў навігацыйную сістэму, каб навучыцца назіраць за месцамі.","Боб ведаў, як дабрацца да месца і ніколі не карыстаўся навігацыйнай сістэмай.",Навігацыйная сістэма дапамагла Бобу вельмі шмат.,2
341,Келлі чытала пра гібрыдных жывёл у інтэрнэце.,І яна ўбачыла фатаграфіі лігераў.,Яна была ўражаная іх памерам і сілай.,"Але яна хацела даведацца, ці могуць яны жыць у дзікай прыродзе.",Келлі бачыў іх толькі ў заапарку.,"Келлі ўспомніла, калі яе бабуля паказала ёй кветкі.",1
342,Ёры разам з сям'ёй наведала дом Ганны Франк у Амстэрдаме.,Яна папярэдне прачытала кнігу.,"Яна думала, што дом быў даволі маленькім.","Яе маці плакала, калі глядзела ў музеі.","Джоры прызнаўся, што гэта была вельмі эмацыйная экскурсія.",Яны вырашылі наведаць клуб на гарышчы.,1
343,Аднойчы Клара пайшла дадому з працы.,"Потым яна зразумела, што яна сама адключылася!",Яе ключы былі пакінутыя на кухонным стале ў тую раніцу.,Яна вымушана была патэлефанаваць маме па дапамогу.,Клары падабалася быць на вуліцы.,Маці Клары адразу ж дапамагла.,2
344,На днях я прыбіраў невялікую частку па кватэры.,Я вырашыў пазбавіцца ад усяго гэтага бязладзіца і паперы на стале.,Пад кожным з іх быў ліст ад маёй сяброўкі.,"Яна сказала, што хоча разысціся са мной.",Я раззлаваўся і збянтэжыўся на ліст.,Я была вельмі рада лісту.,1
345,Бен быў жанаты на сваёй школьнай каханцы.,Яны былі жанатыя на працягу многіх гадоў.,"Аднойчы Бен зразумеў, што яго шлюб не быў шчаслівым.",Ён вырашыў мець раман.,Яго жонка ганарылася ім.,"Яго жонка даведалася, і яны развяліся.",2
346,"Адзін чалавек стаўку іншы, што ён мог бы перасягнуць качку.",Качка была знойдзена і глядзеў на.,"Нягледзячы на тое, што качка не ведала, што адбываецца, яна не лыпала.",Аднак ён мокры яго вочы з яго nictitating мембраны.,"Чалавек, нарэшце, заплюшчыў вокам.",Чалавек хацеў прайграць стаўку.,1
347,Шэй пайшоў у марскі парк.,"Там яна ўбачыла знак, які аб'яўляў плаванне дэльфінаў.",Шэй ахвотна перадала ёй 40 даляраў і апранулася.,"Потым яна скокнула ў басейн, каб паплыць з дэльфінамі.",Шэй добра правялі час.,Шэй не любіў дэльфінаў.,1
348,Лія паехала ў Англію.,Яна прайшла экскурсію ў аўтобусе.,Экскурсія спынілася ў Стоунхендж.,"Ля выйшла з аўтобуса, каб паглядзець.",Лія ненавідзела ездзіць у Англію.,Лія зрабіла шмат фотаздымкаў Стоунхенджа.,2
349,Я піў шклянку соку.,Мая кубак пралілася на стале.,"Я шукаў што-небудзь, каб ачысціць разліў.",Я знайшла пачак папяровых ручнікоў.,Я прыбраў бязладзіца.,Я пакінуў бязладдзе і зрабіў сэндвіч.,1
350,Артур і яго сябры былі вісіць.,Яны пілі піва і размаўлялі.,Раптам у нас скончылася піва.,Артур не хацеў браць апошнюю.,"Артур усё роўна добра адчуваў, што ўзяў апошні.",Артур замовіў яшчэ адзін раунд для сваіх сяброў.,2
351,"Гестэр заўсёды любіла, калі яе валасы выглядалі прама.",Аднойчы яе запрашаюць на адкрыццё мастацкай галерэі.,Яна вырашае выпрастаць валасы для мерапрыемства.,"Усе яе сябры пахваляцца, як добра яна выглядае.",Гестер ганарыцца сваёй знешнасцю.,Гестер пагорыла галаву.,1
352,Джыл хацела купіць новую машыну.,Джыл паехала са сваёй старой машынай у аўтасалон.,Прадаўца абмяніў старую машыну Джыл на новую.,"Пасля таго, як заплаціла прадаўцу, Джыл атрымала новую машыну.",Джыл была ў захапленні.,Джыл была ў дэпрэсіі.,1
353,Джэйдэн была даволі забытлівай.,"Ён не заўважыў, што гэта было ўжо Дзень святога Валянціна.","Адчуваючы сябе ў паспеху, ён выйшаў і атрымаў некалькі кветак і шакалад.",Сяброўка Джэйдэна прыйшла дадому і знайшла ласунак.,Сяброўка Джэйдэн ўдарыў у твар.,Джэйдэн выратаваў дзень.,2
354,Джон атрымаў ровар на свой дзень нараджэння.,"Ён не ведаў, як ездзіць на конях.",Ён практыкаваў увесь тыдзень.,У канцы тыдня ён зняў яго дапаможнік колаў.,Ён змог ездзіць на ровары без іх.,"Ён зразумеў, што ездзіць на ровары - гэта не для яго, і ўзяў дремлю замест гэтага.",1
355,Квенцін ніколі не быў на лодцы ў сваім жыцці.,Аднойчы летам адзін сябар запрасіў Квенціна ў свой домік на возеры.,"Калі яны былі там, Квенцін і яго сябар пайшоў парусным спортам.",Гэта быў узбуджальны вопыт.,"Квенцін быў рады, што ён пайшоў.",Квенцін пакляўся больш ніколі не ехаць на ветразь.,1
356,Мужчына замовіў палачках у абедзеннай кавярні ад сервера.,Праз некалькі хвілін яна прынесла яму талерку з палачкамі.,"Мужчына скардзіўся, што палачка занадта тоўстая.",Сэрвер прынёс іх назад кухару.,Кухар пахваліў яго.,Кухар вырашыў перарабіць палачках.,2
357,Мае дзеці хацелі ўзяць хатняга ўлюбёнца.,"Мы вырашылі, што гэта выдатная ідэя.","Мы паехалі ў прытулак для жывёл, каб знайсці нашага новага пухнаткага сябра.","Па прыбыцці мы сустрэлі чорную лабараторыю, якую мы ўсе аўтаматычна палюбілі.","Мы вырашылі, што чорная лабараторыя не павінна вяртацца дадому з намі.",Мы прынялі чорную лабараторыю і забралі яе дадому.,2
358,Мае садовыя кветкі выміраюць.,Яны вянуць і высыхаюць ад сонца.,"Мой сябар прыйшоў, каб дапамагчы ацаніць, што не так з маімі раслінамі.","Яна выявіла, што ім трэба больш вады.","Пасля таго, як я паліла іх больш, мае расліны выглядалі лепш, чым калі-небудзь.",Я не паліваў іх зноў.,1
359,Джыл гуляла ў відэагульні са сваёй сястрой.,"Джыл была злуецца, што яна губляла кожную гульню.",Джыл ўзяла гульнявы кантролер і кінула яго ў тэлевізар.,Тэлевізар зламаўся ў цэнтры.,Джыл і яе сястра больш не маглі гуляць у відэагульні.,Джыл палепшылася ў відэагульнях.,1
360,"Я пачаў праглядаць ""Бафі, забойцу вампіраў"".","Праз некалькі гадзін я адчуў, што хачу бегчы.","На жаль, было цёмна.",Я стаяў у дзвярным праёме на некаторы час.,Затым я заснуў да наступнай раніцы.,"Тады я ўявіла, што я Баффі і пайшла бегчы.",2
361,У 12 гадоў Дрю вырашыў стаць злачынцам.,"Ён вырашыў, што ён будзе біць дзверы і рабаваць дамы.","Ён практыкаваў стукаць дзверы кабінета, каб узмацніць сваю сілу.","Яго маці прыйшла дадому і ўбачыла, што ўсе дзверы кабінета разбітыя.",Дрю заўсёды хоча выконваць закон.,Яго маці была вельмі злуецца.,2
362,"Доўгі час, калі я прыгатавала яйкі на цвёрдага фартуха, яны заўсёды выходзілі дрэннымі.",Я шукала ва ўсім інтэрнэце рашэнне сваёй праблемы.,"На адным з сайтаў мне прапанавалі запякаць яйкі, а не варыць.",Я зрабіў гэта як ён папрасіў.,Выпечаныя яйкі былі выдатныя.,Я пакінуў абалонку і з'еў іх цэлымі.,1
363,Хлопчык убачыў на тратуары 25 цэнтаў.,Ён нахіліўся і падняў яго.,"Калі ён гэта зрабіў, то плюнуў шарыка ляцеў, дзе яго галава была.","Агледзеўшыся, ён убачыў свайго ворага з палам.",Хлопчык быў удзячны.,Хлопчык быў злы.,2
364,"Гектар заўважае, што працуе толькі адно вуха з навушнікаў.","Ён хоча купіць новыя, каб слухаць музыку.","Нарэшце ён набывае добрую пару навушнікаў, якія ён можа сабе дазволіць.",Ён купляе іх і адразу ж пачынае слухаць музыку.,"Гектар вырашае, што не любіць музыку.","Гектар рады, што мае два вушы працуюць.",2
365,Том хацеў пайсці на гульню Нью-Ёркскага гіганта.,Аднак квіткі былі занадта дарагія.,"Нарэшце, ён знайшоў квіткі, якія былі ў яго кошт дыяпазоне.",Ён апынуўся на верхняй палубе.,У любым выпадку яму спадабалася глядзець гульню.,"Том думаў, што гэта была лепшая гульня ў хакеі за ўвесь час.",1
366,Трып любіў арэх.,Ён еў па крайняй меры адзін у дзень.,"Яго мама заўсёды казала яму, што ён вырас бы дрэва праглынання насення.",Ён заўсёды глытаў іх у любым выпадку.,Трып атрымліваў асалоду ад густам насення.,Трып зусім перастаў есці арэх.,1
367,"Анджэй, супрацоўнік MTurk, лічыць сябе стараннай.",Аднойчы адзін з яе любімых заказчыкаў адмовіўся ад яе працы.,Анджэя была вельмі здзіўленая і даслала ім ліст.,"Яны адказалі, што яе праца была недастаткова добрай.",Анджэй вырашыў сказаць заяўніку адмовіцца ад большай часткі яе працы.,Анджэйка паспрабавала падрабязна абмеркаваць гэтае пытанне.,2
368,Донаван папрасіў Трыну патанчыць з ім.,"Трына падабалася Донаван так яна сказала так, але яна была вельмі занепакоена.","Пасля школы яна пабегла дадому, каб папрасіць бацьку аб дапамозе.","Калі яе бацька прыйшоў дадому, яна растлумачыла сітуацыю і бацька ўсміхнуўся.",Бацька Трыны папракнуў Трыну.,Бацька Трыны навучыў яе танцаваць.,2
369,Эндзі заўсёды хацеў вялікі дзіцячы ровар.,"Калі яму споўнілася шэсць гадоў, ён папрасіў на свой дзень нараджэння ровар.","Ён не ведаў, як ездзіць на ровары.",На дзень нараджэння Эндзі яго маці падарыла яму ровар.,Эндзі плакаў гадзінамі.,"Яго бацька навучыў яго, як на ім ездзіць.",2
370,Сьюзі пайшла ў краму марозіва.,Яна замовіла ванільны малако.,"Калі яна спрабавала заплаціць яму за малако, ён усміхнуўся ёй.","Ён сказаў ёй, што яна выйграла ў адмысловым конкурсе.","Ён сказаў ёй, што яна павінна яму шасцідзесяці даляраў.",Ён даў ёй малако бясплатна.,2
371,Нэд і яго сябры пайшлі на кірмаш.,"Ён выкарыстаў апошнія свае грошы, каб купіць пухнатую цукерку.","Калі ён ішоў, ён убачыў хлопчыка, які плакаў.",Ён выпусціў сваю цукерку ў лужыну.,Таму Нэд даў яму сваю цукерку.,Ён купіў яшчэ цукерак для хлопчыка.,1
372,"Сэбасцьян заўважыў, што на вуліцы сонечна і цёпла.",У яго былі хатнія справы.,Яму не хацелася рабіць хатнія справы.,"Себасцьян вырашыў, што лепш быць на свежым паветры.",У той дзень Себасцьян не хацеў з'язджаць.,Себасцьян выйшаў на двор і пайшоў на шпацыр.,2
373,Рашид быў выдатным кіроўцам.,Аднойчы брат Рашыда спазніўся на працу.,Рашид прапанаваў павезці брата.,Яны дабраліся туды з дастатковай колькасцю часу.,"Яго брат крычаў на яго, і зачыніў дзверы.",Яго брат быў удзячны.,2
374,Алі пайшла ў рэстаран хуткага харчавання і заплаціла крэдытнай картай.,Касір вельмі доўга прыносіў яе карту назад.,Праз некалькі дзён Алі знайшла незвычайныя транзакцыі на сваёй карце.,"Яна патэлефанавала ў свой банк, які адмяніў абвінавачванні.","Яна пытаецца, ці не скраў касір яе інфармацыю.",Яна падзякавала касіры хуткага харчавання.,1
375,Я шукаў прыгожую карціну для сваёй гасцінай.,Таму ўчора я выйшаў шукаць.,"Я нарэшце знайшоў прыгожую, якую палюбіў.",На карціне быў вадаспад.,"Я вырашыў не купляць карціну, бо яна мне не падабалася.",Я купіў яго і прынёс дадому.,2
376,Я хацеў атрымаць павышэнне.,Я вырашыў паспрабаваць атрымаць павышэнне.,Увесь год я вельмі старанна працаваў.,Мой начальнік заўважыў гэта і выклікаў мяне ў свой кабінет.,Мой начальнік звольніў мяне на месцы.,"Я атрымаў павышэнне, якое хацеў.",2
377,Мэггі і яе бацькі пераязджалі ў новы горад.,"Мэггі нервавалася, бо нікога не ведала.","Як толькі яна пераехала, яна пайшла вакол прадстаўляючы сябе.",У выніку яна знайшла сабе сяброў.,Мэггі была сумная і адзінокая.,Мэггі спадабаўся новы горад.,2
378,Дэн ішоў дадому са школы і ўбачыў вітрын.,У вітрыне крамы была ўстаноўка цягніка.,"Дэн вельмі хацеў, каб гэтая мадэль сталася ягонай.","Калі Дэн вярнуўся дадому, яго маці сказала яму, што ў яе ёсць сюрпрыз.",Яна дала Дану цягнік.,Маці Дэна сказала яму падрыхтавацца да школы.,1
379,Джына хацела скрасці ключ ад хаты ад сваёй маці.,"Яна чакала, пакуль яе маці будзе прымаць сон.",Яна ўзяла кашалёк сваёй мамы ў ванную.,Яна зняла ключ з ланцуга спакойна.,"Тады Джына паклаў кашалёк прама туды, дзе яна знайшла яго.","Тады Джына сказала яе маці, дзе ключ.",1
380,Быў чалавек з Кентукі.,"Ён кахаў дзяўчыну, якая жыла ў Луізіяне.","Ён вырашыў, што яму трэба пераехаць.","Ён пераехаў, каб быць са сваёй каханкай.",Чалавек пераехаў у Тэхас.,Чалавек пераехаў у Кентукі.,2
381,Ціму не хапіла на матэматыцы.,"Ён ведаў, што калі не прайсці, яму давядзецца ісці ў летнюю школу.",Ён старанна вучыўся і прасіў дадатковыя адзнакі.,"У апошні дзень школы ён даведаўся, што прайшоў!",Цім быў уражаны.,Ціма вельмі расчаравала.,1
382,Мэры-Ан адчувала сябе адзінокай і вырашыла ўсынавіць ката.,"Яна пайшла ў мясцовы гуманітарны таварыства, каб пачаць працэс.","Пакуль яна глядзела, адзін з катоў мяўкнуў на яе.","Мэры-Анн ласкаў котку, і гэта было каханне з першага погляду.","Яна вырашыла, што гэта не той кот.",Яна ўзяла ката дадому з сабой.,2
383,Я займалася гімнастыкай у дзяцінстве.,Я вывучаў балансную бруку і рабіў на ёй рухі.,"Калі я зрабіў раўнд ад перавярнуўшы з бруса, я прызямліўся няправільна.",Я зламаў лодыжку і адчуваў вялікія болі!,Мяне адразу ж адвезлі ў бальніцу.,Я ўстаў і атрымаў прама назад на баланс бруку.,1
384,У маім фае бегалі шэсць шчанюкоў.,"Будзе цяжка выбраць той, які мы хочам купіць.",Кожная з дачок выбрала сабе іншага шчанюка.,"Уладальнік сказаў, што мы можам атрымаць зніжку на двух сабак.",Кожны з нас купіў па адным сабаку.,Мы не любілі сабак.,1
385,Джонні хацеў адмовіцца ад свайго вялікага гарадскога жыцця ў Бостане.,"Ён вырашыў, што будзе шчаслівей у самым цэнтры Амерыкі.","Нарэшце надышоў дзень, Джонні пераехаў у Айдаха.",Ён пазбег вялікага горада жыцця.,Джонні пачаў планаваць пераезд у Бостан.,Джонні быў шчаслівы быць у маленькім горадзе.,2
386,Джоан ненавідзела ехаць дадому на Каляды.,"Яна ведала, што яе маці будзе пераследваць яе аб яе жыццё кахання.",У гэтым годзе на шляху дадому яна трапіла ў аўтамабільную аварыю.,"Маці адразу ж падышла да дзяўчыны, каб паклапаціцца пра яе.","Маці Джоан не размаўляла з ёй, таму што яна была незамужняя.","Джоан адчуваў сябе добра, бачачы твар сваёй маці.",2
387,Я ўвесь свой час працую над сваім пісьменніцтвам.,У выніку я пачаў адчуваць сябе вельмі адзінокім.,Я вырашыла далучыцца да супольнасці онлайн-знаёмстваў.,"Калі я далучаюся, я разумею, што мне не асабліва падабаюцца іншыя людзі.",Я пачаў пісаць больш.,Я шмат з кім сустракалася.,1
388,Мая дачка была дзяўчынай-скаўтам у пачатковай школе.,Аднойчы яна пайшла ў начны экскурсію.,Мая жонка была назіральніцай.,Усе яны былі ў хаціне ў Нью-Гэмпшыры на выходныя.,Мая дачка ніколі не забывала пра сваю экскурсію.,У той вечар мы з жонкай павячэралі.,1
389,Сёння быў клуб адкрыцця новага клуба за вуглом.,"Я не мог дачакацца, каб прысутнічаць.",Як мы ўвайшлі ў клуб гэта было прыгожа.,Мы замовілі смачную ежу і патанчылі.,"Мы пасябравалі з выканаўцам, так што мы б увайсці ў клуб заўтра.",Выгняцель не дазволіў нам увайсці ў клуб.,1
390,Учора я несла новы шклянку на кухню.,"Да майго здзіўлення, я выпусціў яго.",Шкло разбілася.,Я павінен быў забраць яго.,Я падразаўся на невялікім кавалку.,"Мне падабалася, як выглядае шкло зараз.",1
391,Сям'я Біла жыла на ўзгорку.,Там ніколі не ішоў дождж і не буравала.,Аднойчы праз гэтую мясцовасць праляцела тарнада.,"Дом Біла быў збіты, і дах адарвалася.",Страхавая кампанія пакрыла выдаткі на новы дах.,"Яны вырашылі, што ён ім не патрэбны, і пераехалі.",1
392,"Алісан вырашыла, што хоча даведацца больш пра гісторыю свайго раёна.","Яна пайшла ў бібліятэку, каб праверыць кнігу пра гэта.","Яна ўвайшла і не магла зразумець, як кнігі былі адладжаны.","Яна знайшла бібліятэкара, які растлумачыў дзесяціністую сістэму Дьюі.","Гэта дапамагло ёй зразумець, якую машыну яна не хоча.","Гэта дапамагло ёй знайсці тое, што яна хацела.",2
393,Себасцьян хацеў гуляць у футбол у камандзе сваіх сяброў.,"Ён пагаварыў са сваім сябрам і даведаўся, што яму трэба ісці на трэніроўку.",Ён практыкаваў ловіць футбол дома ўвесь тыдзень.,Ён пайшоў на наступную трэніроўку і забіў гол.,Себасцьян быў расчараваны ў хіт-перформансе.,"Себасцьян быў рады, што яго практыка аплацілася.",2
394,"Была маці, якая адчайна хацела, каб яе дзіця заснула.","Яна хадзіла яго вакол, але ўсё роўна ён не спаў.","Яна карміла яго, але ён усё яшчэ не спаў.","Нарэшце, яна ўспомніла прыпяванне яе маці спявала ёй.",Маці пяшчотна спявала начлегу свайму дзіцяці.,Маці прагучала для свайго дзіцяці хіп-хоп.,1
395,"Джонні калі быў дзіцем, то пачышчаў у басейнах.","Ён думаў, што зможа зрабіць гэта як дарослы.",Ён узяў сваіх дзяцей у аквапарк.,Наступны ён папісаўся ў басейн.,Некаторыя людзі заўважылі і Джонні трапіў у бяду.,Усе былі вельмі радыя паводзінам Джані.,1
396,"Эмі глядзела, як іншыя дзеці гуляюць, і ўглядалася ў свой інгалятар.",З-за астмы яна не магла займацца спортам.,Яна адчула руку свайго настаўніка мастацтваў на плячы.,"Настаўнік ўсміхнуўся і сказаў ёй, што аднойчы яна стане выдатнай мастачкай.",Эмі адчувала сябе нашмат лепш.,Эмі адчула сябе жудасна.,1
397,Джо і яго сябры сёння гулялі ў футбол.,Джо нерваваўся.,"Ён нерваваўся, ці выйграе ён ці не.","Нарэшце, пасля гульні каманда Джо выйграла.",Джо вельмі ганарыўся сваёй камандай.,Джо быў вельмі расчараваны ў сваёй камандзе.,1
398,Марк быў на вялікім інтэрв'ю на новую працу.,"Ён падрыхтаваўся да пытанняў, якія яны могуць задаць.","На допыту, здавалася, былі ўражаныя адказамі Марка.","Інтэрв'юер паведаміў Марку, што ён атрымаў працу.",Марк быў вельмі шчаслівы.,Марк абурыўся і кінуўся на вуліцу.,1
399,"Элейн не адчуваў, як прыгатаванне ежы сёння.","Таму Элейн вырашыла, што яна пайдзе паесці.","Аднак, Элейн не ведаў, дзе яна хацела паесці.","Элейн абмяркоўваецца на тое, дзе яна павінна ісці на працягу амаль гадзіны.",Элейн лёгка прыняць рашэнне.,Элейн не магла прыняць рашэння.,2
400,Сэм спрабаваў трапіць у каледж сваёй мары.,Ён доўга запоўніў заяўку.,Гэта прымусіла яго адчуваць сябе добра з-за яго акадэмічных дасягненняў.,Ён падаў заяўку.,Праз тры месяцы ён атрымаў ліст з прыёмам.,Ён ніколі не думаў пра гэта зноў.,1
401,Мэт вырашыў пайсці ў бар са сваімі двума сябрамі аднойчы ўвечары.,Яны выпілі 3 штук у адным бары.,"Яны пайшлі яшчэ на чатыры, выпіўшы па тры шклянкі ў кожным.",Мэтт нап'ецца і губляе тэлефон.,Мэтт і яго сябры пайшлі дадому і выспаліся.,"Мэту было ўсё роўна, што тэлефон знік.",1
402,Бінду запланавала вечарыну са сваімі сябрамі.,"Яны сустрэліся ў яе доме, каб абмеркаваць, што ежа і група, каб выкарыстоўваць.",Адзін з сяброў Бінду прынёс самса і дуг.,На вечарыне гучала музыка з чатырма сябрамі.,Усе добра правялі час.,Бінду ненавідзіць сваіх сяброў і вечарынкі.,1
403,Тайлер прачынаецца і яму трэба прымусіць душ перад школай.,Яго маленькі брат прымае душ.,"Тайлер баіцца, што прапусціць аўтобус.",Нарэшце надышоў час Тайлеру прыняць душ.,"Тайлер зрабіў кексы, каб паказаць свае навыкі выпечкі.",Тайлер хутка прымае душ і дабіраецца да прыпынку аўтобуса своечасова.,2
404,Апошнім часам Томас адчуваў сябе не ў гуку.,"Ён пайшоў да лекара, каб яго правялі.","Лекар сказаў, што ў яго даволі высокі ўзровень халестэрыну.",Томас пачаў больш здарова есці і выгульваць.,"У яго дыягнаставалі дыябет пасля таго, як ён набраў 40 фунтаў.",Яго лекар быў вельмі рады яго наступным праверцы.,2
405,"Дзверы зачыніліся, але нікога не было.","Яна была ўпэўненая, ці варта ёй адчыняць дзверы ці не.",Павольна яна скрып адкрыць дзверы і зазірнуў на вуліцу.,Яе брат выскачыў на яе і даў ёй добры страх.,Яна вырашыла паглядзець свой любімы серыял на Netflix.,Яна закрычала і адштурхнула брата.,2
406,Стэфані хацела зрабіць яблычны каўбасу.,"Яна вырашыла паехаць на рынак, каб сабраць некалькі смачных яблыкаў.",Калі яна ішла праз саду яна спатыкнулася і ўпала.,Яна зламала абодва запясці.,Стэфані падштурхнула сябе ўверх рукамі.,"Стэфані не магла ўстаць, пакуль не знайшлі яе.",2
407,"Рой не мог зразумець, чаму ў ягонай кватэры такі дрэнны пах.","Яго сябры каментавалі гэта, калі яны пайшлі.",Усе вырашылі шукаць крыніцу.,"Аказалася, што гэта была старая рыба ў халадзільніку.",Рой вырашыў пакінуць рыбу ў халадзільніку.,"Рой выкінуў старога рыбака, і ўсё пахла лепш.",2
408,Джымі вырас у вельмі беднасці.,"Аднак яго бацькі заўсёды імкнуліся да таго, каб ён жыў.","Калі яго прынялі ў каледж, яны працавалі на дзвюх працах, каб дазволіць сабе гэта.","Калі ён скончыў школу, ён хацеў паказаць сваю ўдзячнасць.",Ён заплаціў за іх навучанне.,Джымі патэлефанаваў сваім бацькам і пракляў іх.,1
409,"Джыл была здзіўленая, калі прыгожы хлопец запрасіў яе на танцы каледжа.","Пакуль яе суседзі рыхтаваліся, Джыл пачала тварыць пра свае валасы.","Сукамернікі Джыл сказалі, што яны могуць дапамагчы.",Джыл скончыў апранаючыся ў яе тога-як белы плашч.,Яе спадарожнік прыбыў і падзякаваў яе знешні выгляд.,Джыл і яе сяброўкі правялі веселое вечарыне толькі для дзяўчынак.,1
410,"Уладальнік бара размясціў вялікі банэр, каб рэкламаваць свой бар.",Вецер быў моцны і падарваў сцяг.,Уладальнік пераследваў яго забаронены па ўсім горадзе.,Ён прызямліўся на задняй частцы садзе старой жанчыны.,Старыя жанчыны адмовіліся аддаць сцяг.,"Старая была ў захапленні, каб знайсці футравае паліто.",1
411,"У маёй маці ёсць рэцэпт гарбатных батончыкаў, які мне вельмі падабаецца.","Аднойчы яна зрабіла іх для мяне, таму што ў мяне быў дрэнны дзень.",Я з'ела гарбузовыя батончыкі і мне стала нашмат лепш.,"З-за кратаў я зразумела, што маёй маці ўсё роўна пра мяне.",З таго дня я больш не еў гарбузовых батончыкаў.,"Я рабіла гарбузы з гарбузамі пазней у жыцці, і яны нагадвалі мне пра маю маму.",2
412,Цім вырашыў больш часу праводзіць з дзедам.,"Дзед яго любіў назіраць за птушкамі, таму Цім назіраў разам з ім.",Яны запісвалі свае назіранні ў блокноце.,Неўзабаве Ціма сапраўды зацікавіўся!,"Цім вырашыў, што больш не цікавіцца птушкамі.","Ціму і яго дзеду прыйшлося знайсці хобі, якое ім абодвум падабалася.",2
