,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
372,Sebastian aliona kwamba kulikuwa na jua na joto.,Alikuwa na kazi za kufanya.,Hakuwa na hamu ya kufanya kazi zake za nyumbani.,Sebastian aliamua kwamba ni afadhali kuwa nje.,Sebastian alitaka kukaa ndani siku hiyo.,Sebastian alitembea nje na kwenda kutembea.,2
373,Rashid alikuwa dereva mzuri sana.,Siku moja ndugu ya Rashid alichelewa kwenda kazini.,Rashid alijitolea kumpeleka ndugu yake.,Walifika huko wakiwa na wakati mwingi.,"Ndugu yake alimpigia kelele, na kufunga mlango.",Ndugu yake alimshukuru.,2
374,Ali alienda kwenye mkahawa wa vyakula vya haraka na kulipa kwa kadi yake ya mkopo.,Msimamizi wa benki alichukua muda mrefu sana kumrudishia kadi yake.,"Siku chache baadaye, Ali alipata shughuli zisizo za kawaida kwenye kadi yake.","Aliita benki yake, ambayo ilibadilisha malipo hayo.",Alijiuliza ikiwa mhudumu wa benki alikuwa ameiba habari zake.,Alijitahidi kumshukuru kasisi wa mkahawa huo.,1
375,Nilikuwa nikitafuta mchoro mzuri kwa ajili ya chumba changu cha kuishi.,"Kwa hiyo, nilienda kutafuta mahali hapo jana.",Hatimaye nilipata mwanamke mrembo niliyempenda.,Picha hiyo ilikuwa ya maporomoko ya maji.,Niliamua kutonunua mchoro huo kwa sababu sikuupenda.,Niliinunua na kuileta nyumbani.,2
376,Nilitaka kupandishwa cheo.,Niliamua kujaribu kupandishwa cheo.,"Mwaka mzima, nilifanya kazi kwa bidii sana.",Msimamizi wangu aliona jambo hilo na akaniita ofisini mwake siku moja.,Msimamizi wangu alinifukuza kazi papo hapo.,Nilipandishwa cheo kama nilivyotaka.,2
377,Maggie na wazazi wake walikuwa wakihamia mji mpya.,Maggie alikuwa na wasiwasi kwa sababu hakumjua mtu yeyote.,"Mara tu alipohamia, alienda kila mahali akijitambulisha.",Mwishowe alipata marafiki.,Maggie alikuwa mwenye huzuni na mpweke.,Maggie aliipenda mji mpya.,2
378,Dan alikuwa akitembea kutoka shuleni kwenda nyumbani na kuona dirisha la madirisha.,Kulikuwa na gari-moshi lililokuwa limewekwa kwenye dirisha la duka.,Dan alitamani sana kwamba angeweza kumiliki gari-moshi hili.,Dan alipofika nyumbani mama yake alimwambia kwamba alikuwa na mshangao.,Alimpa Dan gari-moshi.,Mama ya Dan alimwambia awe tayari kwenda shuleni.,1
379,Gina alitaka kuiba ufunguo wa nyumba ya mama yake.,Alingoja hadi mama yake alipopumzika kidogo.,Alichukua mkoba wa mama yake na kwenda naye bafuni.,Aliondoa ufunguo kutoka kwenye mnyororo huo kwa utulivu.,Kisha Gina akaweka mkoba huo mahali ulipo.,Kisha Gina akamwambia mama yake mahali ambapo ufunguo ulikuwa.,1
380,Kulikuwa na mtu kutoka Kentucky.,Alipenda msichana mmoja aliyeishi Louisiana.,Aliamua kwamba alihitaji kuhama.,Alihamia huko ili awe pamoja na mpendwa wake.,Mwanamume huyo alihamia Texas.,Mwanamume huyo alihamia Kentucky.,2
381,Tim alikuwa akishindwa katika somo la hisabati.,Alijua kwamba ikiwa hangepita angehitaji kwenda shule ya kiangazi.,Alijifunza kwa bidii na kuomba maksi za ziada.,Siku ya mwisho ya shule aligundua kwamba amepita mtihani!,Tim alifurahi sana.,Tim alivunjika moyo sana.,1
382,Mary-Anne alihisi upweke na akaamua kumlea paka.,Alienda kwenye shirika la kibinadamu la eneo hilo ili kuanza mchakato huo.,"Alipokuwa akitazama, mmoja wa paka hao alimnywesha.","Mary-Anne alimtambaa paka, na ilikuwa ni upendo kwa mtazamo wa kwanza.",Aliamua kwamba si paka anayestahili.,Aliichukua paka huyo nyumbani.,2
383,Nilifanya mazoezi ya viungo vya mwili nikiwa mtoto.,Nilikuwa nikijifunza mhimili wa usawaziko na kufanya miendo juu yake.,"Nilipokuwa nikipindua mhimili huo, nilianguka vibaya.",Nilivunjika mguu na nilikuwa na maumivu makali sana!,Nilipelekwa hospitalini haraka.,Niliinuka na kurudi kwenye mti wa usawa.,1
384,Kulikuwa na mbwa-mwitu sita wakikimbia-kimbia katika ukumbi wangu.,Ingekuwa vigumu kuchagua kile tulichotaka kununua.,Kila mmoja wa binti zangu alichagua mtoto tofauti.,Mmiliki alisema kwamba tunaweza kupata punguzo la mbwa wawili.,Kila mmoja wetu alinunua mbwa mmoja.,Hatukuwapenda mbwa.,1
385,Johnny alitaka kubadili maisha yake ya jijini Boston.,Aliamua kwamba angekuwa mwenye furaha zaidi katika eneo la Amerika.,"Hatimaye siku hiyo ikafika, Johnny akahamia Idaho.",Alikuwa amekimbia maisha ya jiji kubwa.,Johnny alianza kupanga kuhamia Boston.,Johnny alifurahia kuwa katika mji mdogo.,2
386,Joan alichukia kwenda nyumbani kwa ajili ya Krismasi.,Alijua kwamba mama yake angemchokoza kuhusu maisha yake ya kimapenzi.,Mwaka huu alipokuwa akirudi nyumbani alipata aksidenti ya gari.,Mama yake alienda haraka kumtunza.,Mama ya Joan hakusema naye kwa sababu hakuwa ameolewa.,Joan alifurahi kuona uso wa mama yake.,2
387,Mimi hutumia wakati wangu wote nikiandika.,Tokeo ni kwamba nimeanza kuhisi upweke.,Nimeamua kujiunga na mtandao wa kuchumbiana.,"Ninapokuwa nikijiunga, ninatambua kwamba siwapendi watu wengine.",Nilianza kuandika zaidi.,Nilikuwa na marafiki wengi.,1
388,Binti yangu alikuwa mvulana mvulana katika shule ya msingi.,Siku moja alienda safari ya usiku.,Mke wangu alienda akiwa msafiri mwenzetu.,Kila mtu alikaa katika kibanda huko New Hampshire kwa mwisho-juma.,Binti yangu hakusahau kamwe safari yake ya shuleni.,Mimi na mke wangu tulikula pamoja jioni hiyo.,1
389,Leo ilikuwa ni ufunguzi wa klabu mpya karibu na kona.,Nilitamani sana kuhudhuria.,Tulipoingia ndani ya klabu hiyo ilikuwa maridadi.,Tuliagiza chakula kitamu na kucheza dansi.,Tulimfanya mlinzi huyo kuwa rafiki yetu ili tuweze kuingia kwenye klabu hiyo kesho.,Mlinzi wa darasani hakuturuhusu tuingie ndani ya klabu hiyo.,1
390,Jana nilikuwa nikibeba kioo kipya ndani ya jikoni.,Nilishangaa nilipoiacha.,Kioo kilivunjika.,Ilinibidi nilichukue.,Nilijikata kwenye kipande kidogo.,Nilipenda jinsi kioo kilivyoonekana sasa.,1
391,Familia ya Bill iliishi juu ya kilima.,Haikuwa kamwe na mvua wala dhoruba huko.,Siku moja kimbunga kilikuwa kikipita katika eneo hilo.,"Nyumba ya Bill ilipigwa, na paa likang'olewa.",Kampuni ya bima ililipia gharama za paa jipya.,"Waliamua kwamba hawakuhitaji kitu hicho, na wakahama.",1
392,Allison aliamua kwamba alitaka kujifunza mengi zaidi kuhusu historia ya eneo hilo.,Alienda kwenye maktaba kusoma kitabu kuhusu jambo hilo.,Aliingia ndani na hakuweza kuelewa jinsi vitabu vilivyowekwa.,Alipata mhudumu wa maktaba ambaye alimweleza kuhusu mfumo wa hesabu wa Dewey.,Hilo lilimsaidia kujua ni gari gani ambalo hakutaka.,Hilo lilimsaidia kupata alichokuwa akitafuta.,2
393,Sebastian alitaka kucheza mpira wa miguu katika timu ya rafiki zake.,Alizungumza na rafiki yake na kugundua kwamba alihitaji kwenda kufanya mazoezi.,Alizoea kukamata mpira wa miguu nyumbani juma zima.,Alienda kwenye mazoezi ya pili na kufunga bao.,Sebastian alivunjwa moyo na utendaji wa wimbo huo.,Sebastian alifurahi kwamba mazoezi yake yalifaulu.,2
394,Pindi moja kulikuwa na mama ambaye alitamani sana mtoto wake alale.,Yeye kutembea naye karibu lakini bado hakuwa na kulala.,Alimlisha lakini bado hakulala.,"Hatimaye, alikumbuka wimbo wa kitandani ambao mama yake alikuwa amemwimbia.",Mama alimwimbia mtoto wake wimbo wa kitandani kwa upole.,Mama alimchezea mtoto wake muziki wa hip hop.,1
395,Johnny alitumia kupiga chafya kwenye mabwawa ya kuogelea alipokuwa mtoto.,Alifikiri kwamba angeweza kufanya hivyo akiwa mtu mzima.,Aliwapeleka watoto wake kwenye bustani ya maji.,Kisha akafanya mkojo kwenye kidimbwi cha kuogelea.,Watu fulani waliona na Johnny akaingia katika matatizo.,Kila mtu alifurahi sana kwa sababu ya tabia ya Johnny.,1
396,Amy aliwatazama watoto wengine wakicheza na kutazama kifaa chake cha kuvuta pumzi.,"Kwa sababu ya ugonjwa wa pumu, hangeweza kucheza michezo.",Alihisi mkono wa mwalimu wake wa sanaa kwenye bega lake.,Mwalimu wake alitabasamu na kumwambia Amy kwamba siku moja angekuwa msanii mzuri.,Amy alihisi vizuri zaidi.,Amy alihisi vibaya sana.,1
397,Joe na marafiki wake walikuwa na mchezo wao wa soka leo.,Joe alikuwa na wasiwasi.,Alikuwa na wasiwasi kama angeshinda au la.,"Hatimaye, baada ya mchezo, timu ya Joe ilishinda.",Joe alijivunia sana timu yake.,Joe alivunjika moyo sana katika timu yake.,1
398,Mark alikuwa na mahojiano makubwa ya kazi mpya.,Alitayarisha maswali ambayo huenda wangemwuliza.,Yule aliyekuwa akimuhoji alionekana kuwa amependezwa na majibu ya Mark.,Mhojiwa alimwambia Mark kwamba amepata kazi hiyo.,Mark alifurahi sana.,Mark alikasirika na kuondoka kwa hasira.,1
399,Elaine hakutaka kupika usiku wa leo.,"Kwa hiyo, Elaine aliamua kwenda kula nje.","Hata hivyo, Elaine hakujua mahali ambapo alitaka kula.",Elaine alifikiria kwa karibu saa moja mahali ambapo angependa kwenda.,Elaine aliona ni rahisi kuamua.,Elaine aliona ni vigumu kufanya uamuzi.,2
400,Sam alikuwa akijaribu kuingia katika chuo cha ndoto zake.,Alitumia wakati mwingi kujaza ombi hilo.,Ilimfanya ahisi vizuri kuhusu mafanikio yake ya kielimu.,Alitoa ombi hilo.,Miezi mitatu baadaye alipokea barua ya kukubali.,Hakupata kufikiria tena jambo hilo.,1
401,Matt aliamua kwenda bar hopping na marafiki zake wawili usiku mmoja.,Walikuwa wakinywa shots tatu katika baa moja.,"Walienda kwenye vikombe vingine 4, kila kimoja kikiwa na chupa tatu.",Matt aliishia kulewa sana na kupoteza simu yake.,Matt na marafiki wake walirudi nyumbani na kulala.,Matt hakujali kuhusu simu iliyopotea.,1
402,Bindu alipanga karamu pamoja na rafiki zake.,Walifanya mkutano nyumbani kwake ili kujadili chakula na kitambaa cha kutumia.,Rafiki mmoja wa Bindu alileta samosa na doogh.,Marafiki wanne walicheza muziki kwenye karamu hiyo.,Kila mtu alifurahia sana.,Bindu huchukia marafiki na karamu zake.,1
403,Tyler anaamka na anahitaji kuoga kabla ya kwenda shuleni.,Ndugu yake mdogo anatumia bafu.,Tyler ana wasiwasi kwamba hatapungukiwa na basi.,Hatimaye ni zamu ya Tyler kuoga.,Tyler alitengeneza keki za mikate ili kuonyesha ustadi wake wa kuoka.,Tyler anaoga haraka na kufika kwenye kituo cha basi kwa wakati.,2
404,Thomas alikuwa akijihisi kuwa hajulikani.,Alienda kwa daktari wake ili apimwe.,Daktari wake alimwambia kwamba viwango vyake vya kolesteroli vilikuwa juu kidogo.,Thomas alianza kula vyakula vyenye afya na kutembea.,Aligunduliwa kuwa ana ugonjwa wa kisukari baada ya kuongeza kilo 40.,Daktari wake alifurahi sana alipomchunguza tena.,2
405,Kengele ya mlango ililia lakini hakukuwa na mtu yeyote.,Hakuwa na uhakika kama anapaswa kufungua mlango au la.,Polepole yeye creaked wazi mlango na peered nje.,Ndugu yake aliruka nje na kumpa hofu nzuri.,Aliamua kutazama kipindi chake cha kuchekesha kwenye Netflix.,Alipiga kelele na kumsukuma ndugu yake.,2
406,Stephanie alitaka kutayarisha mchuzi wa matofaa.,Aliamua kuendesha gari hadi sokoni ili achukue maapulo yenye kupendeza.,Alipokuwa akitembea katika bustani ya matunda alijikwaa na kuanguka.,Alivunja vifundo vyake vyote viwili.,Stephanie alijitokeza kwa mikono yake.,Stephanie hangeweza kuamka mpaka mtu fulani ampate.,2
407,Roy hakujua kwa nini nyumba yake ilianza kunuka vibaya.,Marafiki wake walieleza kuhusu hilo walipokwenda huko.,Kila mtu aliamua kutafuta chanzo.,Ilitokea kuwa samaki mzee katika friji.,Roy aliamua kuacha samaki hao kwenye friji.,Roy alimtupa yule mvuvi mzee na kila kitu kikaanza kunuka vizuri.,2
408,Jimmy alilelewa katika umaskini mwingi.,"Hata hivyo, sikuzote wazazi wake walifanya yote waliyoweza ili kumtunza.","Alipoingia chuo kikuu kizuri, walifanya kazi mbili ili waweze kulipia gharama za masomo.","Alipohitimu, alitaka kuonyesha uthamini wake.",Kwa hiyo aliwalipa kwa ajili ya chuo kikuu.,Jimmy aliwaita wazazi wake na kuwatukana.,1
409,Jill alishangaa wakati mvulana mwenye sura nzuri alipomwalika kwenye dansi ya chuo kikuu.,"Wenzi wake wa chumba walipokuwa wakijitayarisha, Jill alihangaikia nywele zake.",Wakazi wenzake wa Jill walisema wangeweza kusaidia.,Jill alimaliza kuvaa vazi lake jeupe lenye umbo la toga.,Rafiki yake alifika na kumpongeza kwa sura yake.,Jill na rafiki zake walikuwa na jioni ya kufurahia ya wasichana tu.,1
410,Mwenye baa fulani aliweka bango kubwa ili kutangaza baa yake.,Upepo ulikuwa wenye nguvu na ukalipeperusha bendera.,Mmiliki wa kiwanda hicho alifukuza kiwanda hicho katika mji wote.,Ilitua katika bustani ya mwanamke mzee.,Mzee huyo wa kike alikataa kurudisha bango hilo.,Mwanamke huyo mzee alifurahi sana kupata koti hilo la manyoya.,1
411,Mama yangu ana kichocheo cha vyakula vya matango ambacho mimi hupenda sana.,Wakati mmoja alinifanyia kwa sababu siku yangu ilikuwa mbaya.,Nilikula vipande vya matango na nikajihisi vizuri zaidi.,Minyororo hiyo ilinikumbusha kwamba mama yangu ananijali.,Sikula tena vyakula vya matango baada ya siku hiyo.,"Nilipokuwa mtu mzima, nilifanya mlo wa mchuzi wa matango na ulinikumbusha mama yangu.",2
412,Tim aliamua kutumia wakati mwingi zaidi pamoja na babu yake.,"Babu yake alipenda kutazama ndege, kwa hiyo Tim alitazama pamoja naye.",Waliandika mahali walipokuwa wakiona ndege katika daftari.,Upesi Tim alipendezwa kweli kweli!,Tim aliamua kwamba hapendezwi tena na ndege.,Tim na babu yake walipata jambo la kujifurahisha ambalo wote wawili walifurahia.,2
413,Danny alikuwa akifanya kazi katika duka la barafu la mahali hapo majira haya ya joto.,Alifurahi sana kuanza kazi yake ya kwanza.,"Siku ya kwanza ya maisha yake, mvulana mmoja mdogo aliangusha aiskrimu yake sakafuni.","Bila kusita, Danny alijua jambo la kufanya.",Alimpa kijiko kingine cha aiskrimu.,Alikataa kumpa habari nyingine.,1
414,Kengele ya shule ililia saa ilipofanya saa 2.,Gina hakuwahi kufurahia siku yake kama leo.,Alichukua vitu vyake na kumngojea Tami mlangoni.,Lakini Tami alikuwa akiondoka pamoja na Rita na Mary.,Gina alihisi upweke aliporudi nyumbani.,"Siku iliyofuata, Gina alimshukuru Tami.",1
415,Laurence na familia yake waliamua kuhama.,Kwanza walifunga fanicha zao.,Kisha wakafunga kila kitu kingine.,Mali zao zote ziliingizwa ndani ya gari.,Laurence na familia yake waliendesha gari hadi kwenye nyumba yao mpya.,Laurence aliweka vitu vyao vyote ndani ya nyumba.,1
416,Joy alitaka kupata ganda zuri kwa ajili ya kamba yake.,"Anaweza kununua moja, lakini ingekuwa ya pekee zaidi ikiwa angeipata.",Alichunguza ufuoni asubuhi nzima.,Kila kitu ambacho kingeweza kufanya kazi kilikuwa kimevunjika!,Ilibidi angalau anunue ganda.,Kwa hiyo alileta moja nyumbani na kumpa kamba wake.,1
417,Westin alikuwa akioa!,Alitaka arusi yake iende vizuri.,Kila kitu kilikwenda vizuri mpaka jioni.,Mtu fulani alipata kulewa sana na akaanguka ndani ya keki!,Westin alitoa kipande cha keki kilicho kamili.,Weston na mke wake walimfukuza yule mtu aliyekuwa amelewa.,2
418,Joe alikuwa akimsaidia baba yake kufagia miti nyuma ya nyumba yao.,Ghafla akasikia mlio wenye nguvu.,Alikuwa amechochea kiota cha nyuki.,Aliumwa mara sita kabla ya kutoroka.,Joe alicheka kuhusu jambo hilo.,Joe alikasirika kwa sababu aliumizwa.,2
419,Ilikuwa ni vuli.,Bustani ya Todd ilikuwa imejaa majani.,Aliamua kwamba alihitaji kuwafukuza wote.,"Alipofanya hivyo, aliziweka zote katika mfuko.",Todd aliziweka kwenye takataka.,Todd alifungua mfuko huo na kutawanya majani.,1
420,Tim alikuwa na ndoto ya kuwa mjenga-miili mwenye mafanikio.,Alifanya mazoezi kila usiku ili afikie mradi wake.,Kazi yake ngumu ilifanikiwa na akapata nafasi katika mashindano maarufu.,"Alionyesha ustadi wake, akipandisha zaidi ya paundi 250.",Tim alikuwa ameazimia sana.,Tim hakuwa na azimio kubwa.,1
421,Henry alikuwa akitembea kwenda darasani.,"Wakati huohuo, alikuwa akijaribu kusafisha skrini ya simu yake kwa kitambaa.","Kwa kusikitisha, mtu fulani alimgonga.",Simu yake ilianguka kutoka mkononi mwake na kuanguka chini.,Mtu huyo alimwomba msamaha Henry.,Henry alifurahi na kushukuru.,1
422,Tami aliamua kuhudhuria vipindi vya majaribio ya mpira wa wavu.,"Alikuwa katika darasa la nane tu, lakini alijua alikuwa mzuri.",Alicheza kwa bidii na kutoa yote aliyokuwa nayo.,Hakutazamia wachezaji wengine wangekuwa wazuri kama yeye.,Tami aliingia katika timu ya mpira wa kikapu.,Wachezaji wote walikuwa wazuri lakini aliingia kwenye timu.,2
423,Bob na Jim walikuwa wakicheza mpira wa miguu nyumbani siku moja.,Waliangusha mtungi huo na ukavunjika vipande-vipande.,Waliogopa kwamba mama yao angewakasirikia.,"Walipata gundi, na kwa uangalifu wakaunganisha tena mtungi huo.",Mama yao alifurahia mtungi wake mpya uliovunjika.,Gundi iliishikilia bakuli pamoja na mama yao hakupata kujua.,2
424,Steve alihuzunika sana.,Msichana mwenzi wa Steve alimwacha.,Aliamua kumwandikia wimbo.,Alitoa moyo wake katika wimbo huo.,Steve alijiuliza ikiwa wangeweza kuwa pamoja tena.,Steve aliendesha gari kwa muda wa saa moja kwenda kwenye mkahawa wa kucheza dansi ili kupata dawa za kulevya.,1
425,Gloria alitaka kumnunulia mume wake maua.,Gloria alishangaa sana kujua kwamba maua hayo yalikuwa ya bei ghali sana.,Gloria aliamua kuokota maua fulani katika bustani yake.,Alikusanya maua ya nardo na ya chrysanthemum.,"Muda mfupi baadaye, Gloria aliomba talaka.",Mume wa Gloria alithamini jambo hilo.,2
426,Josh alicheza mpira wa vikapu kila siku.,Lengo lake lilikuwa kuweza kufanya kikapu chochote kwenye uwanja.,"Siku moja, mtu fulani alimwomba ashindane.",Yeyote atakayepiga risasi nyingi zaidi ndiye atakayeshinda!,John alikimbia huku akipiga mayowe kwa woga.,Alipiga risasi nyingi zaidi na kushinda mashindano hayo.,2
427,Sikuzote Lauren alitaka kuvaa suruali nyembamba za suruali kwenye karamu.,"Hata hivyo, anahitaji kupunguza uzito ili suruali nyembamba za jean zionekane nzuri.",Lauren anaanza kufanya mazoezi magumu.,Hatimaye amepoteza uzito wa kutosha kuvaa suruali nyembamba.,Alivaa nguo hizo kwa furaha kwenye karamu iliyofuata.,Alikuwa na wivu.,1
428,Nilienda Hawaii nikiwa katika shule ya sekondari.,Darasa letu lote la bendi lilikuwa likienda.,Ilichukua saa 9 kuruka kwenda huko.,Ilikuwa paradiso ya kitropiki.,Niliamua kwamba nilitaka kwenda Hawaii zaidi.,Hawaii haikuwa mahali pazuri pa kusafiri.,1
429,"Sonny aliishi Texas, na ilikuwa majira ya joto.",Aliugua sana kutokana na joto hilo.,Aliamua kutafuta njia ya kutuliza hisia zake.,"Mwanzoni, hakuweza kufikiria jambo lolote.",Aliamua kwenda kuwasha joto lake.,Kisha akaamua kuruka ndani ya dimbwi lake.,2
430,Chad alikuwa mwimbaji wa ajabu.,Aliogopa kuimba.,Alitaka kujiunga na kwaya ya kanisa lakini alifikiri kwamba rafiki zake wangemcheka.,Kwa sababu yeye ni hivyo aibu na ujuzi wake na shauku.,Chad alipata ujasiri wa kutoa utaratibu wake wa ucheshi.,"Badala ya kucheka, kila mtu alipiga makofi Chad alipomwimbia hatimaye.",2
431,"Ronald alikuwa na watoto wawili, mvulana na msichana.",Hiyo ilikuwa ya kutosha.,Kwa kweli hakutaka wawili wawe wanyoofu.,Siku moja mke wake alimwambia kwamba alikuwa na tumaini la kupata mtoto wa tatu.,Hakuwa na furaha sana lakini aliogopa kuondoka.,Macho yake yaliwaka kwa msisimko.,1
432,Nilikuwa nikitembea Jumatano iliyopita.,Nilipokuwa nikitembea nilishikwa na kitu fulani ambacho kiliniogopesha.,Mbele yangu kulikuwa na nyoka mwenye urefu wa futi 4 na macho yenye umbo la manyoya.,Nilipiga kelele na kukimbia kurudi kwenye barabara kuu.,Mimi ni mwanabiolojia anayejifunza nyoka.,Nilifuata barabara kurudi kwenye gari langu.,2
433,Mary alipenda kunywa kahawa kila asubuhi.,Leo alikuwa na haraka.,Alienda kwenye mkahawa wa kuendesha gari.,Aligundua kahawa ilikuwa ni utaratibu mbaya baada ya yeye akaenda mbali.,Mary alianguka kwenye uchaguzi.,Mary aliendelea kuendesha gari na kunywa pombe.,2
434,Bill alikuwa tu amehamia jiji kubwa kwa sababu ya kazi.,Alihisi upweke kwa sababu hakumjua mtu yeyote katika mji huo.,"Baada ya kazi siku moja, Bill aliamua kwenda kunywa pombe pamoja na wafanyakazi wenzake.",Alifurahia sana kuwa pamoja nao.,Bill alipata marafiki wengi siku hiyo.,Bill aliwakasirikia wafanyakazi wenzake.,1
435,Billy alitaka kuwa daktari.,Alienda chuo kikuu ili awe daktari.,"Baada ya kuhitimu na kupata digrii yake, alibadili maoni yake.",Billy akawa muuguzi badala ya daktari.,Hakujutia kamwe uamuzi wake.,Alikuwa ameshuka moyo sana hivi kwamba akawa mlevi.,1
436,Quinton alikuwa akifukuzwa kutoka katika nyumba yake.,Alikuwa amefilisika na hakuwa na mapato.,"Siku moja, aliamua kutumia dola yake ya mwisho katika bahati nasibu.","Alishangaa sana alipopata dola 50,000!",Quinton alifadhaika.,Quinton alifurahi sana.,2
437,Baada ya Igor kuamka alianza kujitayarisha kwa ajili ya kazi.,Aliwasha umeme na kungoja umeme uanze kuwaka.,Maji yalibaki yakiwa baridi.,Alikabiliwa na swali la kama anapaswa kuoga au la.,Alikula muffin.,Igor alichukua maji baridi ya kuoga.,2
438,Tara alipendelea muziki wa bendi kubwa kuliko muziki mwingine wowote.,Alipenda pembe zote na ala nyingine za shaba zilizohusika.,Alijaribu kutafuta wachezaji wenzake wa bendi kubwa.,Jitihada zake hazikufua dafu.,Tara alifurahia kusikiliza akiwa peke yake!,Tara alikuwa msichana mwovu.,1
439,Nilisafiri kwenda Washington DC kumtembelea mpenzi wangu.,Tulienda sehemu nyingi jijini.,Lakini nilitaka kwenda katika Ikulu ya White House.,"Alinipeleka kwenye Ikulu ya White House, na nikafurahi sana.",Tulifanya ziara na kufurahia historia ya mahali hapo.,Tuliondoka kwenye Ikulu ya White House ghafula na hatukufanya ziara ya kutembelea.,1
440,Mwana wangu alinunua ngoma kwa mpwa wake wa kike mwenye umri wa mwaka mmoja mwaka jana.,"Kifaa hicho kilikuwa na matari, ngoma, na kiti.",Binamu yake anaishi New York.,"Aliona hilo alipotembelea, na alifurahi sana.",Yeye huchukia muziki.,Alitaka kucheza ngoma.,2
441,Maggie alikuwa na wimbo wake wa kwanza wa piano usiku wa leo.,Alikuwa na wasiwasi sana.,Alipoingia jukwaani alikuwa akitetemeka.,Kwa uzuri alimaliza kucheza kikamilifu.,Maggie alitiwa moyo kufanya mengi zaidi.,Maggie aliacha kucheza piano.,1
442,Ed alipenda kutazama sinema pamoja na familia.,Walikuwa wakipata vyakula na vinywaji na kuketi karibu na televisheni.,Walikuwa wakitazama Aladdin usiku wa leo.,Lakini Ed alilala usingizi kabla ya mwisho.,Ed alifurahia mwisho huo.,Ed alijuta kwamba alilala usingizi.,2
443,Niliamua nilitaka kujiandikisha kwa ajili ya klabu ya Krismasi na benki yangu.,Nilimpigia simu mhasibu na kumuuliza ni lini ningeweza kufanya hivyo.,Aliniambia kwamba ninaweza kuingia wakati wowote.,Nilienda huko asubuhi hii na kujiandikisha kwa mpango huo.,Ninafurahi kwamba nilijiunga.,Ninajuta kujiunga.,1
444,Mac alikuwa na rafiki mboga kuja kwa chakula cha jioni.,"Aliugua, akijua kwamba hangeweza kutayarisha nyama ya ng'ombe au nyama-mzigo.",Kisha akakumbuka kichocheo cha mchuzi wa alfredo uliofanywa kwa kokwa za kaju.,Alishangaa kuona kwamba mchuzi huo ulikuwa mtamu na wenye ladha nzuri.,Aliamua kumtolea mkate wa nyama badala yake.,Wote walifurahia mlo huo.,2
445,Ryan alikuwa mfanyakazi wa usalama wa maduka makubwa.,Mara nyingi alifanya kazi zamu ya usiku.,"Siku moja, aliona rakuni katika duka.",Alitazama kwa saa nyingi hadi ilipoondoka.,Ryan alikuwa kipofu.,Ryan aliamua kwamba kazi yake ilikuwa yenye kuchosha.,2
446,Mwalimu wa Johnny aliwapa wanafunzi wake chakula cha mchana kilichotengenezwa nyumbani.,Mwalimu alimwacha kila mwanafunzi achague kiungo cha rangi ya maji ya chumvi.,"Wakati zamu yake ilipofika, Johnny alikasirika alipoona rangi moja tu imebaki.",Mwalimu wa Johnny alimwuliza ni nini kilichokuwa kimetokea.,Johnny alimwambia mwalimu kwamba alikuwa na furaha.,Johnny alimwambia mwalimu kwamba alihuzunika kwa sababu hakupata rangi zaidi.,2
447,Tim alilazimika kuchagua kati ya wasichana watatu ambao angetoka nao.,Aliwapenda wote watatu lakini alihitaji kufanya uamuzi.,Aliongea na wote watatu ili kuona ni nani aliyempenda zaidi.,Mwishowe alienda na msichana ambaye alitaka kumwona zaidi.,Tim ni shoga.,Tim aliridhika.,2
448,Jill alimshawishi rafiki yake wa kiume Joe aende naye kutafuta Geocache.,Hakufikiri kwamba hilo lilionekana kuwa jambo la kufurahisha lakini akaamua kumfurahisha.,Walitafuta mahali ambapo Geocache ilipaswa kuwa.,Baada ya saa moja ya kutafuta hawakuweza kuipata.,Jill alitumaini kwamba wangeipata haraka.,Jill alifurahi kwamba hakumleta Joe.,1
449,Brigid na rafiki yake Ella walijifunza kupiga piano.,Baba ya Ella alimnunulia piano ya bei ghali ya mtengenezaji mashuhuri.,Baba ya Brigid alikuwa na uwezo wa kumnunulia piano iliyokwisha kutumiwa.,Lakini Ella alikuwa msichana mpumbavu na asiyejali ambaye hakuzoea kufanya mazoezi.,Ella hakuweza kucheza piano vizuri.,Kisha Ella akawa mwanamuziki maarufu wa piano.,1
450,Dave alitaka kununua bunduki.,Alienda kwenye duka la silaha na kuuliza maswali mengi.,Alitazama bunduki kubwa na ndogo.,Aliamua kwamba alitaka kununua bunduki kubwa.,Dave alikuwa dhidi ya marekebisho ya pili.,Dave alikinunua na akafurahia kununua.,2
451,Rose alipanda gari-moshi kwenda Long Island.,"Huko, alienda kwenye ncha ya kisiwa hicho.",Alienda kwenye ufuo wa Montauk Point.,Kulikuwa na baridi na upepo mkali.,Rose alikuwa na joto sana hivi kwamba alivua koti lake.,Rose alifunika uso wake ili upepo usimwangamize.,2
452,Drew alikuwa akitumia mashine ya kuandika kwa ajili ya mradi fulani wa pekee.,Alijaribu kuwa mwangalifu kwa kuwa hangeweza kufuta maneno yake.,"Hata hivyo, mwishowe alilala usingizi.",Kichwa chake kilitumbukia kwenye funguo na barua kadhaa zilichapwa.,Drew alifurahi kwamba mradi wake haungekuwa na makosa yoyote.,Drew alilazimika kuanza tena kuandika karatasi hiyo.,2
