,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
209,Ella oli pakannut piknikin perheelleen.,Mutta hän oli unohtanut ottaa haarukoita!,Heillä ei ollut mitään keinoa syödä kanaa ja vesimelonia.,Sitten he kaikki alkoivat nauraa ja syödä käsillään.,"Ella oli iloinen, ettei piknikki ollut pilalla.",Ellan perhe oli vihainen hänelle koko päivän.,1
210,Emily heräsi aikaisin valmistautumaan kouluun viime maanantaina.,"Ennen pukeutumistaan hän tarkisti, oliko koulua peruttu.","Lunta oli satoi niin paljon, että koulu peruttiin.",Emily oli onnellinen ja päätti jäädä sisään lukemaan vapaapäivänään.,Hän sai hypotermian.,Hän valmisti viimeisimmän kirjansa.,2
211,Joline meni kynsihoitoon manikyyriin.,Kynsihoitaja puhdisti ja leikkasi hänen kynsiään.,"Joline ei voinut päättää, minkä värisen kynsilakin hän haluaisi.",Naulateknikko ehdotti monin värein muotoiltua mallia.,Hän antoi teknikon vaihtaa öljynsä.,Joline päättää noudattaa teknikon neuvoa.,2
212,"Harry vihasi kummitustaloja, mutta ei voinut pettää ystäväänsä.",He teeskentelivät rohkeutta ja menivät pimeään taloon.,Hän onnistui selviämään koko matkan huutamatta.,Lopussa ne putosivat lattiasta liamaan.,"Harry toivoi, ettei olisi mennyt.",Harry oli niin onnellinen ollessaan.,1
213,Bobby halusi painijaksi.,Hän harrasti painiota lukiossa.,Sitten hän liittyi joukkueeseen yliopistossa.,Pian hän oli ammattipainija.,Hän ei enää ollut kiinnostunut painiosta.,Hän jäi eläkkeelle loukkaantumisen vuoksi.,2
214,Joan päätti tarjota itselleen hienon sushi-illallisen.,Mutta ruoka oli huonoa ja tarjoilija vielä pahempi!,"Hän pyysi johtajaa, mutta hän ei tullut.","Vaikka se oli erilaista hänelle, Joan suuttui niin, että lähti maksamatta.","Joan oli pahoillaan illallisesta, mutta iloinen, että hän oli itsevarma.",Joan meni ravintolaan seuraavana iltana.,1
215,Jesse oli aina halunnut tatuoinnin.,Hänen vanhempansa vastustivat tatuointeja.,Hän päätti hankkia sellaisen 18-vuotispäivänään.,Hänellä on pieni tiara-tatuointi olkapäässään.,Jessen vanhemmat olivat vihaisia hänelle.,Jessen vanhemmat olivat innoissaan tatuoinnista.,1
216,"Juliette halusi olla tiedemies, kun kasvaa.",Hän päätti tehdä kokeen.,Hän tyhjensi ruokasoodan laatikon lautaselle.,Sitten hän kaatoi etilan.,Juliette rakensi tulivuoren.,Juliette oli tylsistynyt.,1
217,Jaclyn tuli tapaamaan Robin tyttöystävää.,Jaclyn ja Rob eivät tule toimeen.,Rob yritti pitää rauhan ja olla kiltti.,Jaclyn sanoi jatkuvasti ilkeitä kommentteja ja huomautuksia.,Rob lähti vihdoin hengailemaan ystäviensä kanssa.,"Rob oli iloinen, kun sai olla Jaclynin kanssa.",1
218,Sharon ja hänen siskonsa ajoivat kauppaan ostamaan munia.,Heillä oli tulossa vieraita päivälliselle ja leipäsivät kakkua.,Tulossa taloon Sharon kompastui ja putosi.,Munat lensivät hänen käsistään ja laskeutuivat betoniin.,Kaikki munat laskeutuivat turvallisesti.,Sharon rikkoi kaikki munat.,2
219,Olipa kerran orjakauppias.,Hän löysi Jumalan ja muutti pahat tapansa.,Hän kirjoitti laulun kääntymisestään.,Se laulu tuli kuuluisaksi ja suosituksi.,Kaikki vihasivat orjakauppiaan laulua.,Orjakauppiaasta tuli kuuluisa ja rikas hänen laulustaan.,2
220,Ella meni kerran sateeilulle.,Hän oli aluksi hauska.,Sitten hän liukastui sateliista.,Hän viilsi otsaansa kiveen maahan.,Ella joutui lääkärille.,Ella oli vahingoittumaton.,1
221,Steph söi yleensä runsaasti aamiaista.,Mutta hänen uudessa työssään oli vähemmän aikaa valmistaa ruokaa.,Steph päätti syödä yksinkertaisempaa ruokaa ja pienempiä annoksia.,Kuukaudessa hän laihtui viisi kiloa.,Lääkärin mukaan hänkin on terveempi.,Hän tunsi olevansa täydellinen epäonnistunut.,1
222,Bobby oli koulunsa jalkapallo- tähti.,Hän sai aina tunnustusta lahjakkuudestaan.,Eräänä päivänä hän oli tärkeässä pelissä.,Hänen kätensä loukkaantui.,Bobby antoi jalkapalloa tuntikausia pelin jälkeen.,Bobby tarvitsi aikaa loukkaantumisen toipumiseen.,2
223,Susan meni elokuvateatterille ystäviensä kanssa.,Susan käytti kännykkäänsä teatterissa sähköpostin tarkistamiseen.,Sisäänpäätöstäja tuli ja pyysi Susania poistumaan teatterihuoneesta.,"Susan joutui odottamaan aulassa, kun hänen ystävänsä olivat lopettaneet elokuvan.",Susan oli järkyttynyt koko koettelemuksesta.,Susan oli hyvin onnellinen kokemuksesta.,1
224,Margiella oli joulukaktus.,Se ei koskaan kukkinut.,Hän antoi kasvin Desiin.,Desi huolehti kasvista hyvin.,Kaktus kukoisti hänen huolenpidollaan.,Kulta- kalat olivat onnellisia ja terveitä.,1
225,Gina oli ollut puistossa Pamin kanssa tuntikausia.,Aurinko oli nyt laskemassa.,Hän sanoi hyvästit ja lähti kotiin.,"Kun hän saapui, oli pimeää.",Gina meni suoraan nukkumaan.,"Gina päätti, ettei ollut tarpeeksi myöhäistä ja meni takaisin ulos.",1
226,Avery oli innoissaan.,Tänään oli hänen ensimmäinen koripallopeli.,Hän oli harjoitellut ja hänen vanhempansa tulivat katsomaan häntä.,Avery pelasi hyvin joukkuetovereidensa kanssa ja sai jopa pisteitä!,Avery'n vanhemmat olivat ylpeitä.,Avery'n vanhemmat häpesivät häntä.,1
227,Gary rakasti puutarhanhoitoa.,"Kevät lähestyi nopeasti, ja hän halusi aloittaa istutuksen.","Hän tarkisti almanakista, mitkä kasvit olivat turvallisia puutarhaan.",Tom päätti istuttaa muutamia orkideoita.,Orkideat olisivat rumia.,Orkideat olisivat kauniita.,2
228,Bay oli hermostunut.,Hänen poikaystävänsä oli käyttäytynyt oudosti koko illallisen ajan.,Bay luuli hänen jättävän hänet.,Mutta sitten hän polvistui.,Ja pyysi häntä vaimokseen.,Hän alkoi nauraa hysteerisesti.,1
229,Tommylla oli huono päivä.,Ystävät yrittivät piristää häntä viemällä hänet ulos.,"Hän murjotti, mutta lähti mukaan.",Hän joi ja tanssi ystäviensä kanssa koko yön.,Tommylla oli hyviä ystäviä.,Tommylla oli huonoja ystäviä.,1
230,Ariel on viisi kuukautta vanha vauvamme.,Hän oli herännyt eräänä aamuna erittäin vaativa.,"Emme tienneet, mikä oli vialla.",Sitten näimme tuoreen hampaan putoavan hänen ikenemääränsä läpi.,"Menimme hammaslääkärille, joka veti hampaan.","Meillä oli helvetinmoinen viikko, kun hänen hammas tuli.",2
231,Amelia päätti lähteä lomalle Meksikoon.,Hän varasi lennon ja hotellin.,"Hän oli varma, että Meksikossa hän vieraili monissa eri paikoissa.",Hän rakasti jokaista hetkeä.,"Amelia päätti, ettei enää palaa Meksikoon.",Amelia päätti lomailla Meksikossa useammin.,2
232,"Joskus lapseni ihmettelivät, oliko joulupukki todellinen.",Jätimme joka vuosi hänelle keksejä ja maitoa jouluaattona.,Joka joulupäivä löysimme tyhjän kupin ja keksipalasia.,Kerran löysimme keksikappaleja lumesta.,"Kerromme lapsille, että joulupukilla on oltava osa poron kanssa.","Sanoimme lapsille, että on kiitospäivä.",1
233,Amy heräsi tänään erittäin nälkäisenä.,Valitettavasti hän heräsi myös hyvin myöhään.,Hän kiirehti ympäri taloa eikä ehtinyt aamiaiseen.,"Kun hän ehti töihin, hän huomasi, että hänen työtoverinsa toi aamiaisen.",Hän oli niin kiitollinen ja lupasi maksaa työtoverilleen takaisin.,Hän ei halunnut syödä.,1
234,Koulu sai avustuksen tietokonelaboratorioon.,Heidän tietotekniikkaosastonsa teki paljon tutkimusta löytääksensä parhaat laitteet.,He ostivat laitteet apurahoista.,Tietokonelaboratorio oli suuri menestys.,Hallitus rahoitti edelleen tietotekniikkalaboratorioita.,Lapset kärsivät tietokonelaboratorioista.,1
235,Olin tennistaryhmän kapteeni.,Pelasimme oman divisioonan kilpailijoillemme.,Olin tasan vastustajani kanssa.,Minulla oli etu kaksinkertaisuudesta.,Päätin luovuttaa pelin.,Minä voitin ottelun.,2
236,"Ben on koripallojoukkueen valmentaja, ja hän piti tänään kokeiluja.","Hän joutuu leikkaamaan yhden pojan, koska hän ei ole tarpeeksi hyvä.","Hän tuntee olonsa pahalta, koska tietää, että lapsi pettyy.","Hän antaa pojalle neuvoja ja asioita, joita hän voi kehittää ensi kaudeksi.",Poika harjoitteli koko vuoden ja pääsi seuraavana vuonna joukkueeseen.,Poika on hyvin ylpeä itsestään.,1
237,Konstaapeli Dunn ei halunnut satuttaa ketään mielenosoituksen aikana.,"Hän käski useamman ihmisen lähteä, mutta he eivät lähteneet.",Hän päästi poliisikoiransa vapaaksi.,Koira puri äitiä ja hänen vauvansa.,Vauva jopa silitti koiraa heti sen jälkeen.,"Konstaapeli Dunn oli järkyttynyt siitä, mitä hänen koiransa oli tehnyt.",2
238,"Huomasin, että hiukseni olivat pitkittyneet.",Päätin yrittää leikata sen sinä iltapäivänä.,"Kun olin löytänyt sopivan parturi, menin sinne leikkaamaan.","Ei ollut jonkoa, se oli supernopeaa!",Pidin uudesta hiustenleikkuustani.,Hän teki kaupungin parhaat voileivät.,1
239,Ajoin moottoripyörällä kadun yli.,Se johti ratsastusradalle.,Tein muutaman kierroksen.,- Tylsistynyt ajoin kotiin.,Pesin moottoripyöräni kotiin tultuani.,Muutin wifi-salasanat turvallisuuden parantamiseksi.,1
240,"Ryanin ystävä soitti hänelle, ettei hän menisi töihin.",Hän myöhästyi junasta töihin ja meni sen sijaan puistoon.,Ryan ja hänen ystävänsä leikkivät lintujen kanssa puistossa koko päivän.,Lopulta he lähtivät puistosta ja tapasivat Ryanin pomon.,Ryan sai potkut.,Ryan sai ylennyksen.,1
241,Mies ajoi monta tuntia valtatiellä.,Hän näki pysäkkiviivan kahden mailin päässä.,Hän ajoi auton oikealle kaistalle odottaen.,Hän meni ulos pysäkillä.,Mies pysähtyi pysäkillä ja astui ulos autosta.,Mies jatkoi ajamista vielä muutaman tunnin.,1
242,"Josiah oli vauva, joka yritti ryömimään ensimmäistä kertaa.","Hänen äitinsä toi auttamaan häntä jännittävän lelun, joka sähkeili.","Josiah kiinnostui kovasti, kun tyttö sai lelut soimaan.",Hän alkoi haparoida maata ja lähestyi äitinsä puoleen.,Josiah ryömi äitinsä luo ja otti lelun.,Josia pyörähti ja leikki jaloillaan.,1
243,Halusin lemmikin syntymäpäivälahjaksi.,"En tiennyt, mitä ottaisin. Minulla oli jo koiria.",Katsoin Facebookissa ja näin mini-possun.,Menin hakemaan hänet.,"Toin koiran kotiin, koska minulla on jo niin monta koiraa.",Ajoin kotiin minipossun kanssa.,2
244,Sam halusi laulajaksi.,Hän liittyi laulajakurssille.,Ensimmäisenä koulupäivänä kaikkien oli laulattava laulu.,Sam häpeää ensimmäisenä päivänä.,Kaikki hänen luokkatoverinsa olivat kuitenkin hyvin tukeneet häntä.,Hänen luokkatoverinsa opetti hänet voittamaan korkeudenpelkonsa.,1
245,Matt ei ollut itseluottamuksellinen.,"Hän oli aina ihastunut naapuriinsa Lexylle, mutta oli peloissaan.","Mutta kun tanssiaiset lähestyivät, hän päätti tehdä lopulta siirron.","Matt pyysi Lexiä treffeilleen, ja hän suostui heti.",Mattilla ja Lexillä oli hauskaa tansseissa.,Matt oli onnettomana tapahtumien käänteessä.,1
246,Shyanne teki oikeinkirjoituskokeen.,Hän halusi päästä siitä ohi.,Hän opiskeli kovasti.,Hän teki sata.,Hän oli sydän särkynyt.,Shyanne oli iloinen.,2
247,"John halusi pizzan, mutta oli rahaton.",Sitten hän muisti voittaneensa ilmaisen pitsan viime viikolla!,Hän soitti pizzapaikalle ja antoi koodin.,Hän sai ilmaisen pizzan tunnin päästä.,John söi sen sijaan porkkanoita.,John nielaisi pizzansa.,2
248,Jillin piti mennä tanssitunnille noin kahdeksalta.,Hän valmistautui ja ajoi kokouspaikalle.,Hän oli vain ensimmäisiä koe-esiintyjillä.,Tuomarit olivat vaikuttuneita hänen esityksestään.,"Hän odotti soittoa, mutta tuomareista ei kuulunut enää.",Hän sai monia palkintoja tanssiesiintymisistään.,2
249,Yritimme valvoa myöhään eilen.,Joimme kahvia.,Söimme suklaata.,Juoksimme jopa sohvan ympäri.,Sitten kaaduimme sohvalle ja nukuimme yli keskipäivän.,"Juoksimme toivoen, että nopeutemme parantuisi.",1
250,Ally oli säästänyt rahat purkkiin vuosia.,"Hän halusi uuden kännykän, mutta hänellä ei ollut tarpeeksi rahaa.",Hän ajatteli laskea vaihtorahaa vaihtorahassaan.,"Häntä yllätti se, että purkissa oli yli 300 dollaria.",Ally käytti 300 dollaria vaatteisiin.,Hän osti uuden kännykän.,2
251,Äiti pyysi minua hakemaan jotain ruokakaupasta.,Päätin viedä pyörällä kauppaan kävelyn sijaan.,Tapasin ystävän ja tarjosin hänelle kyydin polkupyörälläni.,"Kun ajoimme pitkin, polkupyöräni rikkoi puoliksi.","Tajusin, että polkupyöräni oli ollut sopiva vain yhdelle ratsastajalle.",Heitin huolettomasti käytetyt pyyhkeet viemäriin.,1
252,Koko perhe oli innoissaan autossa.,9 tunnin ajon jälkeen he olivat isoäitinsä korttelissa.,Edessä he näkivät hänen talonsa.,Talo oli valaistu aamuyöstä neljältä.,He päättivät kääntyä.,Heillä oli kiire nähdä isoäiti.,2
253,Ana oli lykännyt pyykin pesemistä.,Lopulta hän ei voinut välttää sitä enää.,Hän kantoi kaikki vaatteensa pesulaan.,Hän pesi ja kuivaa niitä useita tunteja.,"Ana päätti, ettei enää koskaan odottaisi niin kauan.",Ana kuivasi lääkekasveja useita tunteja.,1
254,Mark meni ostarille.,"Hän näki kuulokkeet, joita hän halusi, mutta ei voinut ostaa.",Hän päätti varastaa kuulokkeet.,Mark sai sitten jonkun kiinni.,Työntekijä kiitti Markia hänen tukemisestaan.,Markillä on oikeudenkäynti ensi viikolla.,2
255,Ystäväni antoivat minulle palapeliä jouluksi.,En ole avannut sitä vielä.,"Suunnitelen sitä aina, mutta jotain tulee aina esiin.",Kuten nyt puhumalla kanssasi.,"En malta odottaa, että aloitan numeroiden mukaan maalaamisen!",Mutta hetken kuluttua aloitan palapelien.,2
256,Rex ei ole siivonnut huonettaan vuosiin.,"Koska hänellä on harvoin vieraita, hän ei näe syytä siivota.",Eräänä päivänä hän kuitenkin päättää siivota.,Rex imuroi lattiaa ja laittaa sänkynsä.,Rex rakastaa kylpyhuoneen siivoamista.,Hän tuntee olonsa paremmaksi huoneessaan.,2
257,Pelkäsin huomista tenttiä.,"Koska tentti on vaikea, päätin opiskella koko yön.","Päätin jättää päivällisen väliin, jotta minulla olisi enemmän aikaa.",Olin valmis tenttipäivänä.,- Otin tentin huippuluokalla.,Minä epäonnistuin kokeessa.,1
258,Perheeni oli lomalla Italiassa.,Halusimme ryhmäkuvan.,Pyysimme tuntematonta ottamaan sen puolestamme.,He ovat velvoitettuja.,München näytti hyvältä kuvan taustalla.,Se oli lempielokuvamme lomalla.,2
259,Heräsin ja etsin kaapissani paitaa.,Kaikki oli likaista ja lattialla.,"Otin paidan, jos se haisi pahalle.","Löysin sinisen paidan, joka ei haise.",Pesin sinisen paidan.,Minulla oli sininen paita.,2
260,JJ pelasi koko päivän.,Illalla hän oli väsynyt.,"Hän melkein nukahti kylvyssä ja hänen äitinsä sanoi, että oli nukkumaanmenoaika.","Äiti laittoi hänet yöpuvulle, vei hänet sänkyyn ja lauloi hänelle.",Hän nukahti.,JJ oli hereillä koko yön.,1
261,Kaksi metsästäjää keskusteli paikastaan metsässä.,"He eivät tienneet, olivatko he tulleet oikeaan paikkaan.","Heidän huomionsa häirittiin, kun valtava uros tuli valkoiselle tasolle.",Miehet olivat kauhistuneita.,Yksi metsästäjä haukkui ja käveli pois.,"Silloin he tiesivät, että olivat oikeassa paikassa.",2
262,Toddilla on huominen suuri koe.,Hän ei ole opiskellut lainkaan.,Se on puolet arvosanasta.,"Todd ei tiedä, mitä tehdä.",Todd on ylpeä itsestään.,Todd päättää opiskella niin paljon kuin voi ennen huomista.,2
263,Maggie tarvitsi uuden ystävän.,Hän oli kyllästynyt olemaan yksin.,Lopulta hän tapasi ystävän kirjakerhossa.,Tytöt viettivät päivät yhdessä.,Maggie oli iloinen uudesta kumppanistaan.,Maggie halusi olla yksin.,1
264,Huonetoverini sai uuden työpaikan kouluni luona.,Päätimme ajaa töihin yhdessä.,Menimme autolla ulos.,"Matka tuntui lyhyemmältä, kun oli joku, jolle puhua.","Minulla ei ollut ketään, jolle puhua.","Kun matka oli ohi, erosimme.",2
265,Brittany rakasti pelata videopelejä verkossa.,"Ihmiset kuitenkin ahdistelivat häntä, kun he taistelivat hänen sukupuolensa puolesta.","Brittany melkein lopetti pelaamisen, mutta löysi tyttöjen pelaamisryhmän Facebookista.",Liittyessään joukkoon hän alkoi leikkiä netissä tapaamiensa tyttöjen kanssa.,Lopulta hän vihasi kaikkia miehiä.,"Hän tunsi paremman olonsa, kun pelasi ystävällisempien ihmisten kanssa.",2
266,Bobby ei ollut koskaan ollut karnevaaleissa.,Hänen ystävänsä Sam kutsui hänet perheensä kanssa.,Siellä oli niin paljon nähtävää ja tekemistä!,Bobbyn lempiharrastus oli pyöräily.,Bobby oli tylsistynyt.,Bobby nautti karnevaalista.,2
267,Kuuntelin tänään radiota.,"Kuulin uuden laulun, josta pidin.",He eivät koskaan sanoneet nimeä.,"Kuuntelin, mutta siitä ei puhuttu.",Toivottavasti en enää koskaan kuule tuota laulua.,Kirjoitin siis laulun tekstin Googleen.,2
268,Al ja Val olivat läheisiä kaksosia.,"He puuttuivat toisistaan, puhuivat toisistaan ja olivat yhdessä koko ajan.","Eräänä päivänä Val sai diagnoosin, että hänellä oli kuolemaiselta näyttävä syöpä.","Hän kuoli pian, ja Al oli täysin murtunut.",Al ja Val menivät syömään.,Al tunsi olonsa yhä yksinäisemmäksi ajan myötä.,2
269,Olen saanut kolme sakkoa elämässäni.,"Kaikki kolme, kun olin teini.","Ihme, etten menettänyt ajokorttiani.",- Kestää paljon saada ne pois rekisteristä.,Olisinpa saanut lisää lippuja.,Ajan nyt normaalilla nopeudella.,2
270,David on aina haaveillut vierailusta Oregonin osavaltiossa.,"Vaikka hänellä ei ole paljon rahaa, hän alkaa säästää vähän.",Davidilla on vihdoin tarpeeksi rahaa matkalleen Oregoniin.,Matkalla hän syö paikallista ruokaa ja näkee hämmästyttäviä nähtävyyksiä.,David oppii soittamaan pianoa.,Hänellä on hauskaa Oregonissa.,2
271,Yläasteen oppilas meni hammaslääkärille.,"Hänelle kerrottiin, että hän tarvitsee hammasraudat taas.",Hän ei ollut onnellinen.,Hän sai hammasraudat ja kärsi kovasti.,"Mutta se oli sen arvoista, kun hän näki hänen suorat hampaat.","Hän halusi, että hänen hammasraudat kiristetään joka vierailu.",1
272,Jayne kävi Aldenissa New Yorkissa.,Hänen setänsä omisti siellä tilan.,Hän auttoi huolehtimaan eläimistä.,Sitten hän auttoi keräämään vihanneksia puutarhasta.,Jayne söi herkullisen aterian työtänsä hedelmistä.,Jayne päätti sytyttää puutarhan tuleen ja tuhota tilan.,1
273,Seth on työskennellyt ilmastointitehtaassa kuusi vuotta.,Eräänä päivänä hänen esimiehensä kutsui kokoukseen koko osaston.,Sethin esimiehen mukaan tehdas pitää sulkea.,"Seth tajuaa kauhuissaan, että hänen täytyy löytää uusi työ.",Seth luulee löytävänsä työpaikan ilmastointitehtaalta.,Sethin mielestä on hyvä ajatus päivittää ansioluettelo.,2
274,"Amy ajoi kouluun, kun hänen autonsa pysähtyi.",Hän soitti isälleen.,"Hän tuli kertomaan, että polttoainepumppu oli rikki.",He kutsuivat hinausauton vetämään auton kotiin.,Amy ajoi sitten kouluun.,Amyn piti sitten kävellä kouluun.,2
275,Rod poltti koko elämänsä.,Eräänä iltana hän nukahti televisiota katsellessaan.,Hänen savukkeensa oli vielä syttynyt ja se putosi lattialle.,Se sytytti hänen asuntonsa tuleen.,Rod kuoli tulipalossa.,"Rod oli ylpeä siitä, mitä oli tehnyt.",1
276,"Barry oli innoissaan, että hän vihdoin rekisteröity äänestämään.","Hän meni äänestyspaikalle, joka on lähellä hänen kotiansa.",Hän huomasi kampanjan kyltit.,"Hän tiesi jo, miten hän äänestäisi.",Barry äänesti.,Barry kääntyi ympäri ja meni kotiin.,1
277,"Johnny ajoi eräänä päivänä, kun hän tunsi outoa kömpelyyttä.","Hän pysähtyi ja huomasi, että hänen renkaansa oli puhkaistu!","Hän tarkasti sitä lähemmin ja huomasi, että oli ajanut naulan yli.",Johnny joutui laittamaan donitsin päälle ja ajamaan korjaamoon.,"Johnny oli hyvin iloinen, että hänellä oli puhkaistu rengas.",He korjasivat sen ja Johnny ajoi kotiin.,2
278,Amy halusi enemmän tilaa kotonaan.,Hän päätti etsiä uutta asuntoa.,"Amy löysi uuden asunnon, joka oli lähellä hänen työpaikkaansa.",Amy kävi asunnossa katsomassa sitä itse.,"Hän muutti pienemään, halvempaan asuntoon.",Amy allekirjoitti vuokrasopimuksen ja muutti asunnolle.,2
279,Veljeni ja minä söimme pizzan.,Vain yksi pala oli jäljellä.,Me kaikki halusimme sitä.,"Ennen kuin kukaan ehtii sanoa mitään, nuolsin sen.",Minun on syötävä se pala.,Söin hampurilaisen.,1
280,May oli eläinkaupan adoptiopäivänä adoptoima kissa.,Cathy ja hänen perheensä kävivät lemmikkiliikkeessä adoptiopäivänä.,Cathy rakastui Meihin heti kun näki hänet.,"Kun Cathy oli hakenut Mayn adoptiota ja saanut hyväksynnän, hän adoptoi Mayn.",May ja Cathy tulivat hyvin toimeen.,"May meni ulos, eikä Cathy nähnyt häntä enää koskaan.",1
281,"Monica oli kahdeksanvuotias tyttö, joka rakasti paidantaa huivia.",Eräänä päivänä Monica kutsuttiin syntymäpäiväjuhliin.,Monicalla ei ollut rahaa ostaa ystävälleen lahjaa.,Monica päätyi neuloimaan hänelle huivin.,Monica oli iloinen nähdessään ystävänsä ihailevan kotitekoista lahjaa.,Monica teki huivin lahjoitukseksi orpokodille.,1
282,"Epäilty näki, että sellin ovi oli auki.",Hän painoi sitä ja se avattiin.,"Kukaan ei katsonut häntä, joten hän pakeni.",Hän käveli rauhallisesti ulos poliisiasemalta.,Epäilty päätti antautua.,Kukaan ei näyttänyt huomanneen epäiltyä.,2
283,"Tyttö rakastuu pojalle, ja poika pitää hänestä.","Hän saa tietää, etteivät vanhemmat tule toimeen.",Poika ja tyttö rakastavat toisiaan niin paljon.,"Mutta he eivät halua loukata vanhempiensa tunteita, joten he pysyvät poissa.",Mutta lopulta he kuitenkin tapaavat.,"Pojan ja tytön vanhemmat ovat onnellisia, koska rakastavat toisiaan.",1
284,Eräänä päivänä Yhdysvaltain presidentti vieraili kotikaupungissani.,Odotin jonossa tunteja päästäkseni tapaamaan häntä.,"Seisoin lavalla, kun hän piti koskettavan puheen.",Hän kätteli minua lähtiessään.,Olin innoissani.,Olin täysin tylsistynyt.,1
285,Jakeen isä vei hänet ensimmäiseen jalkapallo-otteluun.,He tulivat ajoissa ja saivat hyvät paikat.,He söivät myös nakkeja ja joivat limsaa!,Jake näki jopa suosikkipelaajansa pelin aikana!,Jake oli hauskaa isänsä kanssa jalkapallopelissä.,Jake ei viihtynyt sinä päivänä.,1
286,Halusin tehdä jotain hauskaa.,Etsin jotain halpaa tekemistä.,Päätin mennä uimaan.,Löysin paikallisen järven rannalta.,Ajoin rannalle.,Päätin käydä Vegasissa.,1
287,Amy ei ollut tyytyväinen työhönsä.,"Hän ei antanut sitä, vaan jätti luennot väliin.",Hän meni kahvilaan kirjoittamaan uudelleen.,"Hän kirjoitti artikkelin, josta oli ylpeä.",Amy alkoi käydä koulua kahvilassa.,"Amy sai kympin papereista, mutta joutui pulaan, koska jätti luennot väliin.",2
288,Steve oli taitava puuseppä.,Hän aikoi yllättää vaimonsa uudella kappaleella.,"Hän halusi uuden pöydän, joten hän päätti tehdä sen.","Hän leikkasi kaiken puun, kootti pöydän ja tahraili sen.",Steven vaimo oli innoissaan lahjasta.,Steven vaimo haki avioeroa samana päivänä.,1
289,En usko onneen.,Mutta tyttöystäväni isä rikkoi eilen peilin.,Viisi sekuntia myöhemmin hän löi käden autoon.,Sitten hän osui hirveään matkalla sairaalaan.,En enää pidä golfia urheiluna.,Sairaala oli suljettu.,2
290,Jon tunsi olevansa huono isä.,"Hän työskenteli niin myöhään, että hän usein jäi kotiin ilman lapsia.",Viikonloppuisin hän oli väsynyt ja ärtynyt.,Eräänä lauantaina hänen poikansa istui sohvalle ja nojautui Jonin käsivarteen.,John meni elokuviin yksin.,Jon vietti aikaa lasten kanssa.,2
291,Ben käveli kadulla ja löysi köyden.,Hän nosti sen ja veti sitä.,"Lisää lankaa tuli, mutta ei loppua.","Ben seurasi narua nähdäksensä, minne se meni.",Ben oli kiehtovaa.,Ben meni juoksemaan.,1
292,Juan halusi olla taisteluväki.,Hän kasvoi katsomalla niitä televisiosta.,Hän harjoitteli päivittäin kellarissa.,Lopulta hän pääsi pieneen näyttelyyn.,"Juan päätti, että taistelurintama on tyhmä tavoite.",Juan oli lopulta hyvin menestynyt.,2
293,Sunnuntaina Tori sai tietää olevansa raskaana.,Hän soitti heti miehelleen ja kertoi hänelle hyvän uutisen.,Torin aviomies oli yhtä innoissaan.,He keskustelivat vauvan nimistä lähes puoli tuntia.,He päättivät lopulta yhden pojan ja yhden tytön nimen.,"Tori meni terapiaan, koska hän oli niin järkyttynyt.",1
294,Sara työskentelee leipomossa.,"Hän on dieetillä, joten hän ei voi mennä sinne.",Eräänä päivänä hän huomaa leipomo suljetun.,Seuraavana viikolla avautuu terveellinen orgaaninen mehukauppa.,Sara pääsi sitten hakemaan ruokaa.,Ruoka oli liian epäterveellistä Saran kannalta.,1
295,Rufus on juuri ilmoittautunut uuteen kouluun eikä hänellä ole siellä ystäviä.,"Aluksi hän on huolissaan, ettei tapaa ketään.",Mutta eräs mukava tyyppi nimeltä Ralph esitteli itsensä Rufukselle.,He tajuavat olevansa samassa kemian tunnilla.,He päättivät olla labra-kumppanit luokassaan.,"Rufus on iloinen, että hänellä on ystävä geometrian tunnilla.",1
296,Tom halusi kemian sarjan jouluksi.,"Hänen äitinsä sanoi, että se on liian vaarallista pikkupojalle.","Tom pyysi koiranpennun, ja hänen äitinsä muutti yhtäkkiä mielensä.","Tom ei ymmärtänyt miksi, mutta hän ei välittänyt.",Hän oli iloinen saadessaan kemian.,Hän oli pettynyt saadessaan kemian paketin.,1
297,Kolibrit vierailevat kuistillani joka aamu aikaisin.,Tänään he näyttivät hermostuneilta.,Eräs lintu oli hyvin alueellinen.,Yhtäkkiä suuri musta lintu syöksyi sisään tyhjästä.,Se söi alueellisen kolibrin helposti.,Ammuin rotan ja heitin ruumiin roskiin.,1
298,Olin koulun näytelmässä.,Hänen asunsa vaati koripäätä.,En löytänyt koruja mistään!,Hänen äitinsä päätti tehdä korut itse kotona.,Lo keksi matemaattisen ongelman.,Lo oli näytelmän paras asu.,2
299,Olin ensimmäisellä työpäivälläni.,Managerilleni oli Beatles-paita.,Puhuimme rakkaudestamme Beatlesiin.,Meistä tuli hyviä ystäviä.,Myöhemmin päätimme perustaa pienen bändin.,"Myöhemmin managerini kertoi, ettei hän pitänyt Beatlesista.",1
300,Tyler meni baseball-otteluun.,Hän näki suosikkijoukkueen!,Hänen joukkueensa pelasi kovaa.,Hänen joukkueensa voitti!,Tyler joutui masentumaan.,Tyler oli innoissaan!,2
