,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
255,Os meus amigos deram-me um quebra-cabeças de Natal.,Ainda não o abri.,"Planeio sempre, mas surgem sempre coisas.",Como agora a falar contigo.,Mal posso esperar para começar o conjunto de pintura por números!,"Mas daqui a pouco, vou começar o quebra-cabeça.",2
256,O Rex não limpa o quarto há anos.,"Como raramente recebe visitas, não vê a necessidade de limpar.","No entanto, um dia ele decide arrumar.",O Rex aspira o chão e faz a cama.,O Rex adora limpar a casa de banho.,Ele sente-se melhor com o quarto.,2
257,Eu estava com medo do exame de amanhã.,"Como o exame é difícil, decidi estudar a noite toda.",Decidi não jantar só para ter mais tempo.,"No fim, eu estava preparado no dia do exame.",Eu passei o exame.,Eu falhei no exame.,1
258,A minha família estava de férias na Itália.,Queríamos uma fotografia de grupo.,Pedimos a um estranho para o levar para nós.,Eles obedeceram.,Munique parecia bom no fundo da foto.,Era a nossa foto favorita das férias.,2
259,Acordei e procurei uma camisa no meu armário.,Estava tudo sujo e no chão.,Peguei numa camisa para ver se cheirava mal.,Encontrei uma camisa azul que não cheirava mal.,Lavei a camisa azul.,Eu usei a camisa azul.,2
260,O JJ jogou o dia todo.,"Quando chegou a noite, ele estava cansado.","Quase adormeceu no banho, e a mãe disse que era hora de dormir.","A mãe vestiu-lhe o pijama, levou-o para a cama e cantou-lhe.",Ele adormeceu.,O JJ ficou acordado a noite toda.,1
261,Os dois caçadores debateram a sua localização dentro da floresta.,Não sabiam se tinham chegado ao lugar certo.,A atenção deles foi distraída quando um enorme pato entrou na clareira.,Os homens ficaram assustados.,Um caçador bocejou e foi-se embora.,Foi então que souberam que estavam no lugar certo.,2
262,O Todd tem um teste enorme amanhã.,Ele não estudou nada.,Conta para 50% da nota.,Todd não sabe bem o que fazer.,O Todd tem orgulho de si mesmo.,Todd decide estudar o máximo que puder antes de amanhã.,2
263,A Maggie precisava de um novo amigo.,Ela estava cansada de passar tempo sozinha.,"Finalmente, ela conheceu um amigo no clube de leitura.",As raparigas passavam o dia todo juntas.,A Maggie estava feliz por ter uma nova companheira.,A Maggie queria ficar sozinha.,1
264,O meu colega de quarto arranjou um novo emprego no lugar onde eu ando a estudar.,Decidimos ir juntos de carro ao trabalho.,Entrámos no carro e fomos embora juntos.,O passeio parecia mais curto com alguém para conversar.,Mas não tinha ninguém com quem falar.,"Quando o passeio acabou, nos separamos.",2
265,A Brittany adorava jogar videogames online.,"No entanto, as pessoas a assediaram quando lutaram contra o seu gênero.","A Brittany quase deixou de jogar, mas encontrou um grupo de miúdas no Facebook.","Depois de se juntar, ela começou a brincar com as meninas que conheceu online.","Eventualmente, ela odiou todos os homens.",Ela sentia-se melhor a jogar com um grupo de pessoas mais simpáticas.,2
266,O Bobby nunca tinha ido a um carnaval.,O amigo Sam convidou-o para ir com a família.,Havia tanto para ver e fazer!,A atividade favorita do Bobby era andar na roda gigante.,O Bobby estava entediado.,O Bobby gostou do carnaval.,2
267,Eu estava ouvindo o rádio hoje.,Uma nova música veio que eu gostei.,Nunca disseram o nome.,"Eu fiquei a ouvir, mas nunca apareceu.",Espero nunca mais ouvir essa música.,"Então, digitei as letras no Google.",2
268,O Al e a Val eram gémeos muito próximos.,"Vestiam-se igual, falavam igual e estavam juntos 24 horas por dia.","Um dia, a Val foi diagnosticada com câncer terminal.","Ela morreu logo, e Al ficou completamente devastado.",O Al e a Val foram comer fora.,O Al sentia-se ainda mais solitário com o passar do tempo.,2
269,Já tive três multas por excesso de velocidade na minha vida.,Todos os três quando eu era adolescente.,Estou surpreendido por não ter perdido a minha licença.,Custa-me muito dinheiro para os tirar todos do meu registo.,Quem me dera ter comprado mais bilhetes.,Agora dirijo a uma velocidade normal.,2
270,O David sempre sonhou em visitar o Oregon.,"Embora não tenha muito dinheiro, começa a poupar um pouco.",Finalmente o David tem dinheiro suficiente para a sua grande viagem ao Oregon.,"Em sua viagem, ele come comida local e vê paisagens incríveis.",David aprende a tocar piano.,Ele está a divertir-se no Oregon.,2
271,O estudante do ensino médio foi ao dentista.,Disseram-lhe que precisava de aparelhos novamente.,Ela não estava feliz.,Ela tinha aparelho e estava com muita dor.,Mas valeu a pena quando ela viu os dentes endireitados.,Ela não podia esperar para ter os aparelhos esticados em cada visita.,1
272,"A Jayne visitou Alden, Nova Iorque.",O tio dela tinha uma quinta lá.,Ela ajudava a cuidar dos animais.,"Depois, ela ajudou a colher os vegetais do jardim.",Jayne comeu uma refeição deliciosa dos frutos de seu trabalho.,A Jayne decidiu incendiar o jardim e destruir a quinta.,1
273,O Seth trabalhou na fábrica de ar condicionado durante seis anos.,"Um dia, seu supervisor convocou uma reunião para todo o departamento.",O supervisor de Seth anuncia que a fábrica tem de fechar.,Seth percebe com terror que precisa de encontrar um novo trabalho.,O Seth acha que pode arranjar emprego na fábrica de ar condicionado.,O Seth acha que é uma boa ideia atualizar o currículo.,2
274,A Amy estava a ir para a escola quando o carro dela parou.,Ela ligou ao pai.,Ele veio e informou-a que a bomba de combustível estava avariada.,Chamaram um reboque para rebocar o carro.,A Amy foi para a escola.,A Amy teve de ir a pé para a escola.,2
275,O Rod fumou a vida toda.,"Uma noite, ele adormeceu enquanto assistia televisão.",O cigarro ainda estava aceso e caiu no chão.,O apartamento dele pegou fogo.,O Rod morreu no incêndio.,O Rod orgulhava-se do que tinha feito.,1
276,O Barry estava entusiasmado por finalmente ter-se registado para votar.,Ele foi para o local de votação perto de sua casa.,"Enquanto entrava no prédio, ele notou todos os sinais da campanha.",Ele já sabia como iria votar.,O Barry votou.,O Barry virou-se e foi para casa.,1
277,"Um dia, o Johnny estava a conduzir quando sentiu um estranho inchaço.",Ele parou e viu que o pneu estava furado!,Ele inspecionou-o mais de perto e viu que tinha atropelado um prego.,O Johnny teve de pôr o donut e ir até uma oficina.,Johnny ficou muito feliz por ter um pneu furado.,Eles consertaram-no e o Johnny foi para casa.,2
278,A Amy queria mais espaço em casa.,Ela decidiu procurar um novo apartamento.,A Amy encontrou um apartamento novo pelo preço certo perto do seu trabalho.,A Amy visitou o apartamento para o ver pessoalmente.,Ela mudou-se para um apartamento menor e mais barato.,A Amy assinou um contrato de arrendamento e mudou-se para o apartamento.,2
279,Os meus irmãos e eu estávamos a partilhar uma pizza.,Só havia uma fatia.,Todos nós o queríamos.,"Antes que alguém pudesse dizer alguma coisa, lambi-o.",Tenho de comer a fatia.,Eu comi um hambúrguer.,1
280,A May era uma gata de abrigo que a loja de animais adoptou no dia da adopção.,A Cathy e a família foram à loja de animais no dia da adopção.,Cathy apaixonou-se por May assim que a viu.,"Depois de solicitar a adoção de May e ser aprovada, Cathy adotou May.",A May e a Cathy davam-se muito bem.,A May saiu e a Cathy nunca mais a viu.,1
281,Monica era uma menina de oito anos que adorava tricotar lenços.,"Um dia, Monica foi convidada para um aniversário.",Monica não tinha dinheiro para comprar um presente para sua amiga.,A Monica decidiu fazer-lhe um lenço.,Monica ficou feliz de ver sua amiga admirar o presente caseiro.,A Monica fez o lenço para doar a um orfanato.,1
282,O suspeito viu que a porta da cela estava destrancada.,Ele empurrou e abriu-se.,"Ninguém o estava a vigiar, por isso fugiu.",Ele calmamente saiu da frente da delegacia.,O suspeito decidiu entregar-se.,Ninguém parecia ter reparado no suspeito.,2
283,Uma rapariga apaixona-se por um rapaz e ele também gosta dela.,Ela descobre que os pais deles não se dão bem.,O rapaz e a rapariga amam-se muito.,"Mas, eles não querem ferir os sentimentos dos pais, por isso ficam longe.","Mas, eventualmente, eles se juntam de qualquer maneira.",Os pais do rapaz e da rapariga estão muito felizes por se amarem.,1
284,"Um dia, o presidente dos Estados Unidos visitou a minha cidade natal.",Esperei horas na fila para o ver.,Fiquei em frente ao pódio enquanto ele dava um discurso comovente.,"Quando saiu, ele apertou-me a mão!",Fiquei emocionado.,Estava completamente entediado.,1
285,O pai do Jake levou-o ao seu primeiro jogo de futebol.,Chegaram cedo e tinham bons lugares.,Eles comeram cachorros-quentes e beberam refrigerante também!,O Jake até viu o seu jogador favorito durante o jogo!,O Jake divertiu-se muito no jogo de futebol com o pai.,O Jake não se divertiu naquele dia.,1
286,Queria fazer algo divertido.,Procurei algo barato para fazer.,Decidi ir nadar.,Encontrei uma praia de lago local para visitar.,Fui até à praia.,Decidi visitar Las Vegas.,1
287,A Amy não estava satisfeita com o trabalho dela.,"Em vez de entregar, ela fugiu da aula.",Foi a um café para reescrever.,Ela produziu um artigo de que se orgulhava.,A Amy começou a ir para a escola no café.,"A Amy teve um A no teste, mas está em apuros por faltar às aulas.",2
288,Steve era um carpinteiro hábil.,Ele tinha um plano para surpreender a mulher com uma peça nova.,"Ela queria uma nova mesa, então foi isso que ele decidiu fazer.","Ele cortou toda a madeira, montou a mesa e a manchou.",A esposa de Steve ficou extasiada com o presente.,A mulher do Steve pediu o divórcio no mesmo dia.,1
289,Não acredito na sorte.,Mas o pai da minha namorada partiu um espelho ontem.,"Nem cinco segundos depois, ele bateu com a mão na porta do carro.","Então, a caminho do hospital, atropelou um veado.",Já não considero o golfe um desporto.,"Como se a sorte dele não pudesse piorar, o hospital estava fechado.",2
290,O Jon sentia-se um mau pai.,"Trabalhava até tarde, e muitas vezes não tinha os filhos quando voltava para casa.","Nos fins de semana, ele estava cansado e mal-humorado.","Um sábado, o filho sentou-se no sofá e apoiou-se no braço do Jon.",John foi ao cinema sozinho.,O Jon adorava passar tempo com as crianças.,2
291,Ben caminhou pela rua e encontrou o fim de uma corda.,Ele pegou-a e puxou-a.,"Mais cordas vieram, mas não o fim.",O Ben seguiu a corda para ver onde ela ia.,O Ben ficou fascinado com a corda.,O Ben foi correr.,1
292,O Juan queria ser um luchador.,Ele cresceu a vê-los na televisão.,Ele treinava todos os dias na cave.,"Eventualmente, ele foi adicionado a pequenos shows.",O Juan decidiu que ser lutador era uma aspiração estúpida.,Juan acabou por ser bem sucedido.,2
293,"No domingo, a Tori descobriu que estava grávida!",Ela imediatamente ligou para o marido para compartilhar as boas novas.,O marido da Tori estava tão entusiasmado.,Os dois discutiram nomes de bebês por quase meia hora.,Eles finalmente decidiram um nome de menino e um nome de menina.,A Tori teve de ir a terapia porque estava tão aborrecida.,1
294,A Sara trabalha na porta ao lado de uma padaria.,"Ela está a fazer dieta, por isso nunca pode ir lá.",Um dia ela percebe que a padaria fechou.,"Na semana seguinte, abre uma loja de sumos orgânicos saudáveis.",A Sara foi capaz de passar por lá e comprar comida.,A comida era muito insalubre para a Sara.,1
295,O Rufus acabou de se matricular numa nova escola e não tem lá amigos.,"No início, sente-se apreensivo e preocupado por não encontrar ninguém.","No entanto, um tipo simpático chamado Ralph apresenta-se a Rufus um dia.",Eles percebem que estão na mesma aula de Química.,Decidem ser parceiros de laboratório na turma.,O Rufus está feliz por ter um amigo na aula de Geometria.,1
296,Tom queria um conjunto de Química para o Natal.,A mãe dele disse que era muito perigoso para um menino.,"Tom pediu um cachorrinho em vez disso, e sua mãe de repente mudou de idéia.","Tom não entendeu por quê, mas não se importou.",Ele ficou feliz por ter o kit de Química.,Ele ficou desapontado por receber o kit de Química.,1
297,"Todas as manhãs cedo, os beija-flores visitam a minha varanda.","Hoje, quando os vi, pareciam agitados.",Um pássaro em particular estava a agir muito territorial.,"De repente, um grande pássaro preto apareceu do nada.",Ele comeu o beija-flor territorial facilmente.,Eu matei o rato e atirei o corpo no lixo.,1
298,Eu estava a aparecer numa peça da escola.,O seu traje exigia uma saia de aro.,Não consegui encontrar arcos em lado nenhum!,A mãe dela decidiu fazer os aros sozinha em casa.,O Lo resolveu o problema de matemática.,O Lo tinha o melhor disfarce da peça.,2
299,Era o meu primeiro dia de trabalho.,O meu empresário estava a usar uma camisola dos Beatles.,Ambos falamos do nosso amor pelos Beatles.,Tornamo-nos bons amigos.,"Mais tarde, decidimos formar uma pequena banda.","Mais tarde, o meu empresário disse-me que não gostava dos Beatles.",1
300,O Tyler foi a um jogo de basebol.,Ele viu a sua equipa favorita!,A equipa dele jogou duro.,A equipa dele ganhou!,O Tyler ficou deprimido.,O Tyler estava entusiasmado!,2
301,O dente da Flora começou a doer.,"Ela odiava o dentista, por isso tentou ignorá-lo.",A dor piorou cada vez mais.,"Finalmente, Flora teve de marcar uma consulta com o dentista.",Ela estava animada porque adorava ir ao dentista.,O dentista conseguiu fazer com que o dente dela ficasse melhor.,2
302,O Derek gosta de ler.,Ele leu todos os livros em sua casa.,"Ele precisava de mais para ler, mas não tinha dinheiro.",O Derek tem um cartão de biblioteca!,O Derek nunca mais leu.,O Derek agora lê o tempo todo.,2
303,Fui a um bar com alguns amigos meus.,"Estava falido, mas pensei que podia fazer-lhes companhia.",Acontece que também estavam todos falidos.,"Nenhum de nós comprou nada, e conversamos por horas.",O bar pediu-me e aos meus amigos para sairmos depois de um tempo.,"Depois disso, decidimos todos ir a um restaurante.",1
304,Estive na lavandaria no domingo passado.,Havia uma rapariga gira a lavar a roupa lá também.,Fui lá acima e comecei a ter uma conversa.,"Ela sorriu, mas não parecia interessada.","Deixei-a sozinha, mas olhei-a de espreitadela.",Comprei-lhe um vestido naquela tarde.,1
305,Pat acordou com a vontade de faltar ao trabalho.,Então ele ligou naquela manhã usando uma voz falsa doente.,"Nem uma hora depois de ligar, ele recebe uma mensagem.",Diz-lhe que o trabalho foi cancelado porque está a nevar.,Pat entrou no carro e foi para o trabalho.,Pat sentiu-se tolo por fingir estar doente.,2
306,O Greg ia de bicicleta à loja.,Um braço emergiu de um beco quando o Greg passou.,O Greg caiu da bicicleta quando foi empurrado para o chão.,Ele observou da calçada como um homem se afastava de bicicleta.,O Greg fez um relatório à polícia e acabaram por apanhar o ladrão.,O Greg julgou a competição de cozinha de chili.,1
307,O Johnson nunca gostou muito de estar ao ar livre.,A namorada dele provoca-o por ele nunca poder ir acampar.,Johnson decide provar que ela estava errada.,Ele arruma uma tenda e vai acampar por um fim de semana.,"Ele teve um fim-de-semana miserável, mas disse à namorada que foi óptimo.",Johnson era um ávido amante do ar livre e costumava fazer caminhadas.,1
308,O Jim perdeu a carteira que tinha todo o dinheiro dele.,Ele não teria mais dinheiro para comprar comida para sua família até o próximo mês.,"Enquanto isso, o Pete encontrou uma carteira no estacionamento do banco.",Tinha centenas de dólares e o Pete queria mesmo uma televisão nova.,O Pete ficou com a carteira e doou o dinheiro para caridade.,"Então, o Pete ficou com a carteira e comprou uma televisão nova com o dinheiro.",2
309,A Sally tinha uma irmã mais velha que era boa em tudo.,Um dia ela disse à irmã Mary que se sentia insegura.,Mary riu-se dela e disse-lhe que ela também tinha muitos pontos fortes.,A Sally olhou para si mesma de uma maneira diferente.,A Sally achava que a irmã era cruel.,A Sally sentiu-se melhor.,2
310,Tive de levar o meu filho às urgências este Verão.,Estava a jogar futebol com uns amigos e foi atingido na cabeça.,Ele abriu a sobrancelha e nós preocupamo-nos que ele tivesse fraturado a cara.,"Felizmente, não houve fratura.",O meu filho morreu e nós enterrámo-lo no cemitério.,Ele tem uma cicatriz dos pontos.,2
311,A pequena Lorelei tem oito meses e está a fazer dentes.,A mãe tentou tudo para a acalmar.,"Ela já experimentou anéis de dentição frescos, remédios e chá suave e calmante.","Em um último esforço, ela dá-lhe um biscoito de dentição.",A Lorelei acalmou-se depois de ter o biscoito de dentição.,A Lorelei escolheu comprar flores.,1
312,Estive no parque no outro dia.,Eu andei perto do lago e vi alguns patos.,Decidi atirar-lhes pão.,Perseguiram-me furiosamente.,Os patos gostavam muito de mim.,Fugi dos patos.,2
313,O Graham queria um bastão para selfies.,"Ele não tinha muitos amigos, mas adorava tirar fotografias.",Ele finalmente deu o salto e comprou um.,Ele usou-a algumas vezes e depois esqueceu-se.,Ele usou o bastão de selfie todos os dias depois disso.,"Eventualmente, ele jogou-o fora.",2
314,O Lewis conhecia a caverna como a palma da mão.,Cinco espeleólogos iniciantes caminhavam atrás dele.,"De repente, alguns morcegos voaram para baixo da escuridão acima.","Todas as pessoas, menos Lewis, voltaram a correr para a entrada da caverna.",O Lewis começou a dançar.,Lewis riu e disse-lhes para não terem medo dos morcegos.,2
315,O Sean e a Sara iam comprar uma guitarra.,O Sean apanhou a Sara e foram à loja.,"Lá dentro, eles tocavam com várias guitarras diferentes.",A Sara escolheu o favorito e trouxeram-no para o balcão.,Sara fez a compra com entusiasmo.,A Sara decidiu comprar um Viola.,1
316,Chris não estava ansioso para ir à escola na sexta-feira.,"Havia um teste difícil que se aproximava, para o qual ele não estava preparado.","Quando ele foi para a cama na quinta-feira, estava preocupado.","Quando acordou na manhã de sexta-feira, havia caído quase 30 centímetros de neve!",Bill começou a se preparar para a escola.,Bill sentiu-se aliviado.,2
317,A Martha era uma péssima cozinheira e o namorado dela sabia disso.,Ele apresentou-a a programas de culinária e assistiu-os com ela.,Ela praticava coisas que aprendeu nos programas.,"Com o passar dos dias, a sua culinária começou a melhorar lentamente.",Martha tornou-se uma costureira perita depois de algum tempo.,"Depois de um tempo, tudo o que Martha cozinhava era delicioso.",2
318,Havia um gato vadio que amava o meu gato.,Ele vinha vê-la todos os dias.,"Acabei por o acolher e deixá-lo entrar, e chamei-lhe Tokyo.","Ficou muito doente, do nada.",Ambos os gatos estavam muito saudáveis.,Levei-o ao veterinário para o tratar e ficou melhor.,2
319,Um escritório no centro tinha um tapete vermelho.,O pessoal do escritório queixou-se de que estava sempre sujo.,Mas nenhum dos aspiradores conseguiu limpá-lo.,Então contrataram um limpador de carpetes profissional.,Acabou mais sujo do que antes.,O tapete parecia quase novo depois de ser limpo.,2
320,A Lexi queria ser saudável.,Mas ela queria chocolate quente.,Então ela decidiu não adicionar açúcar.,O chocolate quente tinha um sabor chato.,Ser saudável nem sempre é divertido.,Ela adorava o donut que estava a comer.,1
321,A Anna queria asas de frango.,Ela conduziu o carro até Buffalo.,"Lá, ela encontrou um restaurante de ala autêntico.",Ela pediu uma dúzia de asas quentes.,A Anna comeu as asas todas enquanto dirigia para casa.,Anna estava feliz com a sua refeição de lasanha.,1
322,O meu irmão não parava de me dar a mão no comando.,Finalmente decidimos dividir o seu uso.,"Um dia, todos nós teríamos.","O meu irmão, então, meteu-se numa luta sobre quem devia ter o primeiro dia.",Eu nunca assisto televisão com meu irmão.,Concordei em deixar o meu irmão usar o comando primeiro.,2
323,A Ivy estava a voar num pequeno avião de turismo.,"De repente, o piloto fez um anúncio.",O avião tinha um problema com o leme e ia cair!,A Ivy rapidamente se preparou para a posição de choque.,"Quando o avião se corrigia de repente, Ivy sentiu uma onda de alívio.",A Ivy estava feliz por ter escolhido voar.,1
324,O Joey era um aluno do segundo ano que gostava de pintar livros de colorir.,"Ele tinha usado a maioria dos seus lápis de cor, por isso só tinha os castanhos e os pretos.",Os pais dele achavam que o Joey era um artista por causa das cores estranhas.,Eles penduraram o seu trabalho no frigorífico para todos admirarem.,O Joey sentia orgulho em si mesmo.,O Joey desejava que os pais o apreciassem.,1
325,"O John tinha uma grande apresentação de cliente amanhã, mas não se sentia preparado.",Não é que ele estivesse nervoso por apresentar.,O John sempre se sentiu à vontade na frente de multidões.,"Este conteúdo, porém, carecia de polimento e precisava de refinamento.",O John decidiu trazer bagels para o trabalho.,"John reformulada a apresentação, e foi um grande sucesso.",2
326,O Fred decidiu jogar na loteria.,"Ele adorava jogar, mas nunca ganhava.",Ontem comprou dois bilhetes.,"Quando ele foi para casa, descobriu uma grande notícia.",O Fred não ganhou na lotaria.,O Fred tinha ganho na lotaria.,2
327,A Gina estava a usar uma casa de banho numa estação de serviço.,"Ela foi lavar as mãos, mas não havia sabão.","Ela olhou no armário debaixo da pia, esperando encontrar algum.",Também não havia sabão.,A Gina roubou o sabão que estava na casa de banho.,Então ela teve que se contentar em lavar as mãos.,2
328,"Quando era hora de comer, a mãe tocava o sino.",O pai e o Bill reconheceram esse som quando o ouviram.,"Deixaram de trabalhar no jardim, com cuidado, e lavaram as mãos.",A mãe ficou feliz quando finalmente chegaram à casa.,Depois gritou para que voltassem ao trabalho.,A família sentou-se e desfrutou de uma refeição juntos.,2
329,O pai da Emmy levou-a a escolher um gatinho.,Havia dois juntos numa jaula.,Ela não conseguiu separá-los!,Ficou triste por ter de escolher.,O pai da Emmy disse que ela podia ficar com os dois gatinhos.,A Emmy foi-se embora zangada porque queria um cão.,1
330,A Jill foi para a faculdade.,A Jill estudou muito.,A Jill passou em todos os testes.,A Jill conseguiu o diploma.,A Jill encontrou um bom emprego.,A Jill comia frequentemente feijão lima.,1
331,O Jerry sempre quis aprender a tocar guitarra.,Ele estava preocupado que fosse velho demais para aprender algo novo.,"No entanto, ele decidiu se inscrever em aulas semanais de violão.","Finalmente, tornou-se um guitarrista razoavelmente bom.",O Jerry decidiu tocar a guitarra para os amigos.,O Jerry jogou a guitarra no lixo.,1
332,O Kyle colecionou muitas coisas.,Ele tinha uma extensa coleção de figuras de ação.,"Todos os dias, ele ia à procura de novas figuras para a sua colecção.",Ele conseguiu adicionar uma nova figura uma vez por mês ou assim.,O Kyle gostava muito de heróis da Marvel.,O Kyle achava que o Super-Homem era uma construção ridícula.,1
333,Francine notou que todos os seus amigos usavam sapatos de salto alto.,"Embora ela amasse a aparência dos saltos, odiava a sensação.","Um dia, ela decidiu usar um par de calças para conhecer os amigos.",Todos os amigos dela elogiaram o quão bem eles estavam.,Francine ficou feliz por usar sapatos confortáveis!,A Francine voltou a testar a fórmula para o genoma desaparecido.,1
334,"Quando era jovem, adorava esconder-me e esgueirar-me.",Eu tocava mesmo quando os outros não sabiam.,Eu só me escondia e saltava para as pessoas.,Fazia isto sempre na escola primária.,"Quando fiquei mais velho, tive de parar de saltar para as pessoas.",As pessoas ficaram muito felizes quando eu joguei este jogo sem elas.,1
335,A Rachel estava a ver o correio diário.,Ela encontrou uma carta escrita em um idioma estrangeiro.,A Rachel mostrou a carta aos amigos.,Ninguém podia ler ou entender a carta.,A Rachel não queria saber o que dizia a carta.,Rachel levou-o a um professor de línguas para que o traduzisse.,2
336,A Deb foi despedida do emprego por causa de cortes.,Ela ficou muito chateada e foi para casa para ficar mal-humorada.,"O marido disse-lhe que tudo ia ficar bem, mas a Deb não tinha a certeza.","No dia seguinte, o marido da Deb arranjou-lhe uma entrevista no seu trabalho.",A Deb voltou a trabalhar no mesmo emprego em que trabalhava há anos.,Ela conseguiu o emprego.,2
337,A Bethany tinha vergonha dos pêlos do braço.,Ela tentou raspar-se.,Cresceu de novo em poucas semanas.,Ela fez uma depilação a laser.,Ela desejava que crescesse de novo.,Ela sentiu-se melhor consigo mesma.,2
338,Os pais da Gina iam para Illinois.,"Gina sentou-se no banco de trás, esmagada pelos irmãos.","Para piorar as coisas, era hora de ponta.",O trânsito avançava lentamente.,A Gina saiu e voltou a pé para casa.,Gina fechou os olhos e fez o melhor que pôde para dormir.,2
339,"Um verão, eu e a minha irmã montamos um posto de limonada.",Era o primeiro mês numa casa nova e não conhecíamos ninguém.,Poucas pessoas passavam e ainda menos paravam.,O velho pastor veio da porta ao lado.,Ele comprou limonada e fez com que nos sentíssemos bem-vindos na vizinhança.,Ele derramou a nossa limonada no chão.,1
340,Bob mudou-se de uma pequena cidade para uma grande cidade.,Ele estava preocupado que ele sempre se perdesse.,"No primeiro dia, ele perdeu-se a tentar chegar a casa do trabalho.",Então Bob comprou um sistema de navegação para ajudá-lo a aprender a andar.,O Bob sabia como andar e nunca usou o sistema de navegação.,O sistema de navegação ajudou muito o Bob.,2
341,A Kelly estava a ler sobre animais híbridos na Internet.,E ela viu fotos de ligers.,Ficou impressionada com o tamanho e a força deles.,Mas ela perguntava-se se eles poderiam viver na natureza.,A Kelly só os tinha visto no zoo.,A Kelly lembrou-se de quando a avó lhe mostrou as flores.,1
342,Jorie foi com a família visitar a casa de Anne Frank em Amsterdã.,Ela leu o livro de antemão.,Ela achou que a casa era muito pequena.,A mãe dela chorou enquanto olhava pelo museu.,Jorie admitiu que foi uma visita muito emocional.,Decidiram visitar o clube de comédia lá em cima.,1
343,A Clara foi para casa do trabalho um dia.,Então ela percebeu que se tinha trancado lá fora!,As chaves dela ficaram na mesa da cozinha naquela manhã.,Ela teve de ligar à mãe para pedir ajuda.,A Clara gostava de estar lá fora.,A mãe da Clara ajudou imediatamente.,2
344,"No outro dia, estava a limpar um pouco o apartamento.",Decidi livrar-me de toda a bagunça e dos papéis na mesa.,"Debaixo de todas elas, havia uma carta mais antiga da minha namorada.",Disse que queria acabar comigo.,Fiquei zangada e confusa com a carta.,Fiquei muito feliz com a carta.,1
345,O Ben era casado com a namorada do liceu.,Eles foram casados por muitos anos.,"Um dia, Ben percebeu que não era feliz em seu casamento.",Decidiu ter um caso.,A mulher dele orgulhava-se dele.,A mulher descobriu e eles divorciaram-se.,2
346,Um homem apostou com outro que ele podia superar um pato.,Encontraram um pato e olharam para ele.,"Embora o pato não estivesse ciente do que estava acontecendo, ele não piscou os olhos.","No entanto, molhou os olhos com a sua membrana nictitante.",O homem finalmente piscou os olhos.,O homem queria perder a aposta.,1
347,O Shay foi ao parque marinho.,"Lá, ela viu um cartaz anunciando a natação de golfinhos.",Shay entregou ansiosamente os seus 40 dólares e vestiu-se.,"Depois, saltou para a piscina para nadar com os golfinhos.",A Shay divertiu-se imenso.,A Shay não gostava de golfinhos.,1
348,A Lia foi para Inglaterra.,Ela fez uma visita de autocarro.,A excursão parou em Stonehenge.,A Lia saiu do autocarro para ver.,A Lia odiava ir para Inglaterra.,A Lia tirou muitas fotos de Stonehenge.,2
349,Estava a beber um copo de sumo.,O meu copo derramou-se no balcão.,Procurei algo para limpar o derramamento.,Encontrei um pacote de toalhas de papel.,Eu limpei a bagunça.,Deixei a confusão e fiz uma sanduíche.,1
350,O Arthur e os amigos estavam a sair.,Estavam a beber cerveja e a falar.,"De repente, a cerveja acabou.",O Arthur não quis levar a última.,O Arthur sentiu-se bem por ter levado a última.,O Arthur pediu outra rodada para os amigos.,2
351,A Hester sempre gostou de ter o cabelo liso.,Um dia ela é convidada para assistir a uma inauguração de uma galeria de arte.,Ela decide endireitar o cabelo para o evento.,Os amigos dela elogiam-na por estar tão bonita.,A Hester tem orgulho da sua aparência.,A Hester rapou a cabeça.,1
352,A Jill queria comprar um carro novo.,A Jill levou o seu carro velho até à concessionária.,O vendedor trocou o carro velho de Jill por um novo.,"Depois de pagar também ao vendedor, Jill comprou seu novo carro.",A Jill estava entusiasmada.,A Jill estava deprimida.,1
353,O Jaden era bastante esquecido.,Ele não tinha reparado que já era Dia dos Namorados.,"Sentindo-se apressado, ele saiu e comprou flores e chocolate.",A namorada do Jaden veio a casa e encontrou os doces.,A namorada do Jaden deu-lhe um tapa na cara.,O Jaden salvou o dia.,2
354,O John recebeu uma bicicleta no aniversário dele.,Ele não sabia montar.,Ele treinou a semana toda.,"No final da semana, ele tirou as rodas de apoio.",Ele era capaz de andar de bicicleta muito bem sem eles.,"Ele percebeu que andar de bicicleta não era para ele, e tirou uma soneca.",1
355,O Quentin nunca tinha estado num barco na vida dele.,"Um verão, um amigo convidou Quentin para a casa dele no lago.","Quando lá estiveram, o Quentin e o amigo dele foram velejar.",Foi uma experiência emocionante.,O Quentin ficou feliz por ter ido.,O Quentin jurou nunca mais navegar.,1
356,Um homem pediu panquecas num restaurante ao servidor.,Ela trouxe-lhe um prato de panquecas minutos depois.,O homem reclamou que as panquecas eram muito grossas.,O empregado trouxe-as de volta para a cozinheira.,O cozinheiro elogiou-o.,O cozinheiro decidiu refazer as panquecas.,2
357,Os meus filhos queriam um animal de estimação.,"Como família, decidimos que era uma ótima ideia.",Fomos ao abrigo animal local para encontrar o nosso novo amigo peludo.,"Ao chegarmos, encontramos um laboratório negro que todos nós automaticamente amamos.",Decidimos que o laboratório negro não devia vir para casa connosco.,Adotámos o laboratório negro e levámos-na para casa.,2
