,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
211,Joline je otišla u salon za nokte da se manicure.,Tehničar za nokte je očistio i ošišao njene nokte.,Joline nije mogla da odluči koju boju lak za nokte želi.,Tehničar za nokte je predložio dizajn koji koristi više boja.,Pustila je tehničara da joj promeni ulje.,Joline odluči da prihvati savet tehničara.,2
212,"Harry je tajno mrzio uklete kuće, ali nije mogao da iznevjeri svog prijatelja.","Pretvarajući se da su hrabri, ušli su u mračnu kuću.",Uspio je da prođe kroz sve to bez da vrišti.,"Na samom kraju, oni su pali kroz trik pod u gomilu glue.",Harry je poželeo da nije otišao.,"Harry je bio tako sretan što je u ""Goo"".",1
213,Bobby je htio da bude hrvač.,U srednjoj je bio na hrvanju.,Onda se pridružio timu na koledžu.,Ubrzo je počeo profesionalno da se bori.,Više nije imao interesa za rvanje.,Prerano je otišao u penziju zbog povrede.,2
214,Joan je odlučila da se oduševi sa suši večerom.,"Ali hrana je bila loša, a konobar još lošiji!","Pitala je za menadžera, ali on se nije potrudio da dođe.","Iako joj to nije bilo prirodno, Joan se toliko naljutila da je otišla bez plaćanja.","Joan se osećala loše zbog večere, ali je bila sretna što je bila odlučna.",Joan je otišla u restoran sledeće noći.,1
215,Jesse je oduvek želeo da napravi tetovažu.,Njeni roditelji su bili protiv tetovaže.,Jednog dana na njen osamnaesti rođendan odlučila je da kupi jedan.,Ima tetovažu sa tijarom na ramenu.,Džesijevi roditelji su bili uznemireni zbog nje.,Džesijevi roditelji su bili uzbuđeni kad su videli tetovažu.,1
216,Juliette je htjela da bude naučnica kad odraste.,Odlučila je da mora da izvede eksperiment.,Ona je ispraznila kutiju sode bikarbone u lonac.,Onda je ulivala sirće.,Juliette je izgradila vulkan.,Juliette je bila dosadna.,1
217,Jaclyn je došla da se druži sa Robovom djevojkom.,Jaclyn i Rob se ne slažu.,Rob je pokušao da zadrži mir i bude fin.,Jaclyn je stalno govorila vrlo podmukle komentare i primedbe,Rob je napokon otišao da se druži sa prijateljima.,Rob je bio veoma sretan što je provodio vreme sa Džeklin.,1
218,Šeron i njena sestra su otišle u prodavnicu da kupe jaja.,Imali su goste na večeri i pecali su tortu.,Na putu u kuću Sharon se spotakla i pala.,Jaja su mu izletela iz ruku i pala na beton.,Sva jaja su bezbedno sletela.,Sharon je slomila sva jaja.,2
219,Bio jednom trgovac robljem.,Našao je boga i promenio svoje zlobne puteve.,Napisao je pesmu o svom preobražaju.,Ta pesma je postala poznata i popularna.,Svi su mrzili pjesmu trgovca robljem.,Trgovac robljem je postao veoma poznat i bogat zbog svoje pesme.,2
220,Ella je izašla na sanke jedno popodne.,U početku je uživala.,Onda je pala sa sanke.,Posjekla je čelo na kamen u zemlji.,Ella je morala da bude odvedena kod doktora.,Ella je bila nepovređena od pada.,1
221,Steph je obično jeo veliki doručak.,Ali njen novi posao značio je da je imala manje vremena da kuha.,Zato je Stef odlučila da jede jednostavniju hranu i manje porcije.,"I za mjesec dana, izgubila je 5 kilograma.",Njen doktor je rekao da je i ona zdravija.,Osećala se kao potpuni neuspeh.,1
222,Bobby je bio zvijezda fudbala u školi.,On bi uvek dobio priznanje za svoj talenat.,Jednog dana je bio u veoma važnoj utakmici.,Ruka mu je povređena u tom procesu.,Bobby je satima pratio loptu nakon utakmice.,Bobbyju je trebalo vremena da se oporavi od povrede.,2
223,Susan je otišla u bioskop sa prijateljima.,Susan je koristila svoj mobilni u kinu da proveri e-mail.,Došao je uslužitelj i zamolio Suzan da napusti pozorište.,Susan je morala da čeka u predvorju dok su njene prijateljice završavale film.,Susan je bila uznemirena zbog cijelog iskušenja.,Susan je bila veoma srećna zbog iskustva.,1
224,Margi je imala božićni kaktus.,Nikada nije procvjetala.,Dala je biljku Desi.,Desi se dobro brinuo o biljci.,Kaktus je cvetao pod njegovom brigom.,Zlatne ribe su bile veoma srećne i zdrave.,1
225,Gina je bila u parku sa svojom prijateljicom Pam satima.,Sunce je sad zalazilo.,Ona je rekla zbogom i krenula kući.,"Kada je stigla, bilo je mrak.",Gina je odmah otišla u krevet.,Gina je odlučila da nije dovoljno kasno i izašla je van.,1
226,Avery je bio veoma uzbuđen.,Večeras je bila njegova prva košarkaška utakmica.,Vežbao je i njegovi roditelji su došli da ga posmatraju.,Avery je dobro igrao sa svojim kolegama i čak je postigao neke bodove!,Averyovi roditelji su ponosni.,Averyjevi roditelji su se stidjeli njega.,1
227,Gary je volio da radi u bašti.,Proleće je brzo prišlo i on je želeo da počne sa sadnjom.,Proverio je u Almanahu koje biljke su sigurne za bašt.,Tom je odlučio da posadi neke orhideje.,Orhideje bi bile ružne.,Orhideje bi bile prelijepe.,2
228,Bay je bila nervozna.,Njen dečko se ponašao čudno tokom večere.,Bay je mislila da će je ostaviti.,Ali onda je kleknuo.,I pitao je da se uda za njega.,I on je počeo histerično da se smeje.,1
229,Tommy je imao loš dan.,Prijatelji su ga pokušali oraspoložiti izlazeći sa njim.,"On je gunđao, ali je išao.",Pio je i plesao sa prijateljima celu noć.,Tommy je imao dobre prijatelje.,Tommy je imao loše prijatelje.,1
230,Ariel je naša beba od 5 meseci.,Probudila se pre neki dan izuzetno uznemirena.,U početku nismo mogli da shvatimo šta nije u redu.,Onda smo videli da joj se probio novi zub kroz gume.,Otišli smo kod zubara koji je izvadio zub.,Imali smo pakao nedelju kad joj je zub izašao.,2
231,Amelia je odlučila da ode na odmor u Meksiko.,Rezervirala je let i hotel.,"Kada je stigla u Meksiko, sigurno je posetila mnogo različitih stvari.",Volela je svaki trenutak.,Amelia je odlučila da se nikada ne vrati u Meksiko.,Amelia je odlučila da češće odmara u Meksiku.,2
232,Ponekad se moja deca pitaju da li je Deda Mraz stvaran.,Svake godine smo mu ostavili kolačiće i mlijeko na Badnjak.,Svaki Božić smo našli praznu čašu i mrvice od kolača.,Jedne godine smo pronašli komadiće kolača vani u snijegu.,Rekli smo deci da je Deda Mraz morao da se podeli sa sobovima.,Rekli smo deci da je Dan zahvalnosti.,1
233,Ejmi se probudila danas veoma gladna.,"Nažalost, ona se takođe probudila veoma kasno.",Žurilo joj se po kući i nije imala vremena za doručak.,"Kada je stigla na posao, shvatila je da joj je kolega donio doručak!",Bila je tako zahvalna i obećala je da će joj vratiti novac.,Nije htela da jede.,1
234,Škola je dobila grant za izgradnju kompjuterske laboratorije.,Njihov IT odjel je radio puno istraživanja da pronađe najbolju opremu.,Kupili su opremu sa novcem od subvencije.,Računarska laboratorija je bila veliki uspjeh.,Vlada je nastavila da finansira kompjuterske laboratorije.,Deca su patila od kompjuterskih laboratorija.,1
235,Bio sam kapiten teniskog tima.,Igrali smo protiv naših rivala iz divizije.,Bio sam u jednakosti sa protivnikom.,Imao sam prednost od dvojice.,Odlučio sam da odustanem od igre.,Ja sam pobedio u borbi.,2
236,Ben je trener košarkaškog tima i danas je imao probne utakmice.,Mora da izbaci jednog klinca jer nije dovoljno dobar.,Oseća se loše jer zna da će dete biti razočaran.,Daje mu savete i stvari na kojima treba da radi za sledeću sezonu.,Dečko je vježbao cijelu godinu i sledeće godine je ušao u tim.,Mali je veoma ponosan na sebe.,1
237,Policajac Dunn nije hteo da povredi nikoga tokom protesta.,"Rekao je nekoliko ljudi da odu, ali oni nisu.",Oslobodio je svog policijskog psa.,Pas je ugrizao majku i njeno dete.,Bebe su čak ljubile psa odmah posle.,Policajac Dunn je bio šokiran zbog onoga što je njegov pas uradio.,2
238,Primijetio sam da mi kosa postaje duga.,Odlucio sam da probam da je skinem tog popodneva.,"Kada sam pronašao odgovarajućeg brijača, svratio sam da me ošiše.","Nije bilo reda, bilo je super brzo!",Meni se stvarno dopala moja nova frizura.,Napravio je najbolji sendvič u gradu.,1
239,Vozio sam motor preko ulice.,Išao sam putem koji je vodio do staze za jahanje.,Uradio sam nekoliko krugova.,"Dosadno, vozio sam se nazad kući.",Očistio sam motor nakon što sam došao kući.,Promenio sam lozinku za wifi da poboljšam sigurnost.,1
240,Ryan je dobio poziv od prijatelja da preskoči posao jednog dana.,Propustio je voz za posao i otišao u park.,Ryan i njegov prijatelj su se igrali sa pticama u parku cijeli dan.,"Na kraju dana, napustili su park i vidjeli Ryanovog šefa.",Rajan je dobio otkaz.,Ryan je unaprijeđen.,1
241,Čovek je vozio mnogo sati na autoputu.,Vidio je znak za stanku dva kilometra dalje.,Stavio je auto u pravu traku u očekivanju.,Otišao je na izlazak za odmor.,Čovek je stao na stanici i izašao iz auta.,Čovek je nastavio da vozi još nekoliko sati.,1
242,Josiah je bio beba koja je pokušavala da puzi po prvi put.,"Da bi mu pomogla, njegova majka je iznela uzbudljivu igračku koja je cinkirala.","Dok je ona napravila da igračka trči, Josiah je postao veoma zainteresovan.",Počeo je da tapće po zemlji i krenuo prema majci.,Josiah je puzao do majke i uzeo igračku.,Josija se prevrnuo i igrao se nogama.,1
243,Htela sam ljubimca za rođendan.,"Nisam bio siguran šta da uzmem, već sam imao pse.",Gledao sam na Fejsbuku i video mini svinju.,Otišao sam po nju.,"Donio sam psa kući, pošto već imam toliko pasa.",Vozio sam se kući sa mini svinjom u autu.,2
244,Sam je htio da bude pevač.,Tako je upisao časove pevanja na svom koledžu.,"Prvi dan nastave, od svakog se tražilo da otpeva pesmu.",Sam je bio veoma posramljen prvog dana.,Svi njegovi kolege su bili veoma podrška.,Njegovi kolege su ga naučili da prevaziđe strah od visine.,1
245,Matt nije bio baš samouveren.,"Uvijek je bio zaljubljen u svoju susjedu Lexy, ali je bio uplašen.","Međutim, kada se maturalna bliži, odlučio je konačno da se pokrene.","Matt je pitao Lexi da bude njegov datum, i ona je odmah rekla da.",Matt i Lexi su se super proveli na maturalnoj.,Matt je bio nesrećan na prijelazu događaja.,1
246,Šjana je imala test pravopisa.,Htjela je da ga prođe.,Ona je naporno učila.,Napravila je 100.,Bila je slomljena.,Šjana je bila presrećna.,2
247,"Džon je htio pizzu, ali je bio švorc.",Onda se setio da je dobio besplatnu picu prošle nedelje!,Nazvao je piceriju i dao im svoj kod.,Poslali su mu besplatnu picu sat vremena kasnije.,John je umjesto toga jeo mrkve.,Džon je proždirao svoju picu.,2
248,Jill je morala da ide na satove plesa oko 20h.,Pripremio se i odvezao na mjesto sastanka.,On je samo bio jedan od prvih ljudi koji su se prijavili na audiciju.,"Nakon njegovog nastupa, sudije su bile impresionirane.","Čekao je da ga nazovu, ali više se nije čuo sa sudijama.",Dobio je mnoge nagrade za svoje plesne nastupe.,2
249,Pokušali smo da ostanemo budni do kasno sinoć.,Pijemo kafu.,Jeli smo čokoladu.,Čak smo trčali krugove oko kauča.,Onda smo se srušili na kauč i spavali posle podneva.,Trčali smo u nadi da ćemo poboljšati brzinu.,1
250,Ali je godinama čuvalo svoje rezervne novčiće u staklenku.,"Želela je novi mobilni, ali nije imala dovoljno novca.",Mislila je da će prebrojati sitnicu u posudi.,"Na njeno iznenađenje, u džbunu je bilo preko 300 dolara.",Ali je trošila 300 dolara na odeću.,Kupila je novi mobilni.,2
251,Mama me je zamolila da odem po neke stvari iz trgovine.,Odlučio sam da odem biciklom u prodavnicu umesto da hodam.,Sreo sam se sa prijateljicom i ponudio joj da se voze mojim biciklom.,"Dok smo se vozili, moj bicikl se raspao na pola.",Shvatio sam da je moj bicikl bio pogodan samo za jednog jahača.,Nepažljivo sam bacio korištene maramice u kanalizaciju.,1
252,U autu je cela porodica bila uzbuđena.,"Nakon 9 sati vožnje, bili su na ulici svoje bake.",Ispred su mogli da vide njenu kuću.,Kuća je bila osvijetljena uprkos kasnom satu od 4 sata ujutro.,Odlučili su da se okrenu.,Jedva su čekali da vide baku!,2
253,Ana je odlagala sa pranjem rublja.,Konačno nije mogla da ga izbegne.,Nosila je svu odjeću u veš-drama.,Nekoliko sati je prala i sušila ih.,Ana je odlučila da više nikada ne čeka toliko dugo.,Ana je nekoliko sati sušila lekovita bilja.,1
254,Mark je otišao u trgovački centar.,"Vidio je par slušalica koje je želio, ali nije mogao da priušti.",Odlučio je da ukrade slušalice.,Mark je onda uhvaćen od strane nekog ko radi.,Radnik je zahvalio Marku na pokroviteljstvu.,Mark ima sudski sastanak sledeće nedelje.,2
255,Prijatelji su mi kupili slagalicu za Božić.,Nisam ga još otvorio.,"Uvijek planiram, ali nešto se stalno pojavljuje.",Kao što je upravo sada razgovaram sa vama.,"Jedva čekam da počnem sa setom ""slika po brojevima""!","Ali za trenutak, pokreću slagalicu.",2
256,Rex nije očistio svoju sobu u Godini.,"Pošto rijetko ima posetioce, ne vidi svrhu u čišćenju.","Međutim, jednog dana odluči da počisti.",Rex usisava pod i pravi svoj krevet.,Rex voli da čisti kupatilo.,Osjeća se bolje u svojoj sobi.,2
257,Plašio sam se sutrašnjeg ispita.,"Pošto je ispit težak, odlučio sam da učim cijelu noć.",Odlučio sam da preskočim večeru samo da imam više vremena.,Na kraju sam bio pripremljen za dan ispita.,Ja sam se dobro snašao na ispitima.,Nisam uspeo na ispitima.,1
258,Moja porodica je bila na odmoru u Italiji.,Hteli smo grupnu fotografiju.,Tražili smo stranca da ga uzme za nas.,Oni su obavezni.,Minhen je dobro izgledao u pozadini slike.,To nam je bila omiljena slika tokom odmora.,2
259,Probudio sam se i pogledao u ormaru za majicu.,Sve je bilo prljavo i na podu.,Uzeo sam majicu da vidim da li smrdi.,Našao sam plavu majicu koja nije smrdila.,Oprao sam plavu majicu.,Ja sam nosio plavu majicu.,2
260,JJ je igrao cijeli dan.,"Kada je došao večer, bio je umoran.","Skoro je zaspao u kadi, a majka mu je rekla da je vrijeme za spavanje.","Majka ga je obučila u pidžamu, odvela ga u krevet i pjevala mu.",Zaspao je.,JJ je bio budan cijelu noć.,1
261,Dvojica lovaca su raspravljali o njihovoj lokaciji u šumi.,Nisu znali da li su stigli na pravo mesto.,Njihova pažnja je bila odvučena kada je veliki jarac ušao u otvor.,Muškarci su bili zapanjeni.,Jedan lovac je zažavljao i otišao.,Tada su shvatili da su na pravom mjestu.,2
262,Todd ima veliki test sutra.,On uopšte nije studirao.,To se računa za 50 odsto njegove ocene.,Todd nije siguran šta da radi.,Todd je ponosan na sebe.,Todd odlučuje da uči koliko god može do sutra.,2
263,Maggie je trebala novog prijatelja.,Umorna je od toga da provodi vreme sama.,Konačno je upoznala prijatelja u književnom klubu.,Devojke su provodile svaki dan zajedno.,Maggie je bila srećna što ima novu pratnju.,Maggie je htjela da bude sama.,1
264,Moj cimer je dobio novi posao na mestu gde sam ja pohađala školu.,Odlučili smo da zajedno idemo na posao.,Ušli smo u auto i krenuli zajedno.,Vožnja je bila kraća sa nekim da razgovaram.,Nisam imao nikog da razgovaram.,"Kada je vožnja završena, razdvojili smo se.",2
265,Brittani je volela da igra video igre na internetu.,"Međutim, ljudi su je maltretirali kada su se borili protiv njenog spola.","Brittany je skoro prestala da igra, ali je našla žensku igračku grupu na Facebooku.","Nakon što se pridružila, počela je da se igra sa devojkama koje je upoznala na internetu.",Na kraju je mrzila sve muškarce.,Osjećala se bolje kada je igrala sa grupom ljepših ljudi.,2
266,Bobby nikada nije bio na karnevalu.,Njegov prijatelj Sam ga je pozvao da ide sa svojom porodicom.,Bilo je toliko toga da se vidi i uradi!,Bobbija omiljena aktivnost je bila vožnja na vrtuljku.,Bobby je bio dosadan.,Bobby je uživao u karnevalu.,2
267,Danas sam slušao radio.,Došla je nova pesma koja mi se dopala.,Nikada nisu rekli kako se zove.,"Stalno sam slušao, ali se to nije spominjalo.",Nadam se da više nikada neću čuti tu pesmu.,Pa sam stavio tekst u Google.,2
268,Al i Val su bili bliski blizanci.,"Obleceni su isto, pricali isto i bili su zajedno 24 sata dnevno.","Jednog dana, Val je dijagnosticirana sa terminalnim rakom.","Uskoro je umrla, a Al je bio potpuno devastiran.",Al i Val su otišli da jedu.,Al se osećao još usamljenije kako je vreme prolazilo.,2
269,Dobio sam tri kazne za brzinu u mom životu.,"Sve tri, kad sam bio tinejdžer.",Čudim se da nisam izgubio dozvolu.,Košta me mnogo novca da ih sve izbrišem iz svog dosijea.,Voleo bih da sam dobio više karata.,Sada vozim normalnom brzinom.,2
270,David je oduvek sanjao da poseti Oregon.,"Iako nema mnogo novca, počinje da štedi.",Konačno je Dejvid imao dovoljno novca za put u Oregon.,"Na svom putovanju, jede lokalnu hranu i vidi neverovatne prizore.",Dejvid uči da svira klavir.,Sjajno se provodi u Oregonu.,2
271,Srednjoškolca je otišao kod zubara.,Rečeno joj je da treba da opet stavi aparat.,Nije bila srećna.,Stavila je proteze i patila je od bola.,"Ali, isplatilo se kad je videla njene uspravljene zube.",Jedva je čekala da joj se zategne aparat za zubne proteze.,1
272,"Džejn je posetila Alden, Njujork.",Njen ujak je tamo imao farmu.,Pomagala je da se brine o životinjama.,Onda je pomagala da se skuplja povrće iz vrta.,Džejn je jela ukusni obrok od plodova svog rada.,Džejn je odlučila da zapali vrt i uništi farmu.,1
273,Seth je radio u fabrici klima uređaja šest godina.,Jednog dana njegov nadređeni saziva sastanak za ceo odjel.,Sethov nadređeni najavljuje da fabrika mora da se zatvori.,Seth shvata u strahu da mora da nađe novi posao.,Seth misli da može naći posao u fabrici klima uređaja.,Seth misli da je dobra ideja da se ažurira svoj životopis.,2
274,Ejmi je vozila do škole kada se auto zaustavio.,Zvala je svog oca.,Došao je i obavijestio je da je pumpa za gorivo u kvaru.,Pozvali su kamion za vuču da vuče auto kući.,Ejmi je onda odvezla u školu.,Ejmi je morala da pešači do škole.,2
275,Rod je pušio cijeli život.,Jedne noći je zaspao dok je gledao televiziju.,Njegova cigareta je još uvek upaljena i pala je na pod.,Zapalio mu je stan.,Rod je poginuo u požaru.,Rod je bio ponosan na ono što je uradio.,1
276,Barry je bio uzbuđen što se konačno registrovao da glasa.,Otišao je na biračko mjesto blizu kuće.,Ušao je u zgradu i primijetio sve oznake kampanje.,Već je znao kako će glasati.,Barry je glasao.,Barry se okrenuo i otišao kući.,1
277,Džoni je vozio jednog dana kada je osetio čudnu grčovitost.,Zaustavio se i vidio da mu je guma pukla!,Istražio je bliže i vidio da je pregazio čavao.,Džoni je morao da stavi krafnu i da vozi do radnje.,Džoni je bio veoma sretan što mu je pukla guma.,Popravili su ga i Džoni je odvezao kući.,2
278,Ejmi je želela više prostora u svom domu.,Odlučila je da traži novi stan.,Ejmi je našla novi stan po istoj ceni blizu njenog posla.,Amy je posjetila stan da ga vidi lično.,"Preselila se u manji, jeftiniji stan.",Amy je potpisala ugovor i uselila se u stan.,2
279,Moji braća i ja smo dijelili pizzu.,Ostao je samo jedan komad.,Svi smo to htjeli.,Prije nego što je iko mogao da kaže bilo šta ja ga lizao.,Moram da pojedem komad.,Ja sam jeo hamburger.,1
280,Mej je bila mačka iz skloništa koju je prodavnica kupila za dan usvajanja.,Kejti i njena porodica su posetili prodavnicu ljubimaca na dan usvajanja.,Kejti se zaljubila u Mej čim ju je videla.,"Nakon što je podnela zahtjev za usvajanje Mej i dobila odobrenje, Kejti je usvojila Mej.",Mej i Kejti su se odlično slazale.,Mej je izašla van i Kejti je više nije videla.,1
281,Monika je bila osmogodišnja devojčica koja je voljela pleti marame.,Jednog dana je Monika pozvana na rođendan.,Monika nije imala para da kupi prijatelju poklon.,Monika je odlučila da joj plete šal.,Monika je bila zadovoljna kada je videla da joj se prijatelj divio domaćem poklonu.,Monica je pletala šal da bi ga donirala sirotištu.,1
282,Osumnjičeni je vidio da su vrata ćelije bila otvorena.,Gurao je na nju i otvorila se.,Niko ga nije posmatrao pa je pobjegao.,On je mirno izašao ispred policijske stanice.,Osumnjičeni je odlučio da se preda.,Niko nije primetio osumnjičenog.,2
283,"Djevojka se zaljubi u momka, a i on je voli.",Saznaje da se njihovi roditelji ne slažu.,Dečak i devojka se toliko vole.,"Ali, oni ne žele da povrede osećanja svojih roditelja, pa se drže podalje.","Ali, na kraju se ipak sastaju.",Roditelji dječaka i devojčice su veoma srećni što se vole.,1
284,"Jednog dana, predsjednik Sjedinjenih Država je posetio moj rodni grad.",Čekala sam satima u redu da ga vidim.,Stajao sam ispred podija dok je održao dirljiv govor.,"Kada je odlazio, rukovao se sa mnom!",Bio sam oduševljen.,Bilo mi je dosadno.,1
285,Jakeov tata ga je odveo na prvu fudbalsku utakmicu.,Došli su rano i imali su stvarno dobra mjesta.,Jedli su hot-doge i pili gazirane!,Džejk je čak vidio svog omiljenog igrača tokom utakmice!,Jake se super proveo na utakmici sa ocem.,Jake se nije zabavio tog dana.,1
286,Htela sam da uradim nešto zabavno.,Tražio sam nešto jeftino da radim.,Odlučio sam da idem na plivanje.,Našao sam lokalnu plažu jezera da posetim.,Vozio sam se do plaže.,Odlucio sam da posetim Vegas.,1
287,Ejmi nije bila zadovoljna svojim radom.,"Umjesto da ga preda, preskočila je časove.",Otišla je u kafić da prepiše.,Napravila je rad na koji je bila ponosna.,Ejmi je počela da ide u školu u kafiću.,"Amy je dobila petku na testu, ali je u nevolji jer je preskočila časove.",2
288,Steve je bio iskusni stolar.,Imao je plan da iznenadi svoju ženu novim komadom.,"Želela je novi stol, pa je on odlučio da ga napravi.","On je posjekao sav drvo, sastavio stol i obarao ga.",Steveova žena je bila oduševljena poklonom.,Steveova žena je podnela zahtjev za razvod istog dana.,1
289,Ne verujem u sreću.,Ali tata moje devojke je juče razbio ogledalo.,"Ni pet sekundi kasnije, udario je rukom u vrata auta.",Onda na putu do bolnice udari u jelena.,Više ne smatram golf sportom.,"Kao da mu sreća ne može biti još gora, bolnica je zatvorena.",2
290,Jon se osećao kao loš otac.,"Radio je do kasno, često je propustio decu kad se vratio kući.",Vikendom je bio umoran i mrzovoljan.,"Jedne subote, njegov sin je sjedio na kauču i naslonio se na Džonovu ruku.",Džon je otišao u bioskop sam.,Jon je volio da provodi vreme sa decom.,2
291,Ben je hodao ulicom i našao kraj konopca.,Podigao ga je i povukao.,"Došlo je još žice, ali ne i kraj.",Ben je pratio konopac da vidi gde je otišao.,Ben je bio fasciniran konopcem.,Ben je otišao na trčanje.,1
292,Juan je htio biti luchador.,Odrastao je gledajući ih na televiziji.,Svaki dan je vežbao u podrumu.,Na kraju je dobio i male emisije.,Juan je odlučio da je biti luchador je glupo težnja.,Juan je na kraju bio veoma uspešan.,2
293,U nedelju je Tori saznala da je trudna!,Odmah je nazvala svog muža da mu prenese dobru vest.,Torijin muž je bio isto uzbuđen.,Dvojica su razgovarala o imenima za bebe skoro pola sata.,Konačno su odlučili na jedno muško ime i jedno žensko ime.,Tori je morala da ide na terapiju jer je bila uznemirena.,1
294,Sara radi pored pekare.,"Na dijeti je, pa ne može da ide tamo.",Jednog dana primeti da je pekara zatvorena.,Sledeće nedelje otvara se prodavnica zdravog organskog soka.,Sara je tada bila u mogućnosti da se zaustavi i da uzme hranu.,Hrana je bila previše nezdrava za Saru.,1
295,Rufus se upravo upisao u novu školu i nema tamo prijatelje.,U početku se oseća zabrinuto i zabrinuto da neće sresti nikoga.,"Međutim, jedan fin momak po imenu Ralph se jednog dana predstavio Rufusu.",Shvataju da su u istom razredu hemije.,Odlučuju da budu laboratorijski partneri u razredu.,Rufus je sretan što ima prijatelja na časovima geometrije.,1
296,Tom je za Božić htio komplet iz hemije.,Njegova mama je rekla da je to previše opasno za malog dječaka.,"Tom je umjesto toga tražio štene, a njegova mama je odjednom promenila mišljenje.","Tom nije shvatao zašto, ali ga nije bilo briga.",Bio je sretan što je dobio set za hemiju.,Bio je razočaran kad je dobio set za hemiju.,1
297,"Svako jutro, kolibri mi posjete verandu.","Danas, kada sam ih posmatrao, činili su se uznemireni.",Jedna ptica se ponašala veoma teritorijalno.,Odjednom je velika crna ptica uletjela niotkuda.,Lako je pojeo teritorijalnog kolibra.,Upucao sam pacova i bacio tijelo u smeće.,1
298,Igrao sam u školskoj predstavi.,Njen kostim je zahtevao haljinu sa obručkom.,Nisam mogao nigde da nađem obruče!,Njena mama je odlučila da sama kod kuće napravi obruče.,Lo je shvatio matematički problem.,Lo je imao najbolji kostim u predstavi.,2
299,Bio je moj prvi dan na poslu.,Moj menadžer je nosio majicu Beatlesa.,Oboje smo pričali o našoj ljubavi prema Beatlesu.,Postali smo dobri prijatelji.,Kasnije smo odlučili da osnujemo mali bend.,Kasnije mi je menadžer rekao da ne voli Beatlese.,1
300,Tyler je otišao na bejzbol utakmicu.,Vidio je svoj omiljeni tim!,Njegov tim je igrao naporno.,Njegov tim je pobijedio!,Tyler je dobio depresiju.,Tyler je bio oduševljen!,2
301,Flora je počela da boli zub.,"Mrzila je zubara, pa je pokušala da ignoriše.",Bol je postajala sve gora i gora.,"Konačno, Flora je morala da se dogovori sa zubarom.",Bila je uzbuđena jer je voljela ići kod zubara.,Zubar je uspio da joj olakša zub.,2
302,Derek voli da čita.,Pročitao je sve knjige u kući.,"Treba mu više da čita, ali nema para.",Derek je dobio knjižničku karticu!,Derek nikada više nije čitao.,Derek sada čita sve vreme.,2
303,Otišao sam u bar sa nekim prijateljima.,"Bio sam švorc, ali sam mislio da mogu da im pravim društvo.",Ispostavilo se da su i oni bili švorc.,"Niko od nas nije kupio ništa, i pričali smo satima.",Bar je tražio od mene i mojih prijatelja da odemo nakon nekog vremena.,Posle toga smo svi odlučili da odemo u restoran.,1
304,Bio sam u praonici prošle nedelje.,Tamo je bila i slatka devojka koja je prala rublje.,Otišao sam gore i počeo da pričam.,"Nasmejala se, ali nije bila zainteresovana.","Ostavio sam je samu, ali sam je stalno pratio.",Kupio sam joj haljinu tog popodneva.,1
305,Pat se probudio sa željom da preskoči sa posla.,Zvao je tog jutra lažnim bolesnim glasom.,Ni sat nakon što je zvao dobio je poruku.,Kaže mu da je posao otkazan jer pada sneg.,Pat je ušao u auto i otišao na posao.,Pat se osećao glupo što se pretvara da je bolestan.,2
306,Greg je vozio bicikl do prodavnice.,Ruka je izašla iz uličice dok je Greg prolazio.,Greg je pao sa bicikla kada je gurnut na zemlju.,Gledao je sa trotoara kako čovek odlazi biciklom.,Greg je podnio prijavu policiji i na kraju su uhvatili lopova.,Greg je bio sudija na takmičenju u kuhanju čilija.,1
307,Džonson nikada nije voleo da bude napolju.,Njegova devojka ga zeza da nikada ne moze da ide na kampovanje.,Džonson odlučuje da dokaže da se vara.,Spakira šator i odlazi na kampovanje za dug vikend.,"Imao je jadni vikend, ali je rekao svojoj devojci da je bio sjajan.",Džonson je bio strastveni ljubitelj prirode i često je planinario.,1
308,Jim je izgubio novčanik sa svim novcem.,Do sledećeg meseca neće imati više novca za hranu za svoju porodicu.,"U međuvremenu, Pete je našao novčanik na parkingu banke.","U njemu je bilo stotina dolara, a Pete je stvarno želio novi TV.",Pete je zadržao novčanik i donirao novac u dobrotvorne svrhe.,Pete je zadržao novčanik i novcem kupio novi TV.,2
309,Sally je imala stariju sestru koja je bila dobra u svemu.,Jednog dana je rekla sestri Meri da se oseća nesigurno.,Meri joj se nasmijala i rekla joj da i ona ima mnogo svojih prednosti.,Sally je sebe gledala na drugačiji način.,Sally je mislila da je njena sestra bila okrutna.,Sally se oseća bolje.,2
310,Morao sam da odvedem sina na hitnu ovog leta.,Igrao je fudbal sa prijateljima i dobio udarac u glavu.,Razbio je obrvu i zabrinuti smo da mu je slomio lice.,"Srećom, nije bilo slomljenog.",Moj sin je umro i mi smo ga sahranili na groblju.,Ima ožiljak od šavova.,2
311,Mala Lorelei ima osam meseci i zube joj se otvaraju.,Njena majka je pokušala sve da je umiri.,"Probala je hladne prstenove za zube, lekove i nežan, umirujući čaj.","U poslednjem pokušaju, ona joj daje kolačić za zube.",Lorelei se smirila nakon što je dobila kolačić za zube.,Lorelei je izabrala da dobije cvijeće.,1
312,Bio sam u parku neki dan.,Šetao sam pored jezera i vidio neke patke.,Odlučio sam da im bacim malo hleba.,Lutali su za mnom u besnoj formi.,Patke su me veoma volele.,Pobegla sam od pataka.,2
